,id,season,week,start_date,home_team,home_elo,away_team,away_elo,home_points,away_points,neutral,conference_game,home_win_prob,home_pr,home_pr_rank,home_or,home_or_rank,home_dr,home_dr_rank,away_pr,away_pr_rank,away_or,away_or_rank,away_dr,away_dr_rank,PEAR_win_prob,pr_spread,PEAR,total,home_score,away_score,GQI
32,401634305,2024,1,2024-08-31,Pittsburgh,1436,Kent State,1158.0,55.0,24.0,False,False,83.21,3.1,56,29.4,51,26.3,64,-32.4,134.0,12.1,133.0,44.5,134.0,98.46,39.2,Pittsburgh -39.2,56.2,47.7,8.5,1.7
33,401632062,2024,1,2024-08-31,Louisville,1625,Austin Peay,,62.0,0.0,False,False,50.0,14.5,16,37.6,7,23.1,40,-24.9,,13.2,,12.1,,99.0,42.4,Louisville -42.4,43.0,42.7,0.3,2.3
34,401645322,2024,1,2024-08-31,Navy,1368,Bucknell,,49.0,21.0,False,False,50.0,3.1,56,28.5,56,25.4,60,-24.9,,13.2,,12.1,,96.49,31.0,Navy -31.0,39.6,35.3,4.3,2.0
35,401628451,2024,1,2024-08-31,Maryland,1630,UConn,1230.0,50.0,7.0,False,False,90.91,-1.9,72,24.1,91,25.9,62,-1.8,71.0,25.4,78.0,27.3,68.0,53.92,3.7,Maryland -3.7,51.4,27.6,23.8,8.4
36,401628450,2024,1,2024-08-31,Iowa,1550,Illinois State,,40.0,0.0,False,False,50.0,13.2,19,26.3,71,13.1,5,-24.9,,13.2,,12.1,,98.84,41.1,Iowa -41.1,32.3,36.7,-4.4,2.3
37,401634169,2024,1,2024-08-31,Purdue,1492,Indiana State,,49.0,0.0,False,False,50.0,-15.3,121,18.7,116,34.1,114,-24.9,,13.2,,12.1,,77.67,12.6,Purdue -12.6,39.0,25.8,13.2,3.3
38,401628323,2024,1,2024-08-31,Georgia,2015,Clemson,1676.0,34.0,3.0,True,False,87.56,22.5,8,37.3,8,14.8,11,14.0,17.0,35.2,16.0,21.1,29.0,72.21,9.3,Georgia -9.3,54.2,31.8,22.5,9.3
39,401628333,2024,1,2024-08-31,Vanderbilt,1284,Virginia Tech,1604.0,34.0,27.0,False,False,13.68,6.0,43,29.8,47,23.8,47,9.2,33.0,31.4,38.0,22.2,35.0,45.24,-0.9,Virginia Tech -0.9,53.6,26.4,27.2,9.0
40,401628457,2024,1,2024-08-31,West Virginia,1574,Penn State,1833.0,12.0,34.0,False,False,18.38,1.6,63,30.9,41,29.3,80,22.7,7.0,36.6,11.0,13.9,8.0,9.96,-18.7,Penn State -18.7,55.4,18.4,37.0,6.9
41,401628330,2024,1,2024-08-31,Tennessee,1751,Chattanooga,,69.0,3.0,False,False,50.0,20.7,9,33.7,24,13.0,4,-24.9,,13.2,,12.1,,99.5,48.6,Tennessee -48.6,36.0,42.3,-6.3,2.7
42,401634212,2024,1,2024-08-31,Oklahoma State,1522,South Dakota State,,44.0,20.0,False,False,50.0,-2.6,76,29.5,49,32.0,101,-24.9,,13.2,,12.1,,93.54,25.3,Oklahoma State -25.3,43.4,34.4,9.0,2.3
43,401628591,2024,1,2024-08-31,Cincinnati,1394,Towson,,38.0,20.0,False,False,50.0,2.8,59,26.6,67,23.9,49,-24.9,,13.2,,12.1,,96.37,30.7,Cincinnati -30.7,37.9,34.3,3.6,2.1
44,401637159,2024,1,2024-08-31,Washington State,1530,Portland State,,70.0,30.0,False,False,50.0,-0.3,69,32.7,29,33.1,105,-24.9,,13.2,,12.1,,94.94,27.6,Washington State -27.6,45.6,36.6,9.0,2.2
45,401628455,2024,1,2024-08-31,Ohio State,1876,Akron,1212.0,52.0,6.0,False,False,97.86,29.7,1,39.0,3,9.3,1,-16.4,124.0,16.9,126.0,33.2,106.0,99.53,50.1,Ohio State -50.1,49.2,49.7,-0.4,3.9
46,401629039,2024,1,2024-08-31,Massachusetts,1141,Eastern Michigan,1287.0,14.0,28.0,False,False,30.14,-19.7,126,20.7,106,40.5,129,-14.0,117.0,20.5,107.0,34.5,115.0,38.42,-3.1,Eastern Michigan -3.1,58.1,27.5,30.6,4.6
47,401628331,2024,1,2024-08-31,Texas,1850,Colorado State,1350.0,52.0,0.0,False,False,94.68,24.6,3,35.8,13,11.1,2,-8.1,99.0,22.7,99.0,30.8,92.0,97.9,36.6,Texas -36.6,50.2,43.4,6.8,4.2
48,401628322,2024,1,2024-08-31,Florida,1562,Miami,1553.0,17.0,41.0,False,False,51.29,13.6,18,32.5,31,18.9,21,18.7,11.0,44.0,1.0,25.3,59.0,40.03,-2.1,Miami -2.1,60.4,29.2,31.2,9.4
49,401643699,2024,1,2024-08-31,Air Force,1572,Merrimack,,21.0,6.0,False,False,50.0,-11.2,106,16.9,126,28.0,74,-24.9,,13.2,,12.1,,84.65,16.7,Air Force -16.7,35.1,25.9,9.2,2.9
50,401644731,2024,1,2024-08-31,Northern Illinois,1446,Western Illinois,,54.0,15.0,False,False,50.0,-3.9,81,18.7,116,22.6,37,-24.9,,13.2,,12.1,,92.6,24.0,Northern Illinois -24.0,33.3,28.6,4.6,2.4
51,401634133,2024,1,2024-08-31,App State,1578,East Tennessee State,,38.0,10.0,False,False,50.0,-8.7,102,26.3,71,35.0,118,-24.9,,13.2,,12.1,,87.95,19.2,App State -19.2,43.3,31.2,12.0,2.8
52,401634304,2024,1,2024-08-31,Syracuse,1330,Ohio,1522.0,38.0,22.0,False,False,24.88,4.9,48,35.1,17,30.1,87,1.1,65.0,26.0,74.0,25.0,55.0,64.46,6.3,Syracuse -6.3,58.1,32.2,25.9,8.5
53,401628454,2024,1,2024-08-31,Nebraska,1507,UTEP,1296.0,40.0,7.0,False,False,77.11,6.6,40,22.3,102,15.7,13,-22.1,128.0,12.8,132.0,34.9,117.0,96.75,32.2,Nebraska -32.2,42.8,37.5,5.3,2.2
54,401641015,2024,1,2024-08-31,UTSA,1598,Kennesaw State,1500.0,28.0,16.0,False,False,63.74,-2.2,75,31.1,40,33.3,107,-24.7,132.0,10.1,134.0,34.8,116.0,93.68,25.8,UTSA -25.8,54.6,40.2,14.4,2.4
55,401628449,2024,1,2024-08-31,Indiana,1395,Florida International,1164.0,31.0,7.0,False,False,79.08,20.4,10,35.8,13,15.3,12,-12.6,112.0,19.5,111.0,32.1,102.0,97.97,36.6,Indiana -36.6,51.4,44.0,7.4,3.5
56,401634197,2024,1,2024-08-31,Iowa State,1612,North Dakota,,21.0,3.0,False,False,50.0,10.9,26,30.8,42,19.9,24,-24.9,,13.2,,12.1,,98.51,38.8,Iowa State -38.8,38.0,38.4,-0.4,2.2
57,401644683,2024,1,2024-08-31,Northwestern,1498,Miami (OH),1506.0,13.0,6.0,True,False,48.85,-5.8,91,17.7,120,23.5,46,-0.8,70.0,22.6,100.0,23.4,44.0,36.32,-5.0,Miami (OH) -5.0,43.6,19.3,24.3,7.3
58,401643700,2024,1,2024-08-31,Georgia Southern,1384,Boise State,1626.0,45.0,56.0,False,False,19.89,-3.7,79,26.7,66,30.3,89,9.4,31.0,34.6,20.0,25.2,58.0,21.37,-10.7,Boise State -10.7,58.4,23.8,34.6,6.8
59,401628329,2024,1,2024-08-31,South Carolina,1562,Old Dominion,1406.0,23.0,19.0,False,False,71.05,16.4,12,32.1,35,15.7,13,-4.3,86.0,26.5,68.0,30.8,92.0,92.37,24.1,South Carolina -24.1,52.6,38.4,14.2,5.8
60,401643775,2024,1,2024-08-31,South Alabama,1650,North Texas,1412.0,38.0,52.0,False,False,79.74,0.2,67,28.6,54,28.4,77,-6.4,93.0,32.3,33.0,38.7,125.0,71.3,10.2,South Alabama -10.2,64.0,37.1,26.9,7.1
61,401628590,2024,1,2024-08-31,Marshall,1406,Stony Brook,,45.0,3.0,False,False,50.0,2.1,61,29.3,52,27.2,67,-24.9,,13.2,,12.1,,96.09,30.0,Marshall -30.0,40.9,35.4,5.4,2.1
62,401634301,2024,1,2024-08-31,California,1483,UC Davis,,31.0,13.0,False,False,50.0,2.5,60,26.3,71,23.8,47,-24.9,,13.2,,12.1,,96.25,30.4,California -30.4,37.7,34.0,3.7,2.1
63,401645320,2024,1,2024-08-31,East Carolina,1404,Norfolk State,,42.0,3.0,False,False,50.0,-4.2,85,27.1,63,31.4,95,-24.9,,13.2,,12.1,,92.37,23.7,East Carolina -23.7,41.9,32.8,9.1,2.4
64,401628326,2024,1,2024-08-31,Mississippi State,1447,Eastern Kentucky,,56.0,7.0,False,False,50.0,-2.0,73,27.4,62,29.5,81,-24.9,,13.2,,12.1,,93.94,25.9,Mississippi State -25.9,41.1,33.5,7.6,2.3
65,401628589,2024,1,2024-08-31,Virginia,1310,Richmond,,34.0,13.0,False,False,50.0,-3.4,78,24.8,84,28.2,76,-24.9,,13.2,,12.1,,92.98,24.5,Virginia -24.5,39.2,31.8,7.4,2.4
66,401628586,2024,1,2024-08-31,Liberty,1572,Campbell,,41.0,24.0,False,False,50.0,-5.7,90,24.6,89,30.4,90,-24.9,,13.2,,12.1,,91.09,22.2,Liberty -22.2,40.2,31.2,9.0,2.5
67,401643704,2024,1,2024-08-31,Oregon State,1648,Idaho State,,38.0,15.0,False,False,50.0,-8.6,101,25.2,81,33.8,110,-24.9,,13.2,,12.1,,88.07,19.3,Oregon State -19.3,42.2,30.8,11.5,2.7
68,401641023,2024,1,2024-08-31,Middle Tennessee,1400,Tennessee Tech,,32.0,25.0,False,False,50.0,-23.5,130,13.8,131,37.3,123,-24.9,,13.2,,12.1,,58.07,4.4,Middle Tennessee -4.4,38.2,21.3,16.9,4.1
69,401632064,2024,1,2024-08-31,Arkansas State,1406,Central Arkansas,,34.0,31.0,False,False,50.0,-11.4,108,24.4,90,35.9,120,-24.9,,13.2,,12.1,,84.35,16.5,Arkansas State -16.5,42.8,29.6,13.2,3.0
70,401636612,2024,1,2024-08-31,Kansas State,1794,UT Martin,,41.0,6.0,False,False,50.0,12.2,23,32.8,28,20.6,26,-24.9,,13.2,,12.1,,98.71,40.1,Kansas State -40.1,39.3,39.7,-0.4,2.2
71,401643701,2024,1,2024-08-31,Troy,1657,Nevada,1243.0,26.0,28.0,False,False,91.55,-8.3,100,23.0,96,31.3,94,-12.5,111.0,21.4,105.0,33.9,111.0,65.48,8.0,Troy -8.0,54.8,31.4,23.4,6.2
72,401636363,2024,1,2024-08-31,South Florida,1442,Bethune-Cookman,,48.0,3.0,False,False,50.0,-3.8,80,29.8,47,33.7,109,-24.9,,13.2,,12.1,,92.68,24.1,South Florida -24.1,44.4,34.2,10.1,2.4
73,401628319,2024,1,2024-08-31,Alabama,1854,Western Kentucky,1466.0,63.0,0.0,False,False,90.32,23.3,5,37.8,5,14.5,9,-6.9,95.0,20.5,107.0,27.4,70.0,97.24,34.0,Alabama -34.0,50.1,42.0,8.0,4.2
74,401628325,2024,1,2024-08-31,Ole Miss,1658,Furman,,76.0,0.0,False,False,50.0,24.6,3,37.0,10,12.4,3,-24.9,,13.2,,12.1,,99.68,52.5,Ole Miss -52.5,37.4,45.0,-7.6,2.9
75,401636611,2024,1,2024-08-31,Houston,1447,UNLV,1496.0,7.0,27.0,False,False,42.99,-4.7,88,18.6,118,23.3,42,7.2,39.0,32.3,33.0,25.1,56.0,23.72,-9.0,UNLV -9.0,49.6,20.3,29.3,6.8
76,401645321,2024,1,2024-08-31,Memphis,1569,North Alabama,,40.0,0.0,False,False,50.0,5.1,47,35.3,15,30.2,88,-24.9,,13.2,,12.1,,97.18,33.0,Memphis -33.0,45.4,39.2,6.2,2.0
77,401641039,2024,1,2024-08-31,Rice,1362,Sam Houston,1388.0,14.0,34.0,False,False,46.27,-10.0,104,20.4,109,30.5,91,-7.5,97.0,17.3,123.0,24.8,53.0,47.19,0.4,Rice -0.4,46.5,23.4,23.0,6.9
78,401636610,2024,1,2024-08-31,Baylor,1422,Tarleton State,,45.0,3.0,False,False,50.0,9.2,33,34.7,19,25.5,61,-24.9,,13.2,,12.1,,98.2,37.1,Baylor -37.1,42.8,40.0,2.8,2.1
79,401636613,2024,1,2024-08-31,Texas Tech,1541,Abilene Christian,,52.0,51.0,False,False,50.0,5.4,44,35.1,17,29.7,84,-24.9,,13.2,,12.1,,97.27,33.3,Texas Tech -33.3,45.0,39.2,5.9,2.0
80,401628332,2024,1,2024-08-31,Texas A&M,1681,Notre Dame,1884.0,13.0,23.0,False,False,23.71,15.1,15,33.8,22,18.7,19,25.0,2.0,38.8,4.0,13.7,7.0,28.02,-7.4,Notre Dame -7.4,52.5,22.6,30.0,9.4
81,401628321,2024,1,2024-08-31,Auburn,1556,Alabama A&M,,73.0,3.0,False,False,50.0,8.9,35,27.0,64,18.2,18,-24.9,,13.2,,12.1,,98.14,36.8,Auburn -36.8,35.2,36.0,-0.8,2.1
82,401628456,2024,1,2024-08-31,Oregon,1904,Idaho,,24.0,14.0,False,False,50.0,22.9,6,40.1,2,17.2,17,-24.9,,13.2,,12.1,,99.61,50.8,Oregon -50.8,41.3,46.0,-4.8,2.8
83,401628459,2024,1,2024-08-31,Hawai'i,1227,UCLA,1568.0,13.0,16.0,False,False,12.31,-12.2,109,19.3,113,31.6,97,1.5,64.0,22.9,98.0,21.4,30.0,20.26,-11.5,UCLA -11.5,47.6,18.0,29.6,5.1
84,401628452,2024,1,2024-08-31,Michigan,1973,Fresno State,1558.0,30.0,10.0,False,False,91.6,11.3,25,24.8,84,13.5,6,-4.7,88.0,24.0,93.0,28.7,78.0,87.71,19.8,Michigan -19.8,45.5,32.6,12.8,6.3
85,401628324,2024,1,2024-08-31,Kentucky,1594,Southern Miss,1276.0,31.0,0.0,False,False,86.18,5.2,46,25.1,83,19.8,23,-25.5,133.0,14.2,130.0,39.7,128.0,97.38,34.4,Kentucky -34.4,49.4,41.9,7.5,1.9
86,401634240,2024,1,2024-08-31,BYU,1409,Southern Illinois,,41.0,13.0,False,False,50.0,13.1,21,31.9,37,18.9,21,-24.9,,13.2,,12.1,,98.83,41.0,BYU -41.0,38.0,39.5,-1.5,2.3
87,401643702,2024,1,2024-08-31,San Diego State,1416,East Texas A&M,,45.0,14.0,False,False,50.0,-15.8,122,16.9,126,32.7,104,-24.9,,13.2,,12.1,,76.68,12.1,San Diego State -12.1,37.4,24.8,12.6,3.3
88,401643774,2024,1,2024-08-31,Charlotte,1203,James Madison,1691.0,7.0,30.0,False,False,5.68,-14.2,118,22.6,100,36.7,122,3.6,53.0,28.1,58.0,24.4,51.0,13.81,-15.7,James Madison -15.7,55.9,20.1,35.8,4.2
89,401634303,2024,1,2024-08-31,SMU,1684,Houston Christian,,59.0,7.0,False,False,50.0,15.9,13,37.7,6,21.8,31,-24.9,,13.2,,12.1,,99.14,43.8,SMU -43.8,42.4,43.1,-0.7,2.4
90,401641007,2024,1,2024-08-31,Louisiana Tech,1246,Nicholls,,25.0,17.0,False,False,50.0,-12.2,109,14.7,129,26.9,66,-24.9,,13.2,,12.1,,83.13,15.7,Louisiana Tech -15.7,33.4,24.5,8.8,3.0
91,401636380,2024,1,2024-08-31,Louisiana,1496,Grambling,,40.0,10.0,False,False,50.0,0.2,67,29.9,45,29.7,84,-24.9,,13.2,,12.1,,95.2,28.1,Louisiana -28.1,42.4,35.2,7.1,2.2
92,401643776,2024,1,2024-08-31,Texas State,1399,Lamar,,34.0,27.0,False,False,50.0,3.1,56,33.2,27,30.0,86,-24.9,,13.2,,12.1,,96.49,31.0,Texas State -31.0,44.2,37.6,6.6,2.0
93,401634302,2024,1,2024-08-31,Georgia Tech,1513,Georgia State,1416.0,35.0,12.0,False,False,63.61,4.7,50,32.0,36,27.3,68,-14.4,120.0,22.1,103.0,36.6,121.0,91.0,22.4,Georgia Tech -22.4,59.0,40.7,18.3,4.1
94,401641032,2024,1,2024-08-31,New Mexico State,1432,Southeast Missouri State,,23.0,16.0,False,False,50.0,-22.1,128,17.0,124,39.1,127,-24.9,,13.2,,12.1,,61.85,5.8,New Mexico State -5.8,40.7,23.2,17.5,4.0
95,401636608,2024,1,2024-08-31,Arizona,1714,New Mexico,1234.0,61.0,39.0,False,False,94.06,-4.1,83,24.7,87,28.7,78,-13.8,115.0,27.6,60.0,41.4,132.0,77.87,13.6,Arizona -13.6,61.2,37.4,23.8,5.3
96,401636609,2024,1,2024-08-31,Arizona State,1355,Wyoming,1496.0,48.0,7.0,False,False,30.75,11.9,24,32.6,30,20.7,27,-12.8,114.0,16.9,126.0,29.7,84.0,94.99,27.3,Arizona State -27.3,49.9,38.6,11.3,3.7
97,401628460,2024,1,2024-08-31,Washington,1752,Weber State,,35.0,3.0,False,False,50.0,4.6,51,27.0,64,22.4,36,-24.9,,13.2,,12.1,,97.02,32.5,Washington -32.5,37.3,34.9,2.4,2.0
98,401628334,2024,1,2024-09-01,LSU,1823,USC,1648.0,20.0,27.0,True,False,73.25,15.3,14,37.1,9,21.8,31,13.2,19.0,36.6,11.0,23.4,44.0,55.87,2.6,LSU -2.6,59.4,31.0,28.4,9.5
99,401634306,2024,1,2024-09-02,Florida State,1676,Boston College,1396.0,13.0,28.0,False,True,83.37,-4.3,86,20.3,110,24.6,52,2.9,58.0,27.8,59.0,24.8,53.0,34.52,-3.5,Boston College -3.5,48.8,22.6,26.2,7.4
100,401677077,2024,1,2024-12-14,Western Michigan,1254,South Alabama,1597.0,23.0,30.0,True,False,12.19,-10.5,105,25.2,81,35.7,119,0.2,67.0,28.6,54.0,28.4,77.0,23.11,-11.5,South Alabama -11.5,59.0,23.8,35.2,5.8
101,401677080,2024,1,2024-12-17,West Virginia,1446,Memphis,1666.0,37.0,42.0,True,False,21.99,1.6,63,30.9,41,29.3,80,5.1,47.0,35.3,15.0,30.2,88.0,40.3,-4.1,Memphis -4.1,62.8,29.4,33.4,8.5
102,401677079,2024,1,2024-12-18,James Madison,1692,Western Kentucky,1363.0,27.0,17.0,True,False,86.92,3.6,53,28.1,58,24.4,51,-6.9,95.0,20.5,107.0,27.4,70.0,76.48,11.2,James Madison -11.2,50.2,30.7,19.5,6.5
103,401677081,2024,1,2024-12-18,UNLV,1662,California,1546.0,24.0,13.0,True,False,66.1,7.2,39,32.3,33,25.1,56,2.5,60.0,26.3,71.0,23.8,47.0,62.9,5.0,UNLV -5.0,53.8,29.4,24.4,8.6
104,401677082,2024,1,2024-12-19,Sam Houston,1415,Georgia Southern,1449.0,31.0,26.0,True,False,45.12,-7.5,97,17.3,123,24.8,53,-3.7,79.0,26.7,66.0,30.3,89.0,39.49,-3.9,Georgia Southern -3.9,49.6,22.8,26.8,7.2
105,401677083,2024,1,2024-12-20,Jacksonville State,1729,Ohio,1679.0,27.0,30.0,True,False,57.15,-2.1,74,27.5,61,29.6,82,1.1,65.0,26.0,74.0,25.0,55.0,41.11,-3.1,Ohio -3.1,54.0,25.4,28.6,8.1
106,401677084,2024,1,2024-12-20,Florida,1687,Tulane,1754.0,33.0,8.0,True,False,40.48,13.6,18,32.5,31,18.9,21,7.8,37.0,34.1,21.0,26.3,64.0,65.73,5.6,Florida -5.6,55.9,30.8,25.2,9.0
107,401677179,2024,1,2024-12-20,Notre Dame,2160,Indiana,1954.0,27.0,17.0,False,False,76.6,25.0,2,38.8,4,13.7,7,20.4,10.0,35.8,13.0,15.3,12.0,66.49,8.1,Notre Dame -8.1,51.8,30.0,21.8,9.7
108,401677178,2024,1,2024-12-21,Penn State,1996,SMU,1886.0,38.0,10.0,False,False,65.32,22.7,7,36.6,11,13.9,8,15.9,13.0,37.7,6.0,21.8,31.0,71.75,10.1,Penn State -10.1,55.0,32.6,22.4,9.5
109,401677176,2024,1,2024-12-21,Texas,2057,Clemson,1815.0,38.0,24.0,False,False,80.11,24.6,3,35.8,13,11.1,2,14.0,17.0,35.2,16.0,21.1,29.0,79.56,14.2,Texas -14.2,51.6,32.9,18.7,9.3
