Team,Date,Opponent,Location,Result,home_team,away_team,home_score,away_score,home_elo,away_elo
Indiana,2024-04-07,Maryland,Away,L5 - 6,Maryland,Indiana,6,5,1449.78,1517.6
Indiana,2024-04-12,Penn St.,Home,L4 - 15,Indiana,Penn St.,4,15,1517.6,1468.23
Indiana,2024-04-13,Penn St.,Home,W10 - 9,Indiana,Penn St.,10,9,1517.6,1468.23
Indiana,2024-04-14,Penn St.,Home,W12 - 3,Indiana,Penn St.,12,3,1517.6,1468.23
Indiana,2024-04-16,Evansville,Home,L4 - 5,Indiana,Evansville,4,5,1517.6,1595.77
Indiana,2024-04-20,Minnesota,Away,W7 - 1,Minnesota,Indiana,1,7,1432.11,1517.6
Indiana,2024-04-21,Minnesota,Away,L2 - 13(7 Innings),Minnesota,Indiana,13,2,1432.11,1517.6
Indiana,2024-04-21,Minnesota,Away,W18 - 8,Minnesota,Indiana,8,18,1432.11,1517.6
Indiana,2024-04-26,Rutgers,Home,W8 - 3,Indiana,Rutgers,8,3,1517.6,1385.21
Indiana,2024-04-27,Rutgers,Home,W12 - 6,Indiana,Rutgers,12,6,1517.6,1385.21
Indiana,2024-04-28,Rutgers,Home,W18 - 6(7 Innings),Indiana,Rutgers,18,6,1517.6,1385.21
Indiana,2024-05-03,Purdue,Away,L4 - 7,Purdue,Indiana,7,4,1430.93,1517.6
Indiana,2024-05-04,Purdue,Away,W10 - 2,Purdue,Indiana,2,10,1430.93,1517.6
Indiana,2024-05-05,Purdue,Away,W5 - 4,Purdue,Indiana,4,5,1430.93,1517.6
Indiana,2024-05-10,Nebraska,Away,W10 - 5,Nebraska,Indiana,5,10,1547.32,1517.6
Indiana,2024-05-11,Nebraska,Away,L2 - 5(10 Innings),Nebraska,Indiana,5,2,1547.32,1517.6
Indiana,2024-05-12,Nebraska,Away,L2 - 4,Nebraska,Indiana,4,2,1547.32,1517.6
Indiana,2024-05-16,Michigan,Home,L2 - 3,Indiana,Michigan,2,3,1517.6,1499.68
Indiana,2024-05-16,Michigan,Home,W11 - 2,Indiana,Michigan,11,2,1517.6,1499.68
Indiana,2024-05-17,Michigan,Home,W8 - 4,Indiana,Michigan,8,4,1517.6,1499.68
Indiana,2024-05-21,Purdue,Neutral,W8 - 6,Indiana,Purdue,8,6,1517.6,1430.93
Indiana,2024-05-23,Ohio St.,Neutral,W14 - 7,Ohio St.,Indiana,7,14,1446.96,1517.6
Indiana,2024-05-25,Nebraska,Neutral,L2 - 4,Indiana,Nebraska,2,4,1517.6,1547.32
Indiana,2024-05-25,Nebraska,Neutral,L4 - 10,Nebraska,Indiana,10,4,1547.32,1517.6
Indiana,2024-05-31,Southern Miss.,Neutral,W10 - 4,Southern Miss.,Indiana,4,10,1634.17,1517.6
Indiana,2024-06-01,Tennessee,Away,L6 - 12,Indiana,Tennessee,6,12,1517.6,1835.47
Indiana,2024-06-02,Southern Miss.,Neutral,L3 - 15,Indiana,Southern Miss.,3,15,1517.6,1634.17
App State,2024-02-16,Gardner-Webb,Away,W9 - 5,Gardner-Webb,App State,5,9,1349.1,1515.58
App State,2024-02-17,Gardner-Webb,Away,L1 - 5,Gardner-Webb,App State,5,1,1349.1,1515.58
App State,2024-02-18,Gardner-Webb,Away,W15 - 11(10 Innings),Gardner-Webb,App State,11,15,1349.1,1515.58
App State,2024-02-20,High Point,Away,W7 - 1,High Point,App State,1,7,1481.31,1515.58
App State,2024-02-23,Siena,Home,W15 - 7,App State,Siena,15,7,1515.58,1116.94
App State,2024-02-24,Siena,Home,W9 - 4,App State,Siena,9,4,1515.58,1116.94
App State,2024-02-25,Siena,Home,W10 - 6,App State,Siena,10,6,1515.58,1116.94
App State,2024-02-27,ETSU,Away,W9 - 6,ETSU,App State,6,9,1488.5,1515.58
App State,2024-03-01,Southern Ill.,Away,L5 - 7,Southern Ill.,App State,7,5,1374.91,1515.58
App State,2024-03-02,Southern Ill.,Away,W9 - 1,Southern Ill.,App State,1,9,1374.91,1515.58
App State,2024-03-03,Southern Ill.,Away,W8 - 1,Southern Ill.,App State,1,8,1374.91,1515.58
App State,2024-03-05,Duke,Away,L2 - 28,Duke,App State,28,2,1626.35,1515.58
App State,2024-03-08,Winthrop,Away,L6 - 9,Winthrop,App State,9,6,1304.08,1515.58
App State,2024-03-10,Winthrop,Away,W16 - 1,Winthrop,App State,1,16,1304.08,1515.58
App State,2024-03-12,Queens (NC),Neutral,W14 - 5,Queens (NC),App State,5,14,1171.66,1515.58
App State,2024-03-15,Texas St.,Away,L2 - 3,Texas St.,App State,3,2,1443.64,1515.58
App State,2024-03-16,Texas St.,Away,L7 - 17(7 Innings),Texas St.,App State,17,7,1443.64,1515.58
App State,2024-03-17,Texas St.,Away,W3 - 2,Texas St.,App State,2,3,1443.64,1515.58
App State,2024-03-19,Queens (NC),Home,W15 - 5(7 Innings),App State,Queens (NC),15,5,1515.58,1171.66
App State,2024-03-23,Coastal Carolina,Home,W16 - 8,App State,Coastal Carolina,16,8,1515.58,1517.05
App State,2024-03-24,Coastal Carolina,Home,W9 - 8,App State,Coastal Carolina,9,8,1515.58,1517.05
App State,2024-03-24,Coastal Carolina,Home,L11 - 17(12 Innings),App State,Coastal Carolina,11,17,1515.58,1517.05
App State,2024-03-28,Marshall,Home,L8 - 9,App State,Marshall,8,9,1515.58,1297.89
App State,2024-03-29,Marshall,Home,W15 - 10,App State,Marshall,15,10,1515.58,1297.89
App State,2024-03-30,Marshall,Home,W19 - 2(7 Innings),App State,Marshall,19,2,1515.58,1297.89
App State,2024-04-02,High Point,Home,W11 - 3,App State,High Point,11,3,1515.58,1481.31
App State,2024-04-05,James Madison,Away,L9 - 13,James Madison,App State,13,9,1525.25,1515.58
App State,2024-04-06,James Madison,Away,L5 - 8,James Madison,App State,8,5,1525.25,1515.58
App State,2024-04-07,James Madison,Away,L5 - 11,James Madison,App State,11,5,1525.25,1515.58
App State,2024-04-09,UNC Asheville,Home,W8 - 7,App State,UNC Asheville,8,7,1515.58,1311.75
App State,2024-04-13,Troy,Home,L2 - 17(8 Innings),App State,Troy,2,17,1515.58,1514.25
App State,2024-04-13,Troy,Home,W11 - 1(7 Innings),App State,Troy,11,1,1515.58,1514.25
App State,2024-04-14,Troy,Home,L5 - 13,App State,Troy,5,13,1515.58,1514.25
App State,2024-04-16,Western Caro.,Away,L5 - 10,Western Caro.,App State,10,5,1414.19,1515.58
App State,2024-04-19,Arkansas St.,Away,W20 - 7,Arkansas St.,App State,7,20,1285.5,1515.58
App State,2024-04-20,Arkansas St.,Away,W12 - 3,Arkansas St.,App State,3,12,1285.5,1515.58
App State,2024-04-23,ETSU,Home,W12 - 11,App State,ETSU,12,11,1515.58,1488.5
App State,2024-04-26,Georgia St.,Away,W11 - 7,Georgia St.,App State,7,11,1357.95,1515.58
App State,2024-04-27,Georgia St.,Away,W6 - 5,Georgia St.,App State,5,6,1357.95,1515.58
App State,2024-04-28,Georgia St.,Away,W13 - 9,Georgia St.,App State,9,13,1357.95,1515.58
App State,2024-04-30,Wake Forest,Neutral,L9 - 10,Wake Forest,App State,10,9,1602.48,1515.58
App State,2024-05-03,South Alabama,Home,L5 - 9,App State,South Alabama,5,9,1515.58,1458.7
App State,2024-05-05,South Alabama,Home,W10 - 2,App State,South Alabama,10,2,1515.58,1458.7
App State,2024-05-05,South Alabama,Home,W13 - 1(7 Innings),App State,South Alabama,13,1,1515.58,1458.7
App State,2024-05-10,Old Dominion,Away,W5 - 2,Old Dominion,App State,2,5,1484.41,1515.58
App State,2024-05-11,Old Dominion,Away,W4 - 3(10 Innings),Old Dominion,App State,3,4,1484.41,1515.58
App State,2024-05-12,Old Dominion,Away,L10 - 11(12 Innings),Old Dominion,App State,11,10,1484.41,1515.58
App State,2024-05-16,Ga. Southern,Home,W6 - 5(10 Innings),App State,Ga. Southern,6,5,1515.58,1544.02
App State,2024-05-16,Ga. Southern,Home,L4 - 14(7 Innings),App State,Ga. Southern,4,14,1515.58,1544.02
App State,2024-05-17,Ga. Southern,Home,L5 - 9,App State,Ga. Southern,5,9,1515.58,1544.02
App State,2024-05-22,Troy,Neutral,L5 - 6,Troy,App State,6,5,1514.25,1515.58
App State,2024-05-23,Coastal Carolina,Neutral,W6 - 3,App State,Coastal Carolina,6,3,1515.58,1517.05
App State,2024-05-24,Troy,Neutral,W10 - 6,App State,Troy,10,6,1515.58,1514.25
App State,2024-05-25,Southern Miss.,Neutral,L5 - 7,App State,Southern Miss.,5,7,1515.58,1634.17
Tulane,2024-02-16,Northwestern,Home,L0 - 9,Tulane,Northwestern,0,9,1512.28,1305.05
Tulane,2024-02-17,Northwestern,Home,W6 - 2,Tulane,Northwestern,6,2,1512.28,1305.05
Tulane,2024-02-18,Northwestern,Home,W12 - 9,Tulane,Northwestern,12,9,1512.28,1305.05
Tulane,2024-02-20,Nicholls,Home,W3 - 2,Tulane,Nicholls,3,2,1512.28,1487.15
Tulane,2024-02-23,UC Irvine,Home,L4 - 5,Tulane,UC Irvine,4,5,1512.28,1583.14
Tulane,2024-02-24,UC Irvine,Home,L4 - 11,Tulane,UC Irvine,4,11,1512.28,1583.14
Tulane,2024-02-25,UC Irvine,Home,L7 - 10,Tulane,UC Irvine,7,10,1512.28,1583.14
Tulane,2024-02-27,New Orleans,Home,W6 - 3,Tulane,New Orleans,6,3,1512.28,1385.5
Tulane,2024-03-01,Yale,Home,W11 - 1(8 Innings),Tulane,Yale,11,1,1512.28,1297.14
Tulane,2024-03-02,Yale,Home,W11 - 4,Tulane,Yale,11,4,1512.28,1297.14
Tulane,2024-03-03,Yale,Home,W4 - 0,Tulane,Yale,4,0,1512.28,1297.14
Tulane,2024-03-05,Nicholls,Away,W14 - 12,Nicholls,Tulane,12,14,1487.15,1512.28
Tulane,2024-03-06,Grambling,Home,W9 - 4,Tulane,Grambling,9,4,1512.28,1328.79
Tulane,2024-03-08,Louisiana,Away,W11 - 8,Louisiana,Tulane,8,11,1577.31,1512.28
Tulane,2024-03-09,Louisiana,Away,L4 - 5(10 Innings),Louisiana,Tulane,5,4,1577.31,1512.28
Tulane,2024-03-10,Louisiana,Away,L3 - 4,Louisiana,Tulane,4,3,1577.31,1512.28
Tulane,2024-03-12,Southeastern La.,Away,L7 - 8,Southeastern La.,Tulane,8,7,1378.31,1512.28
Tulane,2024-03-15,Pepperdine,Home,W3 - 2,Tulane,Pepperdine,3,2,1512.28,1249.59
Tulane,2024-03-16,Pepperdine,Home,W7 - 3,Tulane,Pepperdine,7,3,1512.28,1249.59
Tulane,2024-03-16,Pepperdine,Home,L4 - 6,Tulane,Pepperdine,4,6,1512.28,1249.59
Tulane,2024-03-18,Saint Louis,Home,W2 - 0,Tulane,Saint Louis,2,0,1512.28,1418.52
Tulane,2024-03-22,Rice,Away,W14 - 7(11 Innings),Rice,Tulane,7,14,1393.7,1512.28
Tulane,2024-03-23,Rice,Away,W10 - 1,Rice,Tulane,1,10,1393.7,1512.28
Tulane,2024-03-24,Rice,Away,L2 - 4,Rice,Tulane,4,2,1393.7,1512.28
Tulane,2024-03-26,Southern Miss.,Away,L4 - 9,Southern Miss.,Tulane,9,4,1634.17,1512.28
Tulane,2024-03-28,UTSA,Home,L3 - 6,Tulane,UTSA,3,6,1512.28,1437.27
Tulane,2024-03-29,UTSA,Home,L7 - 11,Tulane,UTSA,7,11,1512.28,1437.27
Tulane,2024-03-30,UTSA,Home,L6 - 12,Tulane,UTSA,6,12,1512.28,1437.27
Tulane,2024-04-02,Texas Southern,Home,W19 - 1(7 Innings),Tulane,Texas Southern,19,1,1512.28,1270.29
Tulane,2024-04-05,UAB,Away,L2 - 6,UAB,Tulane,6,2,1378.82,1512.28
Tulane,2024-04-06,UAB,Away,W14 - 13,UAB,Tulane,13,14,1378.82,1512.28
Tulane,2024-04-07,UAB,Away,L6 - 7,UAB,Tulane,7,6,1378.82,1512.28
Tulane,2024-04-09,New Orleans,Away,W7 - 4,New Orleans,Tulane,4,7,1385.5,1512.28
Tulane,2024-04-12,South Fla.,Home,W11 - 3,Tulane,South Fla.,11,3,1512.28,1362.47
Tulane,2024-04-13,South Fla.,Home,W14 - 4(8 Innings),Tulane,South Fla.,14,4,1512.28,1362.47
Tulane,2024-04-14,South Fla.,Home,L8 - 9(10 Innings),Tulane,South Fla.,8,9,1512.28,1362.47
Tulane,2024-04-17,South Alabama,Home,L7 - 14,Tulane,South Alabama,7,14,1512.28,1458.7
Tulane,2024-04-19,Fla. Atlantic,Away,L0 - 5,Fla. Atlantic,Tulane,5,0,1391.01,1512.28
Tulane,2024-04-20,Fla. Atlantic,Away,W8 - 3,Fla. Atlantic,Tulane,3,8,1391.01,1512.28
Tulane,2024-04-21,Fla. Atlantic,Away,W9 - 5,Fla. Atlantic,Tulane,5,9,1391.01,1512.28
Tulane,2024-04-23,Southern Miss.,Home,L6 - 11,Tulane,Southern Miss.,6,11,1512.28,1634.17
Tulane,2024-04-26,Wichita St.,Away,W13 - 8,Wichita St.,Tulane,8,13,1481.86,1512.28
Tulane,2024-04-28,Wichita St.,Away,L3 - 6(7 Innings),Wichita St.,Tulane,6,3,1481.86,1512.28
Tulane,2024-04-28,Wichita St.,Away,W10 - 4,Wichita St.,Tulane,4,10,1481.86,1512.28
Tulane,2024-04-30,Southeastern La.,Home,W13 - 6,Tulane,Southeastern La.,13,6,1512.28,1378.31
Tulane,2024-05-03,Memphis,Home,W9 - 5,Tulane,Memphis,9,5,1512.28,1349.39
Tulane,2024-05-04,Memphis,Home,L0 - 3,Tulane,Memphis,0,3,1512.28,1349.39
Tulane,2024-05-05,Memphis,Home,L5 - 7(10 Innings),Tulane,Memphis,5,7,1512.28,1349.39
Tulane,2024-05-07,New Orleans,Away,L5 - 6(10 Innings),New Orleans,Tulane,6,5,1385.5,1512.28
Tulane,2024-05-10,East Carolina,Home,W6 - 5,Tulane,East Carolina,6,5,1512.28,1594.77
Tulane,2024-05-11,East Carolina,Home,W7 - 3,Tulane,East Carolina,7,3,1512.28,1594.77
Tulane,2024-05-12,East Carolina,Home,W10 - 9(10 Innings),Tulane,East Carolina,10,9,1512.28,1594.77
Tulane,2024-05-16,Charlotte,Away,L7 - 9,Charlotte,Tulane,9,7,1365.66,1512.28
Tulane,2024-05-16,Charlotte,Away,W5 - 4,Charlotte,Tulane,4,5,1365.66,1512.28
Tulane,2024-05-17,Charlotte,Away,W10 - 8(10 Innings),Charlotte,Tulane,8,10,1365.66,1512.28
Tulane,2024-05-21,Fla. Atlantic,Neutral,W14 - 2(7 Innings),Tulane,Fla. Atlantic,14,2,1512.28,1391.01
Tulane,2024-05-23,Charlotte,Neutral,W7 - 5,Tulane,Charlotte,7,5,1512.28,1365.66
Tulane,2024-05-25,Fla. Atlantic,Neutral,W13 - 1(7 Innings),Tulane,Fla. Atlantic,13,1,1512.28,1391.01
Tulane,2024-05-26,Wichita St.,Neutral,W11 - 10,Tulane,Wichita St.,11,10,1512.28,1481.86
Tulane,2024-05-31,Oregon St.,Away,L4 - 10,Oregon St.,Tulane,10,4,1624.23,1512.28
Tulane,2024-06-01,Nicholls,Neutral,W3 - 0,Nicholls,Tulane,0,3,1487.15,1512.28
Tulane,2024-06-02,UC Irvine,Neutral,L7 - 17,Tulane,UC Irvine,7,17,1512.28,1583.14
Miami (FL),2024-02-16,NJIT,Home,W8 - 7,Miami (FL),NJIT,8,7,1502.34,1326.71
Miami (FL),2024-02-17,NJIT,Home,W19 - 2,Miami (FL),NJIT,19,2,1502.34,1326.71
Miami (FL),2024-02-17,NJIT,Home,W16 - 0,Miami (FL),NJIT,16,0,1502.34,1326.71
Miami (FL),2024-02-21,UCF,Home,L3 - 4,Miami (FL),UCF,3,4,1502.34,1565.29
Miami (FL),2024-02-23,LIU,Home,W9 - 3,Miami (FL),LIU,9,3,1502.34,1383.89
Miami (FL),2024-02-24,LIU,Home,L2 - 4,Miami (FL),LIU,2,4,1502.34,1383.89
Miami (FL),2024-02-25,LIU,Home,W22 - 5,Miami (FL),LIU,22,5,1502.34,1383.89
Miami (FL),2024-02-28,FGCU,Home,L10 - 12(12 Innings),Miami (FL),FGCU,10,12,1502.34,1435.41
Miami (FL),2024-03-01,Florida,Home,L3 - 7,Miami (FL),Florida,3,7,1502.34,1686.87
Miami (FL),2024-03-02,Florida,Home,W10 - 6,Miami (FL),Florida,10,6,1502.34,1686.87
Miami (FL),2024-03-03,Florida,Home,L4 - 8,Miami (FL),Florida,4,8,1502.34,1686.87
Miami (FL),2024-03-06,Stonehill,Home,W7 - 6,Miami (FL),Stonehill,7,6,1502.34,1190.23
Miami (FL),2024-03-08,Virginia,Home,W6 - 5,Miami (FL),Virginia,6,5,1502.34,1672.85
Miami (FL),2024-03-09,Virginia,Home,W16 - 12,Miami (FL),Virginia,16,12,1502.34,1672.85
Miami (FL),2024-03-10,Virginia,Home,L11 - 14,Miami (FL),Virginia,11,14,1502.34,1672.85
Miami (FL),2024-03-12,Fla. Atlantic,Away,L4 - 6,Fla. Atlantic,Miami (FL),6,4,1391.01,1502.34
Miami (FL),2024-03-15,North Carolina,Home,W14 - 1(7 Innings),Miami (FL),North Carolina,14,1,1502.34,1720.63
Miami (FL),2024-03-16,North Carolina,Home,W2 - 1,Miami (FL),North Carolina,2,1,1502.34,1720.63
Miami (FL),2024-03-17,North Carolina,Home,L6 - 18(7 Innings),Miami (FL),North Carolina,6,18,1502.34,1720.63
Miami (FL),2024-03-19,FIU,Home,W4 - 3,Miami (FL),FIU,4,3,1502.34,1380.71
Miami (FL),2024-03-22,Notre Dame,Away,L2 - 6,Notre Dame,Miami (FL),6,2,1476.76,1502.34
Miami (FL),2024-03-23,Notre Dame,Away,L2 - 5,Notre Dame,Miami (FL),5,2,1476.76,1502.34
Miami (FL),2024-03-24,Notre Dame,Away,W12 - 10(10 Innings),Notre Dame,Miami (FL),10,12,1476.76,1502.34
Miami (FL),2024-03-26,FIU,Away,W14 - 7,FIU,Miami (FL),7,14,1380.71,1502.34
Miami (FL),2024-03-28,Clemson,Home,W3 - 2,Miami (FL),Clemson,3,2,1502.34,1634.04
Miami (FL),2024-03-29,Clemson,Home,L2 - 3,Miami (FL),Clemson,2,3,1502.34,1634.04
Miami (FL),2024-03-30,Clemson,Home,L0 - 7,Miami (FL),Clemson,0,7,1502.34,1634.04
Miami (FL),2024-04-02,Fla. Atlantic,Away,L0 - 3,Fla. Atlantic,Miami (FL),3,0,1391.01,1502.34
Miami (FL),2024-04-05,Duke,Away,L3 - 4,Duke,Miami (FL),4,3,1626.35,1502.34
Miami (FL),2024-04-06,Duke,Away,L4 - 5,Duke,Miami (FL),5,4,1626.35,1502.34
Miami (FL),2024-04-07,Duke,Away,L10 - 11(11 Innings),Duke,Miami (FL),11,10,1626.35,1502.34
Miami (FL),2024-04-09,Fla. Atlantic,Home,W14 - 6,Miami (FL),Fla. Atlantic,14,6,1502.34,1391.01
Miami (FL),2024-04-11,Florida St.,Away,L4 - 5,Florida St.,Miami (FL),5,4,1703.04,1502.34
Miami (FL),2024-04-12,Florida St.,Away,L7 - 11,Florida St.,Miami (FL),11,7,1703.04,1502.34
Miami (FL),2024-04-13,Florida St.,Away,L4 - 6,Florida St.,Miami (FL),6,4,1703.04,1502.34
Miami (FL),2024-04-17,Bethune-Cookman,Home,L4 - 6,Miami (FL),Bethune-Cookman,4,6,1502.34,1344.82
Miami (FL),2024-04-19,Louisville,Home,L5 - 9,Miami (FL),Louisville,5,9,1502.34,1547.39
Miami (FL),2024-04-20,Louisville,Home,L5 - 6(10 Innings),Miami (FL),Louisville,5,6,1502.34,1547.39
Miami (FL),2024-04-21,Louisville,Home,W17 - 5(7 Innings),Miami (FL),Louisville,17,5,1502.34,1547.39
Miami (FL),2024-04-23,Fla. Atlantic,Home,W5 - 2,Miami (FL),Fla. Atlantic,5,2,1502.34,1391.01
Miami (FL),2024-04-26,Georgia Tech,Away,W6 - 4,Georgia Tech,Miami (FL),4,6,1541.42,1502.34
Miami (FL),2024-04-27,Georgia Tech,Away,L4 - 9,Georgia Tech,Miami (FL),9,4,1541.42,1502.34
Miami (FL),2024-04-28,Georgia Tech,Away,L1 - 17(7 Innings),Georgia Tech,Miami (FL),17,1,1541.42,1502.34
Miami (FL),2024-05-02,BYU,Home,W3 - 2(12 Innings),Miami (FL),BYU,3,2,1502.34,1402.41
Miami (FL),2024-05-03,BYU,Home,W6 - 4,Miami (FL),BYU,6,4,1502.34,1402.41
Miami (FL),2024-05-04,BYU,Home,L2 - 8,Miami (FL),BYU,2,8,1502.34,1402.41
Miami (FL),2024-05-08,FIU,Home,L7 - 9,Miami (FL),FIU,7,9,1502.34,1380.71
Miami (FL),2024-05-10,Virginia Tech,Away,W8 - 6,Virginia Tech,Miami (FL),6,8,1472.36,1502.34
Miami (FL),2024-05-11,Virginia Tech,Away,W7 - 5,Virginia Tech,Miami (FL),5,7,1472.36,1502.34
Miami (FL),2024-05-12,Virginia Tech,Away,L4 - 13,Virginia Tech,Miami (FL),13,4,1472.36,1502.34
Miami (FL),2024-05-14,FIU,Away,W6 - 5,FIU,Miami (FL),5,6,1380.71,1502.34
Miami (FL),2024-05-16,Pittsburgh,Home,W5 - 3,Miami (FL),Pittsburgh,5,3,1502.34,1499.57
Miami (FL),2024-05-17,Pittsburgh,Home,L3 - 5,Miami (FL),Pittsburgh,3,5,1502.34,1499.57
Miami (FL),2024-05-18,Pittsburgh,Home,L7 - 10,Miami (FL),Pittsburgh,7,10,1502.34,1499.57
Miami (FL),2024-05-21,Louisville,Neutral,W8 - 5,Louisville,Miami (FL),5,8,1547.39,1502.34
Miami (FL),2024-05-23,Clemson,Neutral,W8 - 7,Miami (FL),Clemson,8,7,1502.34,1634.04
Miami (FL),2024-05-25,Duke,Neutral,L2 - 8,Duke,Miami (FL),8,2,1626.35,1502.34
Lamar University,2024-02-16,Southern Ind.,Neutral,W4 - 2,Lamar University,Southern Ind.,4,2,1508.98,1311.37
Lamar University,2024-02-17,South Alabama,Away,L1 - 7,South Alabama,Lamar University,7,1,1458.7,1508.98
Lamar University,2024-02-18,North Ala.,Neutral,W9 - 1,North Ala.,Lamar University,1,9,1233.36,1508.98
Lamar University,2024-02-20,Baylor,Away,L5 - 11,Baylor,Lamar University,11,5,1406.25,1508.98
Lamar University,2024-02-23,UIC,Neutral,W8 - 7(10 Innings),Lamar University,UIC,8,7,1508.98,1451.81
Lamar University,2024-02-24,SFA,Neutral,W5 - 0,SFA,Lamar University,0,5,1132.61,1508.98
Lamar University,2024-02-25,UTSA,Neutral,W5 - 3,Lamar University,UTSA,5,3,1508.98,1437.27
Lamar University,2024-02-27,Texas A&M,Away,L2 - 13(7 Innings),Texas A&M,Lamar University,13,2,1758.75,1508.98
Lamar University,2024-03-01,UT Arlington,Home,W4 - 2,Lamar University,UT Arlington,4,2,1508.98,1300.0
Lamar University,2024-03-02,UT Arlington,Home,L1 - 3,Lamar University,UT Arlington,1,3,1508.98,1300.0
Lamar University,2024-03-03,UT Arlington,Home,W7 - 3,Lamar University,UT Arlington,7,3,1508.98,1300.0
Lamar University,2024-03-06,SFA,Away,W11 - 4,SFA,Lamar University,4,11,1132.61,1508.98
Lamar University,2024-03-08,UMBC,Home,W7 - 3,Lamar University,UMBC,7,3,1508.98,1351.17
Lamar University,2024-03-09,UMBC,Home,W4 - 0,Lamar University,UMBC,4,0,1508.98,1351.17
Lamar University,2024-03-10,UMBC,Home,W10 - 3,Lamar University,UMBC,10,3,1508.98,1351.17
Lamar University,2024-03-12,Texas Southern,Home,W9 - 3,Lamar University,Texas Southern,9,3,1508.98,1270.29
Lamar University,2024-03-15,Pacific,Home,W3 - 1,Lamar University,Pacific,3,1,1508.98,1174.79
Lamar University,2024-03-16,Pacific,Home,W3 - 0,Lamar University,Pacific,3,0,1508.98,1174.79
Lamar University,2024-03-16,Pacific,Home,W5 - 1,Lamar University,Pacific,5,1,1508.98,1174.79
Lamar University,2024-03-19,Prairie View,Home,W13 - 3(8 Innings),Lamar University,Prairie View,13,3,1508.98,1288.85
Lamar University,2024-03-23,Houston Christian,Away,W8 - 1,Houston Christian,Lamar University,1,8,1292.06,1508.98
Lamar University,2024-03-23,Houston Christian,Away,W6 - 4,Houston Christian,Lamar University,4,6,1292.06,1508.98
Lamar University,2024-03-24,Houston Christian,Away,W11 - 9,Houston Christian,Lamar University,9,11,1292.06,1508.98
Lamar University,2024-03-26,Houston,Away,L4 - 6,Houston,Lamar University,6,4,1435.59,1508.98
Lamar University,2024-03-28,Oklahoma,Away,W12 - 10,Oklahoma,Lamar University,10,12,1632.51,1508.98
Lamar University,2024-03-29,Oklahoma,Away,W13 - 8,Oklahoma,Lamar University,8,13,1632.51,1508.98
Lamar University,2024-03-30,Oklahoma,Away,W6 - 3,Oklahoma,Lamar University,3,6,1632.51,1508.98
Lamar University,2024-04-02,Sam Houston,Home,W11 - 3,Lamar University,Sam Houston,11,3,1508.98,1481.3
Lamar University,2024-04-05,McNeese,Home,L2 - 4,Lamar University,McNeese,2,4,1508.98,1439.07
Lamar University,2024-04-06,McNeese,Home,W1 - 0(11 Innings),Lamar University,McNeese,1,0,1508.98,1439.07
Lamar University,2024-04-07,McNeese,Home,W4 - 3,Lamar University,McNeese,4,3,1508.98,1439.07
Lamar University,2024-04-10,SFA,Home,W7 - 2,Lamar University,SFA,7,2,1508.98,1132.61
Lamar University,2024-04-12,Southeastern La.,Home,W2 - 1,Lamar University,Southeastern La.,2,1,1508.98,1378.31
Lamar University,2024-04-13,Southeastern La.,Home,W10 - 3,Lamar University,Southeastern La.,10,3,1508.98,1378.31
Lamar University,2024-04-14,Southeastern La.,Home,W8 - 2,Lamar University,Southeastern La.,8,2,1508.98,1378.31
Lamar University,2024-04-19,A&M-Corpus Christi,Away,L3 - 6,A&M-Corpus Christi,Lamar University,6,3,1279.84,1508.98
Lamar University,2024-04-20,A&M-Corpus Christi,Away,W6 - 3,A&M-Corpus Christi,Lamar University,3,6,1279.84,1508.98
Lamar University,2024-04-21,A&M-Corpus Christi,Away,L3 - 7,A&M-Corpus Christi,Lamar University,7,3,1279.84,1508.98
Lamar University,2024-04-24,Texas Southern,Home,W20 - 2(7 Innings),Lamar University,Texas Southern,20,2,1508.98,1270.29
Lamar University,2024-04-26,UIW,Home,W11 - 3,Lamar University,UIW,11,3,1508.98,1286.18
Lamar University,2024-04-27,UIW,Home,W3 - 2,Lamar University,UIW,3,2,1508.98,1286.18
Lamar University,2024-04-28,UIW,Home,W8 - 2,Lamar University,UIW,8,2,1508.98,1286.18
Lamar University,2024-05-01,Rice,Home,L6 - 8,Lamar University,Rice,6,8,1508.98,1393.7
Lamar University,2024-05-03,Northwestern St.,Home,W8 - 4,Lamar University,Northwestern St.,8,4,1508.98,1348.2
Lamar University,2024-05-04,Northwestern St.,Home,L0 - 2,Lamar University,Northwestern St.,0,2,1508.98,1348.2
Lamar University,2024-05-05,Northwestern St.,Home,W7 - 1,Lamar University,Northwestern St.,7,1,1508.98,1348.2
Lamar University,2024-05-08,Rice,Away,W8 - 4,Rice,Lamar University,4,8,1393.7,1508.98
Lamar University,2024-05-10,Nicholls,Away,L4 - 5(11 Innings),Nicholls,Lamar University,5,4,1487.15,1508.98
Lamar University,2024-05-11,Nicholls,Away,W9 - 7(10 Innings),Nicholls,Lamar University,7,9,1487.15,1508.98
Lamar University,2024-05-12,Nicholls,Away,L0 - 3,Nicholls,Lamar University,3,0,1487.15,1508.98
Lamar University,2024-05-14,Alcorn,Home,W13 - 3(7 Innings),Lamar University,Alcorn,13,3,1508.98,1012.92
Lamar University,2024-05-16,New Orleans,Away,W12 - 3,New Orleans,Lamar University,3,12,1385.5,1508.98
Lamar University,2024-05-16,New Orleans,Away,W10 - 9,New Orleans,Lamar University,9,10,1385.5,1508.98
