"Year","Team","ERA","W","L","APP","GS","CG","SHO","CBO","SV","IP","H","R","ER","BB","SO","2B","3B","HR","AB","BAA","WP","HBP","BK","SFA","SHA"
2009,"Wright State",4.97,33,30,63,63,2,3,3,15,547.0,642,367,302,183,385,121,12,49,2171,.296,38,72,9,24,44
2009,"Xavier",5.71,38,21,60,60,0,0,0,14,534.0,623,383,339,275,446,131,19,65,2118,.294,42,67,14,14,23
2009,"Yale",6.82,13,24,37,37,5,1,0,3,300.2,358,273,228,179,232,73,3,40,1229,.291,33,53,3,10,9
2009,"Youngstown State",6.62,16,35,"","",8,1/1,"",4,421.2,540,362,310,210,300,105,11,53,1718,.314,59,45,7,23,39
2010,"Air Force",11.31,13,42,55,55,3,0,0,5,470.1,893,654,591,226,322,157,21,97,2194,.407,53,69,7,35,28
2010,"Akron",6.26,21,34,"","",5,1/0,"",5,491.2,661,406,342,177,302,103,13,58,2042,.324,21,56,9,31,35
2010,"Alabama-Birmingham",5.93,28,25,53,53,0,1,1,11,467.1,539,361,308,219,381,108,14,58,1854,.291,58,45,11,19,31
2010,"Alabama",5.06,42,25,"","",6,2/2,"",16,596.1,673,369,335,217,514,114,14,79,2348,.287,53,32,6,30,42
2010,"Alabama A&M",7.89,17,32,"","",4,1/0,"",2,368.1,461,425,323,301,246,89,11,24,1502,.307,102,75,14,26,34
2010,"Alabama State",8.59,12,28,"","",7,1/0,"",6,328.0,452,390,313,243,207,87,20,27,1364,.331,36,51,10,28,25
2010,"Albany",7.73,13,40,"","",5,3/1,"",6,422.2,578,435,363,220,257,127,14,58,1743,.332,57,73,14,19,48
2010,"Alcorn State",7.08,27,27,"","",12,4/0,"",4,441.0,554,441,347,216,292,107,17,35,1814,.305,86,93,12,32,32
2010,"Appalachian State",5.21,38,18,"","",1,1/1,"",15,496.0,564,332,287,215,435,101,13,49,1970,.286,52,65,4,16,26
2010,"Arizona",4.54,34,24,58,58,2,2/2,"",6,523.0,564,335,264,227,443,93,16,35,"",.277,42,"",12,18,32
2010,"Arizona State",3.32,52,10,62,62,0,5,5,23,558.0,508,248,206,167,553,89,6,38,2083,.244,30,66,11,13,27
2010,"Arkansas-Little Rock",6.31,29,25,"","",5,2/2,"",12,472.1,599,366,331,217,340,121,8,43,1908,.314,66,43,2,29,28
2010,"Arkansas-Pine Bluff",8.95,17,33,"","",3,3/3,"",4,413.1,555,466,411,289,299,110,25,44,1728,.321,58,80,9,28,30
2010,"Arkansas",3.93,43,21,64,64,2,2,2,13,574.2,558,297,251,189,551,"","","","","","","","","",""
2010,"Arkansas State",4.92,28,26,54,54,2,1/1,"",8,474.0,534,321,259,176,359,79,17,39,"",.285,25,"",5,16,35
2010,"Army",4.34,28,17,"","",6,3/1,"",19,367.0,441,238,177,125,289,82,3,37,1474,.299,17,43,8,15,21
2010,"Auburn",5.00,43,21,64,64,3,2,1,16,572.1,636,386,318,220,484,117,4,62,2288,.278,55,58,4,21,34
2010,"Austin Peay State",6.68,28,25,"","",3,1/1,"",11,440.2,533,387,327,253,320,104,10,51,1765,.302,52,73,7,27,28
2010,"Ball State",5.35,29,29,58,58,1,2,1,12,508.0,630,381,302,211,358,91,10,55,2051,.307,44,48,6,27,45
2010,"Baylor",3.95,36,24,"","",2,0/0,"",20,535.1,570,298,235,192,478,106,19,32,2075,.275,27,57,4,19,43
2010,"Belmont",7.41,27,27,"","",0,0/0,"",12,467.2,613,450,385,222,279,119,13,77,1932,.317,41,75,6,24,37
2010,"Bethune-Cookman",5.34,35,22,"","",1,5/5,"",13,473.2,531,355,281,236,444,96,10,47,1867,.284,68,59,11,21,23
2010,"Binghamton",5.37,31,19,51,51,9,6,4,6,417.1,470,296,249,149,303,102,8,44,1648,.285,33,56,5,18,35
2010,"Boston College",6.73,30,28,58,58,2,3,2,13,508.0,611,410,380,254,340,"","","","","","","","","",""
2010,"Bowling Green State",6.29,31,23,"","",0,0/0,"",12,479.0,583,392,335,202,338,132,10,56,1948,.299,34,75,6,30,21
2010,"Bradley",5.76,20,32,52,52,3,2,2,5,440.2,527,332,282,208,324,98,11,30,1757,.300,49,51,6,22,33
2010,"Brigham Young",6.89,27,31,58,58,1,0,0,9,509.1,737,489,390,228,302,131,16,59,2150,.343,46,68,7,32,42
2010,"Brown",8.69,13,31,44,44,4,0,0,3,345.0,533,386,333,202,254,108,20,58,1488,.358,39,48,6,25,21
2010,"Bryant",4.81,34,22,"","",8,5/2,"",13,463.2,494,281,248,161,331,80,5,46,1798,.275,40,37,0,14,33
2010,"Bucknell",6.32,25,35,60,60,5,2,0,7,481.2,606,386,338,224,311,123,11,48,1922,.315,52,36,8,32,36
2010,"Buffalo",7.27,23,29,52,52,2,0,0,7,436.0,562,407,352,210,277,115,9,57,1787,.314,47,77,4,29,17
2010,"Butler",6.80,21,29,50,50,2,3,3,7,427.1,581,412,323,184,308,135,19,35,1819,.319,39,56,7,25,21
2010,"Cal Poly",6.75,23,32,"","",2,0/0,"",8,488.1,635,420,366,227,338,141,23,45,2004,.317,57,58,10,26,32
2010,"Cal State Bakersfield",5.54,26,30,56,56,10,3,0,2,492.1,588,377,303,211,386,136,17,37,1945,.302,56,69,9,28,31
2010,"Cal State Fullerton",3.78,46,18,64,64,6,7,3,15,571.2,567,288,240,156,504,114,8,47,2201,.258,33,71,5,14,44
2010,"Cal State Northridge",5.81,29,27,56,56,3,0,0,8,502.0,626,388,324,195,319,91,13,66,2044,.306,44,52,8,18,32
2010,"Cal State Sacramento",5.80,12,17,"","",1,1/1,"",4,268.1,333,206,173,105,157,67,3,35,1069,.312,18,41,6,19,22
2010,"California",4.91,29,25,54,54,2,7,7,11,474.1,549,324,259,195,337,84,11,33,1867,.294,37,45,5,13,27
2010,"Campbell",5.54,28,27,"","",4,1/1,"",3,481.0,618,363,296,196,357,121,13,36,1974,.313,50,39,3,23,21
2010,"Canisius",5.79,39,21,60,60,6,2,1,11,497.1,577,396,320,243,339,105,14,48,1979,.292,66,99,0,29,28
2010,"Centenary",5.63,26,22,48,48,3,2/1,"",9,401.0,482,335,251,194,336,90,16,41,"",.297,38,"",11,22,28
2010,"Central Arkansas",6.56,19,35,55,55,4,1,1,9,488.1,656,415,356,199,366,125,6,63,2024,.324,50,68,11,27,29
2010,"Central Connecticut State",6.64,33,23,56,56,8,1,1,5,462.0,618,392,341,179,278,131,18,45,1906,.324,61,47,8,30,30
2010,"Central Florida",6.01,33,22,55,55,1,0,0,15,485.1,628,379,324,218,367,110,11,46,1988,.316,32,62,8,27,37
2010,"Central Michigan",4.39,36,22,58,58,8,2,0,9,508.1,583,324,248,171,399,103,7,33,2028,.287,56,58,6,13,34
2010,"Charleston Southern",6.86,17,38,"","",4,1/1,"",6,484.0,643,467,369,240,375,101,15,60,2005,.321,62,43,4,33,36
2010,"Chicago State",12.52,4,52,56,56,8,0,0,1,435.2,871,703,606,267,178,"","","","","","","","","",""
2010,"Cincinnati",4.25,29,29,"","",2,1/1,"",15,512.0,581,328,242,174,399,104,16,38,2019,.288,39,54,5,28,45
2010,"The Citadel",4.57,43,22,"","",5,4/2,"",9,580.2,625,348,295,217,506,"","","","","","","","","",""
2010,"Clemson",4.69,45,25,70,70,1,2,2,14,626.0,684,385,326,230,486,125,11,72,2454,.279,38,53,5,22,39
2010,"Cleveland State",8.42,12,43,55,55,3,0,0,4,474.1,688,526,444,271,306,139,21,60,1990,.346,77,70,6,36,26
2010,"Coastal Carolina",3.53,55,10,"","",2,6/5,"",14,584.0,543,274,229,226,530,94,3,36,2191,.248,50,53,1,22,37
2010,"College of Charleston",5.41,44,19,"","",1,1/0,"",11,567.2,625,410,341,245,531,134,20,54,2248,.278,74,77,16,32,20
2010,"Columbia",5.58,26,21,"","",7,2/1,"",10,379.1,442,298,235,115,293,97,12,45,1542,.287,39,49,5,12,25
2010,"Connecticut",3.91,48,16,64,64,2,2,0,12,568.2,583,284,247,195,397,88,8,47,2177,.268,37,76,13,22,35
2010,"Coppin State",8.26,14,33,47,47,10,3,0,3,360.2,487,436,331,259,236,88,20,54,1523,.320,76,54,16,27,12
2010,"Cornell",6.15,17,20,37,37,4,3,2,4,289.2,359,236,198,121,227,73,10,34,1174,.306,36,50,2,14,22
2010,"Creighton",5.19,27,25,52,52,2,1,1,9,468.1,517,302,270,150,316,134,22,42,1836,.282,26,33,6,19,36
2010,"Dallas Baptist",6.19,28,27,55,55,3,1,1,9,474.1,552,383,326,215,385,108,10,56,1901,.290,50,67,19,9,25
2010,"Dartmouth",6.15,27,19,"","",9,2/0,"",11,379.0,505,278,259,82,275,105,17,52,1572,.321,23,28,3,19,20
2010,"Davidson",6.42,19,32,"","",1,0/0,"",4,444.2,558,378,317,188,361,110,15,58,1800,.310,53,62,7,21,31
2010,"Dayton",6.24,23,32,"","",3,1/1,"",6,480.2,680,406,333,181,386,111,10,53,2038,.334,61,55,6,24,27
2010,"Delaware",6.18,27,24,"","",2,2/1,"",9,447.0,537,372,307,238,370,115,20,49,1782,.301,41,72,8,19,20
2010,"Delaware State",8.78,13,36,"","",3,0/0,"",4,388.2,568,466,379,255,272,120,5,54,1637,.347,66,72,12,34,29
2010,"Duke",6.02,29,27,56,56,3,4,4,11,496.2,596,377,332,230,413,"","","","","","","","","",""
2010,"Duquesne",8.05,16,40,56,56,3,0,0,2,480.2,669,509,430,253,313,134,19,70,2044,.327,75,92,18,34,31
2010,"East Carolina",5.25,32,27,"","",2,1/1,"",11,516.0,607,377,301,187,487,108,8,54,2098,.289,28,61,1,20,36
2010,"East Tennessee State",6.60,32,28,"","",2,1/1,"",8,521.0,730,466,382,183,333,166,17,61,2221,.329,30,46,8,30,24
2010,"Eastern Illinois",5.62,18,35,"","",4,3/2,"",7,443.1,532,349,277,209,362,104,14,41,1769,.301,44,56,3,25,36
2010,"Eastern Kentucky",7.48,28,27,"","",2,2/2,"",18,458.2,674,458,381,184,295,122,20,79,1959,.344,35,62,3,24,23
2010,"Eastern Michigan",5.93,27,32,"","",6,3/2,"",14,513.1,602,397,338,250,387,114,9,43,2043,.295,50,59,10,27,38
2010,"Elon",5.59,38,24,62,62,3,3,1,14,555.0,644,404,345,237,435,109,9,60,2216,.291,64,70,5,25,26
2010,"Evansville",5.87,32,27,59,59,0,0,0,11,510.1,590,373,333,249,374,135,20,49,2006,.294,69,66,12,26,31
2010,"Fairfield",8.61,18,32,"","",6,0/0,"",8,413.0,650,480,395,218,268,116,11,72,1806,.360,52,77,7,28,26
2010,"Fairleigh Dickinson",8.70,16,38,54,54,6,0,0,6,419.0,649,493,405,251,239,126,10,77,1816,.357,61,63,4,30,18
2010,"Florida",4.13,47,17,"","",1,3/3,"",18,565.0,604,290,259,135,455,103,9,52,2211,.273,51,71,2,18,37
2010,"Florida A&M",8.40,10,31,42,42,6,0,0,1,337.1,534,485,315,273,186,95,20,44,1526,.350,73,50,7,31,15
2010,"Florida Atlantic",5.47,37,24,"","",3,4/2,"",12,546.0,636,373,332,205,424,118,12,73,2171,.293,40,72,7,19,23
2010,"Florida Gulf Coast",5.33,38,20,"","",3,3/1,"",18,511.1,589,345,303,194,484,102,17,48,2032,.290,49,63,8,21,27
2010,"Florida International",5.72,36,25,"","",2,1/1,"",15,545.2,636,420,347,225,473,96,9,77,2183,.291,27,102,4,26,31
2010,"Florida State",4.39,48,20,68,68,0,2,2,20,598.2,597,356,292,272,544,118,3,63,2275,.262,38,60,3,20,38
2010,"Fordham",6.04,21,35,56,56,3,1,1,10,490.0,549,413,329,261,339,108,20,39,1912,.287,54,96,9,31,34
2010,"Fresno State",6.05,38,25,63,63,6,3,0,10,542.2,701,420,365,237,396,121,9,61,2221,.316,54,66,7,21,32
2010,"Furman",7.39,19,37,"","",3,0/0,"",8,488.2,658,483,401,233,304,117,10,73,2041,.322,62,80,5,25,30
2010,"Gardner-Webb",6.29,25,30,55,55,1,1,0,9,494.0,607,416,345,252,311,128,12,57,1991,.305,66,66,3,31,39
2010,"George Mason",5.57,28,22,"","",0,0/0,"",12,445.2,501,331,276,182,315,98,14,48,1750,.286,19,55,8,26,38
2010,"George Washington",5.85,26,28,"","",6,1/1,"",7,470.2,581,382,306,218,369,106,10,64,1926,.302,55,65,7,23,24
2010,"Georgetown",5.64,24,31,"","",0,0/0,"",8,486.2,578,393,305,221,299,120,14,43,1964,.294,50,84,11,36,21
2010,"Georgia",8.51,16,37,"","",0,1/1,"",8,460.0,639,478,435,273,383,85,11,67,1920,.333,85,55,10,27,30
2010,"Georgia Southern",5.94,34,24,"","",3,2/2,"",15,517.0,644,403,341,209,427,119,13,78,2102,.306,49,34,12,19,23
2010,"Georgia State",6.35,34,23,"","",3,2/2,"",8,501.2,638,428,354,232,454,132,19,71,2068,.309,48,49,6,22,29
2010,"Georgia Tech",4.02,47,15,62,62,3,6,5,13,551.0,551,286,246,188,520,110,6,50,2111,.261,43,47,9,18,21
2010,"Gonzaga",6.33,20,36,56,56,2,0,0,13,489.1,658,406,344,192,357,137,11,54,2050,.321,47,54,9,22,32
2010,"Grambling State",8.51,22,30,"","",5,0/0,"",4,437.2,609,471,414,284,261,113,18,51,1831,.333,33,79,12,37,33
2010,"Hartford",9.67,11,37,"","",6,2/0,"",3,384.1,609,504,413,260,222,135,18,63,1702,.358,46,70,8,29,24
2010,"Harvard",7.86,17,26,"","",3,1/1,"",12,347.0,484,341,303,161,274,127,17,41,1460,.332,45,43,4,16,22
2010,"Hawaii",5.11,35,28,63,63,4,5,2,18,548.0,637,366,311,173,416,138,21,40,2155,.296,37,46,11,29,29
2010,"High Point",6.91,31,29,"","",1,1/1,"",11,526.0,712,481,404,293,402,127,9,69,2153,.331,70,66,7,25,48
2010,"Hofstra",8.96,20,28,49,49,0,1,1,10,419.2,626,447,418,234,263,130,22,75,1766,.354,62,83,10,21,28
2010,"Holy Cross",5.86,26,26,"","",8,2/2,"",10,430.1,485,331,280,209,300,106,8,40,1701,.285,48,52,6,23,23
2010,"Houston",6.54,25,32,57,57,0,2,2,12,501.0,592,420,364,334,412,105,15,69,1979,.299,50,59,10,18,39
2010,"Houston Baptist",6.64,28,31,"","",5,3/1,"",7,496.0,680,447,366,221,233,117,10,54,2076,.328,60,52,6,36,30
2010,"Illinois-Chicago",7.38,23,30,54,54,3,1,0,5,465.2,641,447,382,221,251,112,13,66,1922,.334,55,60,9,33,37
2010,"Illinois",5.89,26,26,"","",1,2/1,"",12,452.0,550,347,296,195,266,125,9,51,1816,.303,33,68,4,19,28
2010,"Illinois State",5.36,32,24,56,56,2,2,1,15,495.0,528,349,295,219,383,98,18,37,1940,.272,59,82,10,20,35
2010,"Indiana",6.57,28,27,"","",3,4/2,"",11,489.0,627,444,357,266,336,106,19,58,1997,.314,59,81,12,27,28
2010,"Indiana State",4.61,35,19,54,54,1,1,1,12,478.0,461,284,245,243,415,82,10,31,1793,.257,74,55,7,14,33
2010,"Iona",9.38,9,40,49,49,3,0,0,4,391.2,639,488,408,208,258,121,26,63,1726,.370,76,83,13,38,24
2010,"Iowa",6.03,30,28,"","",4,1/1,"",14,502.2,645,422,337,199,354,119,18,47,2071,.311,45,65,7,27,39
2010,"IPFW",8.04,17,38,55,55,5,0,0,4,443.1,630,479,396,214,298,129,10,59,1878,.335,51,85,3,26,29
2010,"Jackson State",5.37,36,16,52,52,16,4,2,8,423.2,424,307,253,212,314,92,9,28,1611,.263,47,48,13,28,20
2010,"Jacksonville",6.24,27,29,56,56,3,1,1,10,499.1,649,419,346,239,368,128,10,57,2054,.316,41,63,11,24,33
2010,"Jacksonville State",6.83,32,26,"","",3,2/1,"",12,492.2,631,434,374,240,379,"","","","","","","","","",""
2010,"James Madison",6.85,30,23,"","",1,1/1,"",12,454.2,573,408,346,260,353,137,17,49,1854,.309,56,74,7,23,27
2010,"Kansas",5.47,31,27,"","",2,4/4,"",11,525.1,575,363,319,216,456,120,11,41,2041,.282,37,73,10,35,37
2010,"Kansas State",5.57,37,22,"","",1,2/1,"",10,518.2,601,357,321,172,403,132,18,66,2065,.291,20,58,4,15,39
2010,"Kennesaw State",6.98,23,32,"","",1,0/0,"",9,482.1,620,424,374,240,411,136,14,57,1962,.316,45,78,5,19,39
2010,"Kent State",5.35,39,25,"","",2,3/3,"",13,570.0,614,398,339,276,446,118,15,41,2209,.278,59,87,9,23,36
2010,"Kentucky",5.85,31,25,"","",2,3/2,"",11,491.0,584,378,319,197,394,84,8,55,1975,.296,53,88,10,19,32
2010,"Lafayette",8.02,15,30,45,45,3,1,1,8,360.1,526,366,321,151,250,100,10,53,1547,.340,39,67,13,20,20
2010,"Lamar",5.12,35,26,61,61,8,3,1,10,541.2,641,356,308,196,407,103,18,40,2169,.296,38,43,4,25,34
2010,"LaSalle",7.60,22,32,54,54,2,1,1,12,464.0,634,451,392,271,355,135,12,63,1925,.329,43,58,9,32,22
2010,"Lehigh",5.48,22,25,47,47,8,4,2,11,379.1,452,288,231,145,237,83,12,32,1524,.297,22,47,4,19,36
2010,"LeMoyne",4.90,20,21,"","",4,1/1,"",4,334.1,363,227,182,175,273,63,6,34,1304,.278,37,47,5,18,23
2010,"Liberty",4.38,42,19,61,61,6,2,1,16,544.1,583,304,265,211,459,103,5,42,2112,.276,56,75,4,20,30
2010,"Lipscomb",7.54,19,36,55,55,5,1,0,6,489.2,652,471,410,311,412,115,12,49,2022,.322,64,68,13,28,39
2010,"Long Beach State",4.67,23,32,55,55,3,1,0,3,489.0,537,318,254,158,322,97,18,34,1896,.283,41,68,14,28,46
2010,"Long Island",6.83,14,42,56,56,7,2,0,4,440.0,579,396,334,224,341,118,17,41,1808,.320,57,63,12,22,17
2010,"Longwood",5.98,28,20,"","",8,2/2,"",8,397.0,495,346,264,166,264,78,9,39,1634,.303,62,44,4,20,19
2010,"Louisiana-Lafayette",3.43,38,22,"","",5,3/1,"",12,542.2,510,263,207,160,418,96,6,30,2039,.250,43,90,3,17,50
2010,"Louisiana-Monroe",7.88,17,38,"","",6,2/0,"",6,477.1,628,480,418,247,374,135,25,65,1952,.322,46,90,12,31,37
2010,"Louisiana State",5.56,41,22,"","",1,2/1,"",17,568.0,626,379,351,227,472,117,8,79,2222,.282,31,56,5,24,38
2010,"Louisiana Tech",7.33,27,30,"","",4,1/1,"",4,478.2,625,456,390,283,377,104,20,71,1986,.315,72,52,5,24,30
2010,"Louisville",3.69,50,14,"","",1,5/4,"",22,585.1,584,285,240,167,485,108,13,41,2241,.261,22,64,7,11,25
2010,"Loyola Marymount",7.21,23,33,"","",2,2/1,"",9,488.1,682,455,391,193,355,171,14,53,2032,.336,39,66,7,34,36
2010,"Maine",4.87,34,22,"","",4,1/1,"",9,473.0,517,303,256,224,374,113,7,26,1833,.282,55,59,4,20,25
2010,"Manhattan",6.01,31,20,"","",5,0/0,"",12,419.0,511,352,280,201,273,95,17,44,1706,.300,36,68,2,30,30
2010,"Marist",5.96,33,22,"","",3,3/2,"",13,465.1,593,358,308,193,311,92,9,40,1868,.317,40,54,6,27,42
2010,"Marshall",6.56,27,31,"","",0,1/1,"",12,489.2,587,428,357,288,345,97,15,68,1974,.297,71,72,11,22,33
2010,"Maryland-Baltimore County",9.78,9,39,"","",4,0/0,"",4,392.0,642,493,426,169,236,169,19,55,1748,.367,30,63,4,27,37
2010,"Maryland-Eastern Shore",8.61,8,43,51,51,8,0,0,1,385.2,610,482,369,212,240,139,26,36,1728,.353,49,46,10,36,18
2010,"Maryland",7.19,17,39,56,56,1,1,1,10,489.1,620,451,391,253,464,142,16,76,1988,.312,56,65,4,23,37
2010,"Massachusetts",6.69,19,27,"","",10,1/1,"",7,397.0,495,345,295,182,331,100,9,55,1619,.306,37,44,7,14,31
2010,"McNeese State",6.52,31,26,"","",4,1/1,"",10,505.0,624,401,366,201,330,130,17,65,2045,.305,40,68,5,26,34
2010,"Memphis",6.09,28,30,58,58,4,0,0,5,508.2,670,429,344,236,462,130,18,71,2106,.318,53,48,13,25,39
2010,"Mercer",5.95,25,20,45,45,1,0,0,9,392.0,453,298,259,151,325,98,8,52,1550,.292,20,43,3,19,24
2010,"Miami, Florida",3.68,43,20,63,63,1,4,4,12,567.2,524,295,232,208,554,112,6,44,2145,.244,44,47,5,17,39
2010,"Miami, Ohio",6.17,28,28,"","",2,0/0,"",12,481.2,624,363,330,181,325,122,9,62,1960,.318,45,64,5,23,38
2010,"Michigan",5.22,35,22,"","",0,2/2,"",15,505.1,600,345,293,247,420,90,9,41,1997,.300,56,64,6,19,29
2010,"Michigan State",5.22,34,19,53,53,5,5,2,12,467.2,543,309,271,160,335,96,15,36,1845,.294,28,56,4,15,27
2010,"Middle Tennessee State",5.67,35,23,58,58,7,3,0,7,509.1,616,385,321,201,315,101,11,61,2054,.300,52,58,2,24,23
2010,"Minnesota",4.58,32,30,"","",0,5/5,"",11,554.1,596,325,282,192,418,114,15,51,2123,.281,43,75,8,27,37
2010,"Mississippi",4.70,39,23,"","",0,3/3,"",22,555.0,585,345,290,264,553,107,14,60,2151,.272,38,49,5,27,22
2010,"Mississippi State",6.87,23,33,"","",4,1/1,"",7,486.1,628,440,371,253,387,113,18,62,1994,.315,53,60,5,25,28
2010,"Mississippi Valley State",6.48,23,29,"","",3,1/0,"",6,430.2,491,384,310,264,343,114,18,35,1717,.286,52,97,19,24,32
2010,"Missouri",5.06,28,26,"","",2,3/2,"",7,487.1,572,337,274,155,340,"","","","","","","","","",""
2010,"Missouri State",5.02,21,34,"","",3,0/0,"",8,478.2,548,337,267,204,459,79,10,45,1894,.289,60,34,4,18,42
2010,"Monmouth",5.86,22,27,49,49,6,1,1,8,399.1,485,314,260,162,236,86,10,43,1615,.300,24,60,5,22,19
2010,"Morehead State",8.89,24,25,"","",3,0/0,"",12,418.0,623,464,413,191,288,97,6,109,1801,.346,50,71,3,27,27
2010,"Mount St. Mary's",6.42,20,31,51,51,8,2,0,8,407.2,534,349,291,192,328,117,15,48,1700,.314,53,51,2,14,30
2010,"Navy",4.38,30,21,51,51,5,4,1,13,423.1,466,251,206,144,264,62,9,19,1650,.282,31,37,5,25,39
2010,"Nebraska",5.15,27,27,54,54,3,4,1,7,468.1,509,307,268,226,358,107,4,52,1812,.281,53,43,2,19,37
2010,"Nevada-Las Vegas",7.20,29,29,58,58,2,1,0,9,517.1,710,497,414,265,374,139,33,57,2142,.331,69,52,10,31,39
2010,"Nevada",5.21,36,22,"","",7,4/2,"",17,500.2,545,352,290,216,312,104,11,47,1956,.279,25,35,6,26,37
2010,"New Jersey Tech",8.69,13,44,"","",6,1/1,"",5,461.2,687,548,446,285,292,157,41,51,1975,.348,76,89,6,48,33
2010,"New Mexico",5.40,38,22,"","",4,1/0,"",9,536.1,673,379,322,203,414,91,15,61,2172,.310,39,48,15,17,36
2010,"New Mexico State",7.46,36,22,"","",0,1/1,"",12,513.2,732,511,426,249,423,121,11,73,2166,.338,63,69,14,36,30
2010,"New Orleans",8.06,13,39,52,52,1,0,0,4,446.2,616,481,400,232,282,113,14,59,1856,.332,71,99,5,37,40
2010,"New York Tech",7.90,25,29,56,56,5,1,0,10,473.2,637,469,416,264,335,106,16,90,1948,.327,41,59,9,31,23
2010,"Niagara",8.48,17,36,53,53,4,0,0,5,434.1,640,504,409,245,266,143,10,45,1873,.342,58,72,10,32,23
2010,"Nicholls State",5.29,27,29,"","",8,1/1,"",8,478.1,540,354,281,196,384,95,9,45,1917,.282,64,56,6,18,34
2010,"Norfolk State",5.93,21,29,51,51,4,2,2,9,415.2,497,352,274,234,288,88,18,29,1642,.303,61,47,8,36,41
2010,"North Carolina-Asheville",6.82,17,35,"","",4,2/1,"",7,447.2,577,400,339,192,270,123,20,45,1813,.318,43,44,10,32,44
2010,"North Carolina-Charlotte",4.36,39,17,56,56,0,2,2,15,493.0,496,283,239,207,415,86,11,38,1880,.264,35,71,4,20,31
2010,"North Carolina-Greensboro",6.62,20,33,53,53,4,0,0,4,467.1,578,403,344,247,310,101,27,53,1924,.300,75,48,2,26,25
2010,"North Carolina-Wilmington",4.58,33,27,"","",5,3/1,"",12,540.0,540,327,275,256,479,85,10,46,2036,.265,38,74,5,24,36
2010,"North Carolina",4.19,38,22,60,60,2,3,3,9,535.0,525,293,249,249,519,89,10,50,2033,.258,47,51,7,19,37
2010,"North Carolina A&T",6.20,19,22,41,41,4,2,1,1,336.2,422,301,232,172,264,92,6,36,1380,.306,46,42,2,14,16
2010,"North Carolina Central",13.81,3,44,47,47,1,0,0,2,347.1,692,704,533,279,209,168,18,73,1732,.400,64,99,4,36,16
2010,"North Carolina State",5.27,38,24,62,62,3,2,2,9,554.2,608,394,325,266,477,118,21,44,2172,.280,54,76,9,32,23
2010,"North Dakota",7.41,19,35,"","",6,0/0,"",7,428.2,623,426,353,221,223,122,13,58,1826,.341,56,59,6,26,24
2010,"North Dakota State",6.48,22,30,52,52,6,1,0,4,423.2,530,355,305,214,304,120,7,37,1721,.308,54,56,5,26,25
2010,"North Florida",6.31,30,28,58,58,7,4,0,9,504.2,651,435,354,242,385,112,9,49,2071,.314,58,74,14,27,35
2010,"Northern Colorado",6.92,20,21,41,41,5,1,0,7,353.2,466,330,272,192,211,87,16,42,1453,.321,36,47,11,16,24
2010,"Northern Illinois",5.80,24,31,55,55,5,0,0,13,472.0,559,360,304,238,338,101,27,38,1891,.296,50,58,3,29,41
2010,"Northwestern",5.46,24,32,"","",3,1/1,"",14,484.1,591,356,294,177,356,97,21,51,1958,.302,24,34,6,21,32
2010,"Northwestern State",3.94,36,21,57,57,2,5,4,13,502.0,516,275,220,203,459,86,9,39,1917,.269,37,49,5,23,33
2010,"Notre Dame",5.95,22,32,"","",0,1/1,"",10,476.1,570,380,315,193,334,129,10,45,1906,.299,31,49,6,14,43
2010,"Oakland",6.99,23,34,57,57,3,1,0,8,469.2,616,428,365,256,356,109,21,49,1920,.321,50,67,9,29,39
2010,"Ohio",6.67,20,35,"","",1,0/0,"",4,480.2,656,429,356,202,348,116,24,54,2005,.327,49,68,13,30,21
2010,"Ohio State",5.24,28,23,"","",2,1/1,"",13,452.0,568,318,263,169,354,87,13,36,1855,.306,45,38,0,22,23
2010,"Oklahoma State",5.56,29,26,55,55,3,3,2,6,485.2,539,322,300,207,481,85,12,53,1878,.287,40,70,5,17,49
2010,"Old Dominion",5.77,24,30,54,54,7,3,1,9,475.1,601,356,305,167,370,113,17,40,1941,.310,36,71,6,26,27
2010,"Oral Roberts",6.07,36,27,"","",12,1/0,"",10,522.1,648,425,352,247,441,107,8,63,2111,.307,73,49,10,24,32
2010,"Oregon",3.29,40,24,64,64,2,6,5,15,564.1,549,253,206,151,513,114,11,40,2125,.258,43,65,11,20,28
2010,"Oregon State",4.19,32,24,"","",2,4/3,"",12,505.1,498,275,235,183,408,95,19,39,1919,.260,35,55,3,12,35
2010,"Pacific",5.39,31,23,54,54,3,0,0,12,481.0,596,334,288,169,303,134,11,45,1911,.312,29,48,9,22,42
2010,"Penn State",6.34,22,30,"","",2,0/0,"",3,456.0,611,381,321,221,268,111,19,34,1853,.330,45,59,2,29,46
2010,"Pennsylvania",5.88,21,20,"","",9,1/0,"",3,338.1,385,270,221,166,242,78,8,38,1333,.289,37,51,2,18,21
2010,"Pepperdine",4.73,24,30,54,54,14,8,1,5,473.1,516,286,249,206,363,78,9,25,1825,.283,53,37,10,21,40
2010,"Pittsburgh",5.95,38,18,56,56,5,1,1,14,495.0,592,362,327,216,357,106,13,61,1973,.300,43,58,5,24,26
2010,"Portland",3.42,34,18,"","",3,3/3,"",15,460.2,446,212,175,148,387,82,9,27,1732,.258,26,56,5,18,36
2010,"Prairie View A&M",7.33,12,35,"","",7,0/0,"",1,385.1,542,389,314,198,231,105,11,41,1587,.342,34,70,6,21,45
2010,"Presbyterian",7.80,15,39,"","",1,1/0,"",5,466.1,687,482,404,184,309,131,12,66,1981,.347,47,55,8,40,33
