,team,conference,avg_talent,season,sp_conf_rating,firstDowns,fourthDownConversions,fourthDowns,fumblesLost,fumblesRecovered,games,interceptionTDs,interceptionYards,interceptions,kickReturnTDs,kickReturnYards,kickReturns,netPassingYards,passAttempts,passCompletions,passesIntercepted,passingTDs,penalties,penaltyYards,possessionTime,puntReturnTDs,puntReturnYards,puntReturns,rushingAttempts,rushingTDs,rushingYards,thirdDownConversions,thirdDowns,totalYards,turnovers,total_turnovers,thirdDownConversionRate,fourthDownConversionRate,possessionTimeMinutes,color,alt_color,logo,qb_average_ppa,qb_total_ppa,fpi,fpi_rank,fpi_sor,fpi_sos,def_eff,off_eff,special_eff,games_played,wins,losses,conference_games,conference_wins,conference_losses,Offense_success_rate,Defense_success_rate,Offense_explosiveness,Defense_explosiveness,Offense_ppa,Offense_power_success,Offense_stuff_rate,Defense_power_success,Defense_stuff_rate,Defense_ppa,Offense_points_per_opportunity,Defense_points_per_opportunity,Defense_havoc_total,Offense_field_position_average_predicted_points,Defense_field_position_average_predicted_points,Offense_field_position_average_start,Defense_field_position_average_start,sp_conf_scaled,total_turnovers_scaled,possession_scaled,third_down_scaled,offense_avg_field_position_scaled,defense_avg_field_position_scaled,offense_ppo_scaled,offense_success_scaled,offense_explosive,talent_scaled,defense_ppo_scaled,penalties_scaled,offense_ppa_scaled,defense_ppa_scaled,defense_success_scaled,defense_explosive,adjusted_metric,average_metric,in_house_pr,ranking,power_ranking,calculated_rank,combined_rank,PBR,PBR_rank,STM,STM_rank,DCE,DCE_rank,DefensivePossessionTime,DDE,DDE_rank,offensive_total,offensive_rank,defensive_total,defensive_rank,talent_scaled_rank,offense_success_rank,defense_success_rank,offense_explosive_rank,defense_explosive_rank,total_turnovers_rank,penalties_rank,power_rating,avg_expected_wins,SOS,wins_above_average,wins_above_good,wins_above_elite,SOR,most_deserving_wins,most_deserving
44,Arizona State,Big 12,59.21672551112571,2015,72.06288461080837,305.0,10.0,18.0,10.0,6.0,13.0,2.0,189.0,9.0,25.75,1237.0,55.0,3887.0,534.0,320.0,15.0,30.0,60.0,518.0,24584.0,1.0,189.0,27.0,536.0,19.0,2319.0,94.0,230.0,6206.0,19.0,45.00000000000001,59.389413988657864,55.19396551724138,409.73,#8e0c3a,#ffc72c,"['http://a.espncdn.com/i/teamlogos/ncaa/500/9.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/9.png']",0.266,148.777,9.667,37.0,51.0,21.0,54.063,59.564,56.622,13.0,6.0,7.0,9.0,4.0,5.0,54.77093222297779,58.116429727210544,39.66202121822718,15.501575216593778,55.85150477010815,43.882622728044836,38.170714740569565,48.453007518796994,38.957900442677754,34.803446132018955,66.37703978111168,47.22080771028877,48.694754332391064,47.88161209068011,13.279069767441854,68.8,73.2,7.460262237346216,56.0,58.76470850418971,59.389413988657864,47.538461538461554,6.074766355140184,66.37703978111168,54.77093222297779,39.66202121822718,629.2429591920519,47.22080771028877,76.43450881612091,55.85150477010815,34.80344613201895,58.11642972721054,15.501575216593793,172.47323931584435,43.11765154785607,1.3,38.0,69.95325205218634,45.0,22.883822609930732,0.8232114359533115,12.0,33.8909090909091,38.0,1729.2911425390985,49.0,370.27,72.0,111.0,346.59644755171934,73,256.3322365150286,122,27.0,76.0,43.0,68.0,126.0,51.0,17.0,4.8,0.8480833333333333,26,1.08,-2.29,-5.12,51,-3.851,56
45,Bowling Green,Mid-American,25.715452828639457,2015,19.041120338862047,389.0,16.0,30.0,7.0,7.0,14.0,1.0,245.0,8.0,1.0,770.0,46.0,5135.0,594.0,398.0,20.0,47.0,123.0,1123.0,23456.0,1.0,90.0,14.0,542.0,34.0,2520.0,105.0,210.0,7655.0,15.0,23.000000000000004,93.56219281663518,52.47512315270936,390.93,#2b1000,#492000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/189.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/189.png']",0.382,7.649,7.151,47.0,47.0,82.0,41.719,81.431,34.494,14.0,10.0,4.0,9.0,8.0,1.0,89.37238753209382,47.30567352512773,70.7482911155549,61.351240515672174,95.85500957123027,56.643064870318696,24.718638450070316,44.182236842105254,61.54395906341388,50.0639811366572,93.23829932628618,52.012706245932506,62.735089700180026,35.53778337531483,43.59302325581393,70.3,70.1,2.6401018489874586,78.0,50.469112141201634,93.56219281663518,34.846153846153854,0.28037383177567676,93.23829932628618,89.37238753209382,70.7482911155549,324.6859348058132,52.0127062459325,1.0,95.85500957123027,50.063981136657205,47.305673525127744,61.35124051567218,197.67608732950055,69.1160972327227,12.3,51.0,69.8712386231656,46.0,29.776228793179953,3.4587269715629634,112.0,22.967701863354037,107.0,2013.04796264911,18.0,449.07,74.0,108.0,466.11347424086904,4,360.0528205847226,71,80.0,11.0,67.0,4.0,72.0,8.0,127.0,4.8,0.940857142857143,95,1.15,-1.76,-3.21,44,-2.416,42
46,Arizona,Big 12,49.1980458165695,2015,72.06288461080837,320.0,10.0,27.0,10.0,5.0,13.0,2.0,98.0,10.0,1.0,729.0,32.0,3548.0,466.0,273.0,11.0,27.0,74.0,633.0,20521.0,20.8,144.0,9.0,526.0,31.0,2886.0,77.0,189.0,6434.0,20.0,58.2,58.90283553875237,32.61416256157635,342.02,#0c234b,#ab0520,"['http://a.espncdn.com/i/teamlogos/ncaa/500/12.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/12.png']",0.11333333333333333,40.882,5.557,54.0,50.0,61.0,35.466,65.609,54.351,13.0,7.0,6.0,9.0,3.0,6.0,72.75749503134776,38.648549876008815,60.79894449107471,63.732353801059446,71.23617112941278,53.84364666981578,35.812256168572816,3.013157894736821,79.21791846913757,27.842370810550186,76.51077540887852,18.54129167743443,30.767903076434877,20.949622166246826,36.17441860465118,71.8,71.3,7.460262237346216,42.8,28.887323943661983,58.90283553875237,22.15384615384616,2.52336448598129,76.51077540887852,72.75749503134776,60.79894449107471,538.1640528779045,18.541291677434415,62.095717884130984,71.23617112941278,27.842370810550193,38.64854987600883,63.732353801059446,181.8162207285012,55.835980856575624,5.4,57.0,69.55903798362623,47.0,33.79734393025804,1.176221259325939,38.0,38.28125,16.0,1267.6208373882814,97.0,437.98,70.0,114.0,391.9089110653491,40,267.17006113357843,118,45.0,32.0,89.0,14.0,65.0,92.0,42.0,4.6,0.8725,44,0.54,-2.3,-4.45,52,-3.467,53
47,App State,Sun Belt,9.36177026028409,2015,10.8586012421769,292.0,15.0,24.0,13.0,6.0,13.0,3.0,280.0,9.0,1.0,804.0,38.0,2546.0,297.0,180.0,18.0,33.0,84.0,739.0,24402.0,1.0,99.0,20.0,605.0,25.0,3529.0,73.0,170.0,6075.0,22.0,45.00000000000001,67.13724007561437,63.65529556650246,406.7,#ffcc00,#222222,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2026.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2026.png']",0.481,136.544,5.38,57.0,41.0,128.0,62.106,51.25,41.367,13.0,11.0,2.0,8.0,7.0,1.0,78.47598186034153,69.05805782875589,44.76135513714601,87.83506993711839,72.89691072773861,45.39365401332945,43.95844558403114,36.48190789473682,63.07964985559916,82.48724161128081,84.71195969626169,84.35802136152768,68.81372901235221,56.484886649874056,58.81395348837211,68.6,68.8,1.896236476561536,56.0,57.42770547334641,67.13724007561437,49.23076923076927,-2.149532710280397,84.71195969626169,78.47598186034153,44.76135513714601,176.0160932753099,84.35802136152768,48.87909319899244,72.89691072773861,82.48724161128081,69.05805782875589,87.83506993711839,212.32820716028937,72.58576951706354,18.6,49.0,68.89709109968335,48.0,32.780396954511275,4.198479731305688,121.0,26.30789473684211,91.0,1975.7629274708083,25.0,373.3,72.0,111.0,426.68319366872254,17,482.1139019773908,4,123.0,23.0,18.0,52.0,7.0,51.0,82.0,4.3,0.8614999999999999,37,,,,117,,117
48,Texas,SEC,78.23663683389441,2015,100.0,202.0,6.0,15.0,8.0,12.0,12.0,1.0,239.0,6.0,1.0,929.0,48.0,1751.0,252.0,139.0,13.0,9.0,77.0,709.0,19526.0,20.8,279.0,23.0,529.0,27.0,2698.0,61.0,173.0,4449.0,14.0,25.200000000000003,38.391682419659745,36.223029556650246,325.43,#c15d26,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/251.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/251.png']",0.077,7.415,6.747,50.0,48.0,9.0,65.992,41.55,61.0,12.0,5.0,7.0,9.0,4.0,5.0,45.90867312334902,26.436823117296,38.545235323194305,80.32728891853827,52.77869731437903,71.4654669749673,34.875027978044685,28.440217391304344,90.79594619813473,41.74436625689585,51.5927257176235,37.3491041270737,41.40757597179902,24.81486146095716,49.73255813953489,71.7,70.0,10.0,75.80000000000001,21.56690140845072,38.391682419659745,22.999999999999957,0.09345794392521611,51.5927257176235,45.90867312334902,38.545235323194305,802.1512439444946,37.349104127073694,52.61964735516373,52.77869731437903,41.744366256895844,26.43682311729603,80.32728891853827,152.523041541008,47.62351400894209,-7.4,62.0,68.45894877350887,49.0,33.684383311862526,0.8838732163694802,18.0,29.784601449275357,62.0,1135.496581996269,107.0,394.57,96.0,62.0,319.980687892515,92,354.8263041487778,74,11.0,94.0,116.0,73.0,21.0,9.0,75.0,4.1,0.8432499999999999,21,0.41,-2.52,-5.1,55,-3.989,58
49,Georgia Tech,ACC,46.951802282617614,2015,81.59372248530568,233.0,13.0,26.0,14.0,8.0,12.0,1.0,70.0,10.0,1.0,590.0,32.0,1462.0,192.0,81.0,9.0,14.0,38.0,329.0,22417.0,1.0,189.0,23.0,583.0,30.0,3074.0,52.0,149.0,4536.0,24.0,64.80000000000001,37.04423440453688,48.41514778325123,373.62,#003057,#b3a369,"['http://a.espncdn.com/i/teamlogos/ncaa/500/59.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/59.png']",0.45133333333333336,16.218,10.211,36.0,86.0,20.0,54.843,43.652,54.609,12.0,3.0,9.0,8.0,1.0,7.0,72.15799107308976,37.27234643395684,43.4251270224606,79.19377389659823,62.807056889916595,49.107205477164555,42.50921920298505,51.34467516447367,63.792632389715465,49.284463352561545,71.41578583087954,42.20132757181551,34.947940076560016,36.2858942065491,71.86046511627907,70.1,67.2,8.326702044118697,36.2,42.83098591549296,37.04423440453688,36.538461538461576,-5.140186915887853,71.41578583087954,72.15799107308976,43.4251270224606,517.7436571147057,42.201327571815504,100.0,62.807056889916595,49.284463352561545,37.27234643395686,79.19377389659823,190.44655594426803,57.3567931114306,9.1,43.0,67.89143987091815,50.0,23.827641960811327,0.6354496003552398,1.0,23.754891304347836,103.0,1369.8802997103935,89.0,346.38,88.0,85.0,377.7082797030452,51,394.94968392540034,33,49.0,34.0,93.0,55.0,23.0,104.0,1.0,3.8,0.882,53,-1.37,-4.15,-6.8,76,-5.552,83
50,Memphis,American Athletic,18.698990064865754,2015,33.1381505366109,322.0,10.0,18.0,9.0,10.0,13.0,2.0,156.0,5.0,1.0,985.0,44.0,3997.0,465.0,311.0,12.0,30.0,98.0,946.0,23673.0,20.8,224.0,28.0,563.0,29.0,2333.0,101.0,209.0,6330.0,14.0,31.800000000000004,87.31153119092629,55.19396551724138,394.55,#004991,#8e908f,"['http://a.espncdn.com/i/teamlogos/ncaa/500/235.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/235.png']",0.361,94.62100000000001,7.745,46.0,40.0,67.0,52.933,68.948,65.836,13.0,9.0,4.0,8.0,5.0,3.0,77.1778535370091,48.379246045836055,34.288889296597375,62.72297626797237,72.83022391414238,65.61822660098521,45.991372888516665,68.87843249427917,62.30199156932434,47.22299814821894,81.75448382931629,36.89270687237027,37.72680872664926,66.21032745591936,10.59302325581396,67.2,73.7,3.9216500487828094,69.2,52.06645569620255,87.31153119092629,61.07692307692305,7.009345794392516,81.75448382931629,77.1778535370091,34.288889296597375,260.8999096805978,36.892706872370255,23.069269521410575,72.83022391414238,47.22299814821894,48.37924604583606,62.72297626797236,181.85145322161105,57.10369786829603,5.4,47.0,67.882253831114,51.0,28.387105330909808,3.6259115656963017,114.0,36.88636363636364,24.0,2007.3446222540906,19.0,385.45,80.0,99.0,443.87137752248634,13,336.9913746538151,86,99.0,24.0,65.0,78.0,67.0,23.0,121.0,3.8,0.8931666666666667,58,2.07,-0.75,-2.7,35,-1.755,32
51,South Florida,American Athletic,38.72957549880942,2015,33.1381505366109,263.0,11.0,19.0,6.0,8.0,13.0,1.0,226.0,9.0,25.75,1093.0,42.0,2536.0,301.0,179.0,18.0,26.0,79.0,714.0,22018.0,1.0,229.0,23.0,592.0,28.0,3205.0,67.0,181.0,5741.0,15.0,25.200000000000003,44.97920604914934,58.0347290640394,366.97,#004A36,#231f20,"['http://a.espncdn.com/i/teamlogos/ncaa/500/58.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/58.png']",0.317,43.359500000000004,5.334,59.0,61.0,72.0,62.4,54.92,42.214,13.0,8.0,5.0,8.0,6.0,2.0,63.350513956633506,64.06007128571889,52.56363593261594,56.23151709641908,69.3607278057811,63.76974416017798,33.78150124991555,32.88842105263157,36.083569819745605,59.761673212227024,67.35497611046941,70.41865942570584,62.476782593725815,54.24055415617127,71.22093023255815,68.3,67.6,3.9216500487828094,75.80000000000001,39.89663932964879,44.97920604914934,51.76923076923079,-4.392523364485996,67.35497611046941,63.350513956633506,52.56363593261594,442.9961408982674,70.41865942570584,51.996221662468514,69.3607278057811,59.76167321222704,64.0600712857189,56.231517096419076,194.54569281826687,60.888023214899256,10.9,63.0,67.60049742318593,52.0,37.11393908781872,1.6117521894258842,66.0,35.28033126293996,31.0,1638.715103310743,62.0,413.03,84.0,90.0,404.42165337176476,31,390.66484212500615,38,61.0,54.0,29.0,28.0,89.0,9.0,77.0,3.6,0.9195833333333333,72,0.46,-2.34,-4.0,53,-3.318,52
52,Washington State,Pac-12,40.24829624763938,2015,80.65962687099922,331.0,26.0,39.0,13.0,11.0,13.0,1.0,253.0,12.0,1.0,781.0,38.0,5059.0,738.0,500.0,13.0,41.0,70.0,499.0,23578.0,1.0,126.0,17.0,294.0,8.0,1046.0,77.0,192.0,6105.0,25.0,51.60000000000001,56.507372400756154,68.73940886699506,392.97,#981e32,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/265.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/265.png']",0.1425,97.32900000000001,7.083,48.0,29.0,50.0,63.182,62.952,35.332,13.0,9.0,4.0,9.0,6.0,3.0,86.07410255422161,40.47238275756942,21.645656177271036,67.36893102977677,61.28640366028681,62.889514426460224,40.13668173203092,58.905494310099556,49.00598267433574,48.00996898622742,64.06890065466828,67.71936492375238,42.932446830761506,51.87153652392945,73.65116279069767,68.6,67.0,8.241784260999928,49.4,51.369272597611,56.507372400756154,49.23076923076927,-5.514018691588788,64.06890065466828,86.07410255422161,21.645656177271036,456.802693160358,67.71936492375238,78.80352644836272,61.28640366028681,48.00996898622742,40.472382757569434,67.36893102977677,187.88869990075034,54.142907527558854,8.0,61.0,67.23781954133923,53.0,32.72064746421726,1.0923753460114318,33.0,26.36439628482973,90.0,1970.0903628859242,28.0,387.03,114.0,30.0,387.97279572886833,44,405.13328747245896,26,57.0,16.0,84.0,106.0,55.0,75.0,12.0,3.4,0.863,39,3.05,-0.03,-2.41,31,-1.367,30
53,Marshall,Sun Belt,33.32666885622793,2015,10.8586012421769,279.0,9.0,16.0,11.0,13.0,13.0,2.0,222.0,13.0,50.5,800.0,30.0,3009.0,471.0,275.0,15.0,25.0,91.0,860.0,23473.0,20.8,241.0,25.0,496.0,19.0,2196.0,78.0,199.0,5205.0,24.0,40.60000000000001,53.13875236294898,56.03522167487685,391.22,#00ae42,#be854c,"['http://a.espncdn.com/i/teamlogos/ncaa/500/276.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/276.png']",0.0665,46.304,2.563,68.0,52.0,127.0,57.641,40.251,74.151,13.0,10.0,3.0,8.0,6.0,2.0,61.03171934160275,63.3547625135223,16.103122913639652,87.74091984426525,47.30280414569215,74.86063880502142,42.83701699610312,33.66348684210524,74.57273919013483,79.7727255868844,58.75548360457622,88.09371740928543,47.35321486994951,68.45465994962214,10.33720930232559,67.4,74.2,1.896236476561536,60.400000000000006,50.597076127652,53.13875236294898,59.38461538461533,7.943925233644848,58.75548360457622,61.03171934160275,16.103122913639652,393.87880778389024,88.09371740928543,33.79219143576826,47.30280414569215,79.7727255868844,63.3547625135223,87.74091984426526,174.27946995545497,59.21767572426776,2.1,64.0,67.14373813252341,54.0,40.543494863774924,2.18341272240231,83.0,43.10666666666667,7.0,1682.1858032808732,57.0,388.78,130.0,9.0,369.34544575625745,60,437.5355606885231,13,72.0,63.0,30.0,116.0,8.0,38.0,113.0,3.4,0.9670833333333334,107,0.4,-1.71,-2.62,43,-2.392,41
54,Southern Miss,Sun Belt,30.762049429345588,2015,10.8586012421769,323.0,16.0,31.0,13.0,11.0,14.0,3.0,267.0,12.0,25.75,978.0,42.0,4616.0,531.0,338.0,14.0,40.0,98.0,936.0,25479.0,1.0,134.0,27.0,502.0,31.0,2517.0,96.0,209.0,7133.0,25.0,49.400000000000006,78.32854442344048,50.378078817733986,424.65,#FFAA3C,#ffc423,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2572.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2572.png']",0.618,119.551,3.57,65.0,63.0,101.0,50.609,60.716,46.949,14.0,9.0,5.0,9.0,7.0,2.0,65.94217355479955,64.51330940288048,97.02168001995872,59.087100926777595,83.3689710789187,49.40040895994049,42.15106976235603,40.12236842105261,39.65844336646771,62.797520486980176,65.99260367990655,58.558756323179466,43.141512060793275,57.607052896725406,37.06976744186045,67.7,71.6,1.896236476561536,51.6,65.34823497949722,78.32854442344048,56.84615384615382,3.0841121495327,65.99260367990655,65.94217355479955,97.02168001995872,370.5640857213235,58.558756323179466,24.316120906801004,83.3689710789187,62.797520486980176,64.51330940288048,59.0871009267776,187.17837509299653,72.1217925783859,7.7,70.0,66.78694761210927,55.0,41.042010103265966,2.5258788859099073,90.0,32.14867724867724,46.0,1821.1791634462274,42.0,415.35,114.0,30.0,461.48395995260546,8,361.8072663691985,65,74.0,48.0,27.0,2.0,82.0,66.0,120.0,3.2,0.9401538461538461,92,-0.09,-2.63,-4.18,56,-3.49,54
55,Louisiana Tech,Conference USA,26.31156088348797,2015,1.0,309.0,8.0,11.0,10.0,9.0,13.0,3.0,229.0,11.0,1.0,1094.0,54.0,4201.0,479.0,297.0,13.0,28.0,72.0,654.0,23871.0,20.8,148.0,17.0,431.0,27.0,2075.0,64.0,166.0,6276.0,21.0,47.2,50.705860113421565,76.12783251231527,397.85,#002d65,#d3313a,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2348.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2348.png']",0.11850000000000001,85.717,4.741,63.0,57.0,110.0,56.364,62.26,35.558,13.0,9.0,4.0,8.0,6.0,2.0,84.45090761234346,49.78024462896593,45.205420274258785,69.80079675649512,71.72535922362383,62.24746450304259,57.53588629068328,14.286842105263133,30.374308295899937,61.036290869252184,70.76045624935813,56.644886794282286,43.55641070226889,16.83501259445842,38.09302325581396,72.9,70.7,0.9999999999999996,53.800000000000004,53.52259761098236,50.705860113421565,12.846153846153783,1.4018691588784975,70.76045624935813,84.45090761234346,45.205420274258785,330.10509894079973,56.64488679428228,59.477329974811084,71.72535922362383,61.03629086925219,49.78024462896595,69.80079675649513,196.37847531627276,63.66650322748989,11.7,45.0,66.51181158031092,56.0,33.85709342055206,1.981187210068775,79.0,26.76514161220043,85.0,2060.219097534367,12.0,382.15,98.0,60.0,408.7605067477685,27,320.0163927059726,95,79.0,19.0,62.0,50.0,44.0,57.0,50.0,3.0,0.94725,104,0.42,-2.09,-3.37,47,-2.935,46
56,Texas Tech,Big 12,53.824657196814194,2015,72.06288461080837,368.0,11.0,23.0,8.0,10.0,13.0,2.0,168.0,15.0,50.5,1129.0,56.0,5046.0,620.0,389.0,15.0,39.0,91.0,826.0,21749.0,1.0,88.0,14.0,464.0,34.0,2487.0,105.0,203.0,7533.0,23.0,45.00000000000001,100.00000000000001,45.76945812807882,362.48,#CC0000,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2641.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2641.png']",0.2735,97.80799999999999,8.761,42.0,38.0,25.0,26.331,84.21,64.145,13.0,7.0,6.0,9.0,4.0,5.0,86.77443362822964,13.866546611313368,61.285805959315695,55.35358013519743,86.8803043456171,92.13153444599659,17.065273988294848,4.774671052631561,82.97494137563976,2.390656886643754,76.76987083406809,1.0,46.071357047036294,44.764483627204015,48.197674418604635,69.3,69.6,7.460262237346216,56.0,37.915403815296855,100.00000000000001,43.30769230769232,-0.6542056074766549,76.76987083406809,86.77443362822964,61.285805959315695,580.2241563346745,1.0,38.031486146095716,86.8803043456171,2.390656886643768,13.866546611313396,55.35358013519743,168.06564288648815,51.091887927719505,-0.6,60.0,65.77056898759082,57.0,30.347871657537173,1.4235877479109325,58.0,26.746428571428567,86.0,1943.2722394846533,30.0,417.52,120.0,19.0,465.671706828726,5,208.5580704800305,127,35.0,13.0,125.0,13.0,90.0,51.0,105.0,2.7,0.8288333333333333,16,1.43,-1.4,-4.02,41,-2.735,43
57,Duke,ACC,43.27354462599556,2015,81.59372248530568,311.0,11.0,22.0,11.0,9.0,13.0,0.0,57.0,10.0,100.0,995.0,39.0,3204.0,509.0,294.0,11.0,18.0,71.0,615.0,22367.0,1.0,212.0,34.0,524.0,25.0,2508.0,93.0,215.0,5712.0,21.0,51.60000000000001,68.33497164461248,48.41514778325123,372.78,#013088,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/150.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/150.png']",0.176,54.563,5.102,61.0,56.0,68.0,51.752,48.564,65.71,13.0,8.0,5.0,8.0,4.0,4.0,61.57089409834913,57.749486185463724,19.46843186889319,52.95920070937552,44.687566446284904,63.88177339901476,8.990810969666853,43.19470128022758,68.75956607385568,47.42882654719742,55.67028313392216,51.441150868190775,33.954437027425364,57.4823677581864,23.51162790697674,67.6,73.1,8.326702044118697,49.4,42.46033160991263,68.33497164461248,57.692307692307736,5.887850467289695,55.67028313392216,61.57089409834913,19.46843186889319,484.3049511454143,51.441150868190775,64.34005037783376,44.687566446284904,47.42882654719741,57.74948618546373,52.95920070937554,169.53958787515745,47.310734309260646,0.0,65.0,65.73880174818775,58.0,38.33689080359186,1.2698610628396076,45.0,37.24811463046757,21.0,1680.328056726534,60.0,407.22,94.0,71.0,311.7521276743174,95,345.04455957128744,82,53.0,61.0,44.0,111.0,97.0,75.0,39.0,2.6,0.9143333333333333,68,1.12,-2.08,-4.0,46,-3.063,47
58,South Carolina,SEC,65.29296329747928,2015,100.0,216.0,11.0,20.0,3.0,8.0,12.0,0.0,37.0,12.0,25.75,796.0,34.0,2490.0,351.0,191.0,12.0,17.0,60.0,468.0,20512.0,1.0,55.0,12.0,423.0,11.0,1856.0,58.0,165.0,4346.0,15.0,38.400000000000006,37.97996219281664,54.51120689655173,341.87,#73000a,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2579.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2579.png']",0.10999999999999999,37.948,4.283,64.0,81.0,14.0,40.794,52.69,50.669,12.0,3.0,9.0,8.0,1.0,7.0,45.43597228387213,28.372040792635886,60.590949276705345,68.7897875794689,48.917003107128835,18.73399014778323,67.04390067257864,11.380345394736821,88.95428674677028,27.244014528302735,58.870924905081786,32.91017192379368,43.484769678959616,34.04156171284632,22.360465116279073,70.2,72.4,10.0,62.6,28.821135674808346,37.97996219281664,35.692307692307665,4.579439252336442,58.870924905081786,45.43597228387213,60.590949276705345,684.4814845225388,32.91017192379368,82.66876574307305,48.917003107128835,27.244014528302742,28.3720407926359,68.78978757946892,165.82478350986958,46.55829459468564,-1.6,65.0,65.66923729063895,59.0,39.393670772867964,0.683729232393268,4.0,30.195098039215686,59.0,1498.5129265258674,75.0,378.13,96.0,62.0,333.6343021059963,83,280.0111120819874,112,22.0,96.0,110.0,16.0,51.0,32.0,6.0,2.6,0.8795454545454546,51,-1.56,-4.17,-6.79,77,-5.556,84
59,Boston College,ACC,39.400197060513996,2015,81.59372248530568,174.0,5.0,13.0,11.0,10.0,12.0,1.0,63.0,9.0,1.0,806.0,32.0,1334.0,249.0,111.0,13.0,8.0,78.0,682.0,21543.0,20.8,230.0,36.0,502.0,17.0,1973.0,46.0,172.0,3307.0,20.0,42.800000000000004,6.50207939508509,34.345443349753694,359.05,#8c2232,#dbcca6,"['http://a.espncdn.com/i/teamlogos/ncaa/500/103.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/103.png']",0.286,12.862,1.501,75.0,97.0,58.0,84.091,13.052,40.174,12.0,3.0,9.0,8.0,0.0,8.0,17.876292434751548,100.0,38.259095920143494,65.49217196855219,19.898730492145376,40.64001515725654,81.67561502817628,66.15662955465586,1.0,100.0,45.99397256687079,89.04209844927348,55.643803868469604,39.5277078085642,43.209302325581405,70.1,70.8,8.326702044118697,58.2,36.40189873417722,6.50207939508509,36.538461538461576,1.5887850467289582,45.99397256687079,17.876292434751548,38.259095920143494,449.09270055012723,89.04209844927348,55.986146095717885,19.898730492145376,100.0,100.0,65.49217196855219,172.66754926875436,56.92104846926543,1.4,57.0,65.11792616045973,60.0,41.19480371519083,1.5186174238961514,62.0,32.27638888888889,44.0,781.8504942792581,121.0,360.95,96.0,62.0,283.8714294079082,106,464.9002022980629,6,58.0,124.0,1.0,74.0,60.0,46.0,59.0,2.3,1.0237,116,-1.74,-4.27,-6.36,81,-5.3,78
60,Indiana,Big Ten,42.71672551112571,2015,72.49777502796088,337.0,13.0,29.0,6.0,10.0,13.0,2.0,238.0,8.0,1.0,979.0,51.0,3820.0,461.0,269.0,12.0,27.0,91.0,778.0,22743.0,40.6,199.0,18.0,592.0,27.0,2736.0,77.0,203.0,6556.0,14.0,31.800000000000004,48.38525519848774,42.11182266009852,379.05,#990000,#edebeb,"['http://a.espncdn.com/i/teamlogos/ncaa/500/84.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/84.png']",0.16766666666666666,60.02633333333333,1.713,72.0,66.0,54.0,34.214,68.071,51.284,13.0,6.0,7.0,8.0,2.0,6.0,71.70176518653668,41.13006821409445,39.03037152217277,41.19162138896874,67.6494841540389,64.06949806949804,41.79234312681868,24.15131578947367,59.098001861838995,32.196086123281304,67.71907126168225,33.823828780398884,34.11527008647899,41.64735516372795,30.930232558139522,70.0,71.5,7.499797729814626,69.2,45.22700124799431,48.38525519848774,37.38461538461537,2.8971962616822395,67.71907126168225,71.70176518653668,39.03037152217277,479.2429591920519,33.82382878039887,44.01637279596977,67.6494841540389,32.196086123281304,41.13006821409447,41.19162138896874,171.5488880241861,48.81656609818214,0.9,74.0,63.47285132416523,61.0,44.544693504088336,1.623393698494012,68.0,31.751633986928105,48.0,1355.24669749454,90.0,400.95,92.0,75.0,393.6098884844753,39,262.52115471619555,120,54.0,35.0,82.0,72.0,111.0,23.0,92.0,1.5,0.86275,38,-0.42,-3.3,-5.36,64,-4.307,64
