,team,conference,avg_talent,season,sp_conf_rating,firstDowns,fourthDownConversions,fourthDowns,fumblesLost,fumblesRecovered,games,interceptionTDs,interceptionYards,interceptions,kickReturnTDs,kickReturnYards,kickReturns,netPassingYards,passAttempts,passCompletions,passesIntercepted,passingTDs,penalties,penaltyYards,possessionTime,puntReturnTDs,puntReturnYards,puntReturns,rushingAttempts,rushingTDs,rushingYards,sacks,tacklesForLoss,thirdDownConversions,thirdDowns,totalYards,turnovers,total_turnovers,thirdDownConversionRate,fourthDownConversionRate,possessionTimeMinutes,color,alt_color,logo,qb_average_ppa,qb_total_ppa,fpi,fpi_rank,fpi_sor,fpi_sos,def_eff,off_eff,special_eff,games_played,wins,losses,conference_games,conference_wins,conference_losses,Offense_success_rate,Defense_success_rate,Offense_explosiveness,Defense_explosiveness,Offense_ppa,Offense_power_success,Offense_stuff_rate,Defense_power_success,Defense_stuff_rate,Defense_ppa,Offense_points_per_opportunity,Defense_points_per_opportunity,Defense_havoc_total,Offense_field_position_average_predicted_points,Defense_field_position_average_predicted_points,Offense_field_position_average_start,Defense_field_position_average_start,sp_conf_scaled,total_turnovers_scaled,possession_scaled,third_down_scaled,offense_avg_field_position_scaled,defense_avg_field_position_scaled,offense_ppo_scaled,offense_success_scaled,offense_explosive,talent_scaled,defense_ppo_scaled,penalties_scaled,offense_ppa_scaled,defense_ppa_scaled,defense_success_scaled,defense_explosive,adjusted_metric,average_metric,in_house_pr,ranking,power_ranking,calculated_rank,combined_rank,PBR,PBR_rank,STM,STM_rank,DCE,DCE_rank,DefensivePossessionTime,DDE,DDE_rank,offensive_total,offensive_rank,defensive_total,defensive_rank,talent_scaled_rank,offense_success_rank,defense_success_rank,offense_explosive_rank,defense_explosive_rank,total_turnovers_rank,penalties_rank,power_rating,avg_expected_wins,SOS,wins_above_average,wins_above_good,wins_above_elite,SOR,most_deserving_wins,most_deserving
0,Georgia,SEC,99.08891060816885,2022,100.0,371.0,13.0,15.0,10.0,11.0,15.0,0.0,122.0,7.0,1.0,437.0,22.0,4437.0,492.0,336.0,12.0,31.0,66.0,673.0,30211.0,1.0,265.0,22.0,557.0,44.0,3080.0,35.0,81.0,93.0,182.0,7517.0,17.0,44.153846153846146,83.70850086157381,100.0,503.52,#ba0c2f,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/61.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/61.png']",0.603,127.225,29.908,1.0,1.0,8.0,87.647,90.791,45.406,15,15,0,9,9,0,96.33850162632407,77.93734443608338,42.81344797845176,50.93851714830981,91.22273460698416,53.51010980689131,44.18739965092849,45.728915662650564,36.206160561178194,85.66337975571163,85.81934485205943,66.03621075555016,38.37076910747203,79.89062500000003,12.727272727272748,68.3,74.0,9.999999999999998,56.84615384615384,100.0,83.70850086157381,77.75280898876406,8.021978021978015,85.81934485205943,96.33850162632407,42.81344797845176,991.7173691651715,66.03621075555017,53.402535657686215,91.22273460698416,85.66337975571163,77.9373444360834,50.93851714830983,224.01641115074386,74.1523209253108,25.7,1.0,117.87952674416366,1.0,0.7607457960252992,0.6786207652756269,8.0,37.60909090909091,13.0,2870.653008615738,1.0,396.48,198.6,60.0,493.7821635216393,4,375.23780104675643,24,2.0,3.0,7.0,88.0,55.0,49.0,67.0,26.3,0.7522857142857143,8,9.11,6.17,3.5,1,4.935,1
1,Ohio State,Big Ten,97.71101254537112,2022,80.42235704143539,310.0,12.0,17.0,4.0,9.0,13.0,2.0,109.0,6.0,1.0,330.0,18.0,3878.0,410.0,274.0,11.0,42.0,73.0,624.0,23986.0,1.0,141.0,19.0,466.0,30.0,2501.0,34.0,84.0,75.0,166.0,6379.0,10.0,34.0,66.87679494543366,72.60034423407916,399.77,#ce1141,#505056,"['http://a.espncdn.com/i/teamlogos/ncaa/500/194.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/194.png']",0.581,111.79199999999999,25.771,3.0,6.0,15.0,71.506,91.467,49.437,13,11,2,9,8,1,86.97098311551107,81.57264686741246,63.159040569723714,15.996360538014756,94.7323917311078,38.4847738247758,29.42114277609864,76.89352759876715,30.217693753706854,73.62602367267499,100.0,32.420966668683064,57.69423475985687,74.01250000000002,13.136363636363626,68.8,74.2,8.220214276494126,67.0,55.04726683881131,66.87679494543366,72.19101123595507,8.461538461538453,100.0,86.97098311551107,63.159040569723714,979.1910231397376,32.42096666868308,61.09033280507131,94.7323917311078,73.626023672675,81.57264686741247,15.996360538014741,229.14887896730352,69.34290774907413,27.7,3.0,114.18842366345507,2.0,2.282237388075898,0.6372607440774615,2.0,31.154385964912287,39.0,2151.5263725974582,6.0,380.23,182.8,86.0,486.780832017217,6,323.8635827356229,76,3.0,7.0,4.0,37.0,123.0,27.0,48.0,24.6,0.7500769230769231,7,5.82,3.34,1.15,4,2.389,5
2,Alabama,SEC,100.0,2022,100.0,310.0,9.0,15.0,8.0,9.0,13.0,1.0,74.0,8.0,1.0,372.0,21.0,3660.0,438.0,280.0,7.0,37.0,103.0,893.0,23330.0,67.0,456.0,30.0,458.0,26.0,2544.0,38.0,84.0,74.0,162.0,6204.0,16.0,59.38461538461538,68.29839172889143,54.55542168674699,388.83,#9e1632,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/333.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/333.png']",0.269,89.483,27.296,2.0,4.0,9.0,81.093,85.539,61.676,13,11,2,8,6,2,70.16416244255271,66.95215402793974,74.31574987577753,69.34796820315233,78.35316394491288,58.84892086330936,53.97386532280331,59.79443929564411,24.738580717128883,85.3418169421918,87.84437100780696,52.11071065844391,51.48536042153296,76.17812500000002,16.136363636363626,68.8,73.8,9.999999999999998,41.61538461538461,50.307190686682134,68.29839172889143,72.19101123595507,7.582417582417577,87.84437100780696,70.16416244255271,74.31574987577753,1000.0,52.11071065844393,18.885895404120447,78.35316394491288,85.3418169421918,66.95215402793977,69.34796820315235,191.39372534301043,74.07916923942116,12.5,4.0,113.16420318214819,3.0,1.7739461823166511,0.893,30.0,37.91428571428571,11.0,1804.002351023854,20.0,391.17,197.20000000000002,64.0,499.6783584571628,2,374.42203348086446,26,1.0,22.0,21.0,16.0,16.0,92.0,124.0,24.1,0.7740833333333333,14,5.5,3.04,0.76,6,2.021,6
3,Michigan,Big Ten,81.74866731078423,2022,80.42235704143539,326.0,18.0,21.0,4.0,5.0,14.0,1.0,168.0,6.0,1.0,401.0,20.0,3078.0,370.0,238.0,14.0,24.0,58.0,448.0,28389.0,34.0,281.0,33.0,600.0,41.0,3344.0,37.0,68.0,84.0,186.0,6422.0,10.0,36.53846153846153,66.81993107409534,98.36419965576593,473.15,#00274c,#ffcb05,"['http://a.espncdn.com/i/teamlogos/ncaa/500/130.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/130.png']",0.31566666666666665,47.958,23.62,4.0,3.0,28.0,79.2,79.485,57.128,14,13,1,10,10,0,83.73842799476265,73.18180865916327,41.63822636877663,60.52884931620167,73.91697052524569,72.8402877697842,35.413133886502386,44.76552363299348,52.529836418475824,83.38924067382585,80.82494642623357,55.35940866344349,38.08706039224403,88.70781250000002,1.0,67.3,74.9,8.220214276494126,64.46153846153845,86.84130596525011,66.81993107409534,88.87640449438203,10.0,80.82494642623357,83.73842799476265,41.63822636877663,834.0787937344021,55.3594086634435,88.70364500792392,73.91697052524569,83.38924067382587,73.18180865916328,60.52884931620168,229.12534111756497,69.39892058966262,27.7,2.0,105.31749447022527,4.0,2.7905285938351443,0.5371195184020682,1.0,36.16515151515152,17.0,2669.2797324277003,2.0,366.85,154.0,116.0,477.0798054713051,9,370.7546673641036,29,14.0,10.0,10.0,90.0,34.0,33.0,9.0,20.5,0.8215,35,6.29,3.59,1.5,3,2.613,3
4,LSU,SEC,86.81080849190687,2022,100.0,345.0,11.0,22.0,12.0,19.0,14.0,2.0,197.0,7.0,1.0,337.0,17.0,3770.0,480.0,322.0,9.0,23.0,84.0,730.0,26058.0,1.0,88.0,17.0,518.0,39.0,2573.0,27.0,67.0,87.0,179.0,6343.0,19.0,36.53846153846153,76.60051694428489,37.515834767642,434.3,#461d7c,#fdd023,"['http://a.espncdn.com/i/teamlogos/ncaa/500/99.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/99.png']",0.05900000000000002,54.62533333333334,17.436,10.0,8.0,2.0,74.431,78.649,26.438,14,10,4,9,6,3,86.67305179018547,60.41402559651175,36.48482933122807,41.94654669867424,74.67190912256167,82.58427543679343,17.029908494521344,47.84337349397589,36.13550257065884,65.07085080688854,82.33062616943027,57.6414184060996,27.297639233076822,35.650000000000006,36.45454545454547,72.2,71.4,9.999999999999998,64.46153846153845,70.00840299356648,76.60051694428489,34.37078651685391,2.307692307692321,82.33062616943027,86.67305179018547,36.48482933122807,880.0982590173352,57.64141840609962,44.45958795562599,74.67190912256167,65.07085080688854,60.41402559651178,41.94654669867422,199.22761309580994,60.876868891008286,15.7,14.0,101.47088434321404,5.0,8.112367140785098,0.8294528395216622,22.0,24.200000000000003,96.0,1547.3432933671174,45.0,405.7,225.39999999999998,27.0,415.42460034472026,33,345.5062630273543,58,7.0,8.0,36.0,102.0,73.0,33.0,85.0,18.7,0.7122307692307692,2,4.76,2.19,-0.29,8,1.169,8
5,Tennessee,SEC,77.21722554436018,2022,100.0,330.0,23.0,34.0,8.0,13.0,13.0,0.0,70.0,3.0,1.0,340.0,18.0,4239.0,422.0,290.0,11.0,38.0,105.0,904.0,19684.0,34.0,331.0,20.0,523.0,40.0,2593.0,31.0,91.0,68.0,166.0,6832.0,11.0,26.38461538461538,54.878518093049976,67.59070567986231,328.07,#ff8200,#58595b,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2633.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2633.png']",0.565,106.24000000000001,22.728,5.0,5.0,7.0,58.984,90.062,68.61,13,11,2,8,6,2,84.73181119809999,51.47205256448245,67.96424187617353,52.93269972634985,93.57864246673826,66.85799771397834,26.104195846781558,46.160781055255484,19.55999532129799,61.833848467931944,88.80708836053938,64.40679800240625,38.89563244469656,67.82500000000002,28.0,69.4,72.3,9.999999999999998,74.61538461538461,23.981137030066975,54.878518093049976,65.5168539325842,4.285714285714278,88.80708836053938,84.73181119809999,67.96424187617353,792.8838685850926,64.40679800240625,17.16006339144215,93.57864246673826,61.833848467931944,51.47205256448246,52.93269972634987,197.95806846439342,68.75221604996268,15.2,5.0,98.92665422361036,6.0,3.803728980126496,1.1401417481392262,66.0,38.33888888888888,9.0,1925.8354483739,14.0,451.93,194.2,73.0,495.8689774623111,3,324.366175137724,75,17.0,9.0,62.0,26.0,50.0,14.0,126.0,17.5,0.7256666666666667,4,5.46,3.3,1.27,5,2.41,4
6,Penn State,Big Ten,81.35609008195712,2022,80.42235704143539,275.0,21.0,30.0,7.0,21.0,13.0,1.0,243.0,7.0,50.5,447.0,20.0,3283.0,422.0,270.0,14.0,29.0,69.0,628.0,23838.0,1.0,105.0,24.0,489.0,28.0,2354.0,42.0,102.0,68.0,180.0,5637.0,14.0,6.076923076923073,45.83716255025848,71.59500860585197,397.3,#041E42,#FFFFFF,"['http://a.espncdn.com/i/teamlogos/ncaa/500/213.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/213.png']",0.111,44.531,19.477,6.0,7.0,20.0,83.462,71.335,50.595,13,11,2,9,7,2,49.84271233565295,66.49929455069068,72.62542193575032,52.50415570683532,61.3737687804326,42.99932553956836,51.73474121558164,50.17294986397198,10.949308245711109,83.1798943599779,82.33484398915749,70.92039910755905,94.82801890379707,68.28906250000003,25.818181818181813,69.9,72.8,8.220214276494126,94.92307692307692,53.97706683005822,45.83716255025848,59.95505617977521,5.384615384615387,82.33484398915749,49.84271233565295,72.62542193575032,830.5099098359739,70.92039910755905,60.46275752773376,61.3737687804326,83.1798943599779,66.4992945506907,52.504155706835334,207.95342518736814,64.3375412782233,19.2,8.0,97.3372638758928,7.0,4.816929366417848,0.7561619585298269,16.0,29.624999999999993,47.0,1920.8333360811625,15.0,382.7,282.4,2.0,429.19987629614343,23,360.0441836529278,39,15.0,61.0,23.0,18.0,53.0,2.0,49.0,16.8,0.7841538461538462,19,5.35,2.81,0.73,7,1.946,7
7,Clemson,ACC,92.13220575453151,2022,55.656383116044914,319.0,6.0,12.0,12.0,11.0,14.0,2.0,153.0,10.0,1.0,412.0,21.0,3247.0,478.0,297.0,13.0,24.0,76.0,675.0,26214.0,1.0,190.0,29.0,548.0,31.0,2497.0,43.0,106.0,100.0,211.0,5744.0,22.0,54.30769230769231,73.16025272831706,37.515834767642,436.9,#f56600,#522d80,"['http://a.espncdn.com/i/teamlogos/ncaa/500/228.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/228.png']",0.23399999999999999,57.6105,17.553,9.0,14.0,42.0,77.07,64.744,48.641,14,11,3,9,9,0,61.480938129211154,66.88024072039374,26.28568644634825,50.456472647736575,52.07668625752008,73.08432323908318,25.871303434895232,59.951194608944235,7.53051392234147,78.56889143263848,67.99212580777707,62.3351426558129,73.10653721344082,47.09687500000001,43.95454545454544,71.2,70.9,5.968762101458628,46.69230769230769,71.13492931856973,73.16025272831706,45.49438202247188,1.2087912087912116,67.99212580777707,61.480938129211154,26.28568644634825,928.4745977684684,62.33514265581291,53.08874801901743,52.07668625752008,78.56889143263848,66.88024072039377,50.45647264773658,176.26979282650393,55.958152605641395,6.4,13.0,95.05072550639636,8.0,7.351621344759799,0.7269988878773,14.0,25.870771756978655,79.0,1513.1263654931536,51.0,403.1,238.39999999999998,21.0,353.887938314835,74,369.6770014424128,30,4.0,36.0,22.0,117.0,56.0,77.0,68.0,15.7,0.8110769230769231,29,4.82,1.9,-0.5,10,0.939,10
8,Florida State,ACC,76.9705260252101,2022,55.656383116044914,315.0,8.0,23.0,7.0,10.0,13.0,0.0,10.0,7.0,50.5,389.0,17.0,3512.0,395.0,249.0,8.0,28.0,86.0,753.0,24198.0,1.0,237.0,23.0,509.0,33.0,2783.0,38.0,78.0,86.0,168.0,6295.0,14.0,49.230769230769226,83.96438828259622,11.581583476764202,403.3,#782f40,#ceb888,"['http://a.espncdn.com/i/teamlogos/ncaa/500/52.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/52.png']",0.18233333333333335,53.03333333333333,15.503,11.0,16.0,50.0,62.6,83.024,47.133,13,10,3,8,5,3,74.23333582515812,50.14946909443253,78.68890956861966,68.22072819456073,85.44171430468973,46.12949640287769,37.2116021717493,27.424467099165867,65.98255801827868,59.801602623218116,73.63466288147623,30.044820773298028,41.255093256814945,97.21562500000002,34.81818181818181,66.8,72.1,5.968762101458628,51.76923076923077,56.57674296468119,83.96438828259622,94.43820224719101,3.8461538461538396,73.63466288147623,74.23333582515812,78.68890956861966,790.6411456837284,30.044820773298042,40.85103011093502,85.44171430468973,59.80160262321812,50.149469094432554,68.22072819456073,190.4194976397838,69.42262660177981,12.1,23.0,90.450216605312,9.0,9.882931297874606,0.9523916180061978,41.0,38.48670076726343,7.0,1102.2986292843232,92.0,376.7,195.60000000000002,70.0,492.5553461545707,5,336.44182762113576,65,18.0,14.0,67.0,10.0,19.0,62.0,94.0,13.6,0.8029999999999999,24,4.25,1.54,-0.66,15,0.632,14
9,Oregon,Big Ten,84.25739460657223,2022,80.42235704143539,340.0,20.0,32.0,3.0,10.0,13.0,1.0,207.0,9.0,1.0,523.0,28.0,3703.0,432.0,308.0,16.0,30.0,88.0,744.0,24462.0,1.0,64.0,13.0,508.0,34.0,2804.0,17.0,51.0,75.0,162.0,6507.0,12.0,23.846153846153847,70.06117174037911,58.81531841652323,407.7,#007030,#fee11a,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2483.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2483.png']",0.1315,83.214,14.225,14.0,13.0,23.0,63.631,81.614,42.699,13,10,3,9,7,2,99.44384736659703,41.17235210794547,25.68436319422338,43.76454890653548,85.30602021563482,95.24538207272019,27.005499320859023,42.22216867469879,41.75742094676326,47.835679837249955,76.16273879990928,27.435516370864434,30.126448711295623,56.6875,55.40909090909091,70.5,69.6,8.220214276494126,77.15384615384615,58.483172130071324,70.06117174037911,53.28089887640449,-1.6483516483516496,76.16273879990928,99.44384736659703,25.68436319422338,856.8854055142931,27.43551637086445,42.26307448494453,85.30602021563482,47.83567983724996,41.172352107945485,43.76454890653551,194.16878601314335,57.20113527136437,13.7,11.0,89.0113594827282,10.0,10.27175925895511,0.8682607910137756,29.0,22.701648351648345,103.0,1908.2796241957942,16.0,372.3,153.8,117.0,465.5353509699437,12,299.5967777531483,104,11.0,2.0,98.0,120.0,66.0,11.0,87.0,12.9,0.7949999999999999,22,4.06,1.59,-0.46,14,0.749,12
