,team,conference,season,sp_conf_rating,firstDowns,fourthDownConversions,fourthDowns,fumblesLost,fumblesRecovered,games,interceptionTDs,interceptionYards,interceptions,kickReturnTDs,kickReturnYards,kickReturns,netPassingYards,passAttempts,passCompletions,passesIntercepted,passingTDs,penalties,penaltyYards,possessionTime,puntReturnTDs,puntReturnYards,puntReturns,rushingAttempts,rushingTDs,rushingYards,thirdDownConversions,thirdDowns,totalYards,turnovers,total_turnovers,thirdDownConversionRate,fourthDownConversionRate,possessionTimeMinutes,color,alt_color,logo,qb_average_ppa,qb_total_ppa,fpi,fpi_rank,fpi_sor,fpi_sos,def_eff,off_eff,special_eff,games_played,wins,losses,conference_games,conference_wins,conference_losses,Offense_success_rate,Defense_success_rate,Offense_explosiveness,Defense_explosiveness,Offense_ppa,Offense_power_success,Offense_stuff_rate,Defense_power_success,Defense_stuff_rate,Defense_ppa,Offense_points_per_opportunity,Defense_points_per_opportunity,Defense_havoc_total,Offense_field_position_average_predicted_points,Defense_field_position_average_predicted_points,Offense_field_position_average_start,Defense_field_position_average_start,avg_talent,sp_conf_scaled,total_turnovers_scaled,possession_scaled,third_down_scaled,offense_avg_field_position_scaled,defense_avg_field_position_scaled,offense_ppo_scaled,offense_success_scaled,offense_explosive,talent_scaled,defense_ppo_scaled,penalties_scaled,offense_ppa_scaled,defense_ppa_scaled,defense_success_scaled,defense_explosive,adjusted_metric,average_metric,in_house_pr,ranking,power_ranking,calculated_rank,combined_rank,PBR,PBR_rank,STM,STM_rank,DCE,DCE_rank,DefensivePossessionTime,DDE,DDE_rank,offensive_total,offensive_rank,defensive_total,defensive_rank,talent_scaled_rank,offense_success_rank,defense_success_rank,offense_explosive_rank,defense_explosive_rank,total_turnovers_rank,penalties_rank,power_rating,avg_expected_wins,SOS,wins_above_average,wins_above_good,wins_above_elite,SOR,most_deserving_wins,most_deserving,sacks,tacklesForLoss,norm_power_rank,norm_pr
863,Miami (OH),Mid-American,2024,4.457760314341847,235.0,5.0,11.0,5.0,10.0,14.0,0.0,162.0,12.0,1.0,544.0,30.0,3044.0,398.0,225.0,13.0,23.0,74.0,585.0,24424.0,1.0,100.0,19.0,407.0,14.0,1904.0,55.0,163.0,4948.0,17.0,39.634146341463406,41.5693805788477,28.380341211457196,407.07,#a4000c,#f0f0f0,"['http://a.espncdn.com/i/teamlogos/ncaa/500/193.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/193.png']",0.2525,43.9805,-3.352,80.0,73.0,75.0,53.012,38.021,55.962,14.0,9.0,5.0,9.0,7.0,2.0,47.8383992712568,45.3644010727408,54.756001965825135,100.0,41.58687236698176,39.08548931383575,52.82329973453772,50.09163879598663,87.23805847148435,65.96576998333776,35.412867690144154,77.29087454409417,60.98987652427334,100.0,10.352226720647792,60.6,75.2,23.46940788596718,1.3143418467583494,61.36585365853658,52.27490039840637,41.5693805788477,100.0,9.20792079207922,35.412867690144154,47.8383992712568,54.756001965825135,304.2673444178834,77.29087454409418,67.21941489361703,41.58687236698176,65.96576998333776,45.3644010727408,100.0,169.5875376036613,59.25190744335705,-0.4,66.0,32.24181750673154,77.0,121.67732134208288,1.9226512826054571,100.0,37.99649122807018,16.0,1012.3770585890494,112.0,432.93,198.8,24.0,371.50293034258135,50,436.3029695882916,11,113.0,93.0,95.0,52.0,1.0,37.0,41.0,-2.6,0.9005,84,0.28,-2.12,-3.59,57,-2.925,56,29.0,74.0,-0.26676924207860436,-2.46
864,UTSA,American Athletic,2024,24.339882121807463,280.0,10.0,28.0,8.0,10.0,13.0,0.0,25.0,13.0,67.0,492.0,15.0,3685.0,509.0,317.0,11.0,27.0,113.0,1054.0,24322.0,1.0,88.0,19.0,490.0,21.0,2197.0,88.0,217.0,5882.0,21.0,54.12195121951219,59.80551798755748,13.28783847237439,405.37,#002A5C,#f47321,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2636.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2636.png']",0.0615,56.5195,-5.581,92.0,98.0,71.0,46.39,38.259,49.382,13.0,7.0,6.0,8.0,4.0,4.0,46.14392190527013,98.8560112026768,60.63654159280787,21.380181566424767,47.43417263995747,9.418897637795254,62.1969892468124,72.70249768732654,1.0,72.2517146784572,40.99073940952108,56.06167601700338,95.10123065030751,53.29280155642024,75.5506072874494,67.7,67.5,42.11708093024909,3.1218074656188604,46.8780487804878,51.39263996644999,59.80551798755748,51.52413793103445,-6.039603960396022,40.99073940952108,46.14392190527013,60.63654159280787,473.79164482044615,56.06167601700339,5.476063829787236,47.43417263995747,72.2517146784572,98.8560112026768,21.380181566424756,159.43041796014643,57.783757264265695,-3.9,77.0,32.253584818547665,76.0,140.66390929068638,2.224606557592286,111.0,37.23157894736842,21.0,894.9942570153703,117.0,374.63,247.0,3.0,320.11406398858446,86,397.8026884393381,34,72.0,98.0,3.0,32.0,133.0,61.0,133.0,-2.6,0.8878333333333334,74,-1.07,-3.21,-4.62,80,-4.246,84,42.0,113.0,-0.26676924207860436,-2.46
865,Bowling Green,Mid-American,2024,4.457760314341847,258.0,16.0,26.0,5.0,2.0,13.0,1.0,144.0,6.0,34.0,653.0,29.0,3128.0,419.0,276.0,12.0,20.0,68.0,590.0,24848.0,1.0,107.0,23.0,422.0,20.0,1782.0,68.0,178.0,4910.0,11.0,46.8780487804878,53.51257776575602,53.31241195805289,414.13,#2b1000,#492000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/189.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/189.png']",-0.02,59.0095,-3.156,78.0,81.0,84.0,55.957,45.874,41.324,13.0,7.0,6.0,8.0,6.0,2.0,57.08918765403078,81.67607860944355,52.225731470212,54.69146625731236,58.914537614065424,64.92125984251967,76.27100584301272,24.874782608695625,74.5348204570185,67.4517938667155,51.98982772764562,53.7547551563994,37.14450561359402,32.9727626459144,55.64372469635629,70.8,70.0,22.875121079899408,1.3143418467583494,54.12195121951219,55.93887607464879,53.51257776575602,30.35862068965517,-1.0891089108910703,51.98982772764562,57.08918765403078,52.225731470212,298.8647370899945,53.7547551563994,66.56117021276596,58.914537614065424,67.45179386671549,81.67607860944354,54.69146625731237,192.99148785477016,62.00813257862993,7.7,73.0,32.17431676473909,78.0,124.41508041222876,1.9741372158681216,102.0,26.36941529235383,86.0,1633.2301706647718,40.0,365.87,130.20000000000002,122.0,394.38431279740064,29,412.6274216519412,25,115.0,69.0,18.0,64.0,92.0,47.0,45.0,-2.6,0.8858333333333334,71,-1.38,-3.32,-4.6,83,-3.887,77,33.0,69.0,-0.26676924207860436,-2.46
866,Florida Atlantic,American Athletic,2022,50.93971860074867,264.0,12.0,21.0,8.0,11.0,12.0,3.0,356.0,5.0,1.0,241.0,15.0,2715.0,378.0,217.0,12.0,25.0,74.0,696.0,20769.0,1.0,136.0,15.0,492.0,19.0,2210.0,81.0,189.0,4925.0,13.0,34.0,60.28058587018954,49.68209982788296,346.15,#00447c,#d31245,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2226.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2226.png']",0.443,125.255,-4.413,86.0,106.0,121.0,44.542,42.213,43.487,12.0,5.0,7.0,8.0,4.0,4.0,51.11013264356271,40.851491303214885,54.00403552010758,40.57593302153475,56.45051991813074,37.919212171246585,36.97215484544066,56.32622798887857,62.21394974755607,47.71131449801289,61.80163236337828,42.72837047412085,32.06941838649158,41.21875,27.45454545454544,71.6,73.0,47.7827968381039,5.539974418249878,67.0,31.814827782397487,60.28058587018954,41.04494382022479,5.824175824175825,61.80163236337828,51.11013264356271,54.00403552010758,525.2981530736719,42.72837047412087,49.79397781299525,56.45051991813074,47.71131449801289,40.8514913032149,40.575933021534766,159.5740587199473,48.4505711507606,-0.3,90.0,55.77587025588362,82.0,65.92904763870784,1.3249618258269178,77.0,26.53333333333334,73.0,1625.293688592888,38.0,373.85,147.6,118.0,339.4764374618666,84,317.86183248786347,83,74.0,60.0,100.0,57.0,76.0,27.0,75.0,-2.5,0.9997272727272728,119,-2.6,-4.76,-6.05,104,-5.417,103,19.0,52.0,-0.26794688624153845,-2.47
867,Kentucky,SEC,2015,100.0,222.0,13.0,19.0,6.0,9.0,12.0,2.0,164.0,16.0,1.0,653.0,30.0,2512.0,397.0,218.0,11.0,10.0,69.0,676.0,21081.0,1.0,81.0,12.0,419.0,22.0,1952.0,67.0,179.0,4464.0,22.0,53.8,46.513799621928186,70.87302955665025,351.35,#0033a0,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/96.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/96.png']",0.0645,20.6935,2.117,69.0,72.0,51.0,42.308,47.665,45.559,12.0,5.0,7.0,8.0,2.0,6.0,43.55908945579191,42.85790978466571,65.44344423525635,82.24713683642989,52.64145434804142,46.517241379310335,63.43363694262629,11.134032114183723,93.52452974993048,53.71236940703015,54.54136832981612,61.081761371652405,38.111871424819576,5.738035264483614,81.06976744186048,73.3,66.1,52.93726906971015,10.0,47.2,33.004234266357656,46.513799621928186,9.461538461538469,-7.196261682243005,54.54136832981612,43.55908945579191,65.44344423525635,572.1569915428196,61.081761371652405,56.73425692695214,52.64145434804142,53.71236940703015,42.85790978466573,82.2471368364299,160.96290872195766,56.74356734453591,-3.7,77.0,54.319364827326126,79.0,44.2655611391958,1.1814939081268028,39.0,21.316666666666663,113.0,1911.8777540189533,35.0,368.65,118.0,21.0,331.874269955326,86,425.6275067057528,19,38.0,98.0,78.0,7.0,16.0,83.0,56.0,-3.3,0.9396363636363636,90,-0.29,-3.07,-5.35,61,-4.264,63,,,-0.2709194558277447,-2.5
868,Louisiana,Sun Belt,2023,35.77796197482257,265.0,11.0,20.0,11.0,10.0,13.0,3.0,149.0,9.0,34.0,956.0,43.0,2817.0,367.0,238.0,13.0,23.0,79.0,647.0,22690.0,1.0,102.0,19.0,469.0,25.0,2298.0,68.0,167.0,5115.0,20.0,41.61538461538461,55.53796445880453,56.57337610264637,378.17,#ce181e,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/309.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/309.png']",0.3,39.96266666666667,-5.369,89.0,102.0,123.0,37.14,53.233,55.141,13.0,6.0,7.0,8.0,3.0,5.0,55.7565934065934,35.426770456433985,34.79516466473049,76.97375300280217,50.1385992948065,73.6284482758621,37.09535709011073,11.00388651379714,85.88346039947072,47.709946419674935,65.4631036077706,26.836199301726083,38.158615833642,51.06179066834804,67.35246995994657,69.7,68.8,37.31065486591203,4.161632906802051,59.38461538461538,36.66889632107024,55.53796445880453,52.33333333333329,-3.465346534653463,65.4631036077706,55.7565934065934,34.79516466473049,430.0968624173821,26.836199301726097,57.15712383488682,50.1385992948065,47.709946419674935,35.426770456433985,76.97375300280217,164.67452165518029,50.13347120750692,3.2,63.0,40.72353534862685,78.0,115.53712575994804,1.5043122992423203,91.0,26.700979192166457,83.0,1715.9371666409725,53.0,401.83,194.2,31.0,367.9390570082219,46,351.18648605385164,68,97.0,29.0,108.0,98.0,6.0,43.0,65.0,-2.9,0.9373333333333332,92,-2.74,-5.15,-6.35,106,-6.048,104,34.0,73.0,-0.2727633255376359,-2.51
869,Michigan State,Big Ten,2024,72.38354071163502,226.0,12.0,23.0,6.0,2.0,12.0,1.0,214.0,13.0,1.0,168.0,11.0,2617.0,354.0,212.0,9.0,13.0,80.0,760.0,22256.0,1.0,50.0,9.0,389.0,11.0,1421.0,59.0,154.0,4038.0,19.0,73.4390243902439,53.80714092507438,38.79323837846299,370.93,#18453b,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/127.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/127.png']",0.12,47.094,-3.839,84.0,64.0,24.0,47.171,43.625,52.038,12.0,5.0,7.0,9.0,3.0,6.0,54.194301519185416,59.3607927229038,24.182472317434645,49.68249218711557,39.15269990451159,49.868313874558766,71.08947141844615,65.2782608695652,30.263124778114843,53.48566148724268,31.80324244657332,30.79176146896404,27.664323536892734,8.126459143968873,60.98785425101215,73.7,69.3,60.96006362804255,7.489412791966819,27.560975609756092,33.51908156846301,53.80714092507438,10.558620689655127,-2.475247524752461,31.80324244657332,54.194301519185416,24.182472317434645,645.0914875276594,30.79176146896404,44.180851063829785,39.15269990451159,53.485661487242666,59.3607927229038,49.68249218711559,139.50966870136395,46.67640335639896,-10.7,92.0,31.89653379353159,79.0,142.92870310328453,1.1781274667144228,55.0,16.428282828282825,132.0,1344.847010153337,82.0,349.07,134.0,117.0,278.4169606246788,114,349.8499477649183,86,33.0,75.0,64.0,127.0,105.0,113.0,99.0,-2.7,0.8353636363636364,44,-0.12,-2.25,-4.23,61,-3.246,65,19.0,66.0,-0.27776495983884214,-2.56
870,Troy,Sun Belt,2024,25.821779399382542,244.0,8.0,17.0,7.0,2.0,12.0,1.0,80.0,9.0,1.0,300.0,20.0,2557.0,339.0,213.0,6.0,21.0,80.0,706.0,21806.0,50.5,158.0,13.0,433.0,17.0,1888.0,81.0,161.0,4445.0,16.0,73.4390243902439,85.94130375980525,30.875097824385666,363.43,#AE0210,#88898c,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2653.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2653.png']",0.3696666666666666,41.797666666666665,-7.249,99.0,113.0,106.0,32.267,43.518,33.956,12.0,4.0,8.0,8.0,3.0,5.0,65.35559727299673,49.07816097025776,42.04746447085029,67.81176183200844,58.73443171492886,55.85039370078741,58.36235298109067,46.024403927068704,63.88811015054021,52.2866872417118,75.80332946734184,41.86789236443107,44.4864247037892,13.80836575875486,71.14170040485831,73.0,68.3,28.18499231309264,3.2565253999438672,27.560975609756092,29.62675613336131,85.94130375980525,15.337931034482722,-4.455445544554436,75.80332946734184,65.35559727299673,42.04746447085029,347.1362937553875,41.86789236443108,51.28989361702128,58.73443171492886,52.28668724171179,49.07816097025773,67.81176183200844,169.52034605116603,55.88568391712564,-0.4,96.0,31.83118969724361,80.0,160.14725618804988,2.033783308458921,104.0,22.45384615384615,112.0,1507.200827419099,59.0,356.57,121.8,128.0,369.9619353667507,53,392.0987168908764,37,102.0,42.0,87.0,92.0,51.0,113.0,85.0,-2.7,0.978909090909091,118,-3.46,-5.5,-6.85,114,-6.327,114,18.0,75.0,-0.27776495983884214,-2.56
871,Middle Tennessee,Conference USA,2015,1.0,302.0,14.0,24.0,19.0,8.0,13.0,3.0,349.0,10.0,1.0,947.0,44.0,4052.0,501.0,334.0,17.0,31.0,62.0,550.0,23324.0,1.0,98.0,21.0,503.0,23.0,1894.0,83.0,197.0,5946.0,29.0,58.2,64.1054820415879,58.571182266009856,388.73,#006db6,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2393.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2393.png']",0.351,103.4855,0.7,78.0,78.0,91.0,39.977,53.889,55.538,13.0,7.0,6.0,8.0,6.0,2.0,74.2985495758108,46.4646280281309,30.91652630073517,78.72291452273993,61.3550818452443,58.74187192118224,28.770228896340583,14.286842105263132,71.99688964030821,68.05914361741898,72.32298481308413,76.94156597259682,57.44843542302856,30.924433249370253,73.52325581395351,70.9,67.8,22.49511454142376,0.9999999999999996,42.8,49.49835086468178,64.1054820415879,29.76923076923072,-4.01869158878506,72.32298481308413,74.2985495758108,30.91652630073517,295.41013219476145,76.94156597259682,72.44458438287154,61.3550818452443,68.05914361741898,46.46462802813092,78.72291452273994,187.02111220701028,59.96947398168002,7.6,90.0,53.97892592993217,80.0,50.805707332686325,1.8618183334259828,77.0,23.08939393939393,106.0,1842.380773428384,41.0,391.27,88.0,85.0,357.3296766017675,64,429.9952397004115,15,85.0,29.0,73.0,85.0,27.0,92.0,24.0,-3.4,0.9070833333333334,63,-0.98,-3.5,-4.93,69,-4.436,66,,,-0.2791291363073733,-2.57
872,Troy,Sun Belt,2019,19.755806349541185,295.0,13.0,23.0,7.0,9.0,12.0,2.0,130.0,11.0,25.75,929.0,45.0,3758.0,491.0,316.0,11.0,30.0,64.0,597.0,20726.0,1.0,16.0,11.0,402.0,19.0,1717.0,83.0,177.0,5475.0,18.0,60.400000000000006,71.76288659793815,56.69885641677256,345.43,#AE0210,#88898c,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2653.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2653.png']",0.0645,75.7395,-9.048,101.0,110.0,118.0,21.189,56.464,31.694,12.0,5.0,7.0,8.0,3.0,5.0,63.77774284055728,42.70544141149784,41.74857704123457,24.11295688253898,58.58485311855139,54.78024482354476,34.827232860427365,41.23985637342906,56.41333491011035,46.30270584450986,72.49804595536304,36.236881222578006,25.86552174433929,47.48337950138506,49.081855388813096,71.7,70.9,31.349954524361955,2.705073304503744,40.6,19.94560075685905,71.76288659793815,38.124999999999964,-0.2970297029702919,72.49804595536304,63.77774284055728,41.74857704123457,375.9086774941997,36.236881222578,64.0,58.58485311855139,46.30270584450986,42.70544141149784,24.112956882538967,161.9250663747979,46.20537952314832,-0.1,84.0,94.80346763245564,81.0,46.77564257713794,1.588151686147793,91.0,21.298989898989905,103.0,1880.391827648166,28.0,374.57,222.8,68.0,373.70007614106345,61,296.0930320334772,111,112.0,23.0,94.0,74.0,105.0,76.0,36.0,-2.6,0.9877272727272728,120,-2.75,-4.67,-5.93,106,-5.279,101,45.0,88.0,-0.28480937143885954,-2.62
873,NC State,ACC,2019,59.71500896529902,259.0,14.0,29.0,11.0,4.0,12.0,0.0,27.0,10.0,1.0,412.0,23.0,2749.0,463.0,244.0,4.0,14.0,71.0,627.0,21154.0,34.0,203.0,15.0,418.0,14.0,1814.0,64.0,182.0,4563.0,21.0,97.525,31.85670103092785,45.18170266836087,352.57,#cc0000,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/152.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/152.png']",0.0763333333333333,14.727,-7.062,92.0,102.0,72.0,43.64,25.265,55.326,12.0,4.0,8.0,8.0,1.0,7.0,46.076886900477646,58.06634048830298,19.623316626943136,37.76624059247422,34.97872968303042,56.77210574293531,69.00716171860785,19.247755834829437,48.42754013001296,52.451334282804986,59.541780014298055,48.95608834195238,55.14235267065239,25.27008310249309,62.45293315143246,73.7,70.0,61.29784501160092,6.337728087754456,3.4749999999999943,23.66083254493853,31.85670103092785,17.499999999999957,-2.079207920792072,59.541780014298055,46.076886900477646,19.623316626943136,648.1622273781902,48.95608834195239,59.71428571428572,34.97872968303042,52.45133428280499,58.06634048830297,37.76624059247418,136.46594899224274,41.49380809567223,-9.4,94.0,94.87757793958168,80.0,51.027544265564856,0.9673504155529224,40.0,27.746376811594203,63.0,1251.5818970098292,93.0,367.43,192.4,103.0,311.2700637887855,106,327.36823282180944,95,39.0,81.0,57.0,124.0,83.0,128.0,48.0,-2.6,0.9324545454545454,102,-2.67,-4.84,-6.33,108,-5.622,109,42.0,102.0,-0.28480937143885954,-2.62
874,Missouri,SEC,2021,100.0,282.0,11.0,19.0,2.0,5.0,13.0,1.0,91.0,11.0,34.0,621.0,34.0,3036.0,455.0,301.0,11.0,19.0,83.0,770.0,23636.0,1.0,69.0,14.0,464.0,22.0,2342.0,84.0,190.0,5378.0,13.0,52.97500000000001,68.59624876604148,56.31017496178018,393.93,#f1b82d,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/142.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/142.png']",0.2216666666666666,46.57266666666666,-1.561,78.0,71.0,22.0,30.437,58.453,64.123,13.0,6.0,7.0,8.0,3.0,5.0,56.83626912066336,37.9794055300768,53.41165776719308,37.001550931524434,58.41397305763509,66.13157894736841,58.852413793103466,53.61776194852942,45.71718495901232,27.26959767577656,60.00440416232166,24.878378378378383,52.01399567528959,24.19763313609468,28.46071428571429,72.4,72.3,58.269350400765646,10.000000000000002,48.025000000000006,48.32946596144004,68.59624876604148,25.53846153846148,4.333333333333329,60.00440416232166,56.83626912066336,53.41165776719308,620.6304581887786,24.87837837837837,51.95774647887324,58.41397305763509,27.269597675776552,37.9794055300768,37.00155093152445,153.1272485696839,45.15207568047822,-6.3,69.0,119.13495083785348,84.0,64.33862336466336,1.2406738822440897,67.0,23.093277310924364,91.0,1842.468294588326,34.0,386.07,170.2,75.0,377.8479299843798,54,254.9245937090122,122,42.0,64.0,105.0,53.0,105.0,55.0,97.0,-2.7,0.7870833333333334,13,0.32,-2.24,-4.41,59,-2.776,59,29.0,83.0,-0.2851773882773304,-2.63
875,Rutgers,Big Ten,2020,100.0,171.0,11.0,22.0,5.0,12.0,9.0,0.0,54.0,8.0,100.0,851.0,33.0,1787.0,309.0,195.0,8.0,14.0,66.0,537.0,15093.0,34.0,99.0,10.0,343.0,13.0,1261.0,49.0,144.0,3048.0,13.0,19.5625,35.724250000000005,50.5,251.55,#d21034,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/164.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/164.png']",0.143,18.1375,-0.326,72.0,81.0,36.0,52.444,31.212,74.639,9.0,3.0,6.0,9.0,3.0,6.0,33.22586095377909,44.33963352046962,47.49105813128929,56.218755564418814,30.73192968470275,74.37647058823528,55.33208546384223,60.45380434782609,45.043117044301454,53.49940581651968,60.69364564881468,34.60287463534533,57.17290431158838,42.92044482463645,40.72222222222221,69.8,71.7,52.571129707112966,10.0,81.4375,50.80721022208701,35.724250000000005,38.76878612716767,3.7931034482758577,60.69364564881468,33.22586095377909,47.49105813128929,568.8284518828451,34.602874635345344,46.39637305699482,30.73192968470275,53.49940581651968,44.3396335204696,56.21875556441881,155.79242092123332,44.25110727852987,-6.1,108.0,79.3448490097808,83.0,119.3659258282667,0.944045605001839,79.0,37.58787878787879,18.0,1395.1925,103.0,288.45,178.6,14.0,344.7714952952998,91,334.8798131511031,73,59.0,117.0,81.0,59.0,45.0,17.0,86.0,-2.4,0.7925555555555556,25,-0.77,-2.59,-4.12,90,-2.789,88,20.0,71.0,-0.2863513689272183,-2.64
876,Florida State,ACC,2020,80.09138346267059,185.0,15.0,28.0,4.0,6.0,9.0,1.0,124.0,13.0,1.0,604.0,29.0,1770.0,293.0,160.0,8.0,10.0,80.0,713.0,16466.0,1.0,65.0,8.0,351.0,19.0,1789.0,47.0,132.0,3559.0,17.0,50.5,39.63475,54.0343,274.43,#782f40,#ceb888,"['http://a.espncdn.com/i/teamlogos/ncaa/500/52.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/52.png']",-0.165,-2.654,-3.833,88.0,89.0,46.0,28.576,36.633,66.29,9.0,3.0,6.0,8.0,2.0,6.0,49.0562575535325,29.905338240562315,61.44569512089197,38.82677607325215,47.494308855833296,80.8336,46.24647943064813,53.07065217391303,51.902168097484605,34.960125252768506,57.41715877150004,31.33558701117235,37.98096954437277,24.881950384944417,59.36111111111113,71.7,68.1,86.37609321420706,8.19012576933369,50.5,57.69835716458776,39.63475,27.89595375722544,-1.172413793103459,57.41715877150004,49.0562575535325,61.44569512089197,876.1463019473368,31.33558701117235,23.82642487046633,47.494308855833296,34.960125252768506,29.905338240562315,38.82677607325215,133.18176029008134,43.61475018280678,-14.8,89.0,79.47427371665539,82.0,121.34461847074816,0.8137910282966152,62.0,25.352586206896547,77.0,1507.5257222222222,81.0,265.57,133.4,52.0,367.3754501173504,69,299.3617579602641,97,8.0,83.0,110.0,31.0,94.0,84.0,112.0,-2.4,0.76775,13,-1.05,-2.68,-4.12,91,-3.112,97,10.0,49.0,-0.2863513689272183,-2.64
877,Pittsburgh,ACC,2023,62.48842148888774,195.0,10.0,20.0,9.0,6.0,12.0,1.0,141.0,12.0,34.0,488.0,26.0,2592.0,360.0,192.0,10.0,17.0,94.0,773.0,19883.0,1.0,108.0,23.0,356.0,10.0,1223.0,47.0,150.0,3815.0,21.0,61.92307692307692,25.5021001615509,48.63432237369688,331.38,#003263,#231f20,"['http://a.espncdn.com/i/teamlogos/ncaa/500/221.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/221.png']",0.3106666666666666,29.107333333333333,-0.369,66.0,100.0,47.0,60.013,32.282,38.896,12.0,3.0,9.0,8.0,2.0,6.0,22.49451130674683,65.19320907923404,49.28362082028261,40.30638387682265,25.60385955427946,68.30049261083744,52.24150187698714,76.68107121119905,27.03540489642184,64.4853054949827,41.2213999383287,63.74318459811329,53.47138170763978,22.9722572509458,65.369826435247,73.3,69.2,61.920386689964296,6.5898564989897945,39.07692307692307,8.501003344481603,25.5021001615509,19.333333333333343,-2.673267326732656,41.2213999383287,22.49451130674683,49.28362082028261,653.8216971814936,63.74318459811331,40.54727030625832,25.60385955427946,64.4853054949827,65.19320907923405,40.30638387682265,132.24549635208786,44.56114835539139,-8.7,90.0,40.41979642496521,79.0,124.40983812117253,1.1822795164679645,73.0,19.36488294314382,123.0,1255.3224490894463,98.0,388.62,181.8,55.0,282.117643358408,95,402.8143855920206,31,39.0,113.0,37.0,52.0,100.0,102.0,112.0,-3.1,0.9096363636363636,75,-2.3,-4.99,-7.09,104,-6.475,110,30.0,83.0,-0.29156484007326977,-2.69
878,Coastal Carolina,Sun Belt,2023,35.77796197482257,275.0,9.0,24.0,8.0,9.0,13.0,2.0,283.0,9.0,1.0,482.0,31.0,3401.0,410.0,273.0,14.0,24.0,73.0,749.0,24831.0,1.0,69.0,14.0,465.0,17.0,2010.0,76.0,172.0,5411.0,17.0,34.0,66.63747980613893,28.78668805132318,413.85,#007073,#876447,"['http://a.espncdn.com/i/teamlogos/ncaa/500/324.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/324.png']",0.528,58.56433333333333,-2.807,79.0,76.0,117.0,44.091,57.765,26.426,13.0,8.0,5.0,8.0,5.0,3.0,38.43085709192312,39.2477480129526,62.27429093222301,62.60115092142021,51.222688506801646,37.04070096099491,66.3099099160739,15.404941660947172,67.1310123683005,50.73094365364442,40.77057123034229,49.83263484190948,40.793823826200494,25.469104665825995,55.58878504672896,72.6,70.0,37.64722327736839,4.161632906802051,67.0,58.1484949832776,66.63747980613893,25.75000000000003,-1.0891089108910703,40.77057123034229,38.43085709192312,62.27429093222301,433.1565752488035,49.83263484190948,43.71105193075899,51.222688506801646,50.73094365364441,39.2477480129526,62.60115092142023,146.28853370453317,50.75127985316084,-3.6,68.0,40.40403444981782,80.0,113.36420553552549,1.729166871286156,106.0,17.87695852534563,128.0,1273.9431744724682,96.0,366.15,157.4,89.0,321.5181233041849,73,340.5372165059034,77,94.0,71.0,103.0,14.0,31.0,22.0,102.0,-3.1,0.929,87,-0.1,-2.74,-4.17,65,-3.729,62,20.0,59.0,-0.29156484007326977,-2.69
