,team,power_rating,conference,week,year
66,South Alabama,-0.2,Sun Belt,16,2022
67,App State,-0.4,Sun Belt,16,2022
68,Michigan State,-0.6,Big Ten,16,2022
69,California,-1.0,ACC,16,2022
70,UAB,-1.3,American Athletic,16,2022
71,Tulsa,-1.4,American Athletic,16,2022
72,James Madison,-1.5,Sun Belt,16,2022
73,North Texas,-1.8,American Athletic,16,2022
74,Troy,-1.9,Sun Belt,16,2022
75,Arizona State,-2.0,Big 12,16,2022
76,Arizona,-2.1,Big 12,16,2022
77,Army,-2.1,American Athletic,16,2022
78,Georgia Tech,-2.2,ACC,16,2022
79,Virginia Tech,-2.3,ACC,16,2022
80,Toledo,-2.3,Mid-American,16,2022
81,Middle Tennessee,-2.4,Conference USA,16,2022
82,Florida Atlantic,-2.5,American Athletic,16,2022
83,Southern Miss,-3.1,Sun Belt,16,2022
84,BYU,-3.4,Big 12,16,2022
85,Stanford,-3.6,ACC,16,2022
86,Georgia State,-4.1,Sun Belt,16,2022
87,Virginia,-4.7,ACC,16,2022
88,Louisiana,-4.7,Sun Belt,16,2022
89,Indiana,-4.9,Big Ten,16,2022
90,Ohio,-5.0,Mid-American,16,2022
91,San Diego State,-5.1,Mountain West,16,2022
92,South Florida,-5.7,American Athletic,16,2022
93,Coastal Carolina,-6.0,Sun Belt,16,2022
94,Liberty,-6.2,Conference USA,16,2022
95,Vanderbilt,-6.3,SEC,16,2022
96,Northwestern,-6.5,Big Ten,16,2022
97,Rutgers,-6.8,Big Ten,16,2022
98,UNLV,-7.0,Mountain West,16,2022
99,Georgia Southern,-7.2,Sun Belt,16,2022
100,Boston College,-7.3,ACC,16,2022
101,Texas State,-7.3,Sun Belt,16,2022
102,Navy,-7.6,American Athletic,16,2022
103,Temple,-7.7,American Athletic,16,2022
104,Louisiana Tech,-7.8,Conference USA,16,2022
105,Kent State,-8.7,Mid-American,16,2022
106,Buffalo,-8.8,Mid-American,16,2022
107,Old Dominion,-8.8,Sun Belt,16,2022
108,Eastern Michigan,-9.1,Mid-American,16,2022
109,New Mexico State,-9.2,Conference USA,16,2022
110,Wyoming,-9.3,Mountain West,16,2022
111,Charlotte,-9.3,American Athletic,16,2022
112,UL Monroe,-9.3,Sun Belt,16,2022
113,Miami (OH),-9.9,Mid-American,16,2022
114,Rice,-10.0,American Athletic,16,2022
115,Arkansas State,-10.6,Sun Belt,16,2022
116,Utah State,-10.8,Mountain West,16,2022
117,Central Michigan,-10.9,Mid-American,16,2022
118,UTEP,-11.4,Conference USA,16,2022
119,UConn,-11.9,FBS Independents,16,2022
120,Northern Illinois,-12.5,Mid-American,16,2022
121,Colorado State,-12.6,Mountain West,16,2022
122,Ball State,-13.0,Mid-American,16,2022
123,Florida International,-13.2,Conference USA,16,2022
124,Nevada,-13.7,Mountain West,16,2022
125,Bowling Green,-13.9,Mid-American,16,2022
126,Western Michigan,-14.4,Mid-American,16,2022
127,Hawai'i,-15.0,Mountain West,16,2022
128,Akron,-15.9,Mid-American,16,2022
129,Colorado,-16.1,Big 12,16,2022
130,New Mexico,-18.3,Mountain West,16,2022
131,Massachusetts,-23.7,FBS Independents,16,2022
