,team,conference,avg_talent,season,sp_conf_rating,firstDowns,fourthDownConversions,fourthDowns,fumblesLost,fumblesRecovered,games,interceptionTDs,interceptionYards,interceptions,kickReturnTDs,kickReturnYards,kickReturns,netPassingYards,passAttempts,passCompletions,passesIntercepted,passingTDs,penalties,penaltyYards,possessionTime,puntReturnTDs,puntReturnYards,puntReturns,rushingAttempts,rushingTDs,rushingYards,sacks,tacklesForLoss,thirdDownConversions,thirdDowns,totalYards,turnovers,total_turnovers,thirdDownConversionRate,fourthDownConversionRate,possessionTimeMinutes,color,alt_color,logo,qb_average_ppa,qb_total_ppa,fpi,fpi_rank,fpi_sor,fpi_sos,def_eff,off_eff,special_eff,games_played,wins,losses,conference_games,conference_wins,conference_losses,Offense_success_rate,Defense_success_rate,Offense_explosiveness,Defense_explosiveness,Offense_ppa,Offense_power_success,Offense_stuff_rate,Defense_power_success,Defense_stuff_rate,Defense_ppa,Offense_points_per_opportunity,Defense_points_per_opportunity,Defense_havoc_total,Offense_field_position_average_predicted_points,Defense_field_position_average_predicted_points,Offense_field_position_average_start,Defense_field_position_average_start,sp_conf_scaled,total_turnovers_scaled,possession_scaled,third_down_scaled,offense_avg_field_position_scaled,defense_avg_field_position_scaled,offense_ppo_scaled,offense_success_scaled,offense_explosive,talent_scaled,defense_ppo_scaled,penalties_scaled,offense_ppa_scaled,defense_ppa_scaled,defense_success_scaled,defense_explosive,adjusted_metric,average_metric,in_house_pr,sagarin_rank,power_ranking,calculated_rank,combined_rank,PBR,PBR_rank,STM,STM_rank,DCE,DCE_rank,DefensivePossessionTime,DDE,DDE_rank,offensive_total,offensive_rank,defensive_total,defensive_rank,talent_scaled_rank,offense_success_rank,defense_success_rank,offense_explosive_rank,defense_explosive_rank,total_turnovers_rank,penalties_rank,power_rating,avg_expected_wins,SOS,wins_above_average,wins_above_good,wins_above_elite,SOR,most_deserving_wins,most_deserving
64,UCLA,Big Ten,64.55701641354673,2024,75.25453213697125,216,8,16,6,3,12,2,177,11,1.0,280,15,2906,398,259,10,17,98,827,22414,1.0,56,5,336,4,1043,22,64,67,156,3950,17,63.78048780487804,66.23235055450365,35.4307403349507,373.57,#2774ae,#f2a900,"['http://a.espncdn.com/i/teamlogos/ncaa/500/26.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/26.png']",0.20750000000000002,56.86000000000001,2.781,59,52,13,56.439,49.817,50.8,12,5,7,9,3,6,41.31291912814078,33.14460019841681,55.42648192290869,88.2887705915623,40.55360782270343,47.10348706411696,70.2560650099874,29.557913043478237,54.53586973418311,55.45239047719256,24.291319642385403,15.337910633793172,56.692468540324995,21.416342412451357,51.36842105263162,72.2,70.7,7.750412012451932,37.21951219512195,34.88918012161881,66.23235055450365,20.799999999999955,0.2970297029703204,24.291319642385403,41.31291912814078,55.42648192290869,677.7910583049702,15.337910633793186,35.36037234042553,40.55360782270343,55.45239047719255,33.144600198416825,88.28877059156231,126.93675613738384,52.363128356820766,-15.0,52,24.61449142983306,65.0,52.71977197757714,1.2201400267335685,59.0,28.366666666666667,73.0,1402.069145577384,76.0,346.43,135.60000000000002,114.0,300.36022300269406,99,327.6858757312578,98,29.0,107.0,112.0,47.0,13.0,92.0,114.0,-0.5,0.7404166666666666,7,1.23,-1.37,-3.89,49,-2.721,50
65,Cincinnati,Big 12,52.7742137582312,2024,65.397134224501,265,11,20,11,9,12,0,1,7,1.0,390,19,2838,395,252,5,18,64,533,22833,1.0,42,9,424,19,2220,19,65,65,155,5058,18,63.78048780487804,63.52772518258047,43.17843167944906,380.55,#E00122,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2132.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2132.png']",-0.1905,48.328,3.423,56,67,46,54.814,63.495,34.682,12,5,7,9,3,6,65.29280612786025,54.10172610127756,46.68152407643464,61.82235539838328,52.51368332330742,47.85990194621897,64.55180010255322,40.16663708961843,57.6711659703129,52.66660708175383,31.37515457984891,52.26033732788753,41.519715753138996,10.919260700389088,77.68825910931176,73.6,67.2,6.854284929500091,37.21951219512195,38.51163765988679,63.52772518258047,11.241379310344826,-6.633663366336606,31.37515457984891,65.29280612786025,46.68152407643464,570.6746705293745,52.26033732788754,74.06515957446808,52.51368332330742,52.666607081753824,54.10172610127757,61.82235539838329,167.89697641544592,55.51311701816949,-0.9,57,23.869899022554236,66.0,50.529268934213945,0.933982227572101,26.0,18.792982456140365,124.0,1530.5583854147858,53.0,339.45,151.4,95.0,319.19413085661245,87,396.3770880785453,35,56.0,44.0,78.0,77.0,71.0,92.0,18.0,-0.8,0.9178181818181819,88,-0.47,-3.14,-5.21,78,-4.41,81
66,Louisiana,Sun Belt,31.223289107696687,2024,26.618227954063883,289,16,26,2,5,14,1,122,9,34.0,853,32,3482,411,269,16,22,82,683,26291,1.0,115,18,476,26,2338,23,60,73,175,5820,11,29.97560975609756,62.9118203949148,53.31241195805289,438.18,#ce181e,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/309.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/309.png']",0.2906666666666667,52.794999999999995,-0.152,68,48,119,40.445,68.046,58.521,14,10,4,9,7,2,65.35559727299673,23.43371525111354,58.16076350299829,91.67629159897012,73.42904023425496,59.545207711105064,43.25988232603101,18.184596273291902,73.90253978882924,45.34125788324247,69.21198275368677,16.296153921205132,20.45651046859423,22.957198443579756,53.90688259109314,71.5,69.8,3.3289298140058072,71.02439024390243,68.42026630320822,62.9118203949148,25.57931034482756,-1.4851485148514882,69.21198275368677,65.35559727299673,58.16076350299829,374.7571737063335,16.296153921205118,54.317819148936174,73.42904023425496,45.341257883242456,23.43371525111351,91.67629159897012,177.52468617629796,59.56611095726268,2.4,76,23.774108509172557,67.0,61.792092235378064,1.8225134778479548,94.0,31.345138888888883,50.0,1726.6650145387773,31.0,401.82,138.8,112.0,391.91967224465253,33,322.7414373077455,100,93.0,42.0,123.0,38.0,8.0,14.0,75.0,-0.9,0.9121538461538462,83,1.14,-1.3,-2.83,48,-2.135,42
67,James Madison,Sun Belt,10.575451661349518,2024,26.618227954063883,270,12,30,5,14,13,4,265,4,34.0,518,21,2807,381,231,17,28,91,712,24808,50.5,205,23,519,20,2516,41,92,75,185,5323,9,1.0,59.778739518528525,19.935357645953985,413.47,#450084,#b5a068,"['http://a.espncdn.com/i/teamlogos/ncaa/500/256.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/256.png']",0.5063333333333333,25.99433333333333,2.903,57,69,127,62.727,41.053,55.265,13,9,4,8,4,4,59.50253542869535,99.8692366763938,38.810414121532176,38.831184184522584,45.55226666460431,45.029866956285616,37.159631133859925,59.9982608695652,21.57520487622415,88.85554023735996,55.62540778754986,46.912691375402545,74.5936191425723,57.43385214007782,28.52226720647775,67.1,72.8,3.3289298140058072,100.0,55.59635143635984,59.778739518528525,55.62068965517244,4.455445544554465,55.62540778754986,59.50253542869535,38.810414121532176,187.04956055772288,46.91269137540253,50.5,45.55226666460431,88.85554023735995,99.86923667639378,38.83118418452259,213.51202994041455,61.90352955218469,14.8,66,23.47275985703231,68.0,51.9434191459911,3.806477801268499,130.0,39.27971014492754,11.0,1028.2999327197494,111.0,366.53,220.8,15.0,339.1139742326051,73,384.56438542594594,50,130.0,63.0,2.0,97.0,118.0,1.0,87.0,-1.0,0.9396666666666667,103,-0.21,-2.23,-3.29,58,-3.027,54
68,West Virginia,Big 12,54.392556585413544,2024,65.397134224501,294,26,42,5,8,13,1,101,14,1.0,530,24,2734,372,226,5,20,56,441,24650,1.0,123,15,521,27,2548,20,62,75,179,5282,19,68.60975609756098,63.42061130646469,53.87024573485678,410.83,#002855,#eaaa00,"['http://a.espncdn.com/i/teamlogos/ncaa/500/277.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/277.png']",0.282,54.9665,1.795,63,56,52,35.526,64.597,62.429,13,6,7,9,5,4,59.20874495867639,38.700531408385814,69.30370656201563,33.60997418417955,56.3849906830005,68.2034811438044,49.35119030349782,60.43188405797102,55.00520991805435,23.392070258091536,82.50650416031878,4.030639842332221,13.863808574277158,23.535019455252908,39.21052631578948,71.6,72.0,6.854284929500091,32.390243902439025,54.22625288320404,63.42061130646469,24.896551724137936,2.871287128712879,82.50650416031878,59.20874495867639,69.30370656201563,585.3868780492139,4.030639842332221,86.17686170212767,56.3849906830005,23.392070258091522,38.70053140838582,33.60997418417956,174.82526099601594,46.7666696757249,1.4,58,23.37734479798196,69.0,56.45267195721551,0.7533479422525163,10.0,30.683333333333337,57.0,1743.2133354540902,29.0,369.17,173.2,55.0,408.4936372665664,20,254.38083598480398,129,50.0,64.0,104.0,14.0,126.0,101.0,5.0,-1.1,0.8176666666666667,32,0.21,-2.64,-4.84,70,-3.798,74
69,Fresno State,Mountain West,37.332434305823384,2024,19.78117560886285,246,8,20,3,5,13,1,298,14,1.0,336,23,3147,430,299,15,20,80,715,21444,50.5,223,21,381,21,1295,19,62,63,161,4442,17,46.8780487804878,56.002975385447655,19.935357645953985,357.4,#db0032,#002e6d,"['http://a.espncdn.com/i/teamlogos/ncaa/500/278.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/278.png']",-0.06266666666666666,28.871666666666666,-2.996,77,93,103,59.765,39.377,37.79,13,6,7,7,4,3,43.006923160451606,63.994995207050124,55.60909561556616,84.7948160035389,34.15005028324107,39.58661417322833,54.93148650205445,47.08963210702339,58.601193350099805,75.24984744744438,45.68603648975609,47.656843327414265,28.351187815862758,41.15856031128405,42.283400809716625,69.3,71.7,2.707379600805713,54.12195121951219,26.497326483539524,56.002975385447655,40.599999999999994,2.2772277227722952,45.68603648975609,43.006923160451606,55.60909561556616,430.294857325667,47.65684332741428,50.10505319148936,34.15005028324107,75.24984744744437,63.994995207050124,84.7948160035389,170.0498077063932,59.467621286215376,-0.2,87,23.260828923425272,70.0,70.03080878394188,1.6616512789481352,88.0,27.627743271221533,77.0,986.229214465864,113.0,422.6,153.6,90.0,314.1287665355817,92,419.6707282522875,21,77.0,104.0,52.0,46.0,16.0,47.0,88.0,-1.1,0.9190833333333334,91,-2.46,-4.73,-6.05,105,-5.64,102
70,Maryland,Big Ten,56.497853886553685,2024,75.25453213697125,258,14,31,6,7,12,0,133,14,1.0,239,15,3308,493,315,10,21,77,703,21664,1.0,98,12,370,15,1327,14,68,72,180,4635,20,61.36585365853658,58.33270219096565,27.930975113476293,361.07,#D5002B,#ffcd00,"['http://a.espncdn.com/i/teamlogos/ncaa/500/120.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/120.png']",0.107,44.5475,-0.535,71,82,18,47.026,46.603,35.755,12,4,8,9,1,8,47.3165668541489,52.56702570232318,45.92938601963766,68.43214176212331,36.78508911770438,35.44094488188975,53.81721367169039,37.73043478260868,38.26918177234003,52.47018957977853,43.11440917861559,19.670637459651033,25.279439941046434,19.586575875486375,53.238866396761125,72.2,70.1,7.750412012451932,39.63414634146341,28.40197106311595,58.33270219096565,20.799999999999955,-0.8910891089108759,43.11440917861559,47.3165668541489,45.92938601963766,604.5259444232152,19.670637459651033,51.68484042553192,36.78508911770438,52.47018957977851,52.56702570232316,68.43214176212331,152.42145292221767,50.58339983928599,-6.3,73,22.588020866786376,71.0,64.11084200323927,1.1628946722389888,54.0,21.999999999999993,114.0,1172.0356908458489,100.0,358.93,161.20000000000002,76.0,281.99018559917306,110,322.3784774555859,101,43.0,95.0,82.0,78.0,50.0,83.0,84.0,-1.4,0.8530000000000001,49,-1.04,-3.36,-5.43,81,-4.546,86
71,Mississippi State,SEC,63.27430706751147,2024,100.0,244,21,37,10,4,12,1,72,8,1.0,308,12,2871,367,215,7,19,82,723,18496,50.5,179,19,417,19,1663,10,47,59,160,4534,18,71.02439024390243,49.97781985393563,45.90561903271248,308.27,#5d1725,#c1c6c8,"['http://a.espncdn.com/i/teamlogos/ncaa/500/344.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/344.png']",0.0050000000000000044,30.629999999999995,0.192,67,105,2,32.43,55.752,52.743,12,2,10,8,0,8,44.23191732972214,7.469272243733258,81.83637409536374,89.20445922473215,50.258950843456105,53.43348528802318,41.6807625222574,48.29043478260871,76.71697177238687,25.3176141790904,48.36361771944219,20.625158890219097,1.0,18.33463035019456,50.967611336032405,71.9,70.3,10.0,29.97560975609756,1.0,49.97781985393563,22.84827586206889,-0.4950495049504866,48.36361771944219,44.23191732972214,81.83637409536374,666.1300642501042,20.62515889021911,49.05186170212766,50.258950843456105,25.317614179090384,7.469272243733258,89.20445922473215,130.06559058551812,49.719764652682954,-14.0,71,22.52916290204398,72.0,60.63443547259694,1.085373621161983,45.0,33.48771929824561,34.0,1443.5797458602724,70.0,411.73,100.2,132.0,338.1397381484593,75,318.59152242880293,106,30.0,102.0,132.0,5.0,11.0,110.0,89.0,-1.4,0.8035454545454546,27,-2.23,-4.48,-6.89,102,-5.789,105
72,Ohio,Mid-American,16.79060953176515,2024,10.535616187511451,307,6,10,10,10,14,1,53,12,34.0,547,28,2694,345,217,11,15,78,638,27492,50.5,132,18,571,35,2991,35,93,81,170,5685,22,56.536585365853654,78.81823099810656,50.92612302394741,458.2,#295A29,#e4bb85,"['http://a.espncdn.com/i/teamlogos/ncaa/500/195.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/195.png']",0.11499999999999999,43.553999999999995,-1.023,73,51,121,57.327,51.667,46.616,14,11,3,9,8,1,72.97446344772806,79.74858726829638,36.93545641095079,59.43274970086483,60.106891089384646,60.46681664791899,49.08670338231226,36.58260869565217,28.72711808377295,73.77795341722837,64.33269973388825,41.204859198681646,77.175740698,20.549610894941637,52.170040485829986,72.1,70.4,1.8668741988646769,44.46341463414634,78.81018033130636,78.81823099810656,21.482758620689665,-0.29702970297026354,64.33269973388825,72.97446344772806,36.93545641095079,243.5509957433195,41.20485919868164,60.24202127659574,60.106891089384646,73.77795341722836,79.74858726829638,59.432749700864825,198.68175808947439,63.829350222408834,9.7,60,22.226227624903945,73.0,64.95131819707431,2.6195745907456427,120.0,25.16904761904763,95.0,1839.4333418885853,22.0,381.8,219.8,16.0,364.4526416071246,60,371.6439168503263,64,124.0,26.0,22.0,104.0,78.0,65.0,60.0,-1.6,0.926,95,1.6,-0.77,-2.1,40,-1.693,36
73,East Carolina,American Athletic,39.29212914004391,2024,28.32749104036414,283,10,18,7,8,13,3,204,23,34.0,714,31,3432,428,258,14,26,99,823,19646,1.0,169,23,471,23,2241,19,91,83,185,5673,30,73.4390243902439,71.34703813903164,44.04617311003287,327.43,#4b1869,#f0907b,"['http://a.espncdn.com/i/teamlogos/ncaa/500/151.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/151.png']",0.3,61.7225,-5.922,93,90,129,48.38,32.234,64.194,13,8,5,8,5,3,61.6624325970715,72.45616264377222,62.16634124121458,49.78698830044107,54.92345043218907,63.74461447036103,51.19819633536465,77.84789736279401,15.073113698979,58.05494596192502,49.980240836953996,39.02595273869687,41.577199762907696,37.59533073929961,42.14979757085021,69.6,71.8,3.484317367305831,27.560975609756095,10.943594044873151,71.34703813903164,38.55172413793105,2.47524752475249,49.980240836953996,61.6624325970715,62.16634124121458,448.11026490949,39.02595273869689,35.88696808510639,54.92345043218907,58.054945961925014,72.45616264377222,49.786988300441074,167.33595449812296,59.841720196102244,-1.1,81,21.883908855633,74.0,83.0387078350251,1.8366015341474733,95.0,32.580084151472654,37.0,1619.5807666678968,42.0,452.57,225.0,11.0,381.2706066524545,38,354.3948582774584,82,76.0,59.0,38.0,28.0,104.0,113.0,113.0,-1.8,0.9264166666666668,96,-0.42,-2.77,-4.09,74,-3.634,70
74,Michigan State,Big Ten,60.96006362804255,2024,75.25453213697125,226,12,23,6,2,12,1,214,13,1.0,168,11,2617,354,212,9,13,80,760,22256,1.0,50,9,389,11,1421,19,66,59,154,4038,19,73.4390243902439,53.80714092507438,38.79323837846299,370.93,#18453b,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/127.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/127.png']",0.12,47.094,-3.839,84,64,24,47.171,43.625,52.038,12,5,7,9,3,6,54.194301519185416,59.360792722903795,24.182472317434645,49.68249218711557,39.152699904511586,49.868313874558766,71.08947141844615,65.2782608695652,30.263124778114843,53.48566148724268,31.80324244657332,30.79176146896404,27.664323536892738,8.126459143968873,60.98785425101215,73.7,69.3,7.750412012451932,27.560975609756095,33.51908156846301,53.80714092507438,10.558620689655129,-2.4752475247524615,31.80324244657332,54.194301519185416,24.182472317434645,645.0914875276594,30.79176146896404,44.180851063829785,39.152699904511586,53.485661487242666,59.3607927229038,49.68249218711559,139.5120325526663,46.67640335639896,-10.7,85,21.110851594241247,75.0,75.7618417201964,1.1781274667144228,55.0,16.428282828282825,132.0,1344.847010153337,82.0,349.07,134.0,117.0,278.4169606246788,114,349.8499477649183,86,33.0,75.0,64.0,127.0,105.0,113.0,99.0,-2.1,0.8440909090909091,44,-0.01,-2.26,-4.29,59,-3.43,64
75,UConn,FBS Independents,21.32716010983836,2024,50.478850027467494,268,8,16,7,5,13,1,146,9,34.0,524,19,2579,396,222,10,25,69,685,23370,1.0,261,35,510,23,2603,25,77,71,186,5182,16,56.536585365853654,53.432242358669185,35.4307403349507,389.5,#0c2340,#f1f2f3,"['http://a.espncdn.com/i/teamlogos/ncaa/500/41.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/41.png']",0.22000000000000003,44.8445,-3.325,79,74,126,58.188,35.591,54.648,13,9,4,1,1,0,50.93634558239481,75.82080934651702,43.54316876712602,75.43483031381601,49.718226185610575,55.85039370078741,56.85216101532199,65.85217391304349,31.26587723228573,75.57895826835674,62.05230222334406,57.90840524280955,54.3681713480249,47.12937743190662,46.15789473684211,68.5,71.2,5.498077275224317,44.46341463414634,43.15647934577481,53.432242358669185,46.06206896551722,1.287128712871322,62.05230222334406,50.93634558239481,43.54316876712602,284.7923646348941,57.90840524280954,54.05452127659574,49.718226185610575,75.57895826835673,75.82080934651702,75.43483031381601,182.81984336999722,61.83872307730352,4.2,80,20.75676260047581,76.0,71.25602515127096,2.4052611132260338,116.0,37.73609022556391,18.0,1272.8987687472445,91.0,390.5,152.2,92.0,366.08197490649144,59,428.01894905367067,14,117.0,88.0,33.0,87.0,29.0,65.0,76.0,-2.3,0.9242499999999999,94,0.43,-1.85,-3.13,51,-2.767,51
76,UTSA,American Athletic,42.11708093024909,2024,28.32749104036414,280,10,28,8,10,13,0,25,13,67.0,492,15,3685,509,317,11,27,113,1054,24322,1.0,88,19,490,21,2197,42,113,88,217,5882,21,54.12195121951219,59.80551798755748,13.28783847237439,405.37,#002A5C,#f47321,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2636.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2636.png']",0.0615,56.5195,-5.581,92,98,71,46.39,38.259,49.382,13,7,6,8,4,4,46.14392190527013,98.8560112026768,60.63654159280787,21.380181566424767,47.43417263995747,9.418897637795254,62.1969892468124,72.70249768732654,1.0,72.2517146784572,40.99073940952108,56.06167601700338,95.10123065030751,53.292801556420244,75.5506072874494,67.7,67.5,3.484317367305831,46.8780487804878,51.39263996644999,59.80551798755748,51.52413793103445,-6.039603960396022,40.99073940952108,46.14392190527013,60.63654159280787,473.79164482044615,56.06167601700339,5.476063829787236,47.43417263995747,72.2517146784572,98.8560112026768,21.380181566424753,159.43540640468132,57.783757264265695,-3.9,61,20.5800606029203,77.0,80.91920063850884,2.2246065575922866,111.0,37.23157894736842,21.0,894.9942570153703,117.0,374.63,247.0,3.0,320.11406398858446,86,397.8026884393381,34,72.0,98.0,3.0,32.0,133.0,61.0,133.0,-2.4,0.8959166666666666,74,-1.06,-3.26,-4.71,80,-4.42,82
77,San José State,Mountain West,27.92765864799297,2024,19.78117560886285,282,9,17,13,7,13,2,145,16,1.0,389,23,4183,550,316,21,31,91,799,20570,1.0,52,8,320,13,1143,25,93,67,168,5326,29,56.536585365853654,58.011360562618336,39.986382845515735,342.83,#005893,#fdba31,"['http://a.espncdn.com/i/teamlogos/ncaa/500/23.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/23.png']",0.326,84.85400000000001,-5.133,89,80,117,47.684,44.903,35.133,13,7,6,7,3,4,62.61799075731216,62.997769660707945,56.45937392916767,69.09239392974163,50.67795897379313,43.09448818897636,99.75371457056471,30.38434782608695,42.335563452121875,71.9735241678174,42.319934372436435,49.40340572781494,51.81104512549308,25.268482490272362,58.98380566801623,71.5,69.7,2.707379600805713,44.46341463414634,18.935835604948636,58.011360562618336,25.57931034482756,-1.6831683168316545,42.319934372436435,62.61799075731216,56.45937392916767,344.79689679993606,49.403405727814956,39.046542553191486,50.67795897379313,71.97352416781739,62.997769660707945,69.09239392974163,169.73320146531375,62.30316856975665,-0.3,95,18.771265650089752,78.0,80.5882751003669,2.3173062385872036,114.0,21.613043478260877,119.0,1406.2128009980365,74.0,437.17,201.8,22.0,380.19194328252286,40,385.1708104323069,49,104.0,56.0,55.0,45.0,48.0,65.0,108.0,-3.2,0.9186666666666666,90,-1.39,-3.66,-5.01,87,-4.511,85
78,Bowling Green,Mid-American,22.875121079899408,2024,10.535616187511451,258,16,26,5,2,13,1,144,6,34.0,653,29,3128,419,276,12,20,68,590,24848,1.0,107,23,422,20,1782,33,69,68,178,4910,11,46.8780487804878,53.51257776575602,53.31241195805289,414.13,#2b1000,#492000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/189.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/189.png']",-0.020000000000000018,59.0095,-3.156,78,81,84,55.957,45.874,41.324,13,7,6,8,6,2,57.08918765403078,81.67607860944355,52.225731470212,54.691466257312356,58.914537614065424,64.92125984251967,76.27100584301272,24.874782608695625,74.5348204570185,67.4517938667155,51.98982772764562,53.7547551563994,37.14450561359402,32.9727626459144,55.64372469635629,70.8,70.0,1.8668741988646769,54.12195121951219,55.93887607464879,53.51257776575602,30.35862068965517,-1.0891089108910705,51.98982772764562,57.08918765403078,52.225731470212,298.86473708999455,53.7547551563994,66.56117021276596,58.914537614065424,67.45179386671549,81.67607860944354,54.69146625731237,193.00248228273384,62.00813257862993,7.7,93,17.929702801750356,79.0,71.25258890897202,1.9741372158681216,102.0,26.36941529235383,86.0,1633.2301706647718,40.0,365.87,130.20000000000002,122.0,394.38431279740064,29,412.62742165194123,25,115.0,69.0,18.0,64.0,92.0,47.0,45.0,-3.6,0.8802500000000001,64,-1.41,-3.38,-4.65,83,-4.024,77
79,Miami (OH),Mid-American,23.46940788596718,2024,10.535616187511451,235,5,11,5,10,14,0,162,12,1.0,544,30,3044,398,225,13,23,74,585,24424,1.0,100,19,407,14,1904,29,74,55,163,4948,17,39.634146341463406,41.5693805788477,28.380341211457193,407.07,#a4000c,#f0f0f0,"['http://a.espncdn.com/i/teamlogos/ncaa/500/193.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/193.png']",0.2525,43.9805,-3.352,80,73,75,53.012,38.021,55.962,14,9,5,9,7,2,47.838399271256804,45.364401072740804,54.756001965825135,100.0,41.58687236698176,39.08548931383575,52.82329973453772,50.091638795986626,87.23805847148435,65.96576998333776,35.412867690144154,77.29087454409417,60.98987652427334,100.0,10.352226720647792,60.6,75.2,1.8668741988646769,61.36585365853658,52.27490039840637,41.5693805788477,100.0,9.207920792079221,35.412867690144154,47.838399271256804,54.756001965825135,304.2673444178834,77.29087454409418,67.21941489361703,41.58687236698176,65.96576998333776,45.364401072740804,100.0,169.59853203162493,59.25190744335705,-0.4,68,17.881959695626488,80.0,71.32358475581894,1.9226512826054574,100.0,37.99649122807018,16.0,1012.3770585890494,112.0,432.93,198.8,24.0,371.50293034258135,50,436.30296958829155,11,113.0,93.0,95.0,52.0,1.0,37.0,41.0,-3.6,0.9152142857142858,85,0.03,-2.37,-3.76,61,-3.238,57
80,Oklahoma State,Big 12,54.14534031227507,2024,65.397134224501,245,17,26,4,3,12,1,214,17,1.0,837,45,3176,450,267,12,22,60,518,19486,1.0,90,15,353,18,1370,25,66,57,161,4546,21,68.60975609756098,46.01460643765215,59.26263891062766,324.77,#FF7300,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/197.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/197.png']",0.2733333333333334,47.16433333333333,-0.188,69,99,38,33.797,60.308,50.114,12,3,9,9,0,9,54.069516846161434,36.20106645240486,47.3798941353362,25.277094282602775,52.59636549545855,55.49441494231823,51.99518324413291,38.750724637681174,85.31513575201042,17.473901694149617,67.16618813234895,35.776676281767976,28.731628375989487,15.06031128404669,52.83805668016197,72.9,70.3,6.854284929500091,32.390243902439025,9.563115957223744,46.01460643765215,16.020689655172333,-0.4950495049504866,67.16618813234895,54.069516846161434,47.3798941353362,583.1394573843186,35.776676281767976,76.03989361702128,52.59636549545855,17.473901694149603,36.20106645240483,25.277094282602803,151.72308912077426,38.832973151018905,-6.5,70,17.54418668932087,81.0,62.24439201342009,0.8882952327107093,22.0,21.999999999999993,114.0,1672.4630092557413,34.0,395.23,165.6,66.0,343.76187407980296,70,291.6326557807788,119,52.0,78.0,109.0,75.0,132.0,101.0,15.0,-3.8,0.9073636363636364,81,-2.32,-4.97,-7.1,108,-6.227,111
81,Troy,Sun Belt,28.184992313092636,2024,26.618227954063883,244,8,17,7,2,12,1,80,9,1.0,300,20,2557,339,213,6,21,80,706,21806,50.5,158,13,433,17,1888,18,75,81,161,4445,16,73.4390243902439,85.94130375980525,30.875097824385662,363.43,#AE0210,#88898c,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2653.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2653.png']",0.36966666666666664,41.797666666666665,-7.249,99,113,106,32.267,43.518,33.956,12,4,8,8,3,5,65.35559727299673,49.078160970257755,42.04746447085029,67.81176183200844,58.73443171492886,55.85039370078741,58.36235298109067,46.024403927068704,63.888110150540214,52.2866872417118,75.80332946734184,41.86789236443107,44.4864247037892,13.80836575875486,71.14170040485831,73.0,68.3,3.3289298140058072,27.560975609756095,29.62675613336131,85.94130375980525,15.337931034482722,-4.455445544554436,75.80332946734184,65.35559727299673,42.04746447085029,347.1362937553875,41.86789236443108,51.28989361702128,58.73443171492886,52.28668724171179,49.078160970257734,67.81176183200844,169.521343598959,55.88568391712564,-0.4,105,17.06447631639402,82.0,89.59990823821778,2.033783308458921,104.0,22.45384615384615,112.0,1507.200827419099,59.0,356.57,121.8,128.0,369.9619353667507,53,392.09871689087635,37,102.0,42.0,87.0,92.0,51.0,113.0,85.0,-4.0,0.9903636363636363,120,-3.54,-5.68,-7.0,115,-6.588,114
