,team,conference,avg_talent,season,sp_conf_rating,firstDowns,fourthDownConversions,fourthDowns,fumblesLost,fumblesRecovered,games,interceptionTDs,interceptionYards,interceptions,kickReturnTDs,kickReturnYards,kickReturns,netPassingYards,passAttempts,passCompletions,passesIntercepted,passingTDs,penalties,penaltyYards,possessionTime,puntReturnTDs,puntReturnYards,puntReturns,rushingAttempts,rushingTDs,rushingYards,sacks,tacklesForLoss,thirdDownConversions,thirdDowns,totalYards,turnovers,total_turnovers,thirdDownConversionRate,fourthDownConversionRate,possessionTimeMinutes,color,alt_color,logo,qb_average_ppa,qb_total_ppa,fpi,fpi_rank,fpi_sor,fpi_sos,def_eff,off_eff,special_eff,games_played,wins,losses,conference_games,conference_wins,conference_losses,Offense_success_rate,Defense_success_rate,Offense_explosiveness,Defense_explosiveness,Offense_ppa,Offense_power_success,Offense_stuff_rate,Defense_power_success,Defense_stuff_rate,Defense_ppa,Offense_points_per_opportunity,Defense_points_per_opportunity,Defense_havoc_total,Offense_field_position_average_predicted_points,Defense_field_position_average_predicted_points,Offense_field_position_average_start,Defense_field_position_average_start,sp_conf_scaled,total_turnovers_scaled,possession_scaled,third_down_scaled,offense_avg_field_position_scaled,defense_avg_field_position_scaled,offense_ppo_scaled,offense_success_scaled,offense_explosive,talent_scaled,defense_ppo_scaled,penalties_scaled,offense_ppa_scaled,defense_ppa_scaled,defense_success_scaled,defense_explosive,adjusted_metric,average_metric,in_house_pr,sagarin_rank,power_ranking,calculated_rank,combined_rank,PBR,PBR_rank,STM,STM_rank,DCE,DCE_rank,DefensivePossessionTime,DDE,DDE_rank,offensive_total,offensive_rank,defensive_total,defensive_rank,talent_scaled_rank,offense_success_rank,defense_success_rank,offense_explosive_rank,defense_explosive_rank,total_turnovers_rank,penalties_rank,power_rating,avg_expected_wins,SOS,wins_above_average,wins_above_good,wins_above_elite,SOR,most_deserving_wins,most_deserving
100,Virginia,ACC,49.871402038585614,2024,64.54802503312257,232,15,29,5,6,12,0,80,14,1.0,324,19,2748,401,246,9,16,62,544,21526,1.0,120,19,431,14,1594,21,57,62,182,4342,19,63.78048780487804,42.453070056802815,38.09594615745813,358.77,#232d4b,#f84c1e,"['http://a.espncdn.com/i/teamlogos/ncaa/500/258.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/258.png']",0.1165,17.6445,-1.289,74,63,26,53.887,40.745,55.993,12,5,7,8,3,5,42.610374945092076,58.03544728099496,31.854705387565446,56.27617947060074,36.790905471251556,47.10348706411696,23.704974177571508,31.44759725400459,81.94154883059288,33.94578332436613,37.0317114438064,31.53983079713464,28.118244765078984,30.276264591439684,56.712550607287454,70.5,70.1,6.777093184829324,37.21951219512195,27.208324596351446,42.453070056802815,32.40689655172412,-0.8910891089108759,37.0317114438064,42.610374945092076,31.854705387565446,544.2854730780509,31.53983079713464,72.61702127659575,36.790905471251556,33.94578332436613,58.03544728099495,56.27617947060074,151.36225899279196,43.252232646645155,-6.6,75,9.994275068551632,101.0,66.75020858234552,0.9994755085480483,38.0,22.968421052631577,107.0,1216.3471237171907,97.0,361.23,159.79999999999998,80.0,249.37242308084362,123,349.8989375649814,85,62.0,105.0,70.0,112.0,90.0,92.0,20.0,-7.2,0.8803636363636365,65,-0.1,-2.61,-4.73,69,-3.758,71
101,Buffalo,Mid-American,14.299971562886014,2024,10.535616187511451,241,17,28,7,9,13,3,347,6,1.0,412,26,2422,347,194,13,19,58,564,22773,1.0,217,17,526,24,2215,31,92,63,187,4637,13,32.390243902439025,41.435488233703,52.02629519486618,379.55,#041A9B,#ebebeb,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2084.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2084.png']",-0.455,-4.55,-10.361,108,70,116,45.998,33.654,57.803,13,9,4,8,6,2,35.66463226466604,54.78180971109711,61.0759915446464,53.79813577821935,42.10513831410615,22.570807380420717,56.28360762011838,70.89865067466266,44.82635768947512,59.98806263405995,58.43642329778508,43.529026089332035,65.90099412231012,45.203307392996095,45.489878542510155,68.5,70.9,1.8668741988646769,68.60975609756098,37.992660935206544,41.435488233703,46.06206896551722,0.6930693069307097,58.43642329778508,35.66463226466604,61.0759915446464,220.90883238987283,43.52902608933205,69.98404255319149,42.10513831410615,59.98806263405994,54.78180971109711,53.79813577821935,170.91144679561688,51.235628374465826,0.1,100,9.805546818655177,102.0,96.81265099079745,2.553089407510062,119.0,31.010859728506794,54.0,1484.0769400805075,64.0,400.45,182.79999999999998,43.0,321.33990781473886,84,373.3119211193564,61,127.0,117.0,77.0,30.0,96.0,18.0,31.0,-7.3,0.9325,101,0.02,-2.05,-3.2,55,-2.856,52
102,Coastal Carolina,Sun Belt,32.67007615814592,2024,26.618227954063883,235,8,22,6,11,13,2,167,11,1.0,414,24,2626,358,195,11,20,90,829,22479,1.0,128,10,481,21,2246,28,59,65,171,4872,17,42.048780487804876,53.00378685420611,14.295038347159178,374.65,#007073,#876447,"['http://a.espncdn.com/i/teamlogos/ncaa/500/324.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/324.png']",0.13799999999999998,31.036,-6.068,94,97,120,44.594,45.227,42.766,13,6,7,8,3,5,45.735238209624555,49.94045289329168,64.158047955487,54.57242996429591,46.62159003252063,58.68503937007873,59.63673347684759,26.361490683229817,85.56417730943245,43.055187409394875,51.3262075954254,31.644444265891025,25.688715281110234,47.89980544747081,66.73279352226723,67.2,68.9,3.3289298140058072,58.95121951219512,35.44967498427343,53.00378685420611,54.93793103448273,-3.26732673267324,51.3262075954254,45.735238209624555,64.158047955487,387.9097832558719,31.644444265891025,35.09707446808511,46.62159003252063,43.05518740939486,49.94045289329166,54.572429964295914,154.89663065758782,50.68049107743577,-5.4,108,9.441192584874175,103.0,85.60707856728442,2.137094849843417,108.0,31.75,46.0,844.7578662544754,122.0,405.35,190.20000000000002,33.0,374.0626620874547,47,357.87097604780297,75,89.0,99.0,83.0,25.0,94.0,41.0,115.0,-7.5,0.9335,102,-2.55,-4.93,-6.19,107,-5.71,104
103,Colorado State,Mountain West,27.017533258093465,2024,19.78117560886285,233,18,29,10,11,13,0,18,10,1.0,349,19,2814,388,234,10,16,84,670,24384,100.0,273,18,464,20,2244,16,58,65,180,5058,20,51.70731707317073,47.91587773870705,54.133667240569736,406.4,#1e4d2b,#c8c372,"['http://a.espncdn.com/i/teamlogos/ncaa/500/36.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/36.png']",0.339,124.551,-7.622,101,58,70,49.403,34.559,65.152,13,8,5,7,6,1,51.29820172355775,49.46570283002302,51.59123189431415,69.59382291658787,43.26687477132116,1.2033550154056627,73.01283925623378,48.99999999999997,66.77868579423065,54.311820047753834,38.59149290463189,33.02185493785001,47.48313081234113,24.979571984435793,44.554655870445345,72.1,71.5,2.707379600805713,49.292682926829265,51.92718599287062,47.91587773870705,21.482758620689665,1.881188118811906,38.59149290463189,51.29820172355775,51.59123189431415,336.52302961903143,33.02185493785001,56.02925531914894,43.26687477132116,54.31182004775383,49.465702830023005,69.59382291658787,158.47863993453876,53.25460903059295,-4.2,92,9.344697752833074,104.0,90.44038443205282,1.9909484374917483,103.0,32.93508771929825,36.0,1593.0936606600035,44.0,373.6,166.4,62.0,283.9435675499002,109,366.72654239689075,68,108.0,85.0,86.0,68.0,47.0,53.0,72.0,-7.5,0.89875,77,-0.49,-2.52,-3.81,65,-3.358,60
104,App State,Sun Belt,33.974339947924534,2024,26.618227954063883,263,13,22,6,9,12,0,21,16,1.0,500,25,3002,392,218,4,23,66,627,19872,50.5,99,6,384,13,1731,23,47,62,145,4733,22,75.85365853658536,65.72355964295375,49.51604319924871,331.2,#ffcc00,#222222,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2026.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2026.png']",0.278,89.939,-6.788,95,87,99,27.315,48.691,43.31,11,5,6,8,3,5,62.63462057359507,17.151011331993345,58.95774669000298,70.00936387080361,52.319244267822334,75.0732466581212,49.43721040768077,30.078260869565213,82.20623439800296,24.247392258590835,54.163111840306286,2.6678049446796877,4.8451601716589465,14.289883268482498,46.95951417004051,72.4,71.3,3.3289298140058072,25.146341463414632,12.900136296917594,65.72355964295375,19.434482758620618,1.4851485148514882,54.163111840306286,62.63462057359507,58.95774669000298,399.76672679931386,2.6678049446796877,61.69015957446808,52.319244267822334,24.247392258590835,17.151011331993345,70.00936387080361,144.58279190070766,47.5532298321347,-9.0,88,8.806049789107506,105.0,85.1616512738403,1.5684146727768045,83.0,35.39999999999999,28.0,1677.6655513236028,33.0,328.8,183.0,42.0,366.8750637060112,58,273.31958184367613,123,84.0,55.0,129.0,34.0,46.0,120.0,57.0,-7.8,0.9745454545454546,113,-1.36,-3.49,-4.86,85,-4.464,84
105,Nevada,Mountain West,27.9236996685299,2024,19.78117560886285,253,15,29,7,2,13,1,91,8,1.0,630,35,2764,366,247,11,19,99,950,24208,1.0,76,10,460,21,2135,14,54,76,170,4899,15,58.95121951219512,70.9453611035975,38.09594615745813,403.47,#002d62,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2440.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2440.png']",0.27099999999999996,31.811666666666667,-8.417,103,121,79,30.419,47.2,32.833,13,3,10,7,0,7,68.39515944137605,25.372399116492375,40.55053684779392,65.74112144014188,57.58723454590698,44.74525243168134,41.03702350264037,23.573913043478257,64.05007493789394,34.288336851340695,53.625531081263105,20.177645718316825,27.086230517081844,11.497081712062254,45.757085020242954,73.6,71.2,2.707379600805713,42.048780487804876,50.40658418955758,70.9453611035975,11.241379310344826,1.287128712871322,53.625531081263105,68.39515944137605,40.55053684779392,344.76090607754446,20.17764571831681,19.16755319148936,57.58723454590698,34.28833685134069,25.372399116492403,65.74112144014188,138.22922205077748,48.65579804050865,-11.2,114,8.74680746597758,106.0,93.52517830460317,2.755532843930755,123.0,23.20000000000001,106.0,1502.4086880312916,60.0,376.53,98.80000000000001,133.0,317.437819562724,90,278.9605761279069,122,105.0,37.0,121.0,94.0,55.0,71.0,130.0,-7.8,0.8846666666666666,69,-4.49,-6.98,-8.64,130,-8.017,131
106,Oregon State,Pac-12,30.30040700619395,2024,36.459439663065375,268,22,42,5,7,12,1,88,11,1.0,373,20,2417,360,216,5,7,61,548,23871,1.0,27,7,484,29,2270,7,45,76,174,4687,16,63.78048780487804,68.18717879361645,39.11864141493193,397.85,#231f20,#d73f09,"['http://a.espncdn.com/i/teamlogos/ncaa/500/204.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/204.png']",0.05933333333333333,13.603,-6.875,96,104,85,25.791,41.308,50.932,12,5,7,1,1,0,59.60114099114318,22.217259064735345,26.19038067945837,74.45623986439404,43.57135322362106,62.209859637110554,24.80653984034027,27.339588100686484,64.93914941594453,29.03071602293045,53.23755590251132,19.447372953326635,19.122681136917137,1.0,58.182186234817834,75.1,69.6,4.223585423915034,37.21951219512195,47.489934996854714,68.18717879361645,1.0,-1.8811881188118775,53.23755590251132,59.60114099114318,26.19038067945837,366.36733641994505,19.447372953326635,72.09042553191489,43.57135322362106,29.030716022930434,22.217259064735373,74.45623986439404,147.55628944448037,42.511181641047074,-7.9,96,8.723384103331236,107.0,86.51167812336845,1.4957665313587352,77.0,17.007142857142853,130.0,1497.3987829014698,63.0,322.15,124.2,127.0,270.61683027418474,119,295.6125116568353,118,95.0,62.0,125.0,124.0,33.0,92.0,22.0,-7.8,0.9639090909090909,111,-2.06,-4.19,-5.65,98,-5.112,96
107,Arkansas State,Sun Belt,33.217295097263815,2024,26.618227954063883,284,15,20,8,5,13,0,107,10,1.0,631,32,2957,442,274,14,19,73,672,22660,100.0,277,15,484,18,2050,19,65,81,198,5007,18,51.70731707317073,60.7695428725994,74.16919705744249,377.67,#e81018,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2032.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2032.png']",0.2975,49.929500000000004,-11.861,115,71,98,22.972,38.921,53.085,13,8,5,8,5,3,50.355816468556554,17.770104807753455,33.71461052516355,57.057032544168464,46.246159815217034,55.85039370078741,41.99257360988441,40.24130434782609,73.69770460134316,17.3374183819935,56.84598031173094,8.749191267353154,33.86642768061583,16.119649805447466,27.31983805668017,72.4,73.0,3.3289298140058072,49.292682926829265,37.01698469280774,60.7695428725994,19.434482758620618,4.851485148514882,56.84598031173094,50.355816468556554,33.71461052516355,392.8845008842165,8.749191267353183,55.765957446808514,46.246159815217034,17.3374183819935,17.77010480775344,57.05703254416847,135.234130710216,37.08019042380876,-12.2,106,8.547694626131989,108.0,103.05667082504405,1.7104263428249595,89.0,38.78541666666666,12.0,2120.130908336382,10.0,402.33,139.4,111.0,301.1251842367874,98,242.172594007118,131,87.0,89.0,127.0,108.0,87.0,53.0,73.0,-7.9,0.9095833333333333,82,-0.12,-2.44,-3.89,64,-3.415,62
108,Louisiana Tech,Conference USA,29.20904833420719,2024,1.0,234,8,26,13,12,13,0,60,8,1.0,641,27,2911,415,258,5,18,69,657,24260,1.0,427,33,480,14,1460,21,69,78,199,4371,21,63.78048780487804,56.19042466865025,5.633119424010012,404.33,#002d65,#d3313a,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2348.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2348.png']",0.13,22.149,-10.693,109,116,124,57.468,17.782,56.881,13,5,8,8,4,4,32.70462846891235,84.45135032030163,33.09016878286934,66.4126659038887,14.508311865754228,33.740157480314934,76.63549734270455,47.79222941720627,45.84816208318483,74.35261745076154,21.8562346185398,43.97670004816712,35.23432927025377,59.35992217898831,27.31983805668017,66.8,73.2,1.0,37.21951219512195,50.85290417278256,56.19042466865025,57.66896551724138,5.247524752475272,21.8562346185398,32.70462846891235,33.09016878286934,356.445893947338,43.97670004816713,57.7406914893617,14.508311865754228,74.35261745076153,84.45135032030163,66.4126659038887,153.66146914534866,50.919957132081294,-5.8,113,7.774238645463825,109.0,98.48329465157065,1.8431969933059924,96.0,43.080134680134684,5.0,705.6689428590105,127.0,375.67,179.0,47.0,271.8949207380835,118,390.15356328019027,41,99.0,119.0,13.0,110.0,53.0,92.0,68.0,-8.2,0.9289166666666667,97,-3.92,-5.94,-7.13,116,-6.828,116
109,Hawai'i,Mountain West,24.80182441859432,2024,19.78117560886285,249,12,22,4,5,12,0,29,15,1.0,302,20,3218,481,286,6,25,96,844,21833,50.5,137,11,334,7,1188,27,68,60,163,4406,19,73.4390243902439,49.79037057073302,42.481139458444204,363.88,#003420,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/62.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/62.png']",0.395,53.078,-11.741,114,107,115,37.024,35.004,49.876,12,5,7,7,3,4,63.07558102515122,53.82451448212311,28.1529288308883,74.55409409799702,46.743634387271385,64.92125984251967,45.73936305742399,25.742028985507233,66.2414309031556,47.96353663138835,50.924500493597165,27.10872831580386,36.57878089868326,3.503891050583647,56.0445344129555,74.4,70.6,2.707379600805713,27.560975609756095,29.860295659467397,49.79037057073302,5.779310344827508,0.09900990099009732,50.924500493597165,63.07558102515122,28.1529288308883,316.3802219872211,27.108728315803845,33.12234042553192,46.743634387271385,47.963536631388344,53.824514482123085,74.55409409799704,152.2322197829301,52.38571490913657,-6.3,109,6.385734691750152,110.0,102.412000960255,2.6676762368353417,122.0,23.754545454545443,102.0,1377.8498282095475,79.0,356.12,174.0,52.0,303.06115868743535,97,351.4788678289306,84,111.0,53.0,79.0,117.0,32.0,113.0,119.0,-8.9,1.1011000000000002,134,-1.9,-3.89,-5.1,92,-4.725,90
110,Rice,American Athletic,29.46902131894889,2024,28.32749104036414,219,7,20,9,4,12,1,72,13,34.0,708,27,2868,477,292,8,17,85,689,20648,1.0,223,30,298,14,1374,32,75,58,166,4242,22,78.26829268292683,44.782796862320794,12.187666301455629,344.13,#d1d5d8,#003d7d,"['http://a.espncdn.com/i/teamlogos/ncaa/500/242.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/242.png']",0.0,28.044999999999998,-8.58,104,110,100,53.023,27.275,34.236,12,4,8,8,3,5,30.66614330707671,87.07869632200544,58.740134792767435,51.0230475924771,25.919060973475116,83.43503937007873,48.76100990377133,30.526836581709148,78.88798966267683,59.65873168704716,28.927359068273475,43.86258707826798,46.92885261740554,56.663424124513625,27.31983805668017,67.4,73.2,3.484317367305831,22.73170731707317,19.610505347032927,44.782796862320794,53.5724137931034,5.247524752475272,28.927359068273475,30.66614330707671,58.740134792767435,358.80928471771716,43.862587078267985,53.527925531914896,25.919060973475116,59.65873168704715,87.07869632200543,51.02304759247711,152.0303117349651,52.18096911247483,-6.4,103,6.32373432289353,111.0,93.65686127140016,1.9202401647495015,99.0,39.45555555555555,10.0,720.2587946523205,126.0,375.87,172.2,57.0,333.1121715399564,77,378.3577269808638,57,97.0,122.0,11.0,36.0,103.0,127.0,77.0,-8.9,0.9794545454545456,114,-2.88,-5.27,-6.82,111,-6.383,112
111,Air Force,Mountain West,20.434630184219188,2024,19.78117560886285,215,23,36,5,8,12,0,80,10,1.0,73,5,1077,138,62,4,5,36,336,24457,1.0,42,8,668,24,2696,18,52,78,184,3773,15,61.36585365853658,64.73275628888287,56.95382688996713,407.62,#004a7b,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2005.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2005.png']",0.15233333333333335,2.430666666666666,-9.432,105,108,112,41.263,30.957,34.945,12,5,7,7,3,4,53.25101663134501,55.41506737218893,1.0,61.085911324999955,38.952258395987435,78.81102362204723,31.727218616796584,53.15028712059066,70.23887187792596,47.12336923090293,59.21125449611914,34.24143730364702,29.098381283674613,22.57198443579766,69.27125506072878,71.4,69.1,2.707379600805713,39.63414634146341,52.5603375969805,64.73275628888287,26.262068965517173,-2.871287128712879,59.21125449611914,53.25101663134501,1.0,276.6784562201744,34.24143730364703,100.0,38.952258395987435,47.12336923090293,55.41506737218892,61.08591132499997,171.20816755281945,42.804603825904046,0.2,94,6.204448691870384,112.0,93.91679096269516,1.2144060820283704,58.0,17.54999999999999,128.0,1820.3724340215044,24.0,312.38,148.0,101.0,285.52475619809303,107,390.5261992909842,40,118.0,80.0,75.0,134.0,74.0,83.0,1.0,-9.0,1.0034545454545454,123,-2.81,-4.89,-6.12,106,-5.685,103
112,Charlotte,American Athletic,40.174541673701896,2024,28.32749104036414,207,10,24,7,2,12,1,94,14,1.0,834,39,2689,353,177,10,16,93,784,20612,1.0,48,13,387,16,1424,14,59,47,155,4113,21,75.85365853658536,32.41114417094943,22.523086555016434,343.53,#046A38,#B9975B,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2429.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2429.png']",0.058666666666666666,9.368,-13.522,120,101,82,25.782,32.18,68.735,12,5,7,8,4,4,27.529472723411942,40.278112501826286,94.68687606846254,58.16280359772688,26.515963774599356,40.93579648697758,72.47635939480051,53.57784011220198,69.30857523956615,41.26286736759186,54.407301066447914,38.132485804047064,28.899657908127026,10.245136186770424,83.83400809716602,73.9,67.5,3.484317367305831,25.146341463414632,19.299119312224775,32.41114417094943,9.193103448275778,-6.039603960396022,54.407301066447914,27.529472723411942,94.68687606846254,456.13219703365354,38.13248580404706,41.02127659574468,26.515963774599356,41.26286736759186,40.278112501826286,58.162803597726885,134.00102885584886,48.07268267226981,-12.6,115,6.069163613944049,113.0,107.81898084296553,1.718799955579887,90.0,18.676923076923075,125.0,803.2006728098229,123.0,376.47,125.80000000000001,124.0,326.7969057014702,80,384.5566927201263,52,75.0,125.0,103.0,2.0,85.0,120.0,104.0,-9.0,0.945,107,-1.28,-3.7,-5.44,88,-4.749,92
113,Utah State,Mountain West,25.23775204613922,2024,19.78117560886285,270,14,28,5,3,12,1,112,17,1.0,479,25,3229,458,294,13,29,94,885,19671,1.0,139,16,421,21,2392,28,72,70,176,5621,22,68.60975609756098,57.716797403299964,35.4307403349507,327.85,#00263a,#949ca1,"['http://a.espncdn.com/i/teamlogos/ncaa/500/328.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/328.png']",0.2715,60.476,-10.773,110,112,92,21.003,42.504,45.961,12,4,8,7,3,4,70.62830715691999,28.01253581472207,47.31684720260978,70.62036777877364,62.752873425220905,28.23761000463176,43.34980223493721,31.704347826086945,67.41503555554385,29.89899988603733,75.22443259502326,15.731573296170723,33.129817444219086,20.549610894941637,58.85020242914982,71.9,69.9,2.707379600805713,32.390243902439025,11.161564269238852,57.716797403299964,22.84827586206889,-1.2871287128712652,75.22443259502326,70.62830715691999,47.31684720260978,320.34320041944744,15.731573296170723,27.724734042553195,62.752873425220905,29.898999886037316,28.012535814722042,70.62036777877366,152.75092862556414,51.53832187738061,-6.2,98,5.69620343101035,114.0,98.3584841693716,2.76266204133944,124.0,25.847499999999997,88.0,1313.1036140653468,84.0,392.15,174.0,52.0,348.0594835142846,66,302.2330625864844,116,110.0,33.0,119.0,76.0,45.0,101.0,124.0,-9.2,0.9854545454545455,116,-3.45,-5.5,-6.88,113,-6.448,113
114,Akron,Mid-American,29.11183339405843,2024,10.535616187511451,215,5,16,10,7,12,0,27,10,1.0,395,25,2790,420,234,3,16,76,584,20556,100.0,27,8,342,11,1206,18,60,58,162,3996,20,78.26829268292683,47.085745198809846,6.376897793081859,342.6,#00285e,#84754e,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2006.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2006.png']",0.14700000000000002,38.6665,-15.896,124,111,54,28.571,29.574,53.83,12,4,8,8,3,5,39.304630378668094,38.68225717563939,51.76212453157376,67.68151849038858,24.169612129217114,66.60672483507128,59.372083014980355,58.32571428571427,47.24326547944479,42.977675407843115,28.74815422477441,25.516732686791414,26.686235411412824,9.763618677042786,47.761133603238875,73.6,71.1,1.8668741988646769,22.73170731707317,18.81647095827219,47.085745198809846,11.241379310344826,1.089108910891099,28.74815422477441,39.304630378668094,51.76212453157376,355.56212176416744,25.5167326867914,67.35106382978724,24.169612129217114,42.97767540784311,38.6822571756394,67.6815184903886,132.052418994611,44.09630301888834,-13.3,122,5.238601780071621,115.0,111.61600418485291,1.642469667754283,86.0,16.674999999999997,131.0,626.9454078497356,130.0,377.4,146.8,105.0,279.7269477913278,113,328.18829712906046,97,100.0,114.0,105.0,67.0,52.0,127.0,39.0,-9.4,0.9449090909090909,106,-3.17,-5.13,-6.43,109,-6.042,109
115,Georgia State,Sun Belt,33.39632894631606,2024,26.618227954063883,248,10,27,6,8,12,0,45,13,1.0,518,31,3069,449,271,9,21,61,589,21580,1.0,24,12,360,13,1608,18,48,57,160,4677,19,58.95121951219512,46.60373275628889,15.348724370010956,359.67,#1e539a,#ebebeb,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2247.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2247.png']",0.17033333333333334,34.28966666666667,-10.248,107,115,101,28.455,40.888,37.82,12,3,9,8,1,7,47.7031733416959,22.530944539932023,58.10818082320219,72.90439136944968,41.34855666090384,29.062992125984238,61.51858982501194,24.874782608695625,79.1035337382187,29.064434959906364,52.422808027132604,16.640304147885075,21.5542167467447,36.34338521400778,72.21052631578951,69.4,67.9,3.3289298140058072,42.048780487804876,27.675403648563645,46.60373275628889,39.91724137931029,-5.247524752475215,52.422808027132604,47.7031733416959,58.10818082320219,394.5120813301459,16.640304147885075,66.69281914893617,41.34855666090384,29.064434959906364,22.530944539932037,72.9043913694497,146.4740154061705,45.27661361584833,-8.3,117,4.426321304401272,116.0,97.06570819749452,1.4929834290856547,76.0,17.20967741935484,129.0,802.9843149631081,124.0,360.33,157.60000000000002,86.0,326.5076860179385,81,317.328917679877,107,86.0,94.0,124.0,39.0,40.0,71.0,44.0,-9.8,0.998,121,-4.17,-6.55,-7.98,122,-7.447,124
116,Eastern Michigan,Mid-American,22.553563970176583,2024,10.535616187511451,255,16,29,7,10,12,0,23,10,1.0,404,22,2824,415,248,5,17,78,749,22395,50.5,78,21,472,17,1707,25,71,80,194,4531,17,58.95121951219512,61.653232350554504,43.44185318516199,373.25,#00331b,#f0f0f0,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2199.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2199.png']",0.188,71.236,-13.481,119,114,128,34.766,26.714,54.009,12,5,7,8,2,6,51.08826464591024,43.27627753790932,27.477523075654744,62.298039648080675,26.50091817533096,5.929985103213426,52.56124590156342,69.66994328922493,58.68082314536261,52.20520946399027,37.23051681706319,53.092696157823866,61.281076054348176,31.239299610894932,52.704453441295556,70.8,70.4,1.8668741988646769,42.048780487804876,34.72310756972112,61.653232350554504,30.35862068965517,-0.29702970297026354,37.23051681706319,51.08826464591024,27.477523075654744,295.9414906379689,53.092696157823866,45.628989361702125,26.50091817533096,52.205209463990265,43.27627753790929,62.29803964808067,138.53070167868685,43.807705424479366,-11.0,123,3.825274019249392,117.0,107.49492778942152,2.53090568134046,118.0,21.67792207792209,118.0,1516.4735538754514,58.0,346.75,182.6,44.0,232.02775332963088,127,391.9274426836872,38,116.0,87.0,97.0,120.0,69.0,71.0,93.0,-10.1,1.0253636363636363,131,-3.4,-5.33,-6.34,112,-5.964,108
117,UAB,American Athletic,31.817136027157446,2024,28.32749104036414,259,12,26,10,5,12,1,181,16,1.0,651,31,3139,445,284,8,24,98,886,21198,100.0,339,17,391,9,1572,18,48,64,168,4711,26,85.51219512195121,53.24479307546659,29.465017999686964,353.3,#003b28,#ffc845,"['http://a.espncdn.com/i/teamlogos/ncaa/500/5.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/5.png']",0.226,56.0715,-12.74,118,122,102,32.357,29.047,57.606,12,3,9,8,2,6,63.5618781968945,40.90503644719587,30.91295565576405,77.82816485320416,46.94032536677964,74.66535433070865,26.35977385537199,14.37811094452772,96.84950641217146,41.31196034742096,35.336122504785365,23.77870437601996,16.838177774369214,11.978599221789878,86.23886639676115,72.9,66.6,3.484317367305831,15.487804878048777,24.36952191235062,53.24479307546659,16.020689655172333,-7.8217821782178305,35.336122504785365,63.5618781968945,30.91295565576405,380.1557820650676,23.778704376019974,27.593085106382972,46.94032536677964,41.31196034742095,40.90503644719588,77.82816485320417,131.77225700518403,50.24338681120986,-13.4,111,2.9262016977317984,118.0,105.88840749089734,2.3306235017315924,115.0,34.64117647058822,32.0,1151.1899574150718,103.0,366.7,151.6,94.0,289.755009132094,105,381.2903497773013,54,91.0,50.0,101.0,113.0,23.0,129.0,125.0,-10.5,0.9738181818181818,112,-3.86,-6.16,-7.74,119,-7.233,119
