,Unnamed: 0,Team,G,AB,H,BA,HPG,ABPG,HPAB,BB,BBPG,IP,ER,ERA,RA,PO,A,E,PCT,APG,EPG,HBP,OBP,HBPPG,RPG,RS,TB,SLG,KP9,WP9,WHIP,OPS,PYTHAG,wOBA,wRAA,oWAR_z,pWAR_z,fWAR,ISO,wRC+,BB%,BABIP,RA9,FIP,LOB%,K/BB,Rating,Conference_x,expected_wins,Wins,Losses,avg_expected_wins,total_expected_wins,rem_avg_expected_wins,rem_total_expected_wins,RPI,Conference_y,KPI_Score,Norm_RPI,wins_above_expected,SOR,RemSOS,SOS,bubble_expected_wins,bubble_total_expected_wins,wins_above_bubble,Prelim_WAB,KPI,Prelim_AVG,final_bubble_expected_wins,final_bubble_total_expected_wins,WAB,AVG,Resume,resume_quality,RQI,Norm_Rating,Norm_RQI,Norm_SOS,NET_Score,NET,Norm_Resume,aRQI,Q1,Q2,Q3,Q4,Rating Rank,PRR,win_percentage,completed_games,wpoe_pct,WPOE,Remaining_Wins,Games_Remaining,Remaining_Losses,Remaining_RQ,Projected_Wins,Projected_Losses,Projected_Record,Projected_RQ,Projected_Norm_RQI,Projected_NET_Score,Projected_NET,pNET_Score,pRating,pResume_Quality,pPYTHAG,poWAR_z,pOPS,pBA,pRPG,ppWAR_z,pKP9,pWHIP,pERA,pwOBA,pwRAA,pfWAR,pISO,pwRC+,pBB%,pBABIP,pRA9,pFIP,pLOB%,pK/BB
51,113,Pittsburgh,43,1461,376,0.257,8.744186046511627,33.97674418604651,0.2573579739904175,177,4.116279069767442,383.0,211,4.96,229,1149,415,34,0.979,9.651162790697674,0.7906976744186046,51,0.354,1.186046511627907,5.325581395348837,229,600,0.411,8.2,3.95,1.48,0.7649999999999999,0.5,0.3275618171362852,-13.492124487626109,-0.1243488414622613,-0.2427556568981765,-0.3671044983604379,0.1533196440793976,94.76784120638648,0.1017826336975273,0.2262872628726287,5.381201044386422,1.095655659695517,0.6822432647270786,2.09,0.84,ACC,18.934299999999997,23,20,0.39093953488372085,16.810399999999998,10.0,0,70,ACC,0.4943173261446576,77.07718120805369,6.19,66,1,12,0.5266255813953491,22.64490000000001,-0.87,58,40,54.7,0.5550441860465118,23.866900000000008,57,54.3,53,-0.13837313953488373,64,0.6913333333333332,0.7194084462741009,0.9034282940500271,0.7408042663203023,52,0.7456969959563762,47,11-10,6-6,2-3,4-1,114,114,0.5348837209302325,43.0,0.0945511627906977,26.0,0.0,,0.0,,23.0,20.0,23-20,,,0.33793553640680574,41,82,60,79,51,50,47,30,35,38,40,58,57,50,50,45,65,50,48,25,73,63,78,57
52,65,Maryland,48,1599,420,0.263,8.75,33.3125,0.2626641651031895,237,4.9375,420.0,222,4.76,255,1260,447,50,0.972,9.3125,1.0416666666666667,89,0.384,1.8541666666666667,6.604166666666667,317,727,0.455,9.0,4.11,1.4,0.839,0.598,0.3519372509960159,93.68883452147364,0.8634739504056225,0.1843418299172415,1.047815780322864,0.1919949968730456,131.4647500726899,0.1180278884462151,0.2153465346534653,5.4642857142857135,0.9876264478318036,0.6574597508999872,2.19,1.9,Big Ten,27.799700000000005,30,18,0.46692291666666647,22.41229999999999,10.0,0,13,Big Ten,0.37200578216116903,96.01342281879195,7.59,55,1,102,0.6000395833333334,28.801900000000003,-0.08,53,58,55.3,0.62665,30.079200000000004,53,55.3,55,-0.11808791666666675,58,0.762,0.7403558481014318,0.6972654862077765,0.7367020747261278,53,0.7342000821166239,51,1-4,5-4,12-8,12-2,65,65,0.625,48.0,0.04583958333333327,69.0,0.0,,0.0,,30.0,18.0,30-18,,,0.322102799789326,55,81,77,81,75,81,82,42,77,56,71,73,65,82,81,73,92,82,89,12,68,69,58,64
53,34,Ga. Southern,57,1954,558,0.286,9.789473684210526,34.280701754385966,0.285568065506653,186,3.263157894736842,505.2,221,3.93,264,1517,458,66,0.968,8.035087719298245,1.1578947368421053,63,0.361,1.105263157894737,5.807017543859649,331,864,0.442,10.1,3.26,1.33,0.8029999999999999,0.602,0.3382728465238303,36.94196000931639,0.3404719495967246,1.5025685010683156,1.84304045066504,0.1566018423746161,110.89316113139492,0.0813292522955837,0.2534005037783375,4.703087885985748,0.3180991505465403,0.6956477763866666,3.1,3.02,Sun Belt,35.9272,34,23,0.4550807017543859,25.9396,10.0,0,23,Sun Belt,0.39919636347603954,92.69127516778524,8.06,53,1,87,0.5874298245614034,33.48349999999999,-1.0,57,53,54.3,0.614117543859649,35.00469999999999,58,54.7,54,-0.13415710526315794,62,0.8366666666666666,0.7237621063044283,0.7293965156526268,0.7346559899522955,54,0.7245670219255994,55,2-6,11-10,8-4,13-3,35,35,0.5964912280701754,57.0,-0.03381052631578951,173.0,0.0,,0.0,,34.0,23.0,34-23,,,0.3293492104218157,48,81,88,79,76,65,67,81,50,93,90,84,88,62,65,85,67,62,9,78,87,97,83,95
54,7,Wright St.,48,1685,572,0.339,11.916666666666666,35.104166666666664,0.3394658753709199,315,6.5625,399.2,196,4.41,230,1199,382,40,0.975,7.958333333333333,0.8333333333333334,42,0.447,0.875,10.458333333333334,502,976,0.579,10.0,3.13,1.34,1.026,0.807,0.4129257037378865,396.1491874091913,3.6510701146974927,0.2194001902226873,3.87047030492018,0.2397626112759644,223.2820980240918,0.1453622519612367,0.2873763816172193,5.1853707414829655,0.5455989681597131,0.6725450465552012,3.19,4.17,Horizon League,36.96320000000002,35,13,0.5752562500000001,27.612300000000005,10.0,0,142,Horizon,0.2590542444669718,53.15771812080537,7.39,57,1,245,0.6877541666666667,33.0122,0.96,47,88,64.0,0.7092604166666662,34.04449999999998,41,62.0,60,-0.09216500000000002,43,0.9133333333333333,0.7671249773084806,0.40332879032984337,0.7329902250434945,55,0.7151540934543895,60,0-6,0-3,6-3,29-1,7,7,0.7291666666666666,48.0,-0.04090000000000049,189.0,0.0,,0.0,,35.0,13.0,35-13,,,0.30340023775074537,83,80,97,86,99,99,99,99,99,58,89,82,76,99,99,97,99,99,99,98,77,92,70,97
55,36,Long Beach St.,43,1482,420,0.283,9.767441860465116,34.46511627906977,0.2834008097165992,141,3.2790697674418605,381.2,159,3.75,175,1145,351,35,0.977,8.162790697674419,0.813953488372093,75,0.37,1.744186046511628,6.325581395348837,272,669,0.451,9.5,3.87,1.29,0.821,0.691,0.3469550369948776,62.435635677384894,0.5754319098940354,-0.1185475838698655,0.4568843260241698,0.1680161943319838,123.96408960427298,0.0802504268639726,0.2498334443704197,4.131689401888773,0.8253833097150655,0.7483694021173993,2.45,3.01,Big West,28.685499999999994,28,15,0.5015348837209302,21.566,10.0,0,132,Big West,0.3373387538267247,56.47986577181209,6.43,64,1,159,0.627697674418605,26.991000000000014,-0.06,54,66,61.3,0.6525906976744185,28.061399999999995,52,60.7,58,-0.1163801162790698,56,0.836,0.7421193969267156,0.603354157896089,0.7325291701293297,56,0.7222957913509117,57,2-2,2-2,10-5,14-6,36,36,0.6511627906976745,43.0,-0.015941860465116142,152.0,0.0,,0.0,,28.0,15.0,28-15,,,0.316942307850369,62,80,87,82,90,73,75,77,70,45,83,90,92,76,73,62,80,76,8,73,96,78,97,75
56,52,USC Upstate,53,1812,540,0.298,10.18867924528302,34.18867924528302,0.2980132450331126,222,4.188679245283019,464.2,190,3.68,235,1394,447,66,0.965,8.433962264150944,1.2452830188679245,85,0.394,1.6037735849056605,6.679245283018868,354,728,0.402,9.1,3.31,1.32,0.796,0.679,0.3438227272727273,62.79397655028909,0.5787345233879354,0.8158725986073262,1.3946071219952616,0.1037527593818984,119.24843674343586,0.1009090909090909,0.2819120043454644,4.5562257647565705,0.6914478641002417,0.7136329586068627,2.74,2.19,Big South,34.80749999999999,37,16,0.5316433962264151,28.177100000000003,10.0,0,117,Big South,0.2809265232363247,61.46308724832215,8.82,47,1,206,0.6605830188679249,35.01090000000002,0.68,47,82,58.7,0.6853301886792453,36.322500000000005,45,58.0,56,-0.10189613207547174,47,0.7813333333333332,0.7570761878451361,0.5216618808161356,0.7286554710253037,57,0.7234455725552789,56,1-1,3-4,8-8,25-3,52,52,0.6981132075471698,53.0,0.04136792452830207,74.0,0.0,,0.0,,37.0,16.0,37-16,,,0.30469280583202757,78,80,82,85,88,73,63,91,79,80,74,86,94,70,73,80,15,70,47,97,88,86,91,85
57,64,Louisville,50,1727,488,0.283,9.76,34.54,0.2825709322524609,208,4.16,445.0,247,5.0,287,1335,421,56,0.969,8.42,1.12,62,0.376,1.24,6.66,333,799,0.463,9.3,4.81,1.51,0.839,0.568,0.342113668388915,52.644570768267805,0.4851935208807167,0.2908782591041748,0.7760717799848915,0.1800810654313839,116.67547010549552,0.0976984499765147,0.2405498281786941,5.804494382022472,1.221730121932017,0.661729406260794,1.92,1.91,ACC,27.421199999999995,28,22,0.4414979999999998,22.07489999999999,10.0,0,19,ACC,0.45579170561740456,94.02013422818791,5.93,68,1,63,0.568152,28.407600000000002,-1.71,64,44,58.7,0.5942700000000001,29.713500000000003,63,58.3,57,-0.15051300000000004,69,0.7626666666666666,0.7068722992994008,0.7662499415736698,0.7196128858581097,58,0.7153548196242963,59,8-9,5-8,4-3,11-2,64,64,0.56,50.0,0.011576000000000142,110.0,0.0,,0.0,,28.0,22.0,28-22,,,0.32376439825044523,52,79,77,77,67,69,82,77,78,61,78,52,56,67,69,69,86,67,38,55,59,57,62,47
58,43,Texas A&M,56,1894,493,0.26,8.803571428571429,33.82142857142857,0.2602956705385427,268,4.785714285714286,498.1,252,4.55,296,1495,517,60,0.971,9.232142857142858,1.0714285714285714,51,0.363,0.9107142857142856,6.107142857142857,342,789,0.417,10.3,3.97,1.44,0.78,0.566,0.3300173460537727,-5.2502273637897305,-0.0483882053341156,1.1345408102337124,1.0861526048995969,0.1562829989440338,98.46460908433096,0.1162185602775368,0.2222800624674648,5.348323629793214,0.7413577449727308,0.6829152886337881,2.59,2.65,SEC,31.63720000000001,29,27,0.41317857142857156,23.13800000000001,10.0,0,8,SEC,0.43733045047287206,97.6744966442953,5.86,71,1,35,0.5426232142857145,30.38690000000001,-2.89,79,46,65.3,0.5695214285714285,31.893199999999997,82,66.3,66,-0.16859535714285717,82,0.8119999999999999,0.6881996722586494,0.8430879655438548,0.7194771798824477,59,0.7103265712993929,63,6-11,5-9,7-4,11-3,43,43,0.5178571428571429,56.0,-0.04709285714285727,196.0,0.0,,0.0,,29.0,27.0,29-27,,,0.334085363417604,44,79,85,73,67,52,57,37,61,89,92,65,73,53,52,75,67,53,86,20,74,83,79,82
59,161,Cincinnati,55,1928,552,0.286,10.036363636363635,35.054545454545455,0.2863070539419087,237,4.3090909090909095,479.2,318,5.97,350,1439,525,44,0.978,9.545454545454543,0.8,52,0.376,0.9454545454545454,6.727272727272728,370,884,0.459,8.2,4.99,1.57,0.835,0.525,0.3471237602414834,83.27998995733024,0.7675418558196987,0.3183043118101313,1.08584616762983,0.1721991701244813,124.2181003283466,0.1021992238033635,0.2487179487179487,6.573455759599332,1.6816295798950798,0.6330602218230259,1.65,-0.11,American Athletic,21.689999999999998,29,26,0.4009890909090911,22.054400000000008,10.0,0,131,The American,0.391532521612831,56.81208053691275,6.95,59,1,24,0.5352163636363633,29.43689999999998,-1.97,65,54,59.3,0.563116363636364,30.97140000000002,69,60.7,58,-0.153595,72,0.628,0.7036896922927512,0.8761612174979888,0.7192989182630846,60,0.7283284816077852,54,1-8,5-8,17-8,6-2,161,161,0.5272727272727272,55.0,0.13290909090909092,8.0,0.0,,0.0,,29.0,26.0,29-26,,,0.32523269057914383,51,79,44,76,58,78,80,81,80,62,40,42,30,77,78,74,83,77,50,71,40,25,42,27
60,59,Virginia Tech,52,1770,480,0.271,9.23076923076923,34.03846153846154,0.2711864406779661,211,4.057692307692308,457.0,245,4.82,287,1371,409,50,0.973,7.865384615384615,0.9615384615384616,65,0.365,1.25,5.9423076923076925,309,753,0.425,11.1,3.94,1.45,0.79,0.534,0.3368732261116366,27.542192263778823,0.2538399124965689,0.8765609618459378,1.1304008743425067,0.1542372881355932,108.78605021762608,0.0998107852412488,0.2384401114206128,5.652078774617068,0.4760102854051147,0.6564217913813379,2.81,2.02,ACC,27.402100000000008,27,25,0.4078403846153847,21.207700000000003,10.0,0,10,ACC,0.4705349088109137,97.01006711409396,5.79,73,1,30,0.5413192307692308,28.148600000000002,-2.59,73,42,62.7,0.5690365384615382,29.589899999999986,77,64.0,64,-0.1674188461538462,80,0.7699999999999999,0.689414588584745,0.8575718639485992,0.7185277214094191,61,0.713437056493867,61,5-13,10-10,1-0,11-2,61,61,0.5192307692307693,52.0,-0.007732692307692468,138.0,0.0,,0.0,,27.0,25.0,27-25,,,0.3324555518019618,46,78,79,73,61,61,60,56,55,81,97,63,62,62,61,76,66,62,43,49,63,95,58,89
61,69,Kentucky,52,1740,484,0.278,9.307692307692308,33.46153846153846,0.2781609195402298,176,3.3846153846153846,451.0,247,4.93,289,1353,436,39,0.979,8.384615384615385,0.75,63,0.362,1.2115384615384617,5.769230769230769,300,776,0.446,9.5,3.71,1.43,0.808,0.517,0.3353320500481232,19.92368207369968,0.1836246608752528,0.4791037401546887,0.6627284010299416,0.167816091954023,106.46582905253268,0.0846968238691049,0.2396365701306076,5.767184035476718,1.0122764976277991,0.6626955205110215,2.55,1.83,SEC,28.323600000000006,29,23,0.4444923076923074,23.113599999999984,10.0,0,47,SEC,0.3882622710000122,84.71812080536913,5.89,70,1,66,0.568298076923077,29.551500000000004,-1.87,67,56,64.3,0.593707692307692,30.872799999999987,67,64.3,65,-0.15165923076923082,71,0.7573333333333333,0.7056886516428819,0.7581256008704195,0.7171534763946024,62,0.713179644389673,62,5-15,7-5,0-1,17-2,69,69,0.5576923076923077,52.0,0.013007692307692165,108.0,0.0,,0.0,,29.0,23.0,29-23,,,0.3219678314745885,56,78,76,76,55,59,69,68,48,70,83,67,58,59,59,65,79,59,12,52,60,67,63,80
62,89,Campbell,55,1863,570,0.306,10.363636363636363,33.872727272727275,0.3059581320450886,277,5.036363636363636,478.0,255,4.8,302,1434,522,64,0.968,9.49090909090909,1.1636363636363636,129,0.423,2.345454545454545,8.836363636363636,486,962,0.516,8.5,4.8,1.52,0.939,0.705,0.3840763802407637,285.2400469805275,2.628886904593837,0.4135092815812489,3.042396186175086,0.2104133118625872,179.84980462079744,0.1149854711498547,0.26130389064143,5.686192468619248,1.520579277585193,0.6818066647714579,1.76,1.23,Big South,32.5049,37,18,0.5203654545454548,28.62010000000001,10.0,0,58,Big South,0.3527841233297169,81.06375838926175,8.38,51,1,185,0.6478963636363634,35.63429999999999,0.01,52,61,54.7,0.6726181818181818,36.994,50,54.0,52,-0.11461681818181821,54,0.7173333333333333,0.7439402550964511,0.5522618892531093,0.716627444578136,63,0.7165576314045451,58,3-5,3-1,11-4,20-8,89,89,0.6727272727272727,55.0,0.08172909090909097,36.0,0.0,,0.0,,37.0,18.0,37-18,,,0.30002090172412343,87,78,69,82,92,98,98,95,98,65,51,50,63,98,98,95,96,98,84,87,62,35,77,37
63,67,Louisiana,55,1867,496,0.266,9.018181818181818,33.945454545454545,0.2656668452062132,188,3.418181818181818,501.2,188,3.37,247,1505,485,73,0.965,8.818181818181818,1.3272727272727274,62,0.35,1.1272727272727272,5.254545454545455,289,773,0.414,9.8,3.96,1.29,0.764,0.571,0.3203295711060948,-52.94736835845572,-0.4879842251594918,1.1855189298028193,0.6975347046433273,0.1483663631494376,83.87978583900949,0.0848758465011286,0.2388297872340425,4.435355147645651,0.7139602846881927,0.7164557509262733,2.48,1.86,Sun Belt,31.127700000000004,32,23,0.4605654545454544,25.331099999999992,10.0,0,54,Sun Belt,0.3555682356226251,82.39261744966443,6.67,61,1,94,0.588430909090909,32.363699999999994,-1.79,63,60,61.3,0.6143109090909091,33.7871,65,62.0,60,-0.1484131818181819,66,0.7593333333333333,0.709040662718656,0.714514945377729,0.7142786598196564,64,0.7098227030985236,64,3-9,7-3,8-7,14-4,67,67,0.5818181818181818,55.0,0.015859999999999874,103.0,0.0,,0.0,,32.0,23.0,32-23,,,0.31721588869720907,61,77,76,78,68,34,46,48,32,90,86,90,97,38,34,66,60,38,13,50,91,85,92,76
64,41,Tulane,55,1857,520,0.28,9.454545454545457,33.763636363636365,0.2800215401184706,224,4.072727272727272,485.2,233,4.32,284,1457,494,60,0.97,8.981818181818182,1.0909090909090908,82,0.379,1.490909090909091,6.290909090909091,346,779,0.419,10.5,3.74,1.36,0.798,0.589,0.3385631929046563,37.88670168742872,0.3491790685728446,1.1332143211601966,1.4823933897330412,0.139472267097469,111.33027395318702,0.0993348115299334,0.2550693703308431,5.2679307502061015,0.5437693625014884,0.6668934785770131,2.81,2.69,American Athletic,33.3322,31,24,0.4491945454545454,24.705699999999997,10.0,0,86,The American,0.4178400413218124,71.76174496644296,6.29,65,1,77,0.5815890909090908,31.987399999999994,-2.46,72,51,62.7,0.6082981818181818,33.4564,73,63.0,62,-0.16121500000000005,77,0.8146666666666665,0.6958209494664471,0.7453671987375148,0.7129580764197057,65,0.7028989850765996,68,2-12,2-2,15-7,12-3,41,41,0.5636363636363636,55.0,-0.04240363636363642,191.0,0.0,,0.0,,31.0,24.0,31-24,,,0.3232983447184953,53,77,85,74,73,66,65,73,68,88,93,79,79,63,66,82,49,63,41,80,75,93,67,89
65,51,Oklahoma,55,1911,549,0.287,9.981818181818182,34.74545454545454,0.2872841444270015,267,4.854545454545455,482.1,313,5.84,353,1447,453,61,0.969,8.236363636363636,1.1090909090909091,48,0.384,0.8727272727272727,6.854545454545455,377,875,0.458,10.6,4.52,1.48,0.8420000000000001,0.53,0.356479302832244,130.3504423323244,1.2013620614739824,0.8844399039539965,2.085801965427979,0.1705913134484563,138.3027519420822,0.1163398692810457,0.2512926577042399,6.589919103920348,0.8687759690639332,0.6000456172209386,2.34,2.23,Big 12,28.91429999999999,27,28,0.399650909090909,21.980799999999995,10.0,0,6,Big 12,0.42928286127062365,98.33892617449665,5.02,81,1,23,0.5274963636363638,29.012300000000007,-3.49,85,49,71.7,0.554274545454545,30.485099999999978,87,72.3,73,-0.18024772727272725,87,0.784,0.6761669289687735,0.8797920551175614,0.7123431717609263,66,0.7052562327043146,65,9-20,3-1,4-4,11-3,51,51,0.4909090909090909,55.0,-0.03480545454545442,176.0,0.0,,0.0,,27.0,28.0,27-28,,,0.33368969153841316,45,77,82,71,59,88,84,83,84,81,94,58,34,86,88,89,82,86,86,76,39,75,23,72
66,50,Clemson,52,1747,449,0.257,8.634615384615385,33.59615384615385,0.2570120206067544,216,4.153846153846154,458.2,255,5.0,295,1376,423,60,0.968,8.134615384615385,1.1538461538461535,80,0.363,1.5384615384615383,5.884615384615385,306,745,0.426,9.8,3.51,1.44,0.7889999999999999,0.517,0.3385782671134514,35.168001932699696,0.3241224390483882,0.7992665077169487,1.123388946765337,0.1694333142530051,111.3529679847914,0.1033987553853518,0.2171688459351904,5.794412920122218,0.618805544369571,0.6424417410771438,2.79,2.24,ACC,27.08600000000001,25,27,0.38753846153846133,20.15199999999999,10.0,0,38,ACC,0.475434232632329,87.70805369127517,4.85,83,1,8,0.5221499999999999,27.151799999999994,-3.62,88,41,70.7,0.5504346153846151,28.622599999999988,92,72.0,72,-0.18775346153846156,91,0.7846666666666666,0.6684161819005792,0.9126562964642803,0.7106299404228082,67,0.7033076268382507,67,5-18,5-6,13-2,2-1,50,50,0.4807692307692308,52.0,-0.04011538461538483,186.0,0.0,,0.0,,25.0,27.0,25-27,,,0.33631687855848386,42,76,82,70,55,64,59,30,54,79,86,65,56,63,64,75,82,63,53,14,59,89,49,87
67,47,Michigan,46,1548,416,0.269,9.043478260869565,33.65217391304348,0.268733850129199,218,4.739130434782608,398.0,181,4.09,217,1194,426,46,0.972,9.26086956521739,1.0,54,0.374,1.173913043478261,6.739130434782608,310,697,0.45,9.6,4.16,1.37,0.8240000000000001,0.658,0.3465116279069767,65.36006121052662,0.6023845908689511,0.0319865864622691,0.6343711773312203,0.1815245478036175,123.29654280355446,0.1152219873150105,0.2284620293554563,4.907035175879397,0.8641615877360997,0.6959183659508437,2.3,2.36,Big Ten,27.915200000000002,27,19,0.4672608695652173,21.493999999999996,10.0,0,59,Big Ten,0.3743723564743385,80.73154362416108,5.51,75,1,105,0.6011782608695656,27.654200000000017,-1.88,70,57,67.3,0.6278652173913044,28.881800000000002,68,66.7,67,-0.1573780434782609,74,0.7926666666666666,0.6997831573542785,0.6963485315152005,0.7076961718333133,68,0.6992924965201245,70,2-5,3-1,10-8,12-5,47,47,0.5869565217391305,46.0,-0.019895652173913092,155.0,0.0,,0.0,,27.0,19.0,27-19,,,0.3158176037149173,64,76,83,75,85,74,77,53,81,50,85,78,84,75,74,65,87,75,84,29,83,76,84,70
68,46,Iowa,44,1451,379,0.261,8.613636363636363,32.97727272727273,0.2611991729841488,243,5.5227272727272725,384.2,200,4.68,224,1154,438,37,0.977,9.954545454545457,0.8409090909090909,61,0.385,1.3863636363636365,6.295454545454546,277,604,0.416,9.1,4.09,1.41,0.8009999999999999,0.596,0.343554945054945,50.85974123814015,0.4687438146478283,-0.158074844674328,0.3106689699735002,0.155065472088215,118.84529398509474,0.1335164835164835,0.233016304347826,5.247267048412285,0.9580153975756838,0.6776465877166428,2.23,2.43,Big Ten,27.057099999999995,26,18,0.47045227272727286,20.699900000000007,10.0,0,60,Big Ten,0.3208625486861231,80.3993288590604,5.3,78,1,111,0.6051977272727277,26.628700000000016,-1.81,69,68,71.7,0.632040909090909,27.8098,66,70.7,70,-0.15768090909090915,75,0.7973333333333332,0.6994704051735883,0.6876894192013328,0.706746540531572,69,0.6977874071775517,71,3-3,2-4,13-8,8-3,46,46,0.5909090909090909,44.0,-0.024024999999999852,159.0,0.0,,0.0,,26.0,18.0,26-18,,,0.31504311363436266,65,76,84,75,75,69,66,38,68,43,74,70,69,69,69,59,67,69,97,39,76,70,73,66
69,91,Abilene Christian,57,1903,566,0.297,9.929824561403509,33.3859649122807,0.2974251182343668,257,4.508771929824562,482.1,298,5.56,352,1447,533,72,0.965,9.350877192982455,1.263157894736842,72,0.397,1.263157894736842,7.298245614035087,416,870,0.457,8.8,5.67,1.67,0.8540000000000001,0.576,0.3649563318777292,173.40318300969648,1.5981534214941422,0.3955285729015803,1.9936819943957225,0.1597477666841828,151.0648124711093,0.1122270742358078,0.264033264033264,6.57125077784692,1.6048614205685794,0.6413710880095148,1.56,1.2,Southland,32.404999999999994,36,21,0.49909649122807004,28.448499999999992,10.0,0,153,Western Athletic,0.3042103218443831,49.50335570469798,7.55,56,1,153,0.6281087719298248,35.80220000000001,-1.24,60,73,63.0,0.6534122807017543,37.244499999999995,60,63.0,62,-0.13706938596491228,63,0.7153333333333333,0.7207547588135998,0.6099701551201341,0.7058648320402254,70,0.7049283868573903,66,1-3,5-5,7-4,23-9,91,91,0.631578947368421,57.0,0.06307017543859661,50.0,0.0,,0.0,,36.0,21.0,36-21,,,0.3022421671046094,84,75,68,79,69,92,89,90,91,64,62,26,41,92,92,88,72,92,78,89,41,30,48,22
70,127,Samford,59,2011,571,0.284,9.677966101694915,34.08474576271186,0.2839383391347588,266,4.508474576271187,507.0,352,6.25,407,1521,505,77,0.963,8.559322033898304,1.305084745762712,71,0.383,1.2033898305084745,7.305084745762712,431,900,0.448,9.3,4.03,1.53,0.831,0.526,0.3535126189491104,121.272195933562,1.117693294317974,1.078198377216162,2.195891671534136,0.1636001989060169,133.83644669718,0.1100537856847331,0.2465551181102362,7.224852071005917,0.9537879428530616,0.5631381420049244,2.32,0.6,Southern,30.0623,35,24,0.47559661016949156,28.060200000000002,10.0,0,122,Southern,0.29138602930055757,59.80201342281879,6.94,60,1,120,0.6032169491525425,35.58980000000001,-2.1,68,77,68.3,0.6287796610169489,37.097999999999985,70,69.0,68,-0.15119805084745763,70,0.6753333333333332,0.7061648860524735,0.6737314848913614,0.6991737041568064,71,0.7015315430294575,69,0-9,3-6,15-5,17-4,127,127,0.5932203389830508,59.0,0.08368983050847456,33.0,0.0,,0.0,,35.0,24.0,35-24,,,0.3037213679674211,82,75,56,77,58,86,79,79,91,87,78,48,23,83,86,90,74,83,72,67,24,71,9,71
71,60,Fla. Atlantic,57,1844,511,0.277,8.964912280701755,32.35087719298246,0.277114967462039,252,4.421052631578948,472.0,323,6.16,361,1416,490,42,0.978,8.596491228070175,0.7368421052631579,65,0.379,1.1403508771929824,6.526315789473684,372,845,0.458,7.9,3.91,1.53,0.837,0.514,0.3572443438914027,129.29710087835662,1.1916540433197476,0.455732078283266,1.6473861216030137,0.1811279826464208,139.4545116272014,0.1140271493212669,0.2323340471092077,6.883474576271186,1.370134938254475,0.5959852055943599,2.02,2.02,Conference USA,32.807399999999994,32,25,0.45768070175438624,26.087800000000016,10.0,0,85,CUSA,0.31137281676188433,72.09395973154363,5.91,69,1,90,0.5894263157894735,33.59729999999999,-3.11,82,71,74.0,0.6160087719298243,35.11249999999998,84,74.7,77,-0.17107114035087717,84,0.7699999999999999,0.6856430710306191,0.7223420349515555,0.698006059947585,72,0.6908857801621814,73,6-12,5-6,10-6,11-1,59,59,0.5614035087719298,57.0,-0.014164912280701714,150.0,0.0,,0.0,,32.0,25.0,32-25,,,0.3140459401704384,68,75,79,72,54,87,81,66,74,69,31,48,24,87,87,84,87,87,82,38,33,47,19,54
72,38,Grand Canyon,61,2030,588,0.29,9.63934426229508,33.278688524590166,0.2896551724137931,227,3.721311475409836,517.1,229,3.98,255,1552,585,59,0.973,9.59016393442623,0.9672131147540984,48,0.371,0.7868852459016393,5.868852459016393,358,855,0.421,8.6,3.32,1.3,0.792,0.65,0.3364880703223106,29.0708846976991,0.2679289563150164,1.255148290274455,1.5230772465894715,0.1315270935960591,108.20620302468744,0.0950188363331938,0.2629016553067186,4.438213111583832,0.8478771672730456,0.7231977866704772,2.59,2.78,Western Athletic,40.8287,39,21,0.5405416666666663,32.432499999999976,10.0,0,56,Western Athletic,0.2680758537799415,81.72818791946308,6.57,63,1,213,0.655495,39.3297,-1.69,62,85,70.0,0.6781016666666666,40.686099999999996,62,70.0,69,-0.14120833333333338,65,0.8206666666666665,0.7164807020663934,0.4975185434724215,0.6973923582632016,73,0.685200393695826,80,1-10,6-2,5-0,27-9,38,38,0.65,60.0,-0.030478333333333274,166.0,0.0,,0.0,,39.0,21.0,39-21,,,0.29616316510602136,92,74,86,78,84,62,61,86,53,91,55,88,86,60,62,83,43,60,30,88,91,77,93,82
73,33,Mercer,57,1927,553,0.287,9.701754385964913,33.80701754385965,0.2869745718733783,256,4.491228070175438,492.0,286,5.23,319,1476,511,41,0.98,8.964912280701755,0.7192982456140351,80,0.39,1.4035087719298245,7.508771929824562,428,962,0.499,8.9,3.8,1.51,0.889,0.631,0.3717495711835333,211.9492173746604,1.9534091649942664,0.936499028786654,2.8899081937809203,0.2122470160871821,161.29194874062708,0.1097770154373928,0.236896197327852,5.835365853658536,0.9404546562116102,0.6576625367802823,2.35,3.09,Southern,38.66699999999999,35,22,0.5058578947368421,28.833899999999996,10.0,0,61,Southern,0.31652304147808974,80.06711409395973,6.17,67,1,162,0.6343701754385965,36.1591,-2.59,74,69,70.0,0.6595578947368422,37.594800000000006,77,71.0,71,-0.16069219298245618,76,0.8413333333333333,0.6963608226907043,0.5916246972106027,0.6957926523361277,74,0.6813985190506897,83,0-6,7-8,8-4,20-4,33,33,0.6140350877192983,57.0,-0.06433333333333313,222.0,0.0,,0.0,,35.0,22.0,35-22,,,0.30583059162933335,77,74,88,75,82,97,96,83,94,82,66,52,51,95,97,93,97,95,71,45,58,72,60,72
