,Team,G,AB,H,BA,HPG,ABPG,HPAB,BB,BBPG,IP,ER,ERA,RA,PO,A,E,PCT,APG,EPG,RS,RPG,TB,SLG,KP9,WP9,WHIP,OBP,OPS,PYTHAG,wOBA,wRAA,oWAR_z,pWAR_z,fWAR,ISO,wRC+,BB%,BABIP,RA9,FIP,LOB%,K/BB,Rating,Conference
1,Florida St.,62,2256,789,0.35,12.725806451612904,36.38709677419355,0.3497340425531915,211.0,3.403225806451613,552.0,219,3.57,259,1656,644,60,0.975,10.387096774193548,0.967741935483871,562.0,9.064516129032258,1162,0.515,7.9,3.4402173913043477,1.2916666666666667,0.4151090342679128,0.9301090342679128,0.805,0.386053726825577,299.57487132366003,2.905594993133229,1.2040616735853824,4.109656666718612,0.16533687943262412,175.0136576453754,0.07983352251229663,0.3212570929725011,4.2228260869565215,0.37881299540359276,0.6933045572520754,2.2843601895734595,4.84,ACC
2,North Carolina,73,2601,820,0.315,11.232876712328768,35.63013698630137,0.3152633602460592,271.0,3.712328767123288,657.0,257,3.52,302,1971,765,73,0.974,10.479452054794521,1.0,535.0,7.328767123287672,1225,0.471,7.3,3.7123287671232874,1.3485540334855404,0.3859060402684564,0.8569060402684563,0.74,0.3618202841096795,180.5092093836,1.75076985823945,2.3425611404892996,4.093330998728749,0.15570934256055363,139.4656324422149,0.08952758506772382,0.28226415094339624,4.136986301369863,0.5737135676040452,0.7143597620008177,1.977859778597786,4.69,ACC
3,Rice,70,2412,749,0.311,10.7,34.457142857142856,0.310530679933665,232.0,3.3142857142857145,625.2,211,3.04,260,1877,821,85,0.969,11.728571428571428,1.2142857142857142,511.0,7.3,1123,0.466,7.9,3.3372402770378264,1.2428023032629558,0.3875857091302779,0.8535857091302779,0.775,0.36096317280453255,163.03869714818865,1.5813222919118968,2.1851065181552705,3.7664288100671675,0.1550580431177446,138.20833629017915,0.0821529745042493,0.28168438266557644,3.742802303262956,0.3227698528056781,0.7268078436903401,2.3793103448275863,4.64,Conference USA
4,Vanderbilt,67,2417,782,0.324,11.671641791044776,36.07462686567164,0.3235415804716591,180.0,2.6865671641791047,606.2,239,3.55,266,1820,695,69,0.973,10.373134328358208,1.0298507462686568,491.0,7.3283582089552235,1170,0.484,9.4,2.67032967032967,1.179478719894424,0.3815007429420505,0.8655007429420505,0.754,0.3605131911817853,156.9881364488747,1.5226375337547904,2.4489666929632032,3.971604226717994,0.16052958212660323,137.54825846904956,0.06505240332490062,0.29260318757662446,3.94919168591224,-0.2315050972742289,0.6884981039951422,3.511111111111111,4.54,SEC
5,Arizona St.,64,2294,791,0.345,12.359375,35.84375,0.34481255448997383,239.0,3.734375,569.1,267,4.22,326,1708,732,53,0.979,11.4375,0.828125,599.0,9.359375,1219,0.531,7.1,3.7781030444964867,1.4303285890001756,0.41498668695321417,0.9459866869532142,0.753,0.3893519882179676,327.704770589805,3.178428605992392,1.1843660350687522,4.362794641061145,0.18657367044463818,179.851875659954,0.08799705449189986,0.30571060541004724,5.155508697944121,0.6545905958366103,0.6472504133522654,1.887029288702929,4.48,Pac-12
6,South Carolina,66,2347,705,0.3,10.681818181818182,35.56060606060606,0.3003834682573498,250.0,3.787878787878788,597.1,261,3.93,304,1792,609,65,0.974,9.227272727272727,0.9848484848484849,520.0,7.878787878787879,1192,0.508,9.1,3.766741071428571,1.3448333612460224,0.37853949329359166,0.8865394932935917,0.728,0.36963057790782733,210.36646910869402,2.0403572458016854,1.946634449096804,3.9869916948984896,0.20758738277919864,150.92254857400792,0.091441111923921,0.24957841483979765,4.582147044046223,0.18916470058356488,0.6733395365411189,2.424,4.34,SEC
7,Texas,63,2118,669,0.316,10.619047619047619,33.61904761904762,0.31586402266288954,170.0,2.6984126984126986,561.1,216,3.46,254,1684,618,58,0.975,9.80952380952381,0.9206349206349206,445.0,7.063492063492063,1058,0.5,7.2,2.725653206650831,1.2350739618606308,0.3810316139767055,0.8810316139767055,0.736,0.3607738572574178,142.9401964661869,1.386385704964269,1.3944161269531992,2.780801831917468,0.18357715903728172,137.93062940721236,0.0681635926222935,0.27803521779425394,4.074140081981821,0.29017312560452513,0.6925418350704505,2.635294117647059,4.33,Big 12
8,Wichita St.,75,2597,776,0.299,10.346666666666666,34.626666666666665,0.2988063149788217,179.0,2.3866666666666667,669.0,199,2.68,249,2007,772,73,0.974,10.293333333333333,0.9733333333333334,476.0,6.346666666666667,1107,0.426,9.0,2.4080717488789234,1.1121076233183858,0.3550522648083624,0.7810522648083624,0.766,0.32323451032644906,-77.72906782470396,-0.7538989812278569,3.2952074775570486,2.541308496329192,0.12750385208012327,82.86417985413905,0.05962691538974017,0.2741812642802742,3.3497757847533634,-0.22368826824560625,0.7348149856281588,3.7430167597765363,4.02,Missouri Valley
9,Oklahoma St.,63,2232,713,0.319,11.317460317460318,35.42857142857143,0.3194444444444444,161.0,2.5555555555555554,557.1,262,4.23,305,1672,638,70,0.971,10.126984126984127,1.1111111111111112,484.0,7.682539682539683,1157,0.518,7.8,2.59988038277512,1.374977562376593,0.3743961352657005,0.8923961352657005,0.7,0.3677354788069074,185.35192439914448,1.7977396472613567,1.4906158431893535,3.2883554904507104,0.19883564711150917,148.14262863478297,0.06318681318681318,0.27645502645502645,4.92730210016155,0.11455060272248978,0.6521461831755061,3.0062111801242235,3.94,Big 12
10,Ole Miss,65,2292,706,0.308,10.861538461538462,35.261538461538464,0.3080279232111693,235.0,3.6153846153846154,587.2,234,3.58,280,1763,629,60,0.976,9.676923076923076,0.9230769230769231,409.0,6.292307692307692,997,0.435,8.6,3.5989790130459447,1.3044959128065394,0.3823641201064234,0.8173641201064235,0.667,0.34507021433850704,60.902498104155974,0.5906970527229441,1.757735697778713,2.348432750501657,0.12690798081116442,114.89496333172478,0.0868440502586844,0.2808747855917667,4.291553133514986,0.2575593927188875,0.6893417270552363,2.382978723404255,3.89,SEC
