,team,power_rating,conference,week,year
1,Georgia,31.6,SEC,16,2022
2,Alabama,28.0,SEC,16,2022
3,Ohio State,27.5,Big Ten,16,2022
4,Michigan,26.7,Big Ten,16,2022
5,Tennessee,23.2,SEC,16,2022
6,Texas,20.5,Big 12,16,2022
7,Penn State,20.2,Big Ten,16,2022
8,Utah,18.6,Pac-12,16,2022
9,TCU,18.0,Big 12,16,2022
10,Clemson,17.1,ACC,16,2022
11,Kansas State,16.9,Big 12,16,2022
12,LSU,16.4,SEC,16,2022
13,Oregon,15.7,Pac-12,16,2022
14,USC,15.0,Pac-12,16,2022
15,Florida State,14.0,ACC,16,2022
16,Mississippi State,13.5,SEC,16,2022
17,Ole Miss,13.4,SEC,16,2022
18,Washington,12.8,Pac-12,16,2022
19,Minnesota,12.7,Big Ten,16,2022
20,Oregon State,12.6,Pac-12,16,2022
21,Illinois,11.9,Big Ten,16,2022
22,Oklahoma,11.8,Big 12,16,2022
23,Notre Dame,11.2,FBS Independents,16,2022
24,UCLA,10.8,Pac-12,16,2022
25,Tulane,10.2,American Athletic,16,2022
26,Louisville,9.6,ACC,16,2022
27,Baylor,9.5,Big 12,16,2022
28,Iowa,9.1,Big Ten,16,2022
29,Maryland,8.8,Big Ten,16,2022
30,Cincinnati,8.8,American Athletic,16,2022
31,Arkansas,8.5,SEC,16,2022
32,Kentucky,8.4,SEC,16,2022
33,Florida,8.3,SEC,16,2022
34,Oklahoma State,8.0,Big 12,16,2022
35,UCF,7.8,American Athletic,16,2022
36,Texas Tech,7.8,Big 12,16,2022
37,Wisconsin,7.7,Big Ten,16,2022
38,Pittsburgh,7.7,ACC,16,2022
39,Texas A&M,7.5,SEC,16,2022
40,South Carolina,7.4,SEC,16,2022
41,Wake Forest,7.3,ACC,16,2022
42,North Carolina,6.4,ACC,16,2022
43,NC State,6.1,ACC,16,2022
44,Washington State,5.6,Pac-12,16,2022
45,Purdue,5.3,Big Ten,16,2022
46,Iowa State,5.3,Big 12,16,2022
47,Auburn,5.3,SEC,16,2022
48,Memphis,4.8,American Athletic,16,2022
49,Missouri,4.6,SEC,16,2022
50,Duke,4.6,ACC,16,2022
51,UTSA,4.3,Conference USA,16,2022
52,Boise State,4.2,Mountain West,16,2022
53,Troy,4.0,Sun Belt,16,2022
54,Houston,3.8,American Athletic,16,2022
55,James Madison,3.6,Sun Belt,16,2022
56,Syracuse,3.5,ACC,16,2022
57,Air Force,3.4,Mountain West,16,2022
58,South Alabama,3.2,Sun Belt,16,2022
59,Fresno State,3.1,Mountain West,16,2022
60,Michigan State,3.0,Big Ten,16,2022
61,Western Kentucky,3.0,Conference USA,16,2022
62,West Virginia,2.8,Big 12,16,2022
63,SMU,2.8,American Athletic,16,2022
64,Kansas,2.7,Big 12,16,2022
65,East Carolina,0.9,American Athletic,16,2022
66,Marshall,0.5,Sun Belt,16,2022
67,App State,0.5,Sun Belt,16,2022
68,BYU,-0.7,FBS Independents,16,2022
69,UAB,-0.7,Conference USA,16,2022
70,Louisiana,-1.1,Sun Belt,16,2022
71,Nebraska,-1.4,Big Ten,16,2022
72,Miami,-1.9,ACC,16,2022
73,California,-2.6,Pac-12,16,2022
74,Army,-2.7,FBS Independents,16,2022
75,Arizona,-2.9,Pac-12,16,2022
76,North Texas,-3.1,Conference USA,16,2022
77,Arizona State,-3.5,Pac-12,16,2022
78,Liberty,-3.5,FBS Independents,16,2022
79,Toledo,-4.0,Mid-American,16,2022
80,Coastal Carolina,-4.0,Sun Belt,16,2022
81,Georgia State,-4.7,Sun Belt,16,2022
82,San Diego State,-5.3,Mountain West,16,2022
83,Tulsa,-5.5,American Athletic,16,2022
84,Navy,-5.6,American Athletic,16,2022
85,Southern Miss,-5.6,Sun Belt,16,2022
86,San José State,-5.7,Mountain West,16,2022
87,Ohio,-5.9,Mid-American,16,2022
88,Stanford,-5.9,Pac-12,16,2022
89,Florida Atlantic,-6.0,Conference USA,16,2022
90,Indiana,-6.0,Big Ten,16,2022
91,Vanderbilt,-6.4,SEC,16,2022
92,Virginia,-6.5,ACC,16,2022
93,Georgia Southern,-6.7,Sun Belt,16,2022
