,team,conference,avg_talent,season,sp_conf_rating,firstDowns,fourthDownConversions,fourthDowns,fumblesLost,fumblesRecovered,games,interceptionTDs,interceptionYards,interceptions,kickReturnTDs,kickReturnYards,kickReturns,netPassingYards,passAttempts,passCompletions,passesIntercepted,passingTDs,penalties,penaltyYards,possessionTime,puntReturnTDs,puntReturnYards,puntReturns,rushingAttempts,rushingTDs,rushingYards,sacks,tacklesForLoss,thirdDownConversions,thirdDowns,totalYards,turnovers,total_turnovers,thirdDownConversionRate,fourthDownConversionRate,possessionTimeMinutes,color,alt_color,logo,qb_average_ppa,qb_total_ppa,fpi,fpi_rank,fpi_sor,fpi_sos,def_eff,off_eff,special_eff,games_played,wins,losses,conference_games,conference_wins,conference_losses,Offense_success_rate,Defense_success_rate,Offense_explosiveness,Defense_explosiveness,Offense_ppa,Offense_power_success,Offense_stuff_rate,Defense_power_success,Defense_stuff_rate,Defense_ppa,Offense_points_per_opportunity,Defense_points_per_opportunity,Defense_havoc_total,Offense_field_position_average_predicted_points,Defense_field_position_average_predicted_points,Offense_field_position_average_start,Defense_field_position_average_start,sp_conf_scaled,total_turnovers_scaled,possession_scaled,third_down_scaled,offense_avg_field_position_scaled,defense_avg_field_position_scaled,offense_ppo_scaled,offense_success_scaled,offense_explosive,talent_scaled,defense_ppo_scaled,penalties_scaled,offense_ppa_scaled,defense_ppa_scaled,defense_success_scaled,defense_explosive,adjusted_metric,average_metric,in_house_pr,ranking,power_ranking,calculated_rank,combined_rank,PBR,PBR_rank,STM,STM_rank,DCE,DCE_rank,DefensivePossessionTime,DDE,DDE_rank,offensive_total,offensive_rank,defensive_total,defensive_rank,talent_scaled_rank,offense_success_rank,defense_success_rank,offense_explosive_rank,defense_explosive_rank,total_turnovers_rank,penalties_rank,power_rating,avg_expected_wins,SOS,wins_above_average,wins_above_good,wins_above_elite,SOR,most_deserving_wins,most_deserving
0,Michigan,Big Ten,80.97203904884906,2023,75.90519608351033,297.0,17.0,22.0,3.0,9.0,15.0,4.0,419.0,5.0,1.0,251.0,18.0,3205.0,361.0,260.0,18.0,24.0,45.0,412.0,29002.0,1.0,316.0,31.0,563.0,40.0,2536.0,38.0,84.0,74.0,173.0,5741.0,8.0,1.0,62.09531502423265,91.93392141138735,483.37,#00274c,#ffcb05,"['http://a.espncdn.com/i/teamlogos/ncaa/500/130.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/130.png']",0.125,62.455000000000005,27.625,1.0,2.0,33.0,91.352,88.226,54.858,15,15,0,10,10,0,62.59323432837607,91.57293818900126,34.504598019637484,70.49531344547614,65.1397767125858,69.12525354969574,22.85054498828986,68.75876577840114,37.54201173718553,98.60435558256597,85.71334651000889,92.18767159684704,69.48691553420032,74.03278688524591,1.0,67.4,75.6,7.8095632803191215,100.0,100.0,62.09531502423265,73.4166666666666,10.0,85.71334651000889,62.59323432837607,34.504598019637484,827.0185368077186,92.18767159684705,88.1358189081225,65.1397767125858,98.60435558256597,91.57293818900128,70.49531344547617,243.8456927750006,70.4850360462738,32.3,1.0,119.81376452084588,2.0,1.5595915912225435,0.49817504888138897,1.0,32.33799283154121,37.0,2491.85624513674,4.0,416.63,185.20000000000002,47.0,413.95954099383977,19,460.1610563294771,7,14.0,16.0,6.0,99.0,15.0,1.0,5.0,28.9,0.8147333333333333,19,8.58,5.34,2.85,1,3.69,1
1,Georgia,SEC,97.48645445567122,2023,100.0,363.0,9.0,12.0,7.0,3.0,14.0,1.0,135.0,7.0,1.0,610.0,25.0,4274.0,456.0,328.0,14.0,29.0,62.0,601.0,28119.0,50.5,260.0,24.0,501.0,40.0,2676.0,29.0,72.0,89.0,165.0,6950.0,14.0,41.61538461538461,97.8248788368336,88.32959101844428,468.65,#ba0c2f,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/61.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/61.png']",0.476,80.08866666666667,24.777,6.0,7.0,37.0,74.455,88.149,48.128,14,13,1,9,8,1,84.24663425579655,74.36594095431289,41.747813707511,58.090996154996276,84.81869589241181,69.57512315270938,35.54349866729576,61.294193548387085,37.03006632277082,74.6363238057669,95.34561570483173,62.05716057036577,49.0581704535129,40.075662042875166,17.918558077436586,70.9,73.7,10.0,59.38461538461538,91.13846153846151,97.8248788368336,41.333333333333265,6.237623762376273,95.34561570483173,84.24663425579655,41.747813707511,977.1495859606473,62.057160570365774,63.22103861517976,84.81869589241181,74.6363238057669,74.36594095431289,58.09099615499628,223.3271268775626,69.65106746179923,24.7,2.0,115.35062665246329,3.0,5.77808403058782,0.6150542441351493,6.0,38.03333333333333,13.0,2778.3156087372217,1.0,371.35,135.6,121.0,451.3530434234314,4,385.39323943403633,49,2.0,3.0,19.0,82.0,45.0,43.0,51.0,27.1,0.7943846153846154,14,7.07,4.22,1.65,4,2.588,5
2,Ohio State,Big Ten,96.49367165539772,2023,75.90519608351033,272.0,10.0,18.0,6.0,4.0,13.0,3.0,230.0,7.0,1.0,259.0,13.0,3498.0,400.0,255.0,7.0,26.0,74.0,579.0,22955.0,1.0,75.0,17.0,431.0,20.0,1805.0,28.0,70.0,72.0,168.0,5303.0,13.0,54.30769230769231,62.38319870759288,57.4625501202887,382.58,#ce1141,#505056,"['http://a.espncdn.com/i/teamlogos/ncaa/500/194.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/194.png']",0.25233333333333335,68.20233333333333,27.485,2.0,6.0,7.0,86.658,83.397,44.2,13,11,2,9,8,1,56.54476092914348,82.89736508984589,40.35011185007028,77.8729261319667,65.72174052108346,73.6284482758621,25.85118992129339,81.82981090100114,60.667363865849254,94.37816946774785,67.03258201095854,90.70384853831845,44.44538268474594,41.69861286254729,19.901201602136183,71.2,74.2,7.8095632803191215,46.69230769230769,39.32374581939797,62.38319870759288,38.58333333333329,7.227722772277247,67.03258201095854,56.54476092914348,40.35011185007028,968.1242877763427,90.70384853831847,66.12117177097204,65.72174052108346,94.37816946774784,82.89736508984592,77.87292613196671,199.24340027780266,69.62751233164295,15.9,4.0,109.84591666992901,4.0,4.908915940818808,0.598063706603094,4.0,27.334841628959275,80.0,1802.5122202509338,46.0,397.42,138.8,114.0,370.8274463709585,42,508.2506855968655,1,3.0,27.0,14.0,87.0,4.0,78.0,41.0,24.9,0.76225,5,5.62,3.03,0.82,8,1.639,8
3,Alabama,SEC,100.0,2023,100.0,277.0,5.0,7.0,5.0,7.0,14.0,1.0,125.0,6.0,1.0,533.0,25.0,3086.0,325.0,208.0,12.0,23.0,78.0,655.0,25815.0,50.5,178.0,21.0,561.0,32.0,2417.0,40.0,84.0,82.0,182.0,5503.0,11.0,28.92307692307692,69.38836833602586,82.66110665597435,430.25,#9e1632,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/333.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/333.png']",0.20600000000000002,71.3565,24.925,5.0,4.0,5.0,80.844,76.211,61.941,14,12,2,9,9,0,51.127617841862985,87.6429623351168,60.3924411028805,39.271867961288365,62.643284237998486,90.22413793103448,24.853452256263743,64.87096774193552,62.62721258856226,61.86625454811488,81.17467350492463,43.09227446353216,58.795303517534805,53.05926860025221,13.028037383177548,69.4,74.4,10.0,72.07692307692307,68.02140468227424,69.38836833602586,55.083333333333265,7.623762376237664,81.17467350492463,51.127617841862985,60.3924411028805,999.9999999999998,43.09227446353218,56.10252996005326,62.643284237998486,61.866254548114874,87.6429623351168,39.271867961288386,205.95524788969686,60.490738004543665,18.4,7.0,103.74787216439847,5.0,9.587690714486438,0.6550000000000001,9.0,34.796190476190475,27.0,2377.837959336888,9.0,409.75,180.4,59.0,423.474875475217,10,372.39957702172757,55,1.0,41.0,8.0,19.0,102.0,16.0,70.0,22.4,0.7141538461538463,1,7.27,4.55,1.82,3,2.881,3
4,Penn State,Big Ten,80.18044518726735,2023,75.90519608351033,292.0,20.0,26.0,6.0,12.0,13.0,1.0,177.0,2.0,1.0,372.0,16.0,2795.0,412.0,246.0,12.0,30.0,65.0,563.0,25370.0,100.0,336.0,29.0,515.0,26.0,2407.0,50.0,112.0,75.0,185.0,5202.0,8.0,8.615384615384613,54.962197092084,91.37818765036087,422.83,#041E42,#FFFFFF,"['http://a.espncdn.com/i/teamlogos/ncaa/500/213.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/213.png']",0.2635,66.403,25.618,3.0,11.0,32.0,89.424,66.931,64.921,13,10,3,9,7,2,59.4939545344765,100.0,16.278457198822622,47.891858386237004,57.37211593715263,72.48584662892435,3.2125837640496826,44.235732009925556,5.036845983787771,100.0,89.93432007400556,83.43311555152845,87.44321039615606,77.15384615384616,29.285714285714278,66.8,72.5,7.8095632803191215,92.38461538461539,63.554515050167225,54.962197092084,78.91666666666669,3.861386138613881,89.93432007400556,59.4939545344765,16.278457198822622,819.8222289751577,83.43311555152846,68.23035952063915,57.37211593715263,100.0,100.0,47.891858386237026,228.047793041408,63.50606434278146,26.5,5.0,103.52783282485176,6.0,6.468507532041352,0.6867342456715211,11.0,40.536206896551725,6.0,2409.711108543442,7.0,357.17,227.2,9.0,375.93112429127746,37,409.88326621719307,27,15.0,19.0,1.0,125.0,80.0,2.0,32.0,22.3,0.8075,16,3.84,1.3,-0.64,12,0.07,13
5,Notre Dame,FBS Independents,83.22873964901619,2023,31.408278505931722,273.0,10.0,17.0,8.0,8.0,13.0,2.0,252.0,9.0,34.0,575.0,22.0,3205.0,351.0,227.0,16.0,31.0,69.0,623.0,24019.0,50.5,168.0,15.0,457.0,28.0,2414.0,29.0,71.0,66.0,146.0,5619.0,17.0,31.46153846153846,69.90016155088854,62.63881315156375,400.32,#0c2340,#c99700,"['http://a.espncdn.com/i/teamlogos/ncaa/500/87.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/87.png']",0.6890000000000001,98.016,20.776,10.0,17.0,48.0,77.941,78.304,57.082,13,10,3,0,0,0,71.8425135658386,91.66630345476034,53.91884218624571,54.82734974680616,74.5266654585204,50.073275862068954,31.031750874331983,48.61290322580646,31.661317525256734,97.67534264849648,90.12251387604071,80.33093614383135,63.72341747368101,47.815889029003785,59.68624833110812,70.3,69.1,3.7643889550847023,69.53846153846153,50.00334448160535,69.90016155088854,46.83333333333335,-2.871287128712879,90.12251387604071,71.8425135658386,53.91884218624571,847.533996809238,80.33093614383137,60.32090545938748,74.5266654585204,97.67534264849647,91.66630345476035,54.82734974680617,229.73248241365232,74.07616951011128,27.1,8.0,102.74949464241583,7.0,13.806183153851716,0.7350737579205617,15.0,36.13636363636363,23.0,1982.5717246940067,31.0,379.68,173.0,69.0,419.3314508520502,12,464.46040107606564,6,11.0,7.0,5.0,34.0,56.0,21.0,57.0,22.0,0.8344166666666667,33,3.75,1.14,-0.95,15,-0.349,14
6,Oregon,Big Ten,85.03906404315127,2023,75.90519608351033,369.0,19.0,25.0,2.0,6.0,14.0,1.0,58.0,5.0,1.0,308.0,20.0,4857.0,514.0,397.0,12.0,49.0,93.0,848.0,26079.0,1.0,201.0,21.0,437.0,33.0,2583.0,34.0,71.0,79.0,155.0,7440.0,7.0,21.307692307692307,88.32471728594508,89.91740176423417,434.65,#007030,#fee11a,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2483.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2483.png']",0.5830000000000001,101.63066666666667,25.043,4.0,10.0,52.0,73.578,93.321,35.343,14,12,2,10,8,2,99.99999999999997,70.32119933980081,45.698001527087484,60.75787012868051,97.3946306541456,79.51724137931038,28.020689262695093,74.80645161290323,52.67044233154195,77.32317154177954,100.00000000000001,68.11188980835063,49.96501604326579,43.446406052963425,12.499332443257657,70.7,74.3,7.8095632803191215,79.69230769230768,70.67023411371235,88.32471728594508,43.16666666666662,7.425742574257441,100.00000000000001,99.99999999999997,45.698001527087484,863.9914913013752,68.11188980835064,30.660452729693745,97.3946306541456,77.32317154177954,70.32119933980081,60.75787012868052,230.11963959990862,75.24914553191566,27.2,3.0,100.92559252559457,1.0,5.343499985703314,0.9814911472365448,45.0,28.57142857142857,68.0,2712.641636715563,3.0,405.35,153.0,96.0,494.07696887620193,2,416.4903572063143,23,9.0,1.0,31.0,68.0,36.0,5.0,120.0,21.3,0.8674615384615384,52,4.89,1.88,-0.3,11,0.33,11
7,LSU,SEC,86.43873736990048,2023,100.0,334.0,6.0,15.0,3.0,4.0,13.0,1.0,107.0,5.0,1.0,399.0,22.0,4407.0,411.0,286.0,10.0,44.0,79.0,672.0,22504.0,1.0,74.0,7.0,430.0,34.0,2658.0,31.0,73.0,71.0,130.0,7065.0,8.0,34.0,100.00000000000001,32.756214915797926,375.07,#461d7c,#fdd023,"['http://a.espncdn.com/i/teamlogos/ncaa/500/99.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/99.png']",0.491,122.682,20.874,9.0,13.0,10.0,37.119,97.503,37.895,13,10,3,8,6,2,98.01099567907815,40.94986622406236,61.77515062596498,31.220217674367888,99.99999999999999,51.31738708110734,8.974035388453466,11.219354838709677,71.24825800376648,15.290100524842416,92.0306353818928,26.95720581089458,41.1080457909582,36.95460277427489,28.228304405874496,71.3,73.0,10.0,67.0,34.80267558528428,100.00000000000001,37.66666666666668,4.851485148514882,92.0306353818928,98.01099567907815,61.77515062596498,876.7157942718225,26.957205810894592,53.861517976031955,99.99999999999999,15.290100524842401,40.949866224062376,31.220217674367888,205.8364206334599,57.8743884547193,18.3,11.0,97.58994875763229,8.0,15.826057079376614,0.766496970159122,17.0,30.407792207792212,51.0,1683.975836777497,56.0,404.93,137.4,115.0,449.06280693077156,5,225.11330748251788,132,6.0,2.0,99.0,17.0,117.0,22.0,77.0,20.0,0.7792500000000001,9,4.9,2.19,-0.35,10,0.395,10
8,Texas,SEC,86.41015725898352,2023,100.0,323.0,19.0,31.0,9.0,8.0,14.0,2.0,210.0,9.0,34.0,636.0,33.0,4047.0,475.0,317.0,16.0,25.0,92.0,731.0,26223.0,100.0,393.0,27.0,527.0,29.0,2638.0,29.0,79.0,71.0,185.0,6685.0,18.0,34.0,48.05298869143779,66.5607056936648,437.05,#c15d26,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/251.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/251.png']",0.357,86.0835,23.196,7.0,5.0,13.0,83.977,76.615,60.972,14,12,2,10,9,1,54.69603206072276,73.08769652865232,47.05939448909626,47.317525562772516,58.75309449370741,24.1450077200206,46.96514050905788,99.76632572777342,18.268873046598372,69.00122475678927,57.170886162050394,58.94716317020979,53.58216857506433,61.04918032786884,21.09078771695596,69.1,73.6,10.0,67.0,72.11505016722407,48.05298869143779,57.83333333333338,6.03960396039605,57.170886162050394,54.69603206072276,47.05939448909626,876.4559750816684,58.947163170209784,46.08388814913449,58.75309449370741,69.00122475678927,73.08769652865233,47.317525562772516,181.30286363301212,58.319161315290096,9.3,6.0,96.0549387008817,9.0,10.022274759370944,0.8340407513701817,20.0,38.32828282828283,11.0,1842.961857930531,45.0,402.95,177.8,64.0,349.83873576252415,58,387.4795965097517,43,7.0,32.0,24.0,65.0,83.0,22.0,95.0,19.3,0.8305,29,6.27,2.96,0.39,9,1.213,9
9,Oklahoma,SEC,85.50048241282384,2023,100.0,332.0,13.0,19.0,11.0,6.0,13.0,4.0,344.0,9.0,1.0,442.0,21.0,4223.0,453.0,310.0,20.0,34.0,88.0,756.0,22662.0,50.5,137.0,23.0,521.0,32.0,2368.0,23.0,94.0,87.0,178.0,6591.0,20.0,34.0,81.63941841680129,77.88179631114677,377.7,#a32036,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/201.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/201.png']",0.544,134.312,22.492,8.0,12.0,54.0,76.697,84.36,33.868,13,10,3,9,7,2,70.94092967735136,71.97062964841405,52.095070477646175,28.730352231473148,71.5812097280138,92.13608374384236,52.43009844125863,100.00000000000003,1.0,72.70995138877595,79.3444727104533,65.2759337142474,59.9790341993605,40.32534678436318,34.176234979973316,70.8,72.1,10.0,67.0,36.385953177257505,81.63941841680129,42.250000000000014,3.069306930693074,79.3444727104533,70.94092967735136,52.095070477646175,868.186203752944,65.27593371424742,42.788282290279625,71.5812097280138,72.70995138877595,71.97062964841408,28.730352231473148,196.05566308861722,61.33802385861242,14.7,17.0,91.64825778825477,10.0,20.53053014246209,0.8707809416136859,25.0,28.30414078674948,71.0,2403.0839565447945,8.0,402.3,165.20000000000002,79.0,458.85321156292883,3,373.8631019628839,54,8.0,8.0,27.0,38.0,120.0,22.0,109.0,17.6,0.8583846153846154,47,4.49,1.27,-1.09,13,-0.351,15
