,Team,Date,Opponent,Location,Result,home_team,away_team,home_score,away_score,home_elo,away_elo,home_rating,away_rating,home_win_prob,Spread,elo_win_prob,PEAR,resume_quality,home_net,away_net,avg_net,TQ,WP,NED,GQI
0,Texas A&M,2025-02-06,Utah St.,Home,W11 - 5,Texas A&M,Utah St.,11,5,1819.12,1365.73,4.15,0.1,0.7912,5.13,93.15,Texas A&M -5.13,0.2076,2.0,118.0,60.0,0.802675585284281,0.41759999999999997,0.6120401337792643,7.1
1,Texas A&M,2025-02-06,Purdue,Home,W10 - 2(5 Innings),Texas A&M,Purdue,10,2,1819.12,1544.4,4.15,2.59,0.6255,2.45,82.94,Texas A&M -2.45,0.3728,2.0,61.0,31.5,0.8979933110367893,0.7490000000000001,0.802675585284281,8.6
2,Texas A&M,2025-02-07,Baylor,Home,W10 - 7,Texas A&M,Baylor,10,7,1819.12,1551.01,4.15,2.35,0.6437999999999999,2.68,82.4,Texas A&M -2.68,0.35450000000000004,2.0,75.0,38.5,0.8745819397993311,0.7124000000000001,0.7558528428093645,8.3
3,Texas A&M,2025-02-08,Abilene Christian,Home,W1 - 0,Texas A&M,Abilene Christian,1,0,1819.12,1306.66,4.15,-1.56,0.8674,6.82,95.03,Texas A&M -6.82,0.13180000000000003,2.0,218.0,110.0,0.6354515050167224,0.2652000000000001,0.2775919732441472,5.3
4,Texas A&M,2025-02-08,Villanova,Home,W8 - 0(5 Innings),Texas A&M,Villanova,8,0,1819.12,1378.63,4.15,0.58,0.7639,4.64,92.66,Texas A&M -4.64,0.2348,2.0,120.0,61.0,0.7993311036789298,0.47219999999999995,0.6053511705685619,7.1
5,Texas A&M,2025-02-09,Purdue,Home,W11 - 0(5 Innings),Texas A&M,Purdue,11,0,1819.12,1544.4,4.15,2.59,0.6255,2.45,82.94,Texas A&M -2.45,0.3728,2.0,61.0,31.5,0.8979933110367893,0.7490000000000001,0.802675585284281,8.6
6,Texas A&M,2025-02-13,Wichita St.,Neutral,W9 - 1,Wichita St.,Texas A&M,1,9,1470.24,1819.12,1.61,4.15,0.3025,-3.23,11.83,Texas A&M -3.23,0.3590000000000001,89.0,2.0,45.5,0.8511705685618729,0.605,0.7090301003344481,7.9
7,Texas A&M,2025-02-14,UCF,Neutral,W9 - 1(5 Innings),Texas A&M,UCF,9,1,1819.12,1591.77,4.15,3.15,0.5815,1.52,78.73,Texas A&M -1.52,0.4818,2.0,43.0,22.5,0.9280936454849499,0.837,0.862876254180602,9.0
8,Texas A&M,2025-02-15,Oklahoma St.,Neutral,L5 - 6,Oklahoma St.,Texas A&M,6,5,1639.2,1819.12,3.54,4.15,0.45,-1.04,26.2,Texas A&M -1.04,-0.48619999999999997,23.0,2.0,12.5,0.9615384615384616,0.9,0.9297658862876255,9.5
9,Texas A&M,2025-02-15,Virginia,Neutral,W4 - 3(8 Innings),Virginia,Texas A&M,3,4,1629.28,1819.12,3.54,4.15,0.45,-1.06,25.11,Texas A&M -1.06,0.5138,28.0,2.0,15.0,0.9531772575250836,0.9,0.9130434782608696,9.4
10,Texas A&M,2025-02-16,Charlotte,Neutral,W4 - 2,Texas A&M,Charlotte,4,2,1819.12,1517.79,4.15,2.25,0.6514,2.53,85.0,Texas A&M -2.53,0.40880000000000005,2.0,78.0,40.0,0.8695652173913043,0.6972,0.745819397993311,8.2
11,Texas A&M,2025-02-21,Florida A&M,Away,W11 - 2,Florida A&M,Texas A&M,2,11,1411.98,1819.12,0.28,4.15,0.2187,-4.31,8.76,Texas A&M -4.31,0.32000000000000006,152.0,2.0,77.0,0.745819397993311,0.4374,0.4983277591973244,6.6
12,Texas A&M,2025-02-21,Florida A&M,Home,W12 - 1(5 Innings),Texas A&M,Florida A&M,12,1,1819.12,1411.98,4.15,0.28,0.7813,4.91,91.24,Texas A&M -4.91,0.21750000000000003,2.0,152.0,77.0,0.745819397993311,0.4374,0.4983277591973244,6.6
13,Texas A&M,2025-02-22,Florida St.,Away,W6 - 3(8 Innings),Florida St.,Texas A&M,3,6,1762.35,1819.12,4.18,4.15,0.5025,0.18,41.9,Florida St. -0.18,0.6292,4.0,2.0,3.0,0.9933110367892977,0.9950000000000001,0.9933110367892977,9.9
14,Texas A&M,2025-02-22,Florida St.,Away,W11 - 4,Florida St.,Texas A&M,4,11,1762.35,1819.12,4.18,4.15,0.5025,0.18,41.9,Florida St. -0.18,0.6292,4.0,2.0,3.0,0.9933110367892977,0.9950000000000001,0.9933110367892977,9.9
15,Texas A&M,2025-02-23,Southeastern La.,Neutral,W3 - 2,Texas A&M,Southeastern La.,3,2,1819.12,1630.93,4.15,3.04,0.5903,1.55,74.71,Texas A&M -1.55,0.4727,2.0,44.0,23.0,0.9264214046822743,0.8193999999999999,0.8595317725752508,9.0
16,Texas A&M,2025-02-27,Texas St.,Home,W9 - 1(5 Innings),Texas A&M,Texas St.,9,1,1819.12,1522.54,4.15,2.44,0.637,2.63,84.65,Texas A&M -2.63,0.36130000000000007,2.0,54.0,28.0,0.9096989966555183,0.726,0.8260869565217391,8.6
17,Texas A&M,2025-02-27,Princeton,Home,W5 - 0,Texas A&M,Princeton,5,0,1819.12,1489.03,4.15,1.72,0.6898000000000001,3.4,86.99,Texas A&M -3.4,0.3086,2.0,91.0,46.5,0.8478260869565217,0.6203999999999998,0.7023411371237458,7.9
18,Texas A&M,2025-02-28,George Washington,Home,W12 - 0(5 Innings),Texas A&M,George Washington,12,0,1819.12,1355.38,4.15,-0.13,0.8034,5.36,93.52,Texas A&M -5.36,0.19540000000000002,2.0,158.0,80.0,0.7357859531772575,0.3932,0.4782608695652174,6.4
19,Texas A&M,2025-03-01,Texas Tech,Home,L2 - 7,Texas A&M,Texas Tech,2,7,1819.12,1863.92,4.15,4.21,0.4951,0.12,43.59,Texas A&M -0.12,-0.49689999999999995,2.0,6.0,4.0,0.9899665551839465,0.9902,0.9866220735785953,9.9
20,Texas A&M,2025-03-02,Idaho St.,Home,W4 - 1,Texas A&M,Idaho St.,4,1,1819.12,1473.11,4.15,1.86,0.6799,3.27,87.99,Texas A&M -3.27,0.3184999999999999,2.0,71.0,36.5,0.8812709030100334,0.6402000000000001,0.7692307692307692,8.2
21,Texas A&M,2025-03-02,Texas Tech,Home,W7 - 6,Texas A&M,Texas Tech,7,6,1819.12,1863.92,4.15,4.21,0.4951,0.12,43.59,Texas A&M -0.12,0.5031000000000001,2.0,6.0,4.0,0.9899665551839465,0.9902,0.9866220735785953,9.9
22,Texas A&M,2025-03-07,Florida,Home,W3 - 2,Texas A&M,Florida,3,2,1819.12,1749.28,4.15,4.11,0.5033,0.52,59.92,Texas A&M -0.52,0.4949,2.0,7.0,4.5,0.9882943143812709,0.9934000000000001,0.9832775919732442,9.9
23,Texas A&M,2025-03-08,Florida,Home,L4 - 12(6 Innings),Texas A&M,Florida,4,12,1819.12,1749.28,4.15,4.11,0.5033,0.52,59.92,Texas A&M -0.52,-0.5051,2.0,7.0,4.5,0.9882943143812709,0.9934000000000001,0.9832775919732442,9.9
24,Texas A&M,2025-03-09,Florida,Home,L2 - 4,Texas A&M,Florida,2,4,1819.12,1749.28,4.15,4.11,0.5033,0.52,59.92,Texas A&M -0.52,-0.5051,2.0,7.0,4.5,0.9882943143812709,0.9934000000000001,0.9832775919732442,9.9
25,Texas A&M,2025-03-14,Auburn,Away,W5 - 4(8 Innings),Auburn,Texas A&M,4,5,1637.36,1819.12,3.37,4.15,0.4362,-0.91,25.99,Texas A&M -0.91,0.5652,29.0,2.0,15.5,0.9515050167224081,0.8724,0.9096989966555185,9.3
26,Texas A&M,2025-03-15,Auburn,Away,W13 - 2(5 Innings),Auburn,Texas A&M,2,13,1637.36,1819.12,3.37,4.15,0.4362,-0.91,25.99,Texas A&M -0.91,0.5652,29.0,2.0,15.5,0.9515050167224081,0.8724,0.9096989966555185,9.3
27,Texas A&M,2025-03-16,Auburn,Away,W3 - 0,Auburn,Texas A&M,0,3,1637.36,1819.12,3.37,4.15,0.4362,-0.91,25.99,Texas A&M -0.91,0.5652,29.0,2.0,15.5,0.9515050167224081,0.8724,0.9096989966555185,9.3
28,Texas A&M,2025-03-21,Alabama,Home,W5 - 4,Texas A&M,Alabama,5,4,1819.12,1712.11,4.15,3.76,0.532,0.96,64.93,Texas A&M -0.96,0.46619999999999995,2.0,24.0,13.0,0.959866220735786,0.9359999999999999,0.9264214046822743,9.5
29,Texas A&M,2025-03-22,Alabama,Home,L1 - 2,Texas A&M,Alabama,1,2,1819.12,1712.11,4.15,3.76,0.532,0.96,64.93,Texas A&M -0.96,-0.5338,2.0,24.0,13.0,0.959866220735786,0.9359999999999999,0.9264214046822743,9.5
30,Texas A&M,2025-03-23,Alabama,Home,W9 - 7,Texas A&M,Alabama,9,7,1819.12,1712.11,4.15,3.76,0.532,0.96,64.93,Texas A&M -0.96,0.46619999999999995,2.0,24.0,13.0,0.959866220735786,0.9359999999999999,0.9264214046822743,9.5
31,Texas A&M,2025-03-25,Sam Houston,Home,W10 - 0(5 Innings),Texas A&M,Sam Houston,10,0,1819.12,1449.85,4.15,1.12,0.7304,4.04,89.34,Texas A&M -4.04,0.2681999999999999,2.0,121.0,61.5,0.7976588628762542,0.5391999999999999,0.6020066889632107,7.3
32,Texas A&M,2025-03-26,North Texas,Home,W12 - 4(6 Innings),Texas A&M,North Texas,12,4,1819.12,1517.24,4.15,2.44,0.637,2.64,85.04,Texas A&M -2.64,0.36130000000000007,2.0,50.0,26.0,0.9163879598662207,0.726,0.8394648829431438,8.7
33,Texas A&M,2025-03-28,LMU (CA),Home,W13 - 1(5 Innings),Texas A&M,LMU (CA),13,1,1819.12,1392.39,4.15,0.36,0.7767000000000001,4.85,92.1,Texas A&M -4.85,0.22199999999999998,2.0,157.0,79.5,0.7374581939799331,0.4465999999999999,0.4816053511705686,6.5
34,Texas A&M,2025-03-29,LMU (CA),Home,W6 - 2,Texas A&M,LMU (CA),6,2,1819.12,1392.39,4.15,0.36,0.7767000000000001,4.85,92.1,Texas A&M -4.85,0.22199999999999998,2.0,157.0,79.5,0.7374581939799331,0.4465999999999999,0.4816053511705686,6.5
35,Texas A&M,2025-03-30,LMU (CA),Home,W12 - 0(5 Innings),Texas A&M,LMU (CA),12,0,1819.12,1392.39,4.15,0.36,0.7767000000000001,4.85,92.1,Texas A&M -4.85,0.22199999999999998,2.0,157.0,79.5,0.7374581939799331,0.4465999999999999,0.4816053511705686,6.5
36,Texas A&M,2025-04-02,Prairie View,Home,W10 - 0(5 Innings),Texas A&M,Prairie View,10,0,1819.12,1300.29,4.15,-1.79,0.8759,7.05,95.2,Texas A&M -7.05,0.12329999999999997,2.0,198.0,100.0,0.6688963210702341,0.24819999999999998,0.34448160535117056,5.5
37,Texas A&M,2025-04-05,Georgia,Away,W8 - 0(6 Innings),Georgia,Texas A&M,0,8,1628.42,1819.12,3.41,4.15,0.43939999999999996,-0.89,25.02,Texas A&M -0.89,0.5685,31.0,2.0,16.5,0.9481605351170569,0.8787999999999999,0.903010033444816,9.3
38,Texas A&M,2025-04-05,Georgia,Away,W12 - 5,Georgia,Texas A&M,5,12,1628.42,1819.12,3.41,4.15,0.43939999999999996,-0.89,25.02,Texas A&M -0.89,0.5685,31.0,2.0,16.5,0.9481605351170569,0.8787999999999999,0.903010033444816,9.3
39,Texas A&M,2025-04-11,LSU,Home,W12 - 7,Texas A&M,LSU,12,7,1819.12,1707.38,4.15,3.98,0.514,0.75,65.55,Texas A&M -0.75,0.48419999999999996,2.0,14.0,8.0,0.9765886287625418,0.972,0.959866220735786,9.7
40,Texas A&M,2025-04-12,LSU,Home,W9 - 7,Texas A&M,LSU,9,7,1819.12,1707.38,4.15,3.98,0.514,0.75,65.55,Texas A&M -0.75,0.48419999999999996,2.0,14.0,8.0,0.9765886287625418,0.972,0.959866220735786,9.7
41,Texas A&M,2025-04-13,LSU,Home,W4 - 1,Texas A&M,LSU,4,1,1819.12,1707.38,4.15,3.98,0.514,0.75,65.55,Texas A&M -0.75,0.48419999999999996,2.0,14.0,8.0,0.9765886287625418,0.972,0.959866220735786,9.7
42,Texas A&M,2025-04-17,Missouri,Away,W7 - 5,Missouri,Texas A&M,5,7,1544.59,1819.12,2.74,4.15,0.3861,-1.7,17.07,Texas A&M -1.7,0.5138,65.0,2.0,33.5,0.8913043478260869,0.7722,0.7892976588628763,8.6
43,Texas A&M,2025-04-17,Missouri,Away,W4 - 3(9 Innings),Missouri,Texas A&M,3,4,1544.59,1819.12,2.74,4.15,0.3861,-1.7,17.07,Texas A&M -1.7,0.5138,65.0,2.0,33.5,0.8913043478260869,0.7722,0.7892976588628763,8.6
44,Texas A&M,2025-04-18,Missouri,Away,L1 - 9(5 Innings),Missouri,Texas A&M,9,1,1544.59,1819.12,2.74,4.15,0.3861,-1.7,17.07,Texas A&M -1.7,-0.48619999999999997,65.0,2.0,33.5,0.8913043478260869,0.7722,0.7892976588628763,8.6
45,Texas A&M,2025-04-22,Louisiana,Home,W11 - 2(5 Innings),Texas A&M,Louisiana,11,2,1819.12,1532.18,4.15,2.43,0.6378,2.63,83.91,Texas A&M -2.63,0.36049999999999993,2.0,68.0,35.0,0.8862876254180602,0.7243999999999999,0.7792642140468228,8.4
46,Texas A&M,2025-04-25,Arkansas,Home,L5 - 7,Texas A&M,Arkansas,5,7,1819.12,1793.29,4.15,4.16,0.49920000000000003,0.36,53.71,Texas A&M -0.36,-0.501,2.0,8.0,5.0,0.9866220735785953,0.9984000000000001,0.979933110367893,9.9
47,Texas A&M,2025-04-26,Arkansas,Home,L4 - 7,Texas A&M,Arkansas,4,7,1819.12,1793.29,4.15,4.16,0.49920000000000003,0.36,53.71,Texas A&M -0.36,-0.501,2.0,8.0,5.0,0.9866220735785953,0.9984000000000001,0.979933110367893,9.9
48,Texas A&M,2025-04-27,Arkansas,Home,W2 - 0,Texas A&M,Arkansas,2,0,1819.12,1793.29,4.15,4.16,0.49920000000000003,0.36,53.71,Texas A&M -0.36,0.499,2.0,8.0,5.0,0.9866220735785953,0.9984000000000001,0.979933110367893,9.9
49,Texas A&M,2025-05-01,Tennessee,Away,W1 - 0,Tennessee,Texas A&M,0,1,1803.1,1819.12,4.22,4.15,0.5058,0.33,47.7,Tennessee -0.33,0.6323,11.0,2.0,6.5,0.9816053511705686,0.9884,0.9698996655518395,9.8
50,Texas A&M,2025-05-02,Tennessee,Away,L1 - 5,Tennessee,Texas A&M,5,1,1803.1,1819.12,4.22,4.15,0.5058,0.33,47.7,Tennessee -0.33,-0.3677,11.0,2.0,6.5,0.9816053511705686,0.9884,0.9698996655518395,9.8
51,Texas A&M,2025-05-03,Tennessee,Away,W13 - 2(5 Innings),Tennessee,Texas A&M,2,13,1803.1,1819.12,4.22,4.15,0.5058,0.33,47.7,Tennessee -0.33,0.6323,11.0,2.0,6.5,0.9816053511705686,0.9884,0.9698996655518395,9.8
52,Texas A&M,2025-05-08,South Carolina,Neutral,W12 - 4(5 Innings),Texas A&M,South Carolina,12,4,1819.12,1746.45,4.15,3.89,0.5214,0.45,60.31,Texas A&M -0.45,0.5425,2.0,15.0,8.5,0.9749163879598662,0.9572,0.9565217391304348,9.7
53,Texas A&M,2025-05-09,Texas,Neutral,W14 - 2(5 Innings),Texas A&M,Texas,14,2,1819.12,1895.6,4.15,4.22,0.49420000000000003,-0.26,39.17,Texas -0.26,0.5692999999999999,2.0,3.0,2.5,0.9949832775919732,0.9884000000000001,0.9966555183946488,9.9
54,Texas A&M,2025-05-10,Oklahoma,Neutral,T0 - 0(0 Innings),Oklahoma,Texas A&M,0,0,1875.45,1819.12,4.24,4.15,0.5074000000000001,0.23,58.04,Oklahoma -0.23,-0.4291,1.0,2.0,1.5,0.9983277591973244,0.9851999999999999,0.9966555183946488,10.0
55,Texas A&M,2025-05-16,Saint Francis,Home,W18 - 0(5 Innings),Texas A&M,Saint Francis,18,0,1819.12,1385.93,4.15,-0.79,0.8355,6.0,92.37,Texas A&M -6.0,0.16349999999999998,2.0,187.0,94.5,0.6872909698996655,0.32899999999999996,0.3812709030100334,5.9
56,Texas A&M,2025-05-17,Liberty,Home,L5 - 8,Texas A&M,Liberty,5,8,1819.12,1696.67,4.15,3.9,0.5205,0.85,66.93,Texas A&M -0.85,-0.5224,2.0,21.0,11.5,0.9648829431438127,0.9590000000000001,0.9364548494983278,9.6
57,Texas A&M,2025-05-17,Marist,Neutral,W17 - 4(5 Innings),Marist,Texas A&M,4,17,1585.65,1819.12,3.25,4.15,0.4265,-1.43,20.69,Texas A&M -1.43,0.49,39.0,2.0,20.5,0.9347826086956522,0.853,0.8762541806020067,9.1
58,Texas A&M,2025-05-18,Liberty,Neutral,W14 - 11(8 Innings),Liberty,Texas A&M,11,14,1696.67,1819.12,3.9,4.15,0.47950000000000004,-0.55,33.07,Texas A&M -0.55,0.5433,21.0,2.0,11.5,0.9648829431438127,0.9590000000000001,0.9364548494983278,9.6
59,Texas A&M,2025-05-18,Liberty,Neutral,L5 - 6,Texas A&M,Liberty,5,6,1819.12,1696.67,4.15,3.9,0.5205,0.55,66.93,Texas A&M -0.55,-0.4567,2.0,21.0,11.5,0.9648829431438127,0.9590000000000001,0.9364548494983278,9.6
60,Texas Tech,2025-02-06,Marshall,Neutral,W2 - 0,Texas Tech,Marshall,2,0,1863.92,1489.94,4.21,2.01,0.6734,2.91,89.59,Texas Tech -2.91,0.3897999999999999,6.0,74.0,40.0,0.8695652173913043,0.6532,0.7725752508361204,8.2
61,Texas Tech,2025-02-07,Mississippi St.,Neutral,L1 - 3(8 Innings),Texas Tech,Mississippi St.,1,3,1863.92,1656.41,4.21,3.66,0.5451,1.03,76.75,Texas Tech -1.03,-0.4763,6.0,22.0,14.0,0.9565217391304348,0.9097999999999999,0.9464882943143813,9.5
62,Texas Tech,2025-02-07,Penn St.,Neutral,W10 - 9,Penn St.,Texas Tech,9,10,1482.78,1863.92,1.69,4.21,0.3039,-3.24,10.03,Texas Tech -3.24,0.3651,94.0,6.0,50.0,0.8361204013377926,0.6078,0.705685618729097,7.8
63,Texas Tech,2025-02-08,Nebraska,Neutral,W6 - 5,Texas Tech,Nebraska,6,5,1863.92,1713.88,4.21,4.17,0.5033,0.41,70.34,Texas Tech -0.41,0.5652,6.0,17.0,11.5,0.9648829431438127,0.9934000000000001,0.9632107023411371,9.7
64,Texas Tech,2025-02-08,Iowa,Neutral,W11 - 0(5 Innings),Texas Tech,Iowa,11,0,1863.92,1557.94,4.21,2.59,0.6302,2.26,85.34,Texas Tech -2.26,0.43600000000000005,6.0,46.0,26.0,0.9163879598662207,0.7396,0.8662207357859532,8.8
65,Texas Tech,2025-02-09,Kennesaw St.,Neutral,W3 - 0,Kennesaw St.,Texas Tech,0,3,1194.95,1863.92,-2.67,4.21,0.0942,-7.74,2.08,Texas Tech -7.74,0.12049999999999994,252.0,6.0,129.0,0.5719063545150501,0.1884,0.17725752508361203,4.6
66,Texas Tech,2025-02-14,Massachusetts,Neutral,W17 - 4(5 Innings),Massachusetts,Texas Tech,4,17,1202.15,1863.92,-2.91,4.21,0.0877,-7.98,2.17,Texas Tech -7.98,0.11239999999999994,258.0,6.0,132.0,0.5618729096989966,0.1754,0.15719063545150502,4.4
67,Texas Tech,2025-02-14,Texas,Away,L1 - 2(9 Innings),Texas,Texas Tech,2,1,1895.6,1863.92,4.22,4.21,0.5008,0.39,54.55,Texas -0.39,-0.3677,3.0,6.0,4.5,0.9882943143812709,0.9984,0.9899665551839465,9.9
68,Texas Tech,2025-02-15,Massachusetts,Neutral,W3 - 0,Texas Tech,Massachusetts,3,0,1863.92,1202.15,4.21,-2.91,0.9123,7.98,97.83,Texas Tech -7.98,0.11239999999999994,6.0,258.0,132.0,0.5618729096989966,0.1754,0.15719063545150502,4.4
69,Texas Tech,2025-02-15,Maryland,Neutral,W4 - 1,Texas Tech,Maryland,4,1,1863.92,1360.7,4.21,0.15,0.7917000000000001,4.87,94.77,Texas Tech -4.87,0.2573000000000001,6.0,154.0,80.0,0.7357859531772575,0.41659999999999986,0.5050167224080268,6.5
70,Texas Tech,2025-02-16,Texas,Away,L0 - 11(5 Innings),Texas,Texas Tech,11,0,1895.6,1863.92,4.22,4.21,0.5008,0.39,54.55,Texas -0.39,-0.3677,3.0,6.0,4.5,0.9882943143812709,0.9984,0.9899665551839465,9.9
71,Texas Tech,2025-02-21,Detroit Mercy,Home,W10 - 0,Detroit Mercy,Texas Tech,0,10,1110.19,1863.92,-3.86,4.21,0.06570000000000001,-8.65,1.29,Texas Tech -8.65,0.0665,279.0,6.0,142.5,0.5267558528428093,0.13139999999999996,0.08695652173913049,4.0
72,Texas Tech,2025-02-21,Detroit Mercy,Home,W20 - 0(5 Innings),Texas Tech,Detroit Mercy,20,0,1863.92,1110.19,4.21,-3.86,0.9343,9.25,98.71,Texas Tech -9.25,0.0665,6.0,279.0,142.5,0.5267558528428093,0.13139999999999996,0.08695652173913049,4.0
73,Texas Tech,2025-02-22,UIC,Home,W15 - 6(5 Innings),Texas Tech,UIC,15,6,1863.92,1098.39,4.21,-3.84,0.9339,9.23,98.8,Texas Tech -9.23,0.06689999999999996,6.0,285.0,145.5,0.5167224080267558,0.1322000000000001,0.06688963210702337,3.9
74,Texas Tech,2025-02-22,Indiana,Home,W8 - 0(5 Innings),Texas Tech,Indiana,8,0,1863.92,1569.27,4.21,3.07,0.5927,2.06,84.5,Texas Tech -2.06,0.4104,6.0,41.0,23.5,0.9247491638795987,0.8146,0.882943143812709,9.0
75,Texas Tech,2025-02-23,Indiana,Home,W7 - 2,Texas Tech,Indiana,7,2,1863.92,1569.27,4.21,3.07,0.5927,2.06,84.5,Texas Tech -2.06,0.4104,6.0,41.0,23.5,0.9247491638795987,0.8146,0.882943143812709,9.0
76,Texas Tech,2025-02-23,UTEP,Home,W3 - 0,Texas Tech,UTEP,3,0,1863.92,1375.43,4.21,-0.68,0.8331999999999999,5.99,94.33,Texas Tech -5.99,0.16849999999999998,6.0,172.0,89.0,0.705685618729097,0.3336000000000001,0.4448160535117057,6.1
77,Texas Tech,2025-02-24,UTEP,Home,W6 - 1,Texas Tech,UTEP,6,1,1863.92,1375.43,4.21,-0.68,0.8331999999999999,5.99,94.33,Texas Tech -5.99,0.16849999999999998,6.0,172.0,89.0,0.705685618729097,0.3336000000000001,0.4448160535117057,6.1
78,Texas Tech,2025-02-26,North Texas,Away,L5 - 6,North Texas,Texas Tech,6,5,1517.24,1863.92,2.44,4.21,0.35840000000000005,-2.15,11.97,Texas Tech -2.15,-0.5109,50.0,6.0,28.0,0.9096989966555183,0.7168000000000001,0.8528428093645485,8.7
79,Texas Tech,2025-02-28,Idaho St.,Neutral,L2 - 3,Idaho St.,Texas Tech,3,2,1473.11,1863.92,1.86,4.21,0.31579999999999997,-3.08,9.54,Texas Tech -3.08,-0.6218,71.0,6.0,38.5,0.8745819397993311,0.6315999999999999,0.782608695652174,8.2
80,Texas Tech,2025-02-28,Princeton,Neutral,W12 - 0(5 Innings),Texas Tech,Princeton,12,0,1863.92,1489.03,4.21,1.72,0.6940000000000001,3.2,89.64,Texas Tech -3.2,0.36740000000000006,6.0,91.0,48.5,0.8411371237458194,0.6119999999999999,0.7157190635451505,7.8
81,Texas Tech,2025-03-01,Texas St.,Neutral,W6 - 0,Texas St.,Texas Tech,0,6,1522.54,1863.92,2.44,4.21,0.35840000000000005,-2.45,12.29,Texas Tech -2.45,0.42399999999999993,54.0,6.0,30.0,0.903010033444816,0.7168000000000001,0.8394648829431438,8.6
82,Texas Tech,2025-03-01,Texas A&M,Away,W7 - 2,Texas A&M,Texas Tech,2,7,1819.12,1863.92,4.15,4.21,0.4951,0.12,43.59,Texas A&M -0.12,0.6269,2.0,6.0,4.0,0.9899665551839465,0.9902,0.9866220735785953,9.9
83,Texas Tech,2025-03-02,Texas A&M,Away,L6 - 7,Texas A&M,Texas Tech,7,6,1819.12,1863.92,4.15,4.21,0.4951,0.12,43.59,Texas A&M -0.12,-0.3731,2.0,6.0,4.0,0.9899665551839465,0.9902,0.9866220735785953,9.9
84,Texas Tech,2025-03-07,Oklahoma St.,Home,W9 - 0(5 Innings),Texas Tech,Oklahoma St.,9,0,1863.92,1639.2,4.21,3.54,0.5549000000000001,1.48,78.48,Texas Tech -1.48,0.44820000000000004,6.0,23.0,14.5,0.9548494983277592,0.8901999999999999,0.9431438127090301,9.4
85,Texas Tech,2025-03-07,Oklahoma St.,Home,W2 - 0,Texas Tech,Oklahoma St.,2,0,1863.92,1639.2,4.21,3.54,0.5549000000000001,1.48,78.48,Texas Tech -1.48,0.44820000000000004,6.0,23.0,14.5,0.9548494983277592,0.8901999999999999,0.9431438127090301,9.4
86,Texas Tech,2025-03-09,Oklahoma St.,Home,L1 - 10(5 Innings),Texas Tech,Oklahoma St.,1,10,1863.92,1639.2,4.21,3.54,0.5549000000000001,1.48,78.48,Texas Tech -1.48,-0.5518,6.0,23.0,14.5,0.9548494983277592,0.8901999999999999,0.9431438127090301,9.4
87,Texas Tech,2025-03-14,Baylor,Away,W4 - 1,Baylor,Texas Tech,1,4,1551.01,1863.92,2.35,4.21,0.35159999999999997,-2.2,14.17,Texas Tech -2.2,0.4818,75.0,6.0,40.5,0.8678929765886287,0.7031999999999999,0.7692307692307692,8.3
88,Texas Tech,2025-03-15,Baylor,Away,W14 - 0,Baylor,Texas Tech,0,14,1551.01,1863.92,2.35,4.21,0.35159999999999997,-2.2,14.17,Texas Tech -2.2,0.4818,75.0,6.0,40.5,0.8678929765886287,0.7031999999999999,0.7692307692307692,8.3
89,Texas Tech,2025-03-16,Baylor,Away,W3 - 0,Baylor,Texas Tech,0,3,1551.01,1863.92,2.35,4.21,0.35159999999999997,-2.2,14.17,Texas Tech -2.2,0.4818,75.0,6.0,40.5,0.8678929765886287,0.7031999999999999,0.7692307692307692,8.3
90,Texas Tech,2025-03-21,South Carolina,Away,L2 - 5,South Carolina,Texas Tech,5,2,1746.45,1863.92,3.89,4.21,0.47369999999999995,-0.31,33.71,Texas Tech -0.31,-0.3933,15.0,6.0,10.5,0.9682274247491639,0.9473999999999999,0.9698996655518395,9.6
91,Texas Tech,2025-03-22,South Carolina,Away,L0 - 1,South Carolina,Texas Tech,1,0,1746.45,1863.92,3.89,4.21,0.47369999999999995,-0.31,33.71,Texas Tech -0.31,-0.3933,15.0,6.0,10.5,0.9682274247491639,0.9473999999999999,0.9698996655518395,9.6
92,Texas Tech,2025-03-23,South Carolina,Away,W6 - 5,South Carolina,Texas Tech,5,6,1746.45,1863.92,3.89,4.21,0.47369999999999995,-0.31,33.71,Texas Tech -0.31,0.6067,15.0,6.0,10.5,0.9682274247491639,0.9473999999999999,0.9698996655518395,9.6
93,Texas Tech,2025-03-28,Kansas,Away,W9 - 0(5 Innings),Kansas,Texas Tech,0,9,1445.15,1863.92,1.22,4.21,0.2722,-3.44,8.24,Texas Tech -3.44,0.39060000000000006,88.0,6.0,47.0,0.8461538461538461,0.5444,0.725752508361204,7.7
94,Texas Tech,2025-03-29,Kansas,Away,W14 - 3,Kansas,Texas Tech,3,14,1445.15,1863.92,1.22,4.21,0.2722,-3.44,8.24,Texas Tech -3.44,0.39060000000000006,88.0,6.0,47.0,0.8461538461538461,0.5444,0.725752508361204,7.7
95,Texas Tech,2025-03-29,Kansas,Away,W4 - 1,Kansas,Texas Tech,1,4,1445.15,1863.92,1.22,4.21,0.2722,-3.44,8.24,Texas Tech -3.44,0.39060000000000006,88.0,6.0,47.0,0.8461538461538461,0.5444,0.725752508361204,7.7
96,Texas Tech,2025-04-02,Abilene Christian,Away,W7 - 3(8 Innings),Abilene Christian,Texas Tech,3,7,1306.66,1863.92,-1.56,4.21,0.1303,-6.3,3.89,Texas Tech -6.3,0.20440000000000003,218.0,6.0,112.0,0.6287625418060201,0.26059999999999994,0.29096989966555187,5.2
