,team,conference,season,sp_conf_rating,firstDowns,fourthDownConversions,fourthDowns,fumblesLost,fumblesRecovered,games,interceptionTDs,interceptionYards,interceptions,kickReturnTDs,kickReturnYards,kickReturns,netPassingYards,passAttempts,passCompletions,passesIntercepted,passingTDs,penalties,penaltyYards,possessionTime,puntReturnTDs,puntReturnYards,puntReturns,rushingAttempts,rushingTDs,rushingYards,thirdDownConversions,thirdDowns,totalYards,turnovers,total_turnovers,thirdDownConversionRate,fourthDownConversionRate,possessionTimeMinutes,color,alt_color,logo,qb_average_ppa,qb_total_ppa,fpi,fpi_rank,fpi_sor,fpi_sos,def_eff,off_eff,special_eff,games_played,wins,losses,conference_games,conference_wins,conference_losses,Offense_success_rate,Defense_success_rate,Offense_explosiveness,Defense_explosiveness,Offense_ppa,Offense_power_success,Offense_stuff_rate,Defense_power_success,Defense_stuff_rate,Defense_ppa,Offense_points_per_opportunity,Defense_points_per_opportunity,Defense_havoc_total,Offense_field_position_average_predicted_points,Defense_field_position_average_predicted_points,Offense_field_position_average_start,Defense_field_position_average_start,avg_talent,sp_conf_scaled,total_turnovers_scaled,possession_scaled,third_down_scaled,offense_avg_field_position_scaled,defense_avg_field_position_scaled,offense_ppo_scaled,offense_success_scaled,offense_explosive,talent_scaled,defense_ppo_scaled,penalties_scaled,offense_ppa_scaled,defense_ppa_scaled,defense_success_scaled,defense_explosive,adjusted_metric,average_metric,in_house_pr,ranking,power_ranking,calculated_rank,combined_rank,PBR,PBR_rank,STM,STM_rank,DCE,DCE_rank,DefensivePossessionTime,DDE,DDE_rank,offensive_total,offensive_rank,defensive_total,defensive_rank,talent_scaled_rank,offense_success_rank,defense_success_rank,offense_explosive_rank,defense_explosive_rank,total_turnovers_rank,penalties_rank,power_rating,avg_expected_wins,SOS,wins_above_average,wins_above_good,wins_above_elite,SOR,most_deserving_wins,most_deserving
0,Alabama,SEC,2014,100.0,340.0,10.0,13.0,12.0,9.0,14.0,0.0,84.0,10.0,1.0,1006.0,50.0,3890.0,451.0,290.0,11.0,32.0,69.0,562.0,27657.0,1.0,234.0,25.0,567.0,35.0,2893.0,102.0,199.0,6783.0,22.0,56.0,80.91947674418604,90.99149137319783,460.95,#9e1632,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/333.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/333.png']",0.4045,104.4005,26.766,2.0,2.0,4.0,82.505,84.903,37.989,14.0,12.0,2.0,9.0,8.0,1.0,91.5648198784788,77.70538845373497,56.97849866907126,61.65509253055555,87.9955949623868,58.56287237378487,14.74519728303661,78.29333333333332,21.986484721690076,83.26092163849464,91.47609863617578,74.9790215144323,31.806820290582806,77.16898608349901,31.820754716981128,67.2,70.6,100.0,10.0,45.00000000000001,88.86464368914642,80.91947674418604,75.42553191489361,3.499999999999986,91.47609863617578,91.5648198784788,56.97849866907126,1000.0000000000001,74.97902151443228,71.26964933494558,87.9955949623868,83.26092163849464,77.70538845373495,61.655092530555564,231.4039567039133,76.52671935545368,24.0,1.0,131.33024367078002,1.0,2.5034551036863566,0.5619999999999999,2.0,32.879999999999995,36.0,2661.9495949058173,3.0,379.05,94.0,83.0,478.4920678864332,14,429.700996909222,20,1.0,4.0,11.0,70.0,48.0,74.0,36.0,27.2,0.7266153846153846,5,7.42,4.64,1.59,1,3.031,2
1,Ohio State,Big Ten,2014,65.86754182156133,386.0,13.0,22.0,14.0,8.0,15.0,2.0,295.0,12.0,1.0,886.0,39.0,3707.0,409.0,260.0,25.0,42.0,84.0,711.0,28787.0,34.0,451.0,42.0,690.0,41.0,3967.0,103.0,198.0,7674.0,26.0,36.2,83.10668604651163,70.13152918931695,479.78,#ce1141,#505056,"['http://a.espncdn.com/i/teamlogos/ncaa/500/194.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/194.png']",0.35050000000000003,71.813,25.734,4.0,1.0,35.0,74.927,87.541,53.352,15.0,14.0,1.0,9.0,9.0,0.0,93.88220745309295,61.416388235385426,63.85094400745385,55.56170776331808,86.85246407056349,68.67397638118896,16.18983664711699,58.16764705882352,52.654957180995,74.38357969543871,92.26699911168535,56.48426613582423,76.70027530298567,80.9085487077535,4.839622641509436,66.7,74.4,92.81012203876526,6.897049256505577,64.80000000000001,100.0,83.10668604651163,78.93617021276594,9.833333333333343,92.26699911168535,93.88220745309295,63.85094400745385,934.6374730796842,56.4842661358242,53.43288996372431,86.85246407056349,74.38357969543871,61.41638823538542,55.5617077633181,222.89344672393304,72.65788187087541,20.1,4.0,128.27701253645228,2.0,6.722543864161379,0.7607227620108298,13.0,41.15604395604396,6.0,2265.6827775847887,12.0,420.22,96.0,79.0,502.6249763788551,3,363.5081687112944,80,2.0,2.0,44.0,50.0,64.0,26.0,86.0,25.3,0.8179333333333333,28,8.07,4.59,1.82,2,3.055,1
2,Georgia,SEC,2014,100.0,298.0,12.0,15.0,7.0,13.0,13.0,1.0,166.0,6.0,50.5,649.0,29.0,2599.0,322.0,217.0,16.0,24.0,65.0,527.0,22740.0,67.0,325.0,32.0,555.0,38.0,3352.0,81.0,165.0,5951.0,13.0,16.4,74.67441860465117,94.59489482391871,379.0,#ba0c2f,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/61.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/61.png']",0.5833333333333334,48.474333333333334,24.267,5.0,11.0,20.0,69.989,87.832,61.443,13.0,10.0,3.0,8.0,6.0,2.0,80.147755429726,56.56815762646181,66.04661221187672,61.94063587510672,85.67051072647256,50.9477530935668,18.54667807242658,40.11470588235295,60.364623607487204,65.07545753753352,96.2691057687712,65.74463779846218,53.77903449395907,78.74353876739563,1.0,66.8,74.5,84.38729361091171,10.0,84.60000000000001,40.40248491726899,74.67441860465117,78.23404255319153,10.0,96.2691057687712,80.147755429726,66.04661221187672,858.0663055537428,65.74463779846215,75.45949214026602,85.67051072647256,65.07545753753352,56.56815762646181,61.940635875106736,230.38750420770066,69.24152156786289,23.5,3.0,123.06031708672158,3.0,6.6875461734130575,0.6141716515251194,6.0,40.23556034482759,9.0,2667.795928678732,2.0,401.0,102.0,70.0,476.3719540702355,15,350.8082183274044,94,6.0,16.0,55.0,39.0,46.0,4.0,27.0,22.0,0.7935,15,4.94,2.07,-0.57,12,0.771,12
3,Oregon,Big Ten,2014,65.86754182156133,406.0,17.0,28.0,7.0,21.0,15.0,0.0,163.0,4.0,1.0,886.0,45.0,4687.0,474.0,326.0,13.0,44.0,123.0,1080.0,24977.0,67.0,333.0,27.0,644.0,42.0,3518.0,98.0,198.0,8205.0,11.0,1.0,75.82558139534883,72.0268258095013,416.28,#007030,#fee11a,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2483.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2483.png']",0.5945,134.1,28.344,1.0,5.0,13.0,69.883,91.296,58.151,15.0,13.0,2.0,10.0,9.0,1.0,91.1412112397845,49.32272676764839,70.35605492515799,65.84663639542435,100.0,62.16274694261523,8.834448749559705,87.45070422535211,60.83793845282375,63.34667474210435,99.05603880896619,68.10294461626428,30.333545416119783,83.17196819085486,44.58490566037736,66.0,68.8,73.99712849964106,6.897049256505577,100.0,62.44847978018038,75.82558139534883,83.85106382978725,0.5,99.05603880896619,91.1412112397845,70.35605492515799,763.6102590876462,68.10294461626425,9.259975816203138,100.0,63.346674742104355,49.32272676764836,65.84663639542438,215.83314645455766,73.33555067835327,16.9,5.0,113.92832752286381,6.0,5.111903279617676,1.414334062628196,78.0,34.82222222222222,25.0,2226.5443301435143,14.0,483.72,142.0,12.0,514.7224688569385,2,439.49253085999453,16,19.0,5.0,73.0,33.0,36.0,1.0,125.0,16.3,0.7989285714285714,16,6.79,3.59,0.84,4,2.187,4
4,Auburn,SEC,2014,100.0,314.0,3.0,7.0,13.0,5.0,13.0,1.0,130.0,7.0,1.0,701.0,35.0,2984.0,332.0,208.0,22.0,23.0,92.0,896.0,23800.0,67.0,303.0,17.0,607.0,32.0,3321.0,94.0,179.0,6305.0,20.0,36.2,84.5168604651163,51.14346490191444,396.67,#002b5c,#f26522,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2.png']",0.747,91.16900000000001,21.898,8.0,17.0,2.0,58.363,86.172,41.655,13.0,8.0,5.0,8.0,4.0,4.0,83.69159671239291,55.53369701637993,53.37356247283725,46.30931522476067,80.9916675490297,75.62073956147333,24.726998905104757,55.967164179104486,34.93333415261054,62.4089495135766,92.94855850763142,68.78614911699117,76.46229115662966,54.63320079522863,35.971698113207566,70.3,69.6,84.28499641062456,10.0,64.80000000000001,50.85186070127236,84.5168604651163,53.65957446808513,1.8333333333333286,92.94855850763142,83.69159671239291,53.37356247283725,857.1363310056779,68.78614911699114,31.286577992744867,80.9916675490297,62.4089495135766,55.533697016379925,46.30931522476067,198.1505935176994,63.71813141482951,8.9,6.0,113.08064889026895,7.0,11.729454071534093,1.0453412923807854,41.0,37.15210084033613,16.0,1898.5509796125289,42.0,383.33,58.0,117.0,465.98632450369803,19,359.91030731663096,84,7.0,11.0,58.0,81.0,91.0,26.0,115.0,15.8,0.6985,1,3.86,1.29,-1.48,17,-0.224,19
5,Michigan State,Big Ten,2014,65.86754182156133,321.0,9.0,17.0,6.0,16.0,13.0,3.0,128.0,9.0,25.75,874.0,37.0,3453.0,400.0,236.0,18.0,26.0,80.0,754.0,27492.0,1.0,127.0,24.0,594.0,44.0,3057.0,97.0,195.0,6510.0,15.0,9.799999999999997,76.5450581395349,62.936421649728196,458.2,#18453b,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/127.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/127.png']",0.5403333333333333,67.22033333333333,23.051,7.0,6.0,53.0,76.16,83.245,54.451,13.0,11.0,2.0,8.0,7.0,1.0,79.65189341750789,80.35903813463483,65.55986439982132,24.379341209277584,85.73390081672544,63.858036710494616,25.231886631050564,56.79999999999998,34.77873945086658,76.7550882970852,94.49920208907587,71.78482224793522,69.63304042179263,81.00695825049702,25.28301886792454,66.2,71.2,64.4673366834171,6.897049256505577,91.20000000000002,87.23839675049283,76.5450581395349,82.44680851063829,4.5,94.49920208907587,79.65189341750789,65.55986439982132,676.9757880310646,71.7848222479352,48.285368802902056,85.73390081672544,76.75508829708521,80.3590381346348,24.379341209277598,228.21759301470712,68.73985437917538,22.6,7.0,113.02724247540192,8.0,11.764451762282413,1.1137769080234832,47.0,33.913288288288285,33.0,2059.425168236067,27.0,321.8,132.0,18.0,495.5417423151727,6,370.14004820772385,72,30.0,19.0,7.0,40.0,121.0,2.0,95.0,15.7,0.8144166666666667,25,4.72,2.26,0.2,8,1.198,7
6,Oklahoma,SEC,2014,100.0,293.0,9.0,15.0,7.0,7.0,13.0,3.0,191.0,17.0,50.5,840.0,37.0,2646.0,386.0,210.0,12.0,17.0,70.0,648.0,24151.0,1.0,93.0,16.0,557.0,40.0,3395.0,72.0,178.0,6041.0,24.0,62.6,49.8093023255814,71.19617111793902,402.52,#a32036,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/201.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/201.png']",0.17500000000000002,46.892,18.901,16.0,30.0,21.0,69.539,76.408,53.98,13.0,8.0,5.0,9.0,5.0,4.0,69.00886195546371,63.48001816223203,62.2775174491434,46.51037696269441,72.7827325965257,60.31724162568321,23.0700656665254,58.82173913043479,39.090254422852865,71.1630106436796,87.93639443918481,71.71682145802706,34.972346392331175,64.57256461232605,17.91509433962264,68.9,72.1,77.77674084709261,10.0,38.400000000000006,54.31133146168091,49.8093023255814,63.489361702127624,5.999999999999986,87.93639443918481,69.00886195546371,62.2775174491434,797.9703713372057,71.71682145802703,60.97460701330109,72.7827325965257,71.16301064367961,63.480018162232014,46.51037696269444,195.02170414934926,64.20375296162315,7.5,17.0,112.86574525453469,9.0,27.74799228503985,0.8120602258879718,18.0,31.71520270270269,45.0,1952.979522537671,35.0,377.48,110.0,56.0,439.9653783448523,35,368.69731511954336,73,15.0,30.0,35.0,56.0,90.0,98.0,58.0,15.6,0.8386923076923077,40,2.46,-0.57,-2.97,36,-1.781,39
7,Florida State,ACC,2014,67.9423094795539,322.0,0.0,6.0,12.0,12.0,14.0,2.0,156.0,20.0,1.0,306.0,18.0,4246.0,516.0,330.0,14.0,26.0,87.0,668.0,25427.0,1.0,179.0,18.0,451.0,27.0,1933.0,80.0,176.0,6179.0,32.0,64.8,64.19883720930234,1.0,423.78,#782f40,#ceb888,"['http://a.espncdn.com/i/teamlogos/ncaa/500/52.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/52.png']",0.2375,104.5975,19.025,14.0,3.0,24.0,62.939,76.33,55.013,14.0,13.0,1.0,9.0,9.0,0.0,81.24099513798095,46.438157948428625,51.608774092895885,63.97673716721707,77.3247802769316,66.48259642521165,42.99108361350388,59.85753424657534,49.23334406392571,66.25539264235854,84.72502366834419,59.18634623167203,39.83744523983026,57.0934393638171,45.83018867924528,70.1,68.4,87.86001435750183,7.085664498141265,36.2,66.88369870378114,64.19883720930234,55.063829787234084,-0.1666666666666572,84.72502366834419,81.24099513798095,51.608774092895885,889.6364941591074,59.18634623167201,58.58041112454655,77.3247802769316,66.25539264235854,46.4381579484286,63.97673716721709,190.20705345020593,64.4741395443021,5.3,2.0,112.65616603669501,10.0,13.235101583832831,0.7508684776150059,12.0,25.244444444444454,91.0,692.2583720930234,127.0,416.22,152.0,5.0,461.4666925786852,22,390.7777009794226,50,4.0,13.0,82.0,87.0,41.0,105.0,65.0,15.5,0.8016153846153846,17,7.55,4.37,1.58,3,3.007,3
8,Mississippi State,SEC,2014,100.0,334.0,9.0,21.0,11.0,7.0,13.0,1.0,186.0,12.0,25.75,536.0,27.0,3649.0,423.0,261.0,16.0,31.0,67.0,513.0,23568.0,1.0,149.0,25.0,578.0,29.0,3030.0,91.0,198.0,6679.0,23.0,51.6,65.66656976744186,51.14346490191444,392.8,#5d1725,#c1c6c8,"['http://a.espncdn.com/i/teamlogos/ncaa/500/344.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/344.png']",0.2695,67.896,20.133,10.0,10.0,44.0,74.623,77.232,47.352,13.0,10.0,3.0,8.0,6.0,2.0,88.70091370643044,61.46635746678848,46.941641040709385,53.48276476160294,77.66608935933104,76.936632173095,32.397240056778124,70.24923076923076,47.46339247865316,74.9306555497541,85.85714285714285,82.56240626562243,48.91909581237501,60.34095427435388,40.641509433962256,69.8,69.6,66.56389088298636,10.0,49.400000000000006,48.56328773669435,65.66656976744186,57.17021276595747,1.8333333333333286,85.85714285714285,88.70091370643044,46.941641040709385,696.0353716635125,82.5624062656224,77.1354292623942,77.66608935933104,74.93065554975412,61.46635746678846,53.48276476160295,215.33833400265456,67.19807031410274,16.7,10.0,112.504225155887,11.0,16.806359660403444,0.7370315085768399,11.0,25.611851851851853,86.0,1709.750380328092,65.0,387.2,90.0,88.0,468.8406134678407,16,430.79631672561413,19,26.0,7.0,43.0,100.0,74.0,60.0,22.0,15.4,0.7650833333333332,11,4.65,2.13,-0.22,10,0.818,11
9,Miami,ACC,2014,67.9423094795539,258.0,14.0,23.0,12.0,13.0,13.0,1.0,93.0,12.0,1.0,704.0,35.0,3249.0,391.0,227.0,10.0,26.0,93.0,827.0,22875.0,34.0,158.0,23.0,446.0,19.0,2345.0,60.0,163.0,5594.0,24.0,53.800000000000004,39.33372093023256,72.21401559914914,381.25,#005030,#f47321,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2390.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2390.png']",0.084,63.420500000000004,10.774,36.0,58.0,31.0,65.789,63.094,41.832,13.0,6.0,7.0,8.0,3.0,5.0,64.61207822239035,58.633122633570196,77.38798700681343,76.83506472401697,75.66256002496004,70.9654590958306,28.915957312541202,70.12162162162161,53.83417409654699,71.26853824210961,81.46330039412804,60.83002832861192,30.52762830784971,48.72862823061631,24.971698113207538,70.8,71.9,80.86934673366835,7.085664498141265,47.2,41.73305059434921,39.33372093023256,50.148936170212785,5.666666666666671,81.46330039412804,64.61207822239035,77.38798700681343,826.0849703060759,60.83002832861189,39.546553808948005,75.66256002496004,71.26853824210963,58.63312263357017,76.83506472401699,192.24443977064507,70.7332251423101,6.3,27.0,112.47252266069883,12.0,52.78254332190342,1.0011076701874688,36.0,28.083850931677027,69.0,1866.9444443622315,48.0,398.75,126.0,27.0,447.73597028728,30,416.4942477596848,29,12.0,43.0,50.0,13.0,21.0,67.0,110.0,15.4,0.8405833333333333,41,0.64,-2.56,-5.05,62,-4.02,66
