,team,conference,avg_talent,season,sp_conf_rating,firstDowns,fourthDownConversions,fourthDowns,fumblesLost,fumblesRecovered,games,interceptionTDs,interceptionYards,interceptions,kickReturnTDs,kickReturnYards,kickReturns,netPassingYards,passAttempts,passCompletions,passesIntercepted,passingTDs,penalties,penaltyYards,possessionTime,puntReturnTDs,puntReturnYards,puntReturns,rushingAttempts,rushingTDs,rushingYards,sacks,tacklesForLoss,thirdDownConversions,thirdDowns,totalYards,turnovers,total_turnovers,thirdDownConversionRate,fourthDownConversionRate,possessionTimeMinutes,color,alt_color,logo,qb_average_ppa,qb_total_ppa,fpi,fpi_rank,fpi_sor,fpi_sos,def_eff,off_eff,special_eff,games_played,wins,losses,conference_games,conference_wins,conference_losses,Offense_success_rate,Defense_success_rate,Offense_explosiveness,Defense_explosiveness,Offense_ppa,Offense_power_success,Offense_stuff_rate,Defense_power_success,Defense_stuff_rate,Defense_ppa,Offense_points_per_opportunity,Defense_points_per_opportunity,Defense_havoc_total,Offense_field_position_average_predicted_points,Defense_field_position_average_predicted_points,Offense_field_position_average_start,Defense_field_position_average_start,sp_conf_scaled,total_turnovers_scaled,possession_scaled,third_down_scaled,offense_avg_field_position_scaled,defense_avg_field_position_scaled,offense_ppo_scaled,offense_success_scaled,offense_explosive,talent_scaled,defense_ppo_scaled,penalties_scaled,offense_ppa_scaled,defense_ppa_scaled,defense_success_scaled,defense_explosive,adjusted_metric,average_metric,in_house_pr,ranking,power_ranking,calculated_rank,combined_rank,PBR,PBR_rank,STM,STM_rank,DCE,DCE_rank,DefensivePossessionTime,DDE,DDE_rank,offensive_total,offensive_rank,defensive_total,defensive_rank,talent_scaled_rank,offense_success_rank,defense_success_rank,offense_explosive_rank,defense_explosive_rank,total_turnovers_rank,penalties_rank,power_rating,avg_expected_wins,SOS,wins_above_average,wins_above_good,wins_above_elite,SOR,most_deserving_wins,most_deserving
0,Alabama,SEC,100.0,2017,100.0,311.0,15.0,18.0,7.0,4.0,14.0,2.0,279.0,3.0,1.0,438.0,20.0,2708.0,332.0,204.0,19.0,28.0,70.0,569.0,24993.0,1.0,301.0,39.0,612.0,36.0,3509.0,40.0,100.0,72.0,177.0,6217.0,10.0,21.204081632653057,50.83973919011669,100.0,416.55,#9e1632,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/333.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/333.png']",0.318,50.772000000000006,28.419,1.0,1.0,29.0,89.9,86.43,50.588,14,13,1,9,8,1,78.01024824133785,91.30828307503702,34.39568138912648,70.0655989555813,70.20691770336374,78.23529411764707,20.914690948780553,43.66086956521738,49.86147711620828,96.63322781203611,82.04235760891972,92.41195431249551,79.7659860494357,75.7919708029197,6.282012195121979,65.4,72.6,10.0,79.79591836734693,59.08808690280068,50.83973919011669,75.71698113207542,9.090909090909065,82.04235760891972,78.01024824133785,34.39568138912648,1000.0,92.41195431249552,71.76666666666667,70.20691770336374,96.63322781203611,91.30828307503702,70.06559895558128,238.2383829478211,73.43665952941375,27.9,1.0,94.98751105034417,1.0,1.425388930395433,0.569,1.0,36.81794871794871,16.0,2538.1509633297383,1.0,423.45,160.0,89.0,439.5971608120951,12,450.22342303169756,13,1.0,8.0,5.0,78.0,29.0,5.0,32.0,25.8,0.7387692307692307,8,8.01,5.12,2.38,1,3.623,1
1,Ohio State,Big Ten,92.99155165907683,2017,87.85672811728844,354.0,15.0,22.0,9.0,11.0,14.0,1.0,160.0,10.0,1.0,678.0,28.0,3679.0,440.0,287.0,13.0,39.0,97.0,943.0,23860.0,1.0,166.0,33.0,589.0,34.0,3405.0,45.0,114.0,86.0,185.0,7084.0,19.0,37.367346938775505,70.57858613589568,77.16428136419,397.67,#ce1141,#505056,"['http://a.espncdn.com/i/teamlogos/ncaa/500/194.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/194.png']",0.27466666666666667,57.059,26.851,2.0,7.0,32.0,83.506,85.633,49.052,14,12,2,10,9,1,97.78162903481066,86.45027817225662,18.841918769955754,43.50716603140279,75.04614121844833,85.88235294117649,14.56378432318764,53.70629991126887,32.99429803340334,84.90296287882315,89.80398210156459,74.73778830256295,80.8197381076817,34.24087591240877,48.990853658536594,70.2,69.0,8.896066192480767,63.63265306122448,49.46535214168043,70.57858613589568,30.886792452830193,0.9090909090909065,89.80398210156459,97.78162903481066,18.841918769955754,936.286833264335,74.73778830256295,26.055555555555557,75.04614121844833,84.90296287882316,86.45027817225663,43.50716603140276,216.49561390250096,67.7550160176162,19.9,2.0,84.6288077710736,2.0,2.850777860790866,1.0071699894702777,38.0,28.044588744588744,71.0,2277.4764886427565,5.0,442.33,246.39999999999998,6.0,416.16068430155224,22,425.2896469882543,29,3.0,2.0,8.0,114.0,93.0,30.0,120.0,20.0,0.7974285714285714,25,6.09,3.25,0.81,6,1.944,7
2,Clemson,ACC,83.50006044996758,2017,93.64813470750472,309.0,13.0,18.0,7.0,6.0,14.0,3.0,214.0,9.0,1.0,538.0,28.0,3297.0,470.0,309.0,14.0,17.0,69.0,608.0,25764.0,25.75,322.0,29.0,578.0,40.0,2717.0,46.0,110.0,101.0,218.0,6014.0,16.0,39.38775510204081,70.03500343170899,83.25380633373933,429.4,#f56600,#522d80,"['http://a.espncdn.com/i/teamlogos/ncaa/500/228.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/228.png']",0.25033333333333335,38.050000000000004,24.206,5.0,3.0,3.0,90.872,76.396,47.253,14,12,2,9,8,1,65.5680104327048,92.56367168380027,27.719164595607253,75.15714035431375,58.50643755465915,56.95652173913044,35.85133739915482,47.983050847457605,46.300528184775146,99.41264707858414,80.05081984443977,81.80590852577485,80.30869140697615,63.86861313868613,49.74542682926827,67.0,68.7,9.422557700682248,61.61224489795917,65.63745881383855,70.03500343170899,60.77358490566038,0.22727272727271952,80.05081984443977,65.5680104327048,27.719164595607253,850.0005495451599,81.80590852577487,67.0,58.50643755465915,99.41264707858414,92.56367168380028,75.15714035431374,220.02996054070945,69.82117861661156,21.2,5.0,81.3347563114899,4.0,7.126944651977165,0.7152936551927458,14.0,32.01773399014779,40.0,2396.0975895633055,3.0,410.6,211.60000000000002,21.0,388.52090470438236,37,492.968373503974,3,10.0,22.0,4.0,92.0,24.0,37.0,45.0,18.2,0.7678461538461538,14,6.26,3.5,1.03,5,2.165,5
3,LSU,SEC,91.00722102339964,2017,100.0,260.0,4.0,10.0,4.0,6.0,13.0,0.0,54.0,4.0,1.0,385.0,21.0,2645.0,300.0,179.0,12.0,17.0,75.0,658.0,25414.0,50.5,191.0,19.0,563.0,25.0,2699.0,39.0,77.0,72.0,173.0,5344.0,8.0,27.265306122448976,54.03328757721346,34.68833739342266,423.57,#461d7c,#fdd023,"['http://a.espncdn.com/i/teamlogos/ncaa/500/99.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/99.png']",0.2905,56.525,13.933,14.0,20.0,44.0,67.608,75.454,44.049,13,9,4,8,6,2,65.36008221723506,66.55572997291898,21.664605626317837,62.65783398099211,59.47307319404441,67.52941176470591,30.103721753059652,57.30086956521737,81.06016652759777,65.53046122202574,57.50142947235652,61.47268872398594,70.28615918375115,41.226277372262786,22.429878048780495,69.0,71.0,10.0,73.73469387755101,62.666031713344324,54.03328757721346,42.09433962264153,5.454545454545439,57.50142947235652,65.36008221723506,21.664605626317837,918.2474638490876,61.47268872398595,60.888888888888886,59.47307319404441,65.53046122202574,66.55572997291898,62.65783398099207,190.4297972134623,56.87363103558902,10.2,11.0,81.1641511479617,5.0,18.013597104438954,0.7165824311039329,15.0,30.3859649122807,49.0,1266.6819313328956,96.0,356.43,160.6,88.0,342.85860139998215,66,417.0076280415184,31,5.0,24.0,27.0,108.0,47.0,15.0,60.0,18.1,0.763,13,3.81,1.19,-1.13,18,-0.087,18
4,Georgia,SEC,89.77005198697212,2017,100.0,306.0,7.0,12.0,7.0,7.0,15.0,0.0,173.0,9.0,1.0,612.0,27.0,2653.0,305.0,186.0,12.0,24.0,95.0,834.0,28908.0,1.0,283.0,28.0,670.0,42.0,3876.0,32.0,85.0,89.0,197.0,6529.0,16.0,41.408163265306115,66.12800274536718,62.317295980511574,481.8,#ba0c2f,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/61.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/61.png']",0.5075000000000001,72.39150000000001,25.072,3.0,2.0,4.0,87.158,85.854,55.805,15,13,2,10,8,2,63.940547270262755,76.52902411464157,60.94855110776726,76.2969694072429,72.85390553558022,54.844290657439444,45.8545880075011,43.546822742474916,81.6266023027496,81.68348796990051,77.71095228084927,61.47268872398594,43.37945672712104,53.51094890510947,17.147865853658544,67.7,71.2,10.0,59.59183673469387,92.34462520593084,66.12800274536718,54.235849056603755,5.9090909090909065,77.71095228084927,63.940547270262755,60.94855110776726,907.0004726088373,61.47268872398595,39.37777777777778,72.85390553558022,81.68348796990051,76.52902411464159,76.29696940724287,203.47042069852233,72.0420809008992,15.1,4.0,80.95089916181544,6.0,4.923449431552001,0.919514405104042,29.0,36.273809523809526,20.0,1939.7459470639033,22.0,418.2,180.2,61.0,429.66378376450956,15,438.30346111465394,19,6.0,31.0,15.0,17.0,23.0,40.0,110.0,18.0,0.7359285714285715,5,7.66,4.56,1.66,2,3.131,2
5,Penn State,Big Ten,74.3212164731657,2017,87.85672811728844,296.0,8.0,14.0,3.0,15.0,13.0,0.0,114.0,10.0,50.5,671.0,31.0,3772.0,458.0,301.0,10.0,32.0,54.0,490.0,23671.0,25.75,329.0,28.0,451.0,36.0,2212.0,42.0,94.0,82.0,171.0,5984.0,13.0,23.224489795918362,75.53877831159917,60.52359926918393,394.52,#041E42,#FFFFFF,"['http://a.espncdn.com/i/teamlogos/ncaa/500/213.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/213.png']",0.254,86.453,24.988,4.0,8.0,51.0,77.175,88.636,62.183,13,11,2,9,7,2,73.52744853797273,79.77807993037956,65.49155510905578,61.38060414348294,70.1409638788967,45.73529411764707,68.79445336716327,63.60869565217391,44.689291888189445,80.54105620086386,78.05073502935745,80.82658851453138,59.38258707567803,93.49635036496349,23.335365853658544,63.5,71.0,8.896066192480767,77.77551020408163,47.859864085667226,75.53877831159917,93.46226415094337,5.454545454545439,78.05073502935745,73.52744853797273,65.49155510905578,766.5565133924156,80.82658851453138,81.42222222222222,70.1409638788967,80.54105620086386,79.77807993037956,61.38060414348292,234.08042809312218,71.80995130010858,26.4,6.0,79.78220613280928,3.0,6.996121002313137,0.6392222770784275,6.0,40.89516129032258,8.0,1996.2074608073626,18.0,385.48,253.60000000000002,5.0,495.2368004050565,3,434.15968218327964,22,20.0,11.0,11.0,12.0,55.0,8.0,15.0,17.3,0.8077692307692307,36,5.44,2.72,0.51,8,1.388,8
6,Washington,Big Ten,67.77339688517804,2017,87.85672811728844,271.0,6.0,12.0,6.0,9.0,13.0,2.0,243.0,5.0,1.0,608.0,27.0,2889.0,348.0,240.0,15.0,19.0,54.0,445.0,22247.0,100.0,458.0,26.0,473.0,37.0,2382.0,38.0,85.0,69.0,153.0,5271.0,11.0,21.204081632653057,65.85621139327387,49.76141900121803,370.78,#33006f,#e8d3a2,"['http://a.espncdn.com/i/teamlogos/ncaa/500/264.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/264.png']",0.40700000000000003,67.663,21.666,8.0,19.0,52.0,75.368,78.294,55.353,13,10,3,9,7,2,79.08380091329775,64.6873160927585,28.989520723941013,83.62227943725594,69.79267687623127,66.21848739495798,43.503555092681516,60.53337415799143,70.15055535983728,84.39611540734055,86.57966379528217,67.77179885173643,61.01943171318834,72.2992700729927,22.27896341463415,65.7,71.2,8.896066192480767,79.79591836734693,35.76009060955519,65.85621139327387,72.91509433962261,5.9090909090909065,86.57966379528217,79.08380091329775,28.989520723941013,707.0308807743459,67.77179885173643,86.92222222222222,69.79267687623127,84.39611540734055,64.6873160927585,83.62227943725591,230.2609850683555,68.42861824180416,25.0,10.0,79.64472403742512,7.0,12.697676723894869,0.6293925938745878,5.0,45.63390313390313,2.0,1682.3120324186377,54.0,409.22,185.8,52.0,446.46697486938433,9,453.4404027215543,10,27.0,6.0,34.0,90.0,11.0,5.0,5.0,17.2,0.8346666666666667,55,3.71,1.06,-0.98,19,-0.159,19
7,Wisconsin,Big Ten,62.17621348730367,2017,87.85672811728844,296.0,4.0,6.0,9.0,9.0,14.0,5.0,346.0,15.0,1.0,733.0,35.0,2689.0,325.0,204.0,20.0,25.0,75.0,703.0,29809.0,25.75,206.0,24.0,629.0,25.0,3121.0,42.0,89.0,90.0,185.0,5810.0,24.0,37.367346938775505,77.91695264241594,74.88824604141291,496.82,#c4012f,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/275.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/275.png']",0.441,149.597,21.716,7.0,5.0,48.0,86.941,70.095,57.16,14,13,1,10,9,1,64.63629853036403,90.28050582698063,29.040722088242518,69.88530741884995,57.069839958571805,75.08650519031141,41.65298141211415,46.62608695652176,69.96271770199014,100.0,74.20910966867301,100.0,91.25161991536305,82.41605839416056,18.355182926829258,64.4,71.3,8.896066192480767,63.63265306122448,100.0,77.91695264241594,85.05660377358484,6.136363636363626,74.20910966867301,64.63629853036403,29.040722088242518,656.1473953391244,100.0,55.388888888888886,57.069839958571805,100.0,90.28050582698063,69.88530741884993,210.61466244430534,68.48544563716816,17.7,3.0,75.04514004700884,8.0,7.388591951305221,1.071405609461667,50.0,36.42619047619047,19.0,2312.4215901095604,4.0,343.18,234.60000000000002,10.0,424.11151524243746,19,495.1098008311717,2,37.0,28.0,6.0,89.0,30.0,30.0,74.0,14.6,0.8271428571428572,49,6.69,3.69,1.38,3,2.485,3
8,Oklahoma,SEC,77.9812202100728,2017,100.0,362.0,12.0,23.0,7.0,10.0,14.0,1.0,145.0,6.0,1.0,751.0,40.0,5065.0,433.0,309.0,8.0,47.0,82.0,808.0,26733.0,1.0,95.0,18.0,546.0,33.0,3049.0,23.0,69.0,69.0,162.0,8114.0,13.0,37.367346938775505,57.32875772134523,53.03227771010964,445.55,#a32036,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/201.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/201.png']",1.006,153.7815,22.324,6.0,4.0,13.0,52.32,96.583,38.212,14,12,2,10,9,1,99.99999999999997,58.38993540624554,67.2626756005744,33.79095271888934,100.0,38.85294117647058,57.83179783928997,35.434782608695656,62.84179988709967,59.49364890053235,97.09429962861746,45.41226164800767,23.089380176956553,50.25912408759123,27.560975609756127,68.2,70.0,10.0,63.63265306122448,73.86877059308074,57.32875772134523,49.566037735849044,3.1818181818181586,97.09429962861746,99.99999999999997,67.2626756005744,799.8292746370255,45.41226164800767,42.55555555555556,100.0,59.49364890053235,58.389935406245534,33.7909527188893,217.6074790454052,69.82286877104025,20.3,7.0,74.84043396016308,9.0,9.1996162227383,1.010215586778419,39.0,25.852777777777774,84.0,1665.758131415645,56.0,394.45,162.20000000000002,87.0,511.30083833254366,1,322.9243567792264,97,17.0,1.0,50.0,10.0,110.0,30.0,103.0,14.5,0.7827857142857143,18,6.38,3.61,1.08,4,2.324,4
9,Notre Dame,FBS Independents,84.59468846284892,2017,42.64639280011613,273.0,10.0,18.0,7.0,10.0,13.0,2.0,209.0,10.0,1.0,712.0,36.0,2327.0,351.0,181.0,10.0,20.0,75.0,633.0,21496.0,1.0,156.0,24.0,560.0,35.0,3501.0,24.0,72.0,84.0,192.0,5828.0,17.0,41.408163265306115,61.269732326698715,58.14205237515225,358.27,#0c2340,#c99700,"['http://a.espncdn.com/i/teamlogos/ncaa/500/87.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/87.png']",0.1375,27.249,18.9,50.0,10.0,2.0,79.899,77.083,45.53,13,10,3,0,0,0,47.70042839801178,66.52925762481337,85.1391698377927,65.65639309065864,67.44110999519211,53.109243697479,41.06067518248175,69.20735785953175,61.01209677419355,76.42936041050612,72.48863916790815,60.678792612843836,34.8039842801828,37.01094890510947,51.40548780487805,69.8,68.4,4.7860357091014665,59.59183673469387,29.384009472817127,61.269732326698715,34.62264150943402,-0.45454545454543904,72.48863916790815,47.70042839801178,85.1391698377927,859.9517132986266,60.67879261284384,63.94444444444444,67.44110999519211,76.42936041050612,66.52925762481337,65.65639309065863,196.17902413740842,68.14928655949579,12.4,12.0,74.52315741232223,10.0,46.67270618587496,0.7360878409927473,16.0,24.877777777777787,89.0,1803.097601539263,38.0,421.73,181.6,60.0,403.95021518397493,27,450.9187461774253,12,9.0,70.0,28.0,3.0,41.0,40.0,51.0,14.3,0.772,16,5.37,2.5,-0.04,11,1.087,10
