,id,season,week,start_date,home_team,home_elo,away_team,away_elo,home_points,away_points,neutral,conference_game,home_win_prob,home_pr,home_pr_rank,home_or,home_or_rank,home_dr,home_dr_rank,away_pr,away_pr_rank,away_or,away_or_rank,away_dr,away_dr_rank,PEAR_win_prob,pr_spread,PEAR,total,home_score,away_score,GQI
0,401426532,2022,1,2022-08-27,Western Kentucky,1684.0,Austin Peay,,38,27,False,False,50.0,3.0,60,31.8,45,28.8,77,-24.3,,8.7,,10.3,,96.21,30.3,Western Kentucky -30.3,39.8,35.0,4.7,1.8
1,401405059,2022,1,2022-08-27,Northwestern,1361.0,Nebraska,1636.0,31,28,True,True,17.04,-10.6,102,17.1,106,27.7,69,-1.4,71.0,24.6,75.0,25.9,56.0,26.24,-9.9,Nebraska -9.9,47.6,18.8,28.8,5.2
2,401413256,2022,1,2022-08-27,UNLV,1300.0,Idaho State,,52,21,False,False,50.0,-11.9,105,21.0,94,32.9,96,-24.3,,8.7,,10.3,,82.65,15.4,UNLV -15.4,36.4,25.9,10.5,2.6
3,401405058,2022,1,2022-08-27,Illinois,1496.0,Wyoming,1497.0,38,6,False,False,49.86,11.9,21,19.1,101,7.1,3,-10.5,101.0,14.9,122.0,25.4,52.0,93.61,25.4,Illinois -25.4,33.2,29.3,3.9,3.7
4,401404146,2022,1,2022-08-27,Utah State,1566.0,UConn,1117.0,31,20,False,False,92.99,-12.8,109,24.9,73,37.7,116,-15.2,118.0,13.1,125.0,28.3,72.0,60.78,6.3,Utah State -6.3,52.0,29.2,22.8,5.0
5,401411090,2022,1,2022-08-27,Florida State,1501.0,Duquesne,,47,7,False,False,50.0,14.0,15,34.4,33,20.4,29,-24.3,,8.7,,10.3,,98.87,41.3,Florida State -41.3,36.9,39.1,-2.2,2.0
6,401426530,2022,1,2022-08-27,Florida Atlantic,1427.0,Charlotte,1272.0,43,13,False,True,70.94,-6.0,89,24.0,81,30.0,84,-17.5,123.0,22.5,91.0,39.9,123.0,81.16,14.9,Florida Atlantic -14.9,58.2,36.6,21.7,3.6
7,401411091,2022,1,2022-08-27,North Carolina,1555.0,Florida A&M,,56,24,False,False,50.0,6.4,42,41.2,9,34.8,105,-24.3,,8.7,,10.3,,97.38,33.7,North Carolina -33.7,47.5,40.6,6.9,1.8
8,401426531,2022,1,2022-08-27,UTEP,1360.0,North Texas,1426.0,13,31,False,True,40.61,-11.6,104,20.5,98,32.1,91,-3.1,76.0,30.7,50.0,33.7,100.0,31.3,-5.7,North Texas -5.7,58.5,26.4,32.1,5.0
9,401409235,2022,1,2022-08-27,New Mexico State,1184.0,Nevada,1564.0,12,23,False,False,10.09,-15.6,119,10.9,127,26.4,60,-19.5,125.0,16.6,112.0,36.0,109.0,64.71,6.1,New Mexico State -6.1,45.0,25.6,19.4,4.0
10,401403853,2022,1,2022-08-27,Hawai'i,1432.0,Vanderbilt,1222.0,10,63,False,False,77.01,-22.1,128,16.0,115,38.2,121,-6.4,91.0,28.1,61.0,34.5,103.0,16.87,-12.2,Vanderbilt -12.2,58.4,23.1,35.3,2.6
11,401416568,2022,1,2022-09-01,Akron,1096.0,St. Francis (PA),,30,23,False,False,50.0,-20.3,127,16.9,107,37.2,115,-24.3,,8.7,,10.3,,64.97,7.0,Akron -7.0,36.6,21.8,14.8,3.2
12,401403864,2022,1,2022-09-01,Tennessee,1640.0,Ball State,1410.0,59,10,False,False,78.98,23.2,5,46.4,1,23.2,41,-14.4,114.0,15.4,119.0,29.8,82.0,98.78,41.2,Tennessee -41.2,57.4,49.3,8.1,3.1
13,401441990,2022,1,2022-09-01,Toledo,1534.0,Long Island University,,37,0,False,False,50.0,-4.0,79,24.5,77,28.5,75,-24.3,,8.7,,10.3,,92.05,23.3,Toledo -23.3,36.0,29.6,6.4,2.1
14,401416569,2022,1,2022-09-01,Oklahoma State,1775.0,Central Michigan,1536.0,58,44,False,False,79.83,8.0,34,36.4,21,28.4,73,-12.9,111.0,18.7,102.0,31.6,89.0,92.53,24.5,Oklahoma State -24.5,57.6,41.0,16.6,3.5
15,401426533,2022,1,2022-09-01,Florida International,1080.0,Bryant,,38,37,False,False,50.0,-25.8,130,16.9,107,42.7,128,-24.3,,8.7,,10.3,,50.0,1.5,Florida International -1.5,39.3,20.4,18.9,3.1
16,401411092,2022,1,2022-09-01,Pittsburgh,1667.0,West Virginia,1490.0,38,31,False,False,73.48,7.7,37,32.3,42,24.6,49,2.8,62.0,36.2,27.0,33.4,98.0,67.24,8.4,Pittsburgh -8.4,63.2,35.8,27.4,8.2
17,401415610,2022,1,2022-09-01,UCF,1569.0,South Carolina State,,56,10,False,False,50.0,7.8,35,29.5,56,21.7,36,-24.3,,8.7,,10.3,,97.76,35.1,UCF -35.1,35.1,35.1,0.0,1.8
18,401411093,2022,1,2022-09-01,Wake Forest,1640.0,VMI,,44,10,False,False,50.0,7.3,41,42.5,6,35.2,107,-24.3,,8.7,,10.3,,97.63,34.6,Wake Forest -34.6,48.4,41.5,6.9,1.8
19,401416592,2022,1,2022-09-01,Northern Illinois,1376.0,Eastern Illinois,,34,27,False,False,50.0,-16.8,121,25.2,70,42.0,127,-24.3,,8.7,,10.3,,73.32,10.5,Northern Illinois -10.5,43.1,26.8,16.3,2.9
20,401426537,2022,1,2022-09-01,Missouri,1404.0,Louisiana Tech,1301.0,52,24,False,False,64.4,4.6,49,24.4,78,19.8,27,-15.7,120.0,29.8,54.0,45.5,130.0,92.05,23.6,Missouri -23.6,59.8,41.7,18.1,3.1
21,401405064,2022,1,2022-09-01,Purdue,1635.0,Penn State,1670.0,31,35,False,True,44.98,5.3,46,29.4,57,24.1,46,20.2,7.0,35.3,29.0,15.1,13.0,18.17,-12.0,Penn State -12.0,52.0,20.0,32.0,7.7
22,401426534,2022,1,2022-09-01,UAB,1546.0,Alabama A&M,,59,0,False,False,50.0,-0.7,68,24.9,73,25.6,55,-24.3,,8.7,,10.3,,94.37,26.6,UAB -26.6,34.8,30.7,4.1,2.0
23,401405060,2022,1,2022-09-01,Minnesota,1639.0,New Mexico State,1192.0,38,0,False,False,92.91,12.7,19,22.5,91,9.8,5,-15.6,119.0,10.9,127.0,26.4,60.0,96.6,32.2,Minnesota -32.2,34.8,33.5,1.3,2.5
24,401403965,2022,1,2022-09-01,Arizona State,1614.0,Northern Arizona,,40,3,False,False,50.0,-3.5,77,30.9,49,34.4,102,-24.3,,8.7,,10.3,,92.45,23.8,Arizona State -23.8,42.2,33.0,9.2,2.1
25,401413224,2022,1,2022-09-01,Fresno State,1590.0,Cal Poly,,35,7,False,False,50.0,3.1,59,26.9,64,23.9,44,-24.3,,8.7,,10.3,,96.25,30.4,Fresno State -30.4,34.9,32.6,2.2,1.8
26,401415213,2022,1,2022-09-01,San José State,1338.0,Portland State,,21,17,False,False,50.0,-5.7,86,17.4,105,23.1,39,-24.3,,8.7,,10.3,,90.53,21.6,San José State -21.6,29.8,25.7,4.1,2.2
27,401426535,2022,1,2022-09-02,Charlotte,1206.0,William & Mary,,24,41,False,False,50.0,-17.5,123,22.5,91,39.9,123,-24.3,,8.7,,10.3,,71.75,9.8,Charlotte -9.8,40.7,25.2,15.4,2.9
28,401426330,2022,1,2022-09-02,Old Dominion,1390.0,Virginia Tech,1412.0,20,17,False,False,46.84,-12.1,106,16.6,112,28.8,77,-8.0,96.0,14.0,123.0,21.9,37.0,42.75,-1.2,Virginia Tech -1.2,40.6,19.7,20.9,5.4
