,team,power_rating,conference,week,year
86,Michigan State,-3.8,Big Ten,16,2024
87,Florida State,-3.8,ACC,16,2024
88,Wake Forest,-3.8,ACC,16,2024
89,Coastal Carolina,-3.9,Sun Belt,16,2024
90,Colorado State,-4.1,Mountain West,16,2024
91,Troy,-4.2,Sun Belt,16,2024
92,Florida International,-4.3,Conference USA,16,2024
93,Virginia,-4.3,ACC,16,2024
94,Stanford,-4.7,ACC,16,2024
95,App State,-5.1,Sun Belt,16,2024
96,San José State,-5.5,Mountain West,16,2024
97,Georgia Southern,-5.6,Sun Belt,16,2024
98,Arizona,-5.6,Big 12,16,2024
99,Western Michigan,-5.9,Mid-American,16,2024
100,Rice,-6.0,American Athletic,16,2024
101,North Texas,-6.5,American Athletic,16,2024
102,Sam Houston,-6.8,Conference USA,16,2024
103,Northwestern,-7.0,Big Ten,16,2024
104,Houston,-7.7,Big 12,16,2024
105,Florida Atlantic,-7.9,American Athletic,16,2024
106,Buffalo,-8.1,Mid-American,16,2024
107,Nevada,-8.3,Mountain West,16,2024
108,Hawai'i,-8.6,Mountain West,16,2024
109,Louisiana Tech,-8.8,Conference USA,16,2024
110,Utah State,-9.1,Mountain West,16,2024
111,Oregon State,-9.2,Pac-12,16,2024
112,New Mexico,-9.2,Mountain West,16,2024
113,Eastern Michigan,-9.2,Mid-American,16,2024
114,Air Force,-9.5,Mountain West,16,2024
115,Akron,-9.9,Mid-American,16,2024
116,Central Michigan,-10.3,Mid-American,16,2024
117,Charlotte,-10.4,American Athletic,16,2024
118,Georgia State,-10.5,Sun Belt,16,2024
119,Arkansas State,-11.1,Sun Belt,16,2024
120,UAB,-11.5,American Athletic,16,2024
121,Temple,-11.7,American Athletic,16,2024
122,UL Monroe,-12.4,Sun Belt,16,2024
123,Tulsa,-12.6,American Athletic,16,2024
124,San Diego State,-12.9,Mountain West,16,2024
125,Massachusetts,-12.9,FBS Independents,16,2024
126,Wyoming,-13.3,Mountain West,16,2024
127,Kennesaw State,-13.3,Conference USA,16,2024
128,Ball State,-14.0,Mid-American,16,2024
129,Purdue,-14.1,Big Ten,16,2024
130,Middle Tennessee,-15.6,Conference USA,16,2024
131,New Mexico State,-16.3,Conference USA,16,2024
132,UTEP,-17.9,Conference USA,16,2024
133,Southern Miss,-20.5,Sun Belt,16,2024
134,Kent State,-22.4,Mid-American,16,2024
