,team,power_rating,conference,week,year
77,Marshall,-2.4,Sun Belt,12,2024
78,Northwestern,-2.5,Big Ten,12,2024
79,Northern Illinois,-2.6,Mid-American,12,2024
80,Michigan,-2.8,Big Ten,12,2024
81,App State,-2.9,Sun Belt,12,2024
82,Bowling Green,-3.4,Mid-American,12,2024
83,Colorado State,-3.5,Mountain West,12,2024
84,Wake Forest,-4.0,ACC,12,2024
85,Arizona,-4.0,Big 12,12,2024
86,Liberty,-4.2,Conference USA,12,2024
87,Florida State,-4.3,ACC,12,2024
88,South Florida,-4.3,American Athletic,12,2024
89,Coastal Carolina,-4.5,Sun Belt,12,2024
90,Rice,-4.7,American Athletic,12,2024
91,UTSA,-4.8,American Athletic,12,2024
92,Houston,-5.4,Big 12,12,2024
93,Jacksonville State,-5.5,Conference USA,12,2024
94,Western Michigan,-5.7,Mid-American,12,2024
95,North Texas,-5.8,American Athletic,12,2024
96,Old Dominion,-5.8,Sun Belt,12,2024
97,Sam Houston,-6.0,Conference USA,12,2024
98,Eastern Michigan,-6.5,Mid-American,12,2024
99,Hawai'i,-6.5,Mountain West,12,2024
100,Florida International,-6.5,Conference USA,12,2024
101,Ohio,-6.5,Mid-American,12,2024
102,Stanford,-6.6,ACC,12,2024
103,Nevada,-7.3,Mountain West,12,2024
104,Florida Atlantic,-7.3,American Athletic,12,2024
105,San José State,-8.1,Mountain West,12,2024
106,Georgia Southern,-8.6,Sun Belt,12,2024
107,Purdue,-8.9,Big Ten,12,2024
108,San Diego State,-8.9,Mountain West,12,2024
109,New Mexico,-9.1,Mountain West,12,2024
110,Oregon State,-9.4,Pac-12,12,2024
111,Arkansas State,-9.9,Sun Belt,12,2024
112,Charlotte,-10.1,American Athletic,12,2024
113,Central Michigan,-10.4,Mid-American,12,2024
114,UAB,-10.9,American Athletic,12,2024
115,Georgia State,-10.9,Sun Belt,12,2024
116,Tulsa,-11.0,American Athletic,12,2024
117,Akron,-11.1,Mid-American,12,2024
118,Buffalo,-11.4,Mid-American,12,2024
119,South Alabama,-12.0,Sun Belt,12,2024
120,UL Monroe,-12.2,Sun Belt,12,2024
121,Utah State,-12.2,Mountain West,12,2024
122,Massachusetts,-12.4,FBS Independents,12,2024
123,UTEP,-12.4,Conference USA,12,2024
124,Temple,-12.7,American Athletic,12,2024
125,Troy,-13.1,Sun Belt,12,2024
126,Ball State,-13.7,Mid-American,12,2024
127,Wyoming,-13.9,Mountain West,12,2024
128,Louisiana Tech,-13.9,Conference USA,12,2024
129,Air Force,-14.0,Mountain West,12,2024
130,Middle Tennessee,-14.1,Conference USA,12,2024
131,Southern Miss,-14.4,Sun Belt,12,2024
132,Kennesaw State,-16.6,Conference USA,12,2024
133,New Mexico State,-17.2,Conference USA,12,2024
134,Kent State,-21.8,Mid-American,12,2024
