,team,power_rating,conference,week,year
106,Massachusetts,-10.6,FBS Independents,7,2024
107,San Diego State,-11.2,Mountain West,7,2024
108,Miami (OH),-11.3,Mid-American,7,2024
109,Temple,-11.3,American Athletic,7,2024
110,Southern Miss,-11.4,Sun Belt,7,2024
111,Eastern Michigan,-11.6,Mid-American,7,2024
112,Georgia Southern,-11.7,Sun Belt,7,2024
113,Troy,-11.7,Sun Belt,7,2024
114,Ohio,-11.9,Mid-American,7,2024
115,Arkansas State,-12.3,Sun Belt,7,2024
116,Nevada,-12.9,Mountain West,7,2024
117,Old Dominion,-12.9,Sun Belt,7,2024
118,Central Michigan,-13.2,Mid-American,7,2024
119,App State,-13.4,Sun Belt,7,2024
120,UAB,-13.7,American Athletic,7,2024
121,Utah State,-13.7,Mountain West,7,2024
122,Air Force,-13.8,Mountain West,7,2024
123,Jacksonville State,-14.1,Conference USA,7,2024
124,Akron,-15.5,Mid-American,7,2024
125,Buffalo,-16.2,Mid-American,7,2024
126,Middle Tennessee,-17.4,Conference USA,7,2024
127,UL Monroe,-17.5,Sun Belt,7,2024
128,Ball State,-19,Mid-American,7,2024
129,UTEP,-19.4,Conference USA,7,2024
130,Wyoming,-19.7,Mountain West,7,2024
131,New Mexico State,-19.8,Conference USA,7,2024
132,New Mexico,-21.2,Mountain West,7,2024
133,Kent State,-21.5,Mid-American,7,2024
134,Kennesaw State,-27.1,Conference USA,7,2024
