,team,power_rating,conference,week,year
1,Alabama,25.8,SEC,16,2017
2,Ohio State,20.0,Big Ten,16,2017
3,Clemson,18.2,ACC,16,2017
4,LSU,18.1,SEC,16,2017
5,Georgia,18.0,SEC,16,2017
6,Penn State,17.3,Big Ten,16,2017
7,Washington,17.2,Big Ten,16,2017
8,Wisconsin,14.6,Big Ten,16,2017
9,Oklahoma,14.5,SEC,16,2017
10,Notre Dame,14.3,FBS Independents,16,2017
11,Auburn,13.9,SEC,16,2017
12,USC,13.8,Big Ten,16,2017
13,Stanford,13.0,ACC,16,2017
14,Michigan,12.9,Big Ten,16,2017
15,TCU,12.8,Big 12,16,2017
16,Texas,12.6,SEC,16,2017
17,Virginia Tech,12.3,ACC,16,2017
18,Miami,10.9,ACC,16,2017
19,Florida State,10.2,ACC,16,2017
20,UCF,10.0,Big 12,16,2017
21,Texas A&M,9.8,SEC,16,2017
22,Florida,9.1,SEC,16,2017
23,Mississippi State,8.8,SEC,16,2017
24,Oregon,8.0,Big Ten,16,2017
25,Oklahoma State,7.7,Big 12,16,2017
26,South Carolina,7.6,SEC,16,2017
27,Northwestern,7.5,Big Ten,16,2017
28,Louisville,6.2,ACC,16,2017
29,NC State,6.1,ACC,16,2017
30,Iowa,6.1,Big Ten,16,2017
31,Michigan State,6.1,Big Ten,16,2017
32,South Florida,5.8,American Athletic,16,2017
33,Missouri,5.8,SEC,16,2017
34,UCLA,5.6,Big Ten,16,2017
35,West Virginia,5.4,Big 12,16,2017
36,Iowa State,5.3,Big 12,16,2017
37,Ole Miss,4.8,SEC,16,2017
38,Florida Atlantic,4.4,American Athletic,16,2017
39,Kansas State,3.3,Big 12,16,2017
40,Boise State,3.2,Mountain West,16,2017
41,Arizona,3.1,Big 12,16,2017
42,Utah,3.1,Big 12,16,2017
43,Texas Tech,3.1,Big 12,16,2017
44,Pittsburgh,3.0,ACC,16,2017
45,Arizona State,2.9,Big 12,16,2017
46,Houston,2.8,Big 12,16,2017
47,Wake Forest,2.6,ACC,16,2017
48,San Diego State,2.4,Mountain West,16,2017
49,Memphis,2.2,American Athletic,16,2017
50,Arkansas,2.1,SEC,16,2017
51,Purdue,1.9,Big Ten,16,2017
52,Vanderbilt,1.9,SEC,16,2017
53,Duke,1.1,ACC,16,2017
54,Washington State,0.9,Pac-12,16,2017
55,Georgia Tech,0.9,ACC,16,2017
56,Boston College,0.9,ACC,16,2017
57,Indiana,0.9,Big Ten,16,2017
58,Colorado State,0.8,Mountain West,16,2017
59,Tennessee,0.7,SEC,16,2017
60,Troy,0.6,Sun Belt,16,2017
61,Ohio,0.5,Mid-American,16,2017
62,Fresno State,0.4,Mountain West,16,2017
63,Kentucky,0.3,SEC,16,2017
64,North Carolina,0.2,ACC,16,2017
65,Toledo,0.1,Mid-American,16,2017
66,Virginia,-0.1,ACC,16,2017
67,SMU,-0.3,ACC,16,2017
68,Northern Illinois,-0.3,Mid-American,16,2017
69,Arkansas State,-0.5,Sun Belt,16,2017
70,Navy,-0.8,American Athletic,16,2017
71,Army,-1.0,American Athletic,16,2017
72,App State,-1.4,Sun Belt,16,2017
73,California,-1.4,ACC,16,2017
74,Marshall,-1.8,Sun Belt,16,2017
75,Colorado,-2.1,Big 12,16,2017
76,Louisiana Tech,-2.1,Conference USA,16,2017
77,Southern Miss,-2.5,Sun Belt,16,2017
78,Nebraska,-3.3,Big Ten,16,2017
