,team,power_rating,conference,week,year
64,Minnesota,-0.3,Big Ten,16,2023
65,UNLV,-0.5,Mountain West,16,2023
66,Northwestern,-0.8,Big Ten,16,2023
67,Syracuse,-0.8,ACC,16,2023
68,Illinois,-0.9,Big Ten,16,2023
69,Fresno State,-1.1,Mountain West,16,2023
70,San José State,-1.4,Mountain West,16,2023
71,Coastal Carolina,-2.2,Sun Belt,16,2023
72,BYU,-2.6,Big 12,16,2023
73,Louisiana,-2.8,Sun Belt,16,2023
74,Jacksonville State,-2.9,Conference USA,16,2023
75,Wyoming,-3.0,Mountain West,16,2023
76,Pittsburgh,-3.5,ACC,16,2023
77,Colorado,-3.5,Pac-12,16,2023
78,Ohio,-3.6,Mid-American,16,2023
79,Purdue,-3.7,Big Ten,16,2023
80,Cincinnati,-3.8,Big 12,16,2023
81,Western Kentucky,-3.9,Conference USA,16,2023
82,New Mexico State,-4.0,Conference USA,16,2023
83,Wake Forest,-4.5,ACC,16,2023
84,Houston,-4.8,Big 12,16,2023
85,Indiana,-5.0,Big Ten,16,2023
86,Michigan State,-5.2,Big Ten,16,2023
87,Texas State,-5.5,Sun Belt,16,2023
88,Boston College,-5.6,ACC,16,2023
89,Baylor,-6.5,Big 12,16,2023
90,Bowling Green,-6.6,Mid-American,16,2023
91,Georgia Southern,-6.8,Sun Belt,16,2023
92,Army,-6.8,FBS Independents,16,2023
93,Rice,-6.9,American Athletic,16,2023
94,Marshall,-7.4,Sun Belt,16,2023
95,Northern Illinois,-7.5,Mid-American,16,2023
96,Arkansas State,-7.6,Sun Belt,16,2023
97,Virginia,-7.7,ACC,16,2023
98,Georgia State,-8.0,Sun Belt,16,2023
99,Florida Atlantic,-8.2,American Athletic,16,2023
100,South Florida,-8.4,American Athletic,16,2023
101,North Texas,-8.7,American Athletic,16,2023
102,Arizona State,-9.3,Pac-12,16,2023
103,Utah State,-9.3,Mountain West,16,2023
104,Old Dominion,-9.9,Sun Belt,16,2023
105,Middle Tennessee,-9.9,Conference USA,16,2023
106,East Carolina,-10.1,American Athletic,16,2023
107,Colorado State,-10.6,Mountain West,16,2023
108,San Diego State,-10.7,Mountain West,16,2023
109,Vanderbilt,-10.8,SEC,16,2023
110,Stanford,-10.9,Pac-12,16,2023
111,UAB,-12.7,American Athletic,16,2023
112,Navy,-12.9,American Athletic,16,2023
113,Ball State,-13.2,Mid-American,16,2023
114,Tulsa,-13.6,American Athletic,16,2023
115,Eastern Michigan,-13.7,Mid-American,16,2023
116,Sam Houston,-14.1,Conference USA,16,2023
117,Louisiana Tech,-14.2,Conference USA,16,2023
118,Buffalo,-14.4,Mid-American,16,2023
119,Southern Miss,-14.4,Sun Belt,16,2023
120,Western Michigan,-14.8,Mid-American,16,2023
121,New Mexico,-15.4,Mountain West,16,2023
122,UTEP,-15.5,Conference USA,16,2023
123,Hawai'i,-15.7,Mountain West,16,2023
124,Central Michigan,-15.8,Mid-American,16,2023
125,UConn,-15.9,FBS Independents,16,2023
126,Massachusetts,-17.8,FBS Independents,16,2023
127,Charlotte,-17.9,American Athletic,16,2023
128,Temple,-20.1,American Athletic,16,2023
129,Nevada,-20.5,Mountain West,16,2023
130,UL Monroe,-20.6,Sun Belt,16,2023
131,Akron,-20.8,Mid-American,16,2023
132,Florida International,-21.3,Conference USA,16,2023
133,Kent State,-25.1,Mid-American,16,2023
