,team,power_rating,conference,week,year
1,Michigan,29.0,Big Ten,16,2023
2,Georgia,27.5,SEC,16,2023
3,Ohio State,26.3,Big Ten,16,2023
4,Oregon,25.5,Pac-12,16,2023
5,Penn State,24.5,Big Ten,16,2023
6,Alabama,24.0,SEC,16,2023
7,Texas,23.1,Big 12,16,2023
8,Notre Dame,20.4,FBS Independents,16,2023
9,LSU,20.0,SEC,16,2023
10,Florida State,19.5,ACC,16,2023
11,Oklahoma,19.0,Big 12,16,2023
12,Kansas State,17.5,Big 12,16,2023
13,Washington,17.0,Pac-12,16,2023
14,Missouri,17.0,SEC,16,2023
15,Ole Miss,16.4,SEC,16,2023
16,Texas A&M,15.4,SEC,16,2023
17,Tennessee,14.8,SEC,16,2023
18,Oregon State,13.1,Pac-12,16,2023
19,Arizona,12.5,Pac-12,16,2023
20,Clemson,12.2,ACC,16,2023
21,SMU,12.0,American Athletic,16,2023
22,USC,11.3,Pac-12,16,2023
23,Miami,10.3,ACC,16,2023
24,Louisville,9.7,ACC,16,2023
25,Utah,9.5,Pac-12,16,2023
26,Kansas,9.4,Big 12,16,2023
27,Maryland,9.3,Big Ten,16,2023
28,North Carolina,8.9,ACC,16,2023
29,James Madison,8.8,Sun Belt,16,2023
30,Duke,8.7,ACC,16,2023
31,TCU,8.7,Big 12,16,2023
32,Kentucky,8.5,SEC,16,2023
33,Auburn,8.2,SEC,16,2023
34,UCLA,8.1,Pac-12,16,2023
35,Iowa State,8.1,Big 12,16,2023
36,Troy,7.4,Sun Belt,16,2023
37,Wisconsin,7.4,Big Ten,16,2023
38,NC State,7.1,ACC,16,2023
39,UCF,6.7,Big 12,16,2023
40,West Virginia,6.5,Big 12,16,2023
41,Florida,6.5,SEC,16,2023
42,Oklahoma State,6.2,Big 12,16,2023
43,Texas Tech,6.1,Big 12,16,2023
44,Iowa,5.8,Big Ten,16,2023
45,Liberty,5.5,Conference USA,16,2023
46,Boise State,5.4,Mountain West,16,2023
47,South Carolina,5.2,SEC,16,2023
48,Virginia Tech,4.8,ACC,16,2023
49,Washington State,3.9,Pac-12,16,2023
50,Memphis,2.9,American Athletic,16,2023
51,Tulane,2.9,American Athletic,16,2023
52,UTSA,2.9,American Athletic,16,2023
53,Rutgers,2.8,Big Ten,16,2023
54,Arkansas,2.7,SEC,16,2023
55,South Alabama,2.6,Sun Belt,16,2023
56,Air Force,2.2,Mountain West,16,2023
57,California,2.1,Pac-12,16,2023
58,Georgia Tech,1.7,ACC,16,2023
59,Toledo,1.7,Mid-American,16,2023
60,App State,1.3,Sun Belt,16,2023
61,Mississippi State,0.6,SEC,16,2023
62,Nebraska,0.4,Big Ten,16,2023
63,Miami (OH),0.4,Mid-American,16,2023
