,team,power_rating,conference,week,year
1,Michigan,28.9,Big Ten,15,2023
2,Georgia,27.1,SEC,15,2023
3,Ohio State,24.9,Big Ten,15,2023
4,Alabama,22.4,SEC,15,2023
5,Penn State,22.3,Big Ten,15,2023
6,Notre Dame,22.0,FBS Independents,15,2023
7,Oregon,21.3,Big Ten,15,2023
8,LSU,20.0,SEC,15,2023
9,Texas,19.3,SEC,15,2023
10,Oklahoma,17.6,SEC,15,2023
11,Florida State,17.1,ACC,15,2023
12,Clemson,16.9,ACC,15,2023
13,Tennessee,16.1,SEC,15,2023
14,Texas A&M,15.8,SEC,15,2023
15,Washington,15.5,Big Ten,15,2023
16,Missouri,14.5,SEC,15,2023
17,SMU,13.8,ACC,15,2023
18,Ole Miss,13.7,SEC,15,2023
19,Kansas State,11.3,Big 12,15,2023
20,Miami,11.2,ACC,15,2023
21,Arizona,10.8,Big 12,15,2023
22,Florida,10.6,SEC,15,2023
23,USC,9.1,Big Ten,15,2023
24,Maryland,8.6,Big Ten,15,2023
25,UCLA,8.4,Big Ten,15,2023
26,Louisville,8.0,ACC,15,2023
27,Oregon State,7.3,Pac-12,15,2023
28,NC State,7.2,ACC,15,2023
29,Wisconsin,6.9,Big Ten,15,2023
30,Duke,6.6,ACC,15,2023
31,Kansas,6.5,Big 12,15,2023
32,North Carolina,6.2,ACC,15,2023
33,Memphis,6.2,American Athletic,15,2023
34,Virginia Tech,6.0,ACC,15,2023
35,Air Force,5.8,Mountain West,15,2023
36,Toledo,5.6,Mid-American,15,2023
37,Kentucky,4.7,SEC,15,2023
38,Auburn,4.2,SEC,15,2023
39,Troy,4.0,Sun Belt,15,2023
40,Utah,4.0,Big 12,15,2023
41,West Virginia,4.0,Big 12,15,2023
42,Tulane,3.9,American Athletic,15,2023
43,TCU,3.7,Big 12,15,2023
44,Oklahoma State,3.6,Big 12,15,2023
45,Texas Tech,3.1,Big 12,15,2023
46,UCF,3.0,Big 12,15,2023
47,Fresno State,3.0,Mountain West,15,2023
48,Washington State,2.5,Pac-12,15,2023
49,Boise State,2.2,Mountain West,15,2023
50,Iowa State,1.9,Big 12,15,2023
51,James Madison,1.8,Sun Belt,15,2023
52,App State,1.7,Sun Belt,15,2023
