,team,power_rating,conference,week,year
107,Kansas,-11.2,Big 12,17,2014
108,Florida Atlantic,-11.7,American Athletic,17,2014
109,San José State,-11.8,Mountain West,17,2014
110,UTSA,-12.2,American Athletic,17,2014
111,Hawai'i,-12.3,Mountain West,17,2014
112,UTEP,-12.4,Conference USA,17,2014
113,Tulane,-12.5,American Athletic,17,2014
114,Tulsa,-12.7,American Athletic,17,2014
115,Old Dominion,-12.8,Sun Belt,17,2014
116,Massachusetts,-12.8,FBS Independents,17,2014
117,Kent State,-12.9,Mid-American,17,2014
118,Miami (OH),-13.7,Mid-American,17,2014
119,Troy,-13.7,Sun Belt,17,2014
120,UL Monroe,-14.6,Sun Belt,17,2014
121,Army,-15.0,American Athletic,17,2014
122,UNLV,-15.9,Mountain West,17,2014
123,Wyoming,-16.4,Mountain West,17,2014
124,New Mexico State,-20.4,Conference USA,17,2014
125,SMU,-21.3,ACC,17,2014
126,Georgia State,-21.8,Sun Belt,17,2014
127,Eastern Michigan,-22.8,Mid-American,17,2014
