,Team,G,AB,H,BA,HPG,ABPG,HPAB,BB,BBPG,IP,ER,ERA,RA,PO,A,E,PCT,APG,EPG,HBP,OBP,HBPPG,RPG,RS,TB,SLG,KP9,WP9,WHIP,OPS,PYTHAG,wOBA,wRAA,oWAR_z,pWAR_z,fWAR,ISO,wRC+,BB%,BABIP,RA9,FIP,LOB%,K/BB,Rating,Conference
158,Sacramento St.,58,1968,507,0.258,8.741379310344827,33.93103448275862,0.2576219512195122,158,2.7241379310344827,517.0,245,4.26,281,1551,655,65,0.971,11.293103448275861,1.1206896551724137,31,0.319,0.5344827586206896,4.362068965517241,253,707,0.359,4.8,3.06,1.39,0.6779999999999999,0.452,0.28854602045353495,-178.54616569452216,-1.3246936028847895,0.22578072965110987,-1.0989128732336797,0.1016260162601626,42.89046820485883,0.07025344597598933,0.2407035175879397,4.891682785299807,0.8321944114890849,0.6526151242279703,1.57,-0.21,Western Athletic
159,Baylor,53,1801,494,0.274,9.320754716981131,33.9811320754717,0.27429205996668515,165,3.1132075471698113,469.2,265,5.08,308,1409,584,65,0.968,11.018867924528301,1.2264150943396226,46,0.347,0.8679245283018868,5.132075471698113,272,716,0.398,6.3,4.77,1.61,0.745,0.443,0.32308557457212717,1.636974516456384,0.012145260367818576,-0.6623656233483816,-0.650220362980563,0.12326485285952249,100.5758324475629,0.08068459657701711,0.25274725274725274,5.907928388746803,1.0700884509661497,0.6308719418122936,1.33,-0.21,Big 12
160,Arkansas St.,58,1944,517,0.266,8.913793103448276,33.51724137931034,0.26594650205761317,220,3.793103448275862,509.1,296,5.23,346,1528,611,77,0.965,10.53448275862069,1.3275862068965518,98,0.366,1.6896551724137931,5.793103448275862,336,753,0.387,7.1,4.95,1.67,0.753,0.487,0.32663948497854084,21.089996697778684,0.15647372544649613,-0.012390743622939758,0.14408298182355636,0.12139917695473251,106.51130618228477,0.0944206008583691,0.24643584521384929,6.116676487919858,0.9629630931837692,0.629149578214817,1.44,-0.22,Sun Belt
161,Virginia Tech,55,1902,520,0.273,9.454545454545455,34.58181818181818,0.2733964248159832,237,4.3090909090909095,474.1,342,6.49,389,1423,506,71,0.965,9.2,1.290909090909091,67,0.37,1.2181818181818183,6.036363636363636,332,741,0.39,7.4,3.72,1.62,0.76,0.428,0.3321926320461607,49.440062424394235,0.36681232646504053,-0.07767145760876243,0.2891408688562781,0.11619348054679285,115.78575454919408,0.1051930758988016,0.2525987525987526,7.384518034170006,0.495146815043099,0.5265255306206907,2.0,-0.26,ACC
162,UMBC,51,1672,482,0.288,9.450980392156863,32.78431372549019,0.28827751196172247,196,3.843137254901961,431.1,217,4.53,276,1294,515,67,0.964,10.098039215686274,1.3137254901960784,31,0.368,0.6078431372549019,5.568627450980392,284,701,0.419,6.2,3.55,1.47,0.7869999999999999,0.513,0.3297051474262868,32.35411286153907,0.2400459632833704,-0.9071005697024057,-0.6670546064190352,0.13098086124401914,111.63134491631735,0.09795102448775612,0.26102292768959434,5.762004175365344,0.7316675884358655,0.6057679934269394,1.75,-0.28,America East
163,Houston Christian,53,1726,440,0.255,8.30188679245283,32.56603773584906,0.2549246813441483,168,3.169811320754717,460.0,230,4.5,283,1380,588,59,0.971,11.09433962264151,1.1132075471698113,50,0.335,0.9433962264150944,4.528301886792453,240,586,0.34,6.1,3.72,1.54,0.675,0.425,0.29117241379310344,-148.7817536840397,-1.1038614946704206,-0.5355134209704404,-1.639374915640861,0.08458864426419467,47.276872728710714,0.08275862068965517,0.24527220630372493,5.53695652173913,0.7806206547680814,0.6407371793239951,1.65,-0.3,Southland
164,Fordham,58,1895,485,0.256,8.362068965517242,32.672413793103445,0.2559366754617414,186,3.206896551724138,495.1,240,4.36,280,1486,598,67,0.969,10.310344827586206,1.1551724137931034,46,0.334,0.7931034482758621,4.706896551724138,273,684,0.361,7.4,4.0,1.44,0.6950000000000001,0.488,0.2979511533242877,-127.25073456916022,-0.9441156766959822,0.13201793299058445,-0.8120977437053978,0.10501319261213721,58.59821340439394,0.08412483039348712,0.24046001045478307,5.089880832155121,0.6023924676628093,0.6509773961185326,1.85,-0.31,Atlantic 10
165,Wichita St.,58,1980,558,0.282,9.620689655172415,34.13793103448276,0.2818181818181818,255,4.396551724137931,502.1,334,5.98,396,1507,559,70,0.967,9.637931034482758,1.206896551724138,41,0.372,0.7068965517241379,5.931034482758621,344,803,0.406,7.7,4.3,1.61,0.778,0.436,0.3348611704399829,65.87475815314069,0.4887468200596929,0.20032910667473494,0.6890759267344279,0.12373737373737374,120.24254657131274,0.10892780862879112,0.2588705647176412,7.098187612029475,0.6378102185617543,0.5421581659691126,1.78,-0.32,Missouri Valley
166,Georgia St.,55,1855,526,0.284,9.563636363636364,33.72727272727273,0.2835579514824798,234,4.254545454545455,487.0,297,5.49,343,1461,578,62,0.97,10.50909090909091,1.1272727272727272,48,0.373,0.8727272727272727,5.872727272727273,323,746,0.402,7.2,4.55,1.6,0.775,0.473,0.33473445301861104,61.34338082874453,0.4551270190937348,-0.1672227572695603,0.2879042618241745,0.11859838274932614,120.03091266942059,0.106218792555606,0.26022304832713755,6.338809034907597,0.7982527823653662,0.5951311435182481,1.59,-0.33,Sun Belt
167,Fairfield,58,1934,540,0.279,9.310344827586206,33.3448275862069,0.2792140641158221,256,4.413793103448276,506.0,245,4.36,290,1518,647,62,0.972,11.155172413793103,1.0689655172413792,48,0.373,0.8275862068965517,5.689655172413793,330,725,0.375,5.9,2.81,1.47,0.748,0.559,0.321448717948718,-7.019466993419042,-0.052079768757128705,0.3717965459071226,0.31971677714999386,0.09565667011375388,97.8420776859861,0.1094017094017094,0.2628892291985707,5.158102766798419,0.5182697840708634,0.6536592213163023,2.11,-0.34,MAAC
168,Campbell,53,1739,460,0.265,8.679245283018869,32.81132075471698,0.2645198389879241,184,3.4716981132075473,462.1,250,4.87,309,1387,507,89,0.955,9.566037735849056,1.679245283018868,79,0.359,1.490566037735849,5.509433962264151,292,650,0.374,7.5,3.56,1.47,0.733,0.474,0.31262505955216774,-49.295933237644576,-0.3657429839175011,-0.19677142278847887,-0.56251440670598,0.10925819436457734,83.10546739824039,0.08766079085278704,0.24643468339988592,6.0181778835749835,0.428663711736242,0.5826636397195553,2.09,-0.35,Big South
169,Xavier,62,2084,544,0.261,8.774193548387096,33.61290322580645,0.26103646833013433,244,3.935483870967742,539.1,274,4.57,314,1615,628,59,0.974,10.129032258064516,0.9516129032258065,48,0.348,0.7741935483870968,5.129032258064516,318,841,0.404,6.0,4.21,1.54,0.752,0.506,0.31504399999999994,-44.673611027030816,-0.33144843248283995,0.40751614341532927,0.07606771093248932,0.14251439539347407,87.1453997128124,0.0976,0.23018509729473186,5.242070116861436,0.9600662555687043,0.6626207600844634,1.44,-0.36,Big East
170,Utah,55,1818,504,0.277,9.163636363636364,33.054545454545455,0.27722772277227725,206,3.7454545454545456,480.0,256,4.8,320,1439,625,70,0.967,11.363636363636363,1.2727272727272727,76,0.371,1.3818181818181818,5.327272727272727,293,696,0.383,7.2,4.37,1.57,0.754,0.46,0.3255948553054663,14.425259938417959,0.10702581870655797,-0.22983735614326892,-0.12281153743671094,0.10561056105610561,104.76664430902667,0.09462563160312357,0.25911812738160045,6.0,0.7578106354415278,0.6127835697116166,1.64,-0.36,Pac-12
171,Longwood,59,1995,540,0.271,9.152542372881356,33.813559322033896,0.2706766917293233,226,3.830508474576271,520.0,271,4.69,318,1560,602,76,0.966,10.203389830508474,1.2881355932203389,55,0.359,0.9322033898305084,5.169491525423729,305,705,0.353,7.1,4.6,1.5,0.712,0.481,0.30869712351945855,-77.07781226625717,-0.571866018160019,0.24669583633060668,-0.3251701818294124,0.08270676691729323,76.5453242073095,0.09560067681895093,0.2603491271820449,5.503846153846155,0.8539929089407013,0.6316616829988769,1.53,-0.38,Big South
172,Middle Tenn.,55,1865,497,0.266,9.036363636363637,33.90909090909091,0.2664879356568365,148,2.690909090909091,477.0,301,5.68,348,1431,541,59,0.971,9.836363636363636,1.0727272727272728,58,0.337,1.0545454545454545,4.327272727272727,238,651,0.349,7.2,5.13,1.67,0.6859999999999999,0.333,0.3017741935483871,-102.61242191188231,-0.7613158107004685,-0.5143743780377286,-1.275690188738197,0.08257372654155495,64.98316750902649,0.07020872865275142,0.25465178096757046,6.566037735849056,1.0246312474044725,0.5976428048541603,1.39,-0.4,Conference USA
173,Pittsburgh,51,1730,483,0.279,9.470588235294118,33.92156862745098,0.2791907514450867,252,4.9411764705882355,448.0,229,4.6,309,1344,530,79,0.96,10.392156862745098,1.5490196078431373,67,0.388,1.3137254901960784,6.313725490196078,322,733,0.424,6.9,3.11,1.42,0.812,0.519,0.34692597831211697,119.09444875543173,0.8836014696352102,-0.37358236216833157,0.5100191074668787,0.14450867052023122,140.39228082186776,0.1188118811881188,0.2528604118993135,6.2075892857142865,0.3893345923542447,0.5506893181394729,2.23,-0.43,ACC
174,Hawaii,53,1753,465,0.265,8.773584905660377,33.075471698113205,0.2652595550484883,188,3.547169811320755,473.2,220,4.18,270,1421,581,60,0.971,10.962264150943396,1.1320754716981132,28,0.343,0.5283018867924528,4.0754716981132075,216,593,0.338,6.0,2.98,1.44,0.681,0.399,0.2999801488833747,-106.4782576599106,-0.7899977365502687,-0.13613788793102977,-0.9261356244812985,0.07301768397033656,61.98688910851258,0.09330024813895782,0.2594686263425664,5.135249366018597,0.5454046939841873,0.6464788635606523,2.0,-0.44,Big West
175,Penn St.,55,1830,473,0.258,8.6,33.27272727272727,0.25846994535519124,206,3.7454545454545456,487.0,201,3.71,263,1461,570,92,0.957,10.363636363636363,1.6727272727272726,48,0.344,0.8727272727272727,4.836363636363636,266,618,0.338,6.3,3.7,1.43,0.6819999999999999,0.505,0.2957411656723268,-136.58919477841346,-1.0134008302128437,-0.08747070992336582,-1.1008715401362095,0.07923497267759563,54.90725832612269,0.0945387792565397,0.2456989247311828,4.860369609856263,0.712010482570705,0.6655223235809272,1.71,-0.5,Big Ten
176,George Washington,57,1980,551,0.278,9.666666666666666,34.73684210526316,0.2782828282828283,135,2.3684210526315788,505.2,267,4.75,302,1517,623,58,0.974,10.929824561403509,1.0175438596491229,44,0.335,0.7719298245614035,4.719298245614035,269,712,0.36,5.6,4.4,1.57,0.6950000000000001,0.447,0.29683133066310635,-135.16455418999817,-1.0028309461352847,-0.2012672916221884,-1.2040982377574732,0.08131313131313131,56.72796986055193,0.06008010680907877,0.2691345672836418,5.380047505938243,1.1033505717152594,0.6591269477847846,1.28,-0.51,Atlantic 10
177,Delaware,54,1907,564,0.296,10.444444444444445,35.31481481481482,0.29575249082328264,213,3.9444444444444446,478.1,295,5.55,347,1435,522,77,0.962,9.666666666666666,1.4259259259259258,43,0.375,0.7962962962962963,7.222222222222222,390,845,0.443,7.8,4.89,1.59,0.8180000000000001,0.553,0.34185871964679915,100.5334160813432,0.745890972461229,-0.2847223988038691,0.4611685736573599,0.14735186156266386,131.9293267021586,0.09403973509933775,0.2683937823834197,6.532106253921774,0.7883649928940081,0.5780629507937806,1.59,-0.51,Coastal Athletic
178,Utah Valley,60,2149,610,0.284,10.166666666666666,35.81666666666667,0.2838529548627268,227,3.783333333333333,545.2,292,4.82,339,1637,669,68,0.971,11.15,1.1333333333333333,52,0.363,0.8666666666666667,6.05,363,876,0.408,6.8,4.17,1.54,0.7709999999999999,0.531,0.33105094263939033,48.09862260979074,0.35685973670122273,0.7211782100008078,1.0780379467020307,0.1237785016286645,113.87899081230692,0.09105495387083835,0.26243093922651933,5.596111518708731,0.7390097479062225,0.6346636481300583,1.63,-0.51,Western Athletic
179,Austin Peay,57,2020,622,0.308,10.912280701754385,35.43859649122807,0.3079207920792079,296,5.192982456140351,506.2,356,6.32,395,1520,554,73,0.966,9.719298245614034,1.280701754385965,43,0.402,0.7543859649122807,7.771929824561403,443,990,0.49,7.8,3.8,1.61,0.892,0.552,0.3735200327064595,288.3660003234343,2.139483614403082,0.4733631074943247,2.6128467218974065,0.18217821782178217,184.8076693112679,0.12101390024529844,0.2715748415407119,7.022915843540103,0.41567109606983216,0.5476417089439914,2.05,-0.54,Ohio Valley
180,Columbia,41,1318,350,0.266,8.536585365853659,32.146341463414636,0.26555386949924126,167,4.073170731707317,335.0,230,6.18,253,1005,406,46,0.968,9.902439024390244,1.1219512195121952,30,0.358,0.7317073170731707,4.804878048780488,197,532,0.404,6.9,4.27,1.61,0.762,0.387,0.3227675744141862,0.09818788326386503,0.000728488681540375,-2.362754084653549,-2.3620255959720087,0.13808801213960548,100.0447325127728,0.1057631412286257,0.24024024024024024,6.7970149253731345,0.854041427706337,0.5686983877477054,1.61,-0.55,Ivy League
181,Rutgers,55,1799,482,0.268,8.763636363636364,32.70909090909091,0.2679266259032796,247,4.490909090909091,469.1,254,4.87,289,1408,498,59,0.97,9.054545454545455,1.0727272727272728,35,0.363,0.6363636363636364,5.527272727272727,304,650,0.361,7.1,4.51,1.57,0.724,0.523,0.3049910233393177,-91.8140683621353,-0.681199221170834,-0.4658182525195111,-1.1470174736903451,0.0933852140077821,70.35567456454542,0.11086175942549371,0.2536986301369863,5.54465998720955,0.8478983266082569,0.6476800237342424,1.57,-0.56,Big Ten
182,Illinois St.,54,1922,489,0.254,9.055555555555555,35.592592592592595,0.25442247658688866,178,3.2962962962962963,486.0,297,5.5,344,1458,543,58,0.972,10.055555555555555,1.0740740740740742,33,0.326,0.6111111111111112,4.62962962962963,250,704,0.366,7.0,4.06,1.62,0.692,0.358,0.3012494236975565,-108.22434686043962,-0.8029525551822433,-0.05984293342085056,-0.8627954886030939,0.11186264308012488,64.1067363922606,0.08206546795758414,0.2372356884992264,6.37037037037037,0.6664965084416158,0.5985566904339787,1.73,-0.56,Missouri Valley
183,UC Riverside,55,1892,512,0.271,9.309090909090909,34.4,0.27061310782241016,178,3.2363636363636363,485.1,221,4.1,258,1456,489,62,0.969,8.89090909090909,1.1272727272727272,33,0.342,0.6,4.509090909090909,248,707,0.374,6.6,4.1,1.44,0.716,0.482,0.31165497896213185,-55.052831453567286,-0.40845533346265667,-0.17621581711108736,-0.5846711505737441,0.10306553911205074,81.48531179377429,0.08321645628798503,0.25262605042016806,4.786641929499072,0.7787035766067477,0.6757464569335013,1.62,-0.6,Big West
184,Jacksonville St.,58,2166,679,0.313,11.706896551724139,37.3448275862069,0.31348107109879964,254,4.379310344827586,518.1,346,6.01,417,1555,573,89,0.96,9.879310344827585,1.5344827586206897,45,0.392,0.7758620689655172,8.293103448275861,481,1039,0.48,6.8,3.79,1.67,0.872,0.565,0.3641552867733125,246.43499234238251,1.8283834694128798,0.4481566601399142,2.276540129552794,0.16620498614958448,169.16737533586942,0.09910261412407335,0.28285584356525695,7.243775332947307,0.621973577957647,0.5495168801674298,1.8,-0.65,Ohio Valley
185,San Francisco,56,1876,487,0.26,8.696428571428571,33.5,0.2595948827292111,195,3.482142857142857,480.2,282,5.28,319,1442,596,52,0.975,10.642857142857142,0.9285714285714286,41,0.339,0.7321428571428571,4.410714285714286,247,645,0.344,5.7,3.73,1.63,0.683,0.385,0.2945281306715064,-144.36336868985623,-1.0710800215197116,-0.33650643560122,-1.4075864571209316,0.08422174840085288,52.88133854669491,0.08847549909255899,0.24552160168598525,5.978758850478967,0.8779277528555622,0.631134722798283,1.54,-0.68,West Coast
186,Davidson,54,1837,516,0.281,9.555555555555555,34.01851851851852,0.2808927599346761,216,4.0,476.0,251,4.75,329,1428,549,87,0.958,10.166666666666666,1.6111111111111112,39,0.362,0.7222222222222222,5.481481481481482,296,675,0.367,5.8,3.2,1.53,0.729,0.452,0.3162712643678161,-32.668795079568795,-0.2423806957014156,-0.20951329409368266,-0.45189398979509826,0.08655416439847577,89.19508431025947,0.0993103448275862,0.26335470085470086,6.220588235294118,0.6720951745853473,0.5852615974421973,1.8,-0.75,Atlantic 10
187,Omaha,56,1919,560,0.292,10.0,34.267857142857146,0.2918186555497655,220,3.9285714285714284,487.1,274,5.06,308,1462,585,60,0.972,10.446428571428571,1.0714285714285714,54,0.376,0.9642857142857143,5.767857142857143,323,735,0.383,6.6,3.25,1.54,0.759,0.522,0.3252769297863062,13.501391953079441,0.10017133373160819,0.0891162932032692,0.18928762693487738,0.09119332985930172,104.23566903031197,0.09594417793283908,0.2749742533470649,5.690823239581195,0.5226460827781586,0.6299943636574702,2.02,-0.76,The Summit League
188,CSU Bakersfield,56,1868,495,0.265,8.839285714285714,33.357142857142854,0.26498929336188437,227,4.053571428571429,484.2,312,5.79,365,1454,633,72,0.967,11.303571428571429,1.2857142857142858,50,0.355,0.8928571428571429,5.321428571428571,298,663,0.355,5.8,4.61,1.65,0.71,0.408,0.30932073774179036,-69.26200678924886,-0.513877948371397,-0.5299459845697603,-1.0438239329411574,0.08993576017130621,77.58683775547594,0.10211426000899686,0.25435356200527703,6.784386617100372,1.1494855574581597,0.5767425874175404,1.26,-0.8,Western Athletic
189,Purdue Fort Wayne,59,1977,531,0.269,9.0,33.50847457627118,0.26858877086494687,230,3.8983050847457625,503.1,281,5.02,335,1510,592,73,0.966,10.033898305084746,1.2372881355932204,68,0.361,1.152542372881356,5.101694915254237,301,796,0.403,6.6,4.95,1.61,0.764,0.451,0.3280682302771855,29.00432635704464,0.21519277903114917,-0.22605890655874858,-0.010866127527599412,0.1340414769853313,108.897489069284,0.09808102345415778,0.24237881059470265,5.992844364937389,1.0993367375256702,0.6238147391690813,1.34,-0.82,The Summit League
190,Air Force,57,2018,655,0.325,11.491228070175438,35.40350877192982,0.32457879088206143,153,2.6842105263157894,488.0,293,5.4,370,1464,727,81,0.964,12.75438596491228,1.4210526315789473,43,0.381,0.7543859649122807,6.842105263157895,390,965,0.478,7.1,5.27,1.67,0.859,0.524,0.3592059336823735,194.04118676026076,1.4396563364865211,-0.4280907166646817,1.0115656198218395,0.15361744301288405,160.90133823428206,0.06675392670157068,0.3,6.823770491803279,1.095108009898666,0.5813312414972667,1.35,-0.82,Mountain West
191,Santa Clara,52,1711,434,0.254,8.346153846153847,32.90384615384615,0.2536528345996493,181,3.480769230769231,456.0,223,4.4,274,1368,533,87,0.956,10.25,1.6730769230769231,60,0.343,1.1538461538461537,4.634615384615385,241,629,0.368,7.6,3.67,1.48,0.7110000000000001,0.442,0.30724206349206346,-72.54173547069594,-0.5382113502487805,-0.29112408304345316,-0.8293354332922337,0.11396843950905904,74.11519244049254,0.08978174603174603,0.2369640787949015,5.407894736842105,0.43257390193861756,0.635933156907987,2.06,-0.83,West Coast
192,Sacred Heart,58,1850,490,0.265,8.448275862068966,31.896551724137932,0.2648648648648649,203,3.5,473.1,232,4.41,276,1420,602,66,0.968,10.379310344827585,1.1379310344827587,44,0.346,0.7586206896551724,4.862068965517241,282,674,0.364,5.4,3.94,1.5,0.71,0.51,0.30211573236889694,-105.92090648354386,-0.7858625621262123,-0.6108281917277628,-1.3966907538539752,0.09945945945945946,65.55357994679241,0.09177215189873418,0.24840425531914895,5.250475586556752,1.0721718679768693,0.6570189496787974,1.37,-0.84,Northeast
193,William & Mary,62,2169,606,0.279,9.774193548387096,34.983870967741936,0.2793914246196404,262,4.225806451612903,548.0,323,5.3,419,1644,606,92,0.961,9.774193548387096,1.4838709677419355,80,0.374,1.2903225806451613,6.258064516129032,388,868,0.4,6.0,4.3,1.64,0.774,0.465,0.3364191290824261,81.67811380208087,0.6059971908578073,0.49811238483203923,1.1041095756898467,0.12079299216228677,122.84453186202695,0.10186625194401244,0.2583143507972665,6.881386861313868,0.9919191941187746,0.5669016852612694,1.39,-0.87,Coastal Athletic
194,Monmouth,57,1940,538,0.277,9.43859649122807,34.03508771929825,0.277319587628866,203,3.56140350877193,494.2,268,4.88,331,1484,567,90,0.958,9.947368421052632,1.5789473684210527,75,0.365,1.3157894736842106,5.43859649122807,310,731,0.377,6.6,3.66,1.57,0.742,0.47,0.32334650856389985,3.2021004854274353,0.023757452378438848,0.07387088700385112,0.09762833938228997,0.09948453608247422,101.01162476575634,0.08915239350021958,0.26431492842535786,6.027923917442331,0.6503697062536403,0.6107922154230747,1.81,-0.92,MAAC
195,UTSA,51,1729,470,0.272,9.215686274509803,33.90196078431372,0.2718334297281666,210,4.117647058823529,442.1,292,5.94,348,1327,547,75,0.962,10.72549019607843,1.4705882352941178,23,0.355,0.45098039215686275,5.019607843137255,256,660,0.382,6.1,4.7,1.69,0.737,0.363,0.317358024691358,-25.306489038699198,-0.18775728960987145,-1.0664083938494495,-1.254165683459321,0.10989010989010989,91.01010962566409,0.1037037037037037,0.2567181246426529,7.084370052024428,1.1093008309764794,0.5661569035336869,1.3,-0.96,Conference USA
196,UC Davis,53,1773,471,0.266,8.88679245283019,33.45283018867924,0.2656514382402707,151,2.849056603773585,471.2,267,5.09,317,1415,539,83,0.959,10.169811320754716,1.5660377358490567,57,0.339,1.0754716981132075,4.886792452830188,259,621,0.35,6.7,3.3,1.48,0.6890000000000001,0.409,0.29480288461538456,-134.9144819318625,-1.0009755765768138,-0.12581616473847032,-1.1267917413152841,0.08460236886632826,53.340211908965664,0.07259615384615385,0.2536231884057971,6.054753820033956,0.5010303505800455,0.5819144509427129,2.02,-0.96,Big West
197,Kansas,56,1878,518,0.276,9.25,33.535714285714285,0.27582534611288606,241,4.303571428571429,482.0,336,6.27,379,1446,586,72,0.966,10.464285714285714,1.2857142857142858,64,0.372,1.1428571428571428,5.339285714285714,299,711,0.379,6.9,4.44,1.71,0.751,0.393,0.3260973451327434,17.61179199557743,0.13066776371885558,-0.3025020179151618,-0.1718342541963062,0.1027689030883919,105.60586500698963,0.10663716814159292,0.2595700052438385,7.076763485477178,0.8684251180938609,0.5739833678962076,1.54,-0.97,Big 12
198,Toledo,58,1968,483,0.245,8.327586206896552,33.93103448275862,0.24542682926829268,166,2.8620689655172415,504.1,280,5.0,333,1513,659,67,0.97,11.362068965517242,1.1551724137931034,53,0.318,0.9137931034482759,4.310344827586207,250,635,0.323,5.9,4.62,1.61,0.641,0.372,0.2810004446420631,-217.94498686175413,-1.6170066086467239,-0.2410334438412995,-1.8580400524880234,0.07723577235772358,30.288415277042034,0.07381058248110271,0.23251132360342225,5.945248958539971,1.1292293408844611,0.627718124002267,1.28,-0.98,Mid-American
199,Charleston So.,53,1798,489,0.272,9.226415094339623,33.924528301886795,0.27196885428253614,173,3.2641509433962264,462.1,239,4.65,288,1387,471,72,0.963,8.88679245283019,1.3584905660377358,36,0.345,0.6792452830188679,4.3584905660377355,231,627,0.349,7.8,3.58,1.51,0.694,0.4,0.30352283770651123,-91.82350740619265,-0.6812692525894951,-0.13410909987361275,-0.8153783524631079,0.07675194660734148,67.90362139925115,0.08406219630709427,0.2607497243660419,5.609175503137848,0.3572505976916629,0.6287211244241065,2.18,-1.0,Big South
200,Furman,59,2029,571,0.281,9.677966101694915,34.389830508474574,0.2814194184327255,193,3.2711864406779663,517.2,337,5.86,385,1553,549,63,0.971,9.305084745762711,1.0677966101694916,53,0.356,0.8983050847457628,5.813559322033898,343,824,0.406,6.7,4.99,1.64,0.762,0.447,0.32808501502790893,28.897187212559736,0.21439787795463697,0.003281295714164389,0.21767917366880135,0.12469196648595367,108.92552169691665,0.08286818376985831,0.25414634146341464,6.699535962877029,1.061632468385856,0.5800275574158051,1.35,-1.01,Southern
201,Georgetown,54,1858,489,0.263,9.055555555555555,34.407407407407405,0.26318622174381057,214,3.962962962962963,478.2,242,4.55,313,1436,577,86,0.959,10.685185185185185,1.5925925925925926,43,0.35,0.7962962962962963,4.777777777777778,258,648,0.349,6.2,3.57,1.46,0.699,0.413,0.3032209567198178,-99.47455949923994,-0.7380349620270125,-0.19959997697984502,-0.9376349390068575,0.08557588805166846,67.39944249133688,0.09749430523917996,0.25,5.890840652446675,0.6961884213773009,0.5919551528029844,1.74,-1.12,Big East
