Team,Date,Opponent,Location,Result,home_team,away_team,home_score,away_score,home_elo,away_elo
Florida,2024-04-30,Kentucky,Home,W9 - 1,Florida,Kentucky,9,1,1678.36,1604.55
Florida,2024-05-01,Kentucky,Home,L1 - 8,Florida,Kentucky,1,8,1678.36,1604.55
Florida,2024-05-03,South Fla.,Home,W18 - 3,Florida,South Fla.,18,3,1678.36,1383.19
Florida,2024-05-06,Mississippi St.,Away,W8 - 6,Mississippi St.,Florida,6,8,1460.38,1678.36
Florida,2024-05-07,Mississippi St.,Away,W9 - 3,Mississippi St.,Florida,3,9,1460.38,1678.36
Florida,2024-05-08,Mississippi St.,Away,W6 - 2,Mississippi St.,Florida,2,6,1460.38,1678.36
Florida,2024-05-10,Bethune-Cookman,Home,W7 - 0,Florida,Bethune-Cookman,7,0,1678.36,1246.09
Florida,2024-05-13,Missouri,Away,W13 - 1,Missouri,Florida,1,13,1522.8,1678.36
Florida,2024-05-14,Missouri,Away,L3 - 5,Missouri,Florida,5,3,1522.8,1678.36
Florida,2024-05-15,Missouri,Away,W4 - 3,Missouri,Florida,3,4,1522.8,1678.36
Florida,2024-05-17,Florida St.,Home,W7 - 5,Florida,Florida St.,7,5,1678.36,1575.46
Florida,2024-05-19,South Carolina,Home,W14 - 5,Florida,South Carolina,14,5,1678.36,1529.33
Florida,2024-05-20,South Carolina,Home,W8 - 0,Florida,South Carolina,8,0,1678.36,1529.33
Florida,2024-05-21,South Carolina,Home,L1 - 4,Florida,South Carolina,1,4,1678.36,1529.33
Florida,2024-05-24,South Carolina,Neutral,W2 - 1(10 Innings),Florida,South Carolina,2,1,1678.36,1529.33
Florida,2024-05-26,Texas A&M,Neutral,L0 - 10(7 Innings),Texas A&M,Florida,10,0,1744.9,1678.36
Florida,2024-05-27,Arkansas,Neutral,W7 - 5,Florida,Arkansas,7,5,1678.36,1686.05
Florida,2024-05-28,Alabama,Neutral,W11 - 6,Alabama,Florida,6,11,1567.28,1678.36
Florida,2024-05-28,Texas A&M,Neutral,W9 - 0,Texas A&M,Florida,0,9,1744.9,1678.36
Florida,2024-05-29,Tennessee,Neutral,L5 - 8,Florida,Tennessee,5,8,1678.36,1798.05
Florida,2024-06-03,Central Mich.,Home,W7 - 3,Florida,Central Mich.,7,3,1678.36,1501.4
Florida,2024-06-04,Oklahoma,Home,L4 - 9,Florida,Oklahoma,4,9,1678.36,1711.9
Florida,2024-06-05,Central Mich.,Home,W6 - 5,Central Mich.,Florida,5,6,1501.4,1678.36
Florida,2024-06-05,Oklahoma,Home,W7 - 2,Oklahoma,Florida,2,7,1711.9,1678.36
Florida,2024-06-06,Oklahoma,Home,L4 - 5,Florida,Oklahoma,4,5,1678.36,1711.9
Texas A&M,2024-02-18,Fordham,Home,W13 - 1,Texas A&M,Fordham,13,1,1744.9,1187.48
Texas A&M,2024-02-19,Fordham,Home,W5 - 3,Texas A&M,Fordham,5,3,1744.9,1187.48
Texas A&M,2024-02-20,Fordham,Home,W5 - 4,Texas A&M,Fordham,5,4,1744.9,1187.48
Texas A&M,2024-02-22,Lamar University,Home,W9 - 3,Texas A&M,Lamar University,9,3,1744.9,1411.08
Texas A&M,2024-02-25,Penn,Home,L1 - 2,Texas A&M,Penn,1,2,1744.9,1374.81
Texas A&M,2024-02-27,Penn,Home,W5 - 0,Texas A&M,Penn,5,0,1744.9,1374.81
Texas A&M,2024-02-27,Penn,Home,L5 - 8,Texas A&M,Penn,5,8,1744.9,1374.81
Texas A&M,2024-03-01,Houston Baptist,Home,W3 - 2,Texas A&M,Houston Baptist,3,2,1744.9,1236.14
Texas A&M,2024-03-04,Washington St.,Neutral,L6 - 11,Washington St.,Texas A&M,11,6,1520.58,1744.9
Texas A&M,2024-03-05,Iowa,Neutral,W7 - 3,Texas A&M,Iowa,7,3,1744.9,1516.43
Texas A&M,2024-03-06,Wichita St.,Neutral,L5 - 6,Wichita St.,Texas A&M,6,5,1365.49,1744.9
Texas A&M,2024-03-09,Tarleton St.,Home,W4 - 1,Texas A&M,Tarleton St.,4,1,1744.9,1154.81
Texas A&M,2024-03-12,Santa Clara,Home,W10 - 2(7 Innings),Texas A&M,Santa Clara,10,2,1744.9,1339.0
Texas A&M,2024-03-12,Santa Clara,Home,L5 - 16,Texas A&M,Santa Clara,5,16,1744.9,1339.0
Texas A&M,2024-03-13,Santa Clara,Home,W5 - 2,Texas A&M,Santa Clara,5,2,1744.9,1339.0
Texas A&M,2024-03-15,Houston,Home,L2 - 8,Texas A&M,Houston,2,8,1744.9,1453.3
Texas A&M,2024-03-18,LSU,Away,W6 - 4,LSU,Texas A&M,4,6,1638.94,1744.9
Texas A&M,2024-03-19,LSU,Away,W11 - 7,LSU,Texas A&M,7,11,1638.94,1744.9
Texas A&M,2024-03-20,LSU,Away,L6 - 7,LSU,Texas A&M,7,6,1638.94,1744.9
Texas A&M,2024-03-22,Rice,Away,W15 - 8,Rice,Texas A&M,8,15,1316.72,1744.9
Texas A&M,2024-03-25,Auburn,Home,L5 - 6(10 Innings),Texas A&M,Auburn,5,6,1744.9,1664.89
Texas A&M,2024-03-26,Auburn,Home,W5 - 4(11 Innings),Texas A&M,Auburn,5,4,1744.9,1664.89
Texas A&M,2024-03-27,Auburn,Home,L9 - 13,Texas A&M,Auburn,9,13,1744.9,1664.89
Texas A&M,2024-03-29,Texas,Away,W12 - 9,Texas,Texas A&M,9,12,1661.3,1744.9
Texas A&M,2024-04-01,Alabama,Away,W3 - 2,Alabama,Texas A&M,2,3,1567.28,1744.9
Texas A&M,2024-04-02,Alabama,Away,L9 - 10,Alabama,Texas A&M,10,9,1567.28,1744.9
Texas A&M,2024-04-03,Alabama,Away,L4 - 8,Alabama,Texas A&M,8,4,1567.28,1744.9
Texas A&M,2024-04-05,Texas St.,Home,W8 - 4,Texas A&M,Texas St.,8,4,1744.9,1652.96
Texas A&M,2024-04-07,Kentucky,Home,W3 - 2(11 Innings),Texas A&M,Kentucky,3,2,1744.9,1604.55
Texas A&M,2024-04-08,Kentucky,Home,L3 - 7,Texas A&M,Kentucky,3,7,1744.9,1604.55
Texas A&M,2024-04-09,Kentucky,Home,W17 - 3,Texas A&M,Kentucky,17,3,1744.9,1604.55
Texas A&M,2024-04-12,A&M-Corpus Christi,Away,W5 - 3,A&M-Corpus Christi,Texas A&M,3,5,1342.31,1744.9
Texas A&M,2024-04-14,Georgia,Away,W8 - 1,Georgia,Texas A&M,1,8,1560.16,1744.9
Texas A&M,2024-04-15,Georgia,Away,L3 - 4,Georgia,Texas A&M,4,3,1560.16,1744.9
Texas A&M,2024-04-16,Georgia,Away,W23 - 9,Georgia,Texas A&M,9,23,1560.16,1744.9
Texas A&M,2024-04-19,DBU,Home,W14 - 1(7 Innings),Texas A&M,DBU,14,1,1744.9,1476.49
Texas A&M,2024-04-22,Arkansas,Home,W2 - 1,Texas A&M,Arkansas,2,1,1744.9,1686.05
Texas A&M,2024-04-23,Arkansas,Home,L1 - 3,Texas A&M,Arkansas,1,3,1744.9,1686.05
Texas A&M,2024-04-24,Arkansas,Home,W11 - 10,Texas A&M,Arkansas,11,10,1744.9,1686.05
Texas A&M,2024-04-28,Vanderbilt,Away,W5 - 1,Vanderbilt,Texas A&M,1,5,1614.82,1744.9
Texas A&M,2024-04-29,Vanderbilt,Away,L1 - 11,Vanderbilt,Texas A&M,11,1,1614.82,1744.9
Texas A&M,2024-04-30,Vanderbilt,Away,W12 - 4,Vanderbilt,Texas A&M,4,12,1614.82,1744.9
Texas A&M,2024-05-03,UT Arlington,Home,W10 - 5,Texas A&M,UT Arlington,10,5,1744.9,1256.58
Texas A&M,2024-05-06,South Carolina,Home,W16 - 4,Texas A&M,South Carolina,16,4,1744.9,1529.33
Texas A&M,2024-05-07,South Carolina,Home,W13 - 12,Texas A&M,South Carolina,13,12,1744.9,1529.33
Texas A&M,2024-05-08,South Carolina,Home,L4 - 9,Texas A&M,South Carolina,4,9,1744.9,1529.33
Texas A&M,2024-05-13,Mississippi St.,Home,W8 - 7,Texas A&M,Mississippi St.,8,7,1744.9,1460.38
Texas A&M,2024-05-14,Mississippi St.,Home,W9 - 6,Texas A&M,Mississippi St.,9,6,1744.9,1460.38
Texas A&M,2024-05-15,Mississippi St.,Home,W8 - 2,Texas A&M,Mississippi St.,8,2,1744.9,1460.38
Texas A&M,2024-05-19,Ole Miss,Away,W10 - 5,Ole Miss,Texas A&M,5,10,1751.22,1744.9
Texas A&M,2024-05-20,Ole Miss,Away,L6 - 14,Ole Miss,Texas A&M,14,6,1751.22,1744.9
Texas A&M,2024-05-21,Ole Miss,Away,W12 - 5,Ole Miss,Texas A&M,5,12,1751.22,1744.9
Texas A&M,2024-05-26,Florida,Neutral,W10 - 0(7 Innings),Texas A&M,Florida,10,0,1744.9,1678.36
Texas A&M,2024-05-27,Alabama,Neutral,W12 - 8,Alabama,Texas A&M,8,12,1567.28,1744.9
Texas A&M,2024-05-28,Florida,Neutral,L0 - 9,Texas A&M,Florida,0,9,1744.9,1678.36
Texas A&M,2024-06-03,Oral Roberts,Home,W8 - 2,Texas A&M,Oral Roberts,8,2,1744.9,1447.15
Texas A&M,2024-06-04,Louisiana,Home,W9 - 6,Louisiana,Texas A&M,6,9,1572.55,1744.9
Texas A&M,2024-06-05,TCU,Home,W15 - 9,TCU,Texas A&M,9,15,1589.07,1744.9
Texas A&M,2024-06-10,Louisville,Home,W5 - 4,Texas A&M,Louisville,5,4,1744.9,1619.64
Texas A&M,2024-06-11,Louisville,Home,W4 - 3,Louisville,Texas A&M,3,4,1619.64,1744.9
Texas A&M,2024-06-17,Oklahoma,Neutral,L8 - 13,Texas A&M,Oklahoma,8,13,1744.9,1711.9
Texas A&M,2024-06-19,Texas,Neutral,W10 - 2,Texas A&M,Texas,10,2,1744.9,1661.3
Texas A&M,2024-06-21,Notre Dame,Neutral,W5 - 1,Notre Dame,Texas A&M,1,5,1691.86,1744.9
Texas A&M,2024-06-22,Oklahoma,Neutral,L1 - 5,Oklahoma,Texas A&M,5,1,1711.9,1744.9
Stanford,2024-02-18,Cal St. Fullerton,Home,W1 - 0,Stanford,Cal St. Fullerton,1,0,1707.83,1369.35
Stanford,2024-02-19,Cal St. Fullerton,Home,L0 - 11,Stanford,Cal St. Fullerton,0,11,1707.83,1369.35
Stanford,2024-02-20,Cal St. Fullerton,Home,W11 - 1,Stanford,Cal St. Fullerton,11,1,1707.83,1369.35
Stanford,2024-02-22,Santa Clara,Home,W5 - 0,Stanford,Santa Clara,5,0,1707.83,1339.0
Stanford,2024-02-25,Louisiana,Neutral,W5 - 1,Stanford,Louisiana,5,1,1707.83,1572.55
Stanford,2024-02-27,Arkansas,Neutral,W5 - 0,Arkansas,Stanford,0,5,1686.05,1707.83
Stanford,2024-02-27,Indiana,Neutral,W13 - 0(7 Innings),Stanford,Indiana,13,0,1707.83,1416.64
Stanford,2024-02-28,UTSA,Away,L5 - 6(10 Innings),UTSA,Stanford,6,5,1554.44,1707.83
Stanford,2024-03-04,CSUN,Home,L3 - 9,Stanford,CSUN,3,9,1707.83,1461.92
Stanford,2024-03-05,CSUN,Home,W6 - 2,Stanford,CSUN,6,2,1707.83,1461.92
Stanford,2024-03-06,CSUN,Home,W3 - 2,Stanford,CSUN,3,2,1707.83,1461.92
Stanford,2024-03-11,Oregon,Home,L3 - 4,Stanford,Oregon,3,4,1707.83,1548.25
Stanford,2024-03-12,Oregon,Home,L13 - 16,Stanford,Oregon,13,16,1707.83,1548.25
Stanford,2024-03-13,Oregon,Home,W10 - 6,Stanford,Oregon,10,6,1707.83,1548.25
Stanford,2024-03-19,Arizona,Away,L2 - 3,Arizona,Stanford,3,2,1530.34,1707.83
Stanford,2024-03-20,Arizona,Away,L5 - 6,Arizona,Stanford,6,5,1530.34,1707.83
Stanford,2024-03-21,Arizona,Away,L3 - 10,Arizona,Stanford,10,3,1530.34,1707.83
Stanford,2024-03-25,Washington St.,Home,W8 - 7(12 Innings),Stanford,Washington St.,8,7,1707.83,1520.58
Stanford,2024-03-26,Washington St.,Home,W7 - 1,Stanford,Washington St.,7,1,1707.83,1520.58
Stanford,2024-03-27,Washington St.,Home,W8 - 3,Stanford,Washington St.,8,3,1707.83,1520.58
Stanford,2024-04-01,Oregon St.,Away,W1 - 0(10 Innings),Oregon St.,Stanford,0,1,1654.27,1707.83
Stanford,2024-04-02,Oregon St.,Away,L2 - 3(11 Innings),Oregon St.,Stanford,3,2,1654.27,1707.83
Stanford,2024-04-03,Oregon St.,Away,W8 - 5,Oregon St.,Stanford,5,8,1654.27,1707.83
Stanford,2024-04-05,Saint Mary's (CA),Home,L1 - 8,Stanford,Saint Mary's (CA),1,8,1707.83,1299.08
Stanford,2024-04-08,Arizona St.,Home,W8 - 0,Stanford,Arizona St.,8,0,1707.83,1462.94
Stanford,2024-04-09,Arizona St.,Home,W10 - 6,Stanford,Arizona St.,10,6,1707.83,1462.94
Stanford,2024-04-10,Arizona St.,Home,W16 - 10,Stanford,Arizona St.,16,10,1707.83,1462.94
Stanford,2024-04-12,San Francisco,Home,W6 - 5,Stanford,San Francisco,6,5,1707.83,1385.61
Stanford,2024-04-14,UCLA,Away,W9 - 1,UCLA,Stanford,1,9,1593.94,1707.83
Stanford,2024-04-15,UCLA,Away,L4 - 5,UCLA,Stanford,5,4,1593.94,1707.83
Stanford,2024-04-16,UCLA,Away,W11 - 0,UCLA,Stanford,0,11,1593.94,1707.83
Stanford,2024-04-19,Cal Poly,Away,W10 - 8,Cal Poly,Stanford,8,10,1508.79,1707.83
Stanford,2024-04-22,Grand Canyon,Neutral,W11 - 1,Stanford,Grand Canyon,11,1,1707.83,1467.69
Stanford,2024-04-23,Grand Canyon,Neutral,L1 - 5,Grand Canyon,Stanford,5,1,1467.69,1707.83
Stanford,2024-04-23,San Diego St.,Away,W9 - 6,San Diego St.,Stanford,6,9,1315.67,1707.83
Stanford,2024-04-24,San Diego St.,Away,W6 - 4,San Diego St.,Stanford,4,6,1315.67,1707.83
Stanford,2024-04-29,Washington,Away,L3 - 4,Washington,Stanford,4,3,1502.6,1707.83
Stanford,2024-04-30,Washington,Away,W6 - 2,Washington,Stanford,2,6,1502.6,1707.83
Stanford,2024-05-01,Washington,Away,L10 - 11,Washington,Stanford,11,10,1502.6,1707.83
Stanford,2024-05-03,UC Davis,Home,W16 - 6,Stanford,UC Davis,16,6,1707.83,1162.56
Stanford,2024-05-06,California,Home,W6 - 2,Stanford,California,6,2,1707.83,1505.94
Stanford,2024-05-07,California,Home,W8 - 7,Stanford,California,8,7,1707.83,1505.94
Stanford,2024-05-08,California,Home,W11 - 3,Stanford,California,11,3,1707.83,1505.94
Stanford,2024-05-10,San Francisco,Away,W9 - 7,San Francisco,Stanford,7,9,1385.61,1707.83
Stanford,2024-05-13,Utah,Away,W5 - 0,Utah,Stanford,0,5,1388.53,1707.83
Stanford,2024-05-14,Utah,Away,W8 - 2,Utah,Stanford,2,8,1388.53,1707.83
Stanford,2024-05-15,Utah,Away,W7 - 6,Utah,Stanford,6,7,1388.53,1707.83
Stanford,2024-05-17,Santa Clara,Away,W19 - 0,Santa Clara,Stanford,0,19,1339.0,1707.83
Stanford,2024-05-19,Southern California,Home,W7 - 1,Stanford,Southern California,7,1,1707.83,1416.55
Stanford,2024-05-20,Southern California,Home,W22 - 3,Stanford,Southern California,22,3,1707.83,1416.55
Stanford,2024-05-21,Southern California,Home,W12 - 5,Stanford,Southern California,12,5,1707.83,1416.55
Stanford,2024-05-25,Arizona St.,Neutral,W6 - 3,Stanford,Arizona St.,6,3,1707.83,1462.94
Stanford,2024-05-26,Arizona,Neutral,W15 - 8,Arizona,Stanford,8,15,1530.34,1707.83
Stanford,2024-05-28,Arizona,Neutral,W5 - 4,Stanford,Arizona,5,4,1707.83,1530.34
Stanford,2024-05-29,Oregon St.,Neutral,W9 - 5,Stanford,Oregon St.,9,5,1707.83,1654.27
Stanford,2024-06-03,Binghamton,Home,W20 - 7,Stanford,Binghamton,20,7,1707.83,1273.8
Stanford,2024-06-04,Texas St.,Home,L2 - 5,Texas St.,Stanford,5,2,1652.96,1707.83
Stanford,2024-06-05,UC Santa Barbara,Home,W8 - 4,UC Santa Barbara,Stanford,4,8,1601.09,1707.83
Stanford,2024-06-05,Texas St.,Home,W8 - 4,Stanford,Texas St.,8,4,1707.83,1652.96
Stanford,2024-06-06,Texas St.,Home,W4 - 3,Stanford,Texas St.,4,3,1707.83,1652.96
Stanford,2024-06-11,UConn,Home,L12 - 13,Stanford,UConn,12,13,1707.83,1585.08
Stanford,2024-06-12,UConn,Home,W8 - 2,UConn,Stanford,2,8,1585.08,1707.83
Stanford,2024-06-13,UConn,Home,W10 - 5,Stanford,UConn,10,5,1707.83,1585.08
Stanford,2024-06-18,Arkansas,Neutral,L2 - 17,Stanford,Arkansas,2,17,1707.83,1686.05
Stanford,2024-06-20,Auburn,Neutral,L2 - 6,Stanford,Auburn,2,6,1707.83,1664.89
North Carolina,2024-02-18,Seton Hall,Home,W14 - 3,North Carolina,Seton Hall,14,3,1672.34,1274.24
North Carolina,2024-02-19,Seton Hall,Home,W19 - 0,North Carolina,Seton Hall,19,0,1672.34,1274.24
North Carolina,2024-02-20,Seton Hall,Home,W7 - 3,North Carolina,Seton Hall,7,3,1672.34,1274.24
North Carolina,2024-02-22,Elon,Home,W5 - 1,North Carolina,Elon,5,1,1672.34,1337.94
North Carolina,2024-02-25,East Carolina,Home,W7 - 4,North Carolina,East Carolina,7,4,1672.34,1671.13
North Carolina,2024-02-26,East Carolina,Home,W2 - 0,North Carolina,East Carolina,2,0,1672.34,1671.13
North Carolina,2024-02-27,East Carolina,Away,L0 - 5,East Carolina,North Carolina,5,0,1671.13,1672.34
North Carolina,2024-03-01,Longwood,Home,W16 - 1,North Carolina,Longwood,16,1,1672.34,1160.65
North Carolina,2024-03-02,Winthrop,Home,W7 - 3,North Carolina,Winthrop,7,3,1672.34,1232.22
North Carolina,2024-03-04,Coastal Carolina,Home,W4 - 3,North Carolina,Coastal Carolina,4,3,1672.34,1593.23
North Carolina,2024-03-05,Coastal Carolina,Home,W4 - 0,North Carolina,Coastal Carolina,4,0,1672.34,1593.23
North Carolina,2024-03-06,Coastal Carolina,Home,W4 - 3(10 Innings),North Carolina,Coastal Carolina,4,3,1672.34,1593.23
North Carolina,2024-03-08,Liberty,Away,L0 - 1,Liberty,North Carolina,1,0,1511.59,1672.34
North Carolina,2024-03-11,Pittsburgh,Home,W7 - 4,North Carolina,Pittsburgh,7,4,1672.34,1462.66
North Carolina,2024-03-12,Pittsburgh,Home,W4 - 3,North Carolina,Pittsburgh,4,3,1672.34,1462.66
North Carolina,2024-03-13,Pittsburgh,Home,W9 - 2,North Carolina,Pittsburgh,9,2,1672.34,1462.66
North Carolina,2024-03-15,VMI,Home,W5 - 1,North Carolina,VMI,5,1,1672.34,1173.82
North Carolina,2024-03-18,Duke,Away,W10 - 5,Duke,North Carolina,5,10,1468.7,1672.34
North Carolina,2024-03-19,Duke,Away,L3 - 9,Duke,North Carolina,9,3,1468.7,1672.34
North Carolina,2024-03-20,Duke,Away,W4 - 1,Duke,North Carolina,1,4,1468.7,1672.34
North Carolina,2024-03-22,App State,Home,W4 - 2,North Carolina,App State,4,2,1672.34,1360.57
North Carolina,2024-03-25,Miami (FL),Away,L5 - 8,Miami (FL),North Carolina,8,5,1575.73,1672.34
North Carolina,2024-03-26,Miami (FL),Away,L3 - 7,Miami (FL),North Carolina,7,3,1575.73,1672.34
North Carolina,2024-03-27,Miami (FL),Away,L2 - 3(14 Innings),Miami (FL),North Carolina,3,2,1575.73,1672.34
North Carolina,2024-03-29,UNCW,Home,W6 - 4,North Carolina,UNCW,6,4,1672.34,1411.14
North Carolina,2024-04-01,Virginia Tech,Home,L1 - 12,North Carolina,Virginia Tech,1,12,1672.34,1699.35
North Carolina,2024-04-02,Virginia Tech,Home,L3 - 7,North Carolina,Virginia Tech,3,7,1672.34,1699.35
North Carolina,2024-04-03,Virginia Tech,Home,W10 - 6,North Carolina,Virginia Tech,10,6,1672.34,1699.35
North Carolina,2024-04-06,South Carolina,Neutral,L2 - 15,North Carolina,South Carolina,2,15,1672.34,1529.33
North Carolina,2024-04-08,Louisville,Away,W13 - 9,Louisville,North Carolina,9,13,1619.64,1672.34
North Carolina,2024-04-09,Louisville,Away,L8 - 9(10 Innings),Louisville,North Carolina,9,8,1619.64,1672.34
North Carolina,2024-04-10,Louisville,Away,L5 - 6(14 Innings),Louisville,North Carolina,6,5,1619.64,1672.34
North Carolina,2024-04-12,N.C. A&T,Home,L6 - 7,North Carolina,N.C. A&T,6,7,1672.34,1156.24
North Carolina,2024-04-15,Georgia Tech,Home,L12 - 15,North Carolina,Georgia Tech,12,15,1672.34,1582.21
North Carolina,2024-04-16,Georgia Tech,Home,W10 - 5,North Carolina,Georgia Tech,10,5,1672.34,1582.21
North Carolina,2024-04-17,Georgia Tech,Home,L8 - 11,North Carolina,Georgia Tech,8,11,1672.34,1582.21
North Carolina,2024-04-19,Campbell,Home,W7 - 4,North Carolina,Campbell,7,4,1672.34,1554.85
North Carolina,2024-04-22,Virginia,Away,L2 - 4,Virginia,North Carolina,4,2,1571.37,1672.34
North Carolina,2024-04-23,Virginia,Away,L7 - 11(10 Innings),Virginia,North Carolina,11,7,1571.37,1672.34
North Carolina,2024-04-24,Virginia,Away,L3 - 10,Virginia,North Carolina,10,3,1571.37,1672.34
North Carolina,2024-04-27,Liberty,Home,W8 - 1,North Carolina,Liberty,8,1,1672.34,1511.59
North Carolina,2024-05-03,Charlotte,Home,W4 - 3(10 Innings),North Carolina,Charlotte,4,3,1672.34,1526.02
North Carolina,2024-05-07,NC State,Away,W8 - 7,NC State,North Carolina,7,8,1592.08,1672.34
North Carolina,2024-05-08,NC State,Away,L2 - 9,NC State,North Carolina,9,2,1592.08,1672.34
North Carolina,2024-05-08,NC State,Away,W7 - 6,NC State,North Carolina,6,7,1592.08,1672.34
North Carolina,2024-05-10,Gardner-Webb,Home,W12 - 5,North Carolina,Gardner-Webb,12,5,1672.34,1264.52
North Carolina,2024-05-11,Charleston So.,Home,W12 - 1,North Carolina,Charleston So.,12,1,1672.34,1312.71
North Carolina,2024-05-13,Wake Forest,Home,W3 - 2,North Carolina,Wake Forest,3,2,1672.34,1594.57
North Carolina,2024-05-14,Wake Forest,Home,W12 - 3,North Carolina,Wake Forest,12,3,1672.34,1594.57
North Carolina,2024-05-15,Wake Forest,Home,L2 - 11,North Carolina,Wake Forest,2,11,1672.34,1594.57
North Carolina,2024-05-19,Florida St.,Home,W7 - 5,North Carolina,Florida St.,7,5,1672.34,1575.46
North Carolina,2024-05-20,Florida St.,Home,W10 - 4,North Carolina,Florida St.,10,4,1672.34,1575.46
North Carolina,2024-05-21,Florida St.,Home,W11 - 0,North Carolina,Florida St.,11,0,1672.34,1575.46
North Carolina,2024-05-24,Clemson,Neutral,W9 - 2,North Carolina,Clemson,9,2,1672.34,1572.14
North Carolina,2024-05-27,Virginia Tech,Neutral,W10 - 0,Virginia Tech,North Carolina,0,10,1699.35,1672.34
North Carolina,2024-05-28,Notre Dame,Neutral,W7 - 2,Notre Dame,North Carolina,2,7,1691.86,1672.34
North Carolina,2024-05-29,NC State,Neutral,W9 - 5,North Carolina,NC State,9,5,1672.34,1592.08
North Carolina,2024-06-03,Hofstra,Home,W15 - 4,North Carolina,Hofstra,15,4,1672.34,1396.73
North Carolina,2024-06-04,VCU,Home,L3 - 4,VCU,North Carolina,4,3,1570.06,1672.34
