,Team,Date,Opponent,Location,Result,home_team,away_team,home_score,away_score,home_rating,away_rating,home_win_prob,Spread,elo_win_prob,PEAR,resume_quality,home_net,away_net,avg_net,TQ,WP,NED,GQI
3658,South Carolina,2011-03-12,CSU Bakersfield,Home,W5 - 2,South Carolina,CSU Bakersfield,5,2,4.58,-6.26,0.9863,11.14,50.0,South Carolina -11.14,0.02180000000000004,4.0,,,,0.02740000000000009,,
3659,Delaware St.,2011-03-12,Marist,Home,L0 - 6,Delaware St.,Marist,0,6,-3.54,0.11,0.21660000000000001,-3.35,50.0,Marist -3.35,-0.7958,243.0,156.0,199.5,0.3202054794520548,0.43320000000000003,0.702054794520548,3.8
3660,Davidson,2011-03-12,Col. of Charleston,Home,W8 - 3,Davidson,Col. of Charleston,8,3,-2.17,2.49,0.158,-4.36,50.0,Col. of Charleston -4.36,0.3901,213.0,71.0,142.0,0.5171232876712328,0.31600000000000006,0.5136986301369864,4.8
3661,Cal Poly,2011-03-12,LMU (CA),Home,L6 - 7,Cal Poly,LMU (CA),6,7,2.4,2.88,0.4827,-0.18,50.0,LMU (CA) -0.18,-0.5737,61.0,50.0,55.5,0.8133561643835616,0.9654,0.9623287671232876,8.6
3662,Charleston So.,2011-03-12,Fordham,Home,W11 - 2,Charleston So.,Fordham,11,2,-0.67,-1.73,0.6275999999999999,1.36,50.0,Charleston So. -1.36,0.11239999999999994,175.0,183.0,179.0,0.3904109589041096,0.7448000000000001,0.9726027397260274,5.2
3663,Cincinnati,2011-03-12,Cleveland St.,Home,W13 - 1,Cincinnati,Cleveland St.,13,1,-0.16,-3.6,0.8077,3.74,50.0,Cincinnati -3.74,0.05819999999999992,149.0,275.0,212.0,0.2773972602739726,0.38460000000000005,0.5684931506849316,3.3
3664,Coastal Carolina,2011-03-12,Notre Dame,Home,W4 - 3,Coastal Carolina,Notre Dame,4,3,3.61,0.07,0.8136,3.84,50.0,Coastal Carolina -3.84,0.2017,57.0,158.0,107.5,0.6352739726027398,0.3728,0.654109589041096,5.8
3665,San Diego,2011-03-12,UConn,Home,L0 - 4,San Diego,UConn,0,4,2.31,3.42,0.4229,-0.81,50.0,UConn -0.81,-0.5224,93.0,39.0,66.0,0.7773972602739726,0.8458,0.815068493150685,7.9
3666,Saint Joseph's,2011-03-12,Cornell,Home,L3 - 9,Saint Joseph's,Cornell,3,9,-2.93,-3.8,0.6103999999999999,1.17,50.0,Saint Joseph's -1.17,-0.9459000000000001,250.0,278.0,264.0,0.09931506849315068,0.7792000000000001,0.904109589041096,3.2
3667,Creighton,2011-03-12,South Dakota St.,Home,W6 - 3,Creighton,South Dakota St.,6,3,3.07,0.67,0.7381,2.7,50.0,Creighton -2.7,0.24140000000000006,26.0,142.0,84.0,0.7157534246575342,0.5238,0.6027397260273972,6.7
3668,Dayton,2011-03-12,Canisius,Home,W14 - 11,Dayton,Canisius,14,11,-0.99,-0.91,0.5211,0.22,50.0,Dayton -0.22,0.14790000000000003,199.0,222.0,210.5,0.2825342465753425,0.9578,0.9212328767123288,4.8
3669,Dayton,2011-03-12,Canisius,Home,W7 - 6,Dayton,Canisius,7,6,-0.99,-0.91,0.5211,0.22,50.0,Dayton -0.22,0.14790000000000003,199.0,222.0,210.5,0.2825342465753425,0.9578,0.9212328767123288,4.8
3670,Central Mich.,2011-03-12,Indiana,Neutral,W3 - 0,Central Mich.,Indiana,3,0,0.21,0.05,0.5153,0.16,50.0,Central Mich. -0.16,0.2195999999999999,144.0,135.0,139.5,0.5256849315068494,0.9694,0.9691780821917808,6.6
3671,Delaware,2011-03-12,George Mason,Home,W10 - 7,Delaware,George Mason,10,7,-1.33,-2.55,0.6418,1.52,50.0,Delaware -1.52,0.0845999999999999,191.0,258.0,224.5,0.2345890410958904,0.7163999999999999,0.7705479452054794,3.8
3672,Duke,2011-03-12,NC State,Home,W8 - 3,Duke,NC State,8,3,0.61,3.37,0.2801,-2.46,50.0,NC State -2.46,0.4728,120.0,49.0,84.5,0.714041095890411,0.5602,0.7568493150684932,6.9
3673,East Carolina,2011-03-12,Rutgers,Home,W5 - 0,East Carolina,Rutgers,5,0,2.82,-0.15,0.7781,3.27,50.0,East Carolina -3.27,0.1884999999999999,40.0,166.0,103.0,0.6506849315068494,0.4438,0.5684931506849316,6.0
3674,Eastern Ky.,2011-03-12,UNC Asheville,Home,W10 - 3,Eastern Ky.,UNC Asheville,10,3,-2.25,-3.47,0.6418,1.52,50.0,Eastern Ky. -1.52,0.06099999999999994,235.0,260.0,247.5,0.1558219178082192,0.7163999999999999,0.9143835616438356,3.4
3675,Eastern Ky.,2011-03-12,UNC Asheville,Home,W10 - 6,Eastern Ky.,UNC Asheville,10,6,-2.25,-3.47,0.6418,1.52,50.0,Eastern Ky. -1.52,0.06099999999999994,235.0,260.0,247.5,0.1558219178082192,0.7163999999999999,0.9143835616438356,3.4
3676,Kansas,2011-03-12,Eastern Mich.,Home,L1 - 8,Kansas,Eastern Mich.,1,8,1.78,0.43,0.6531999999999999,1.65,50.0,Kansas -1.65,-0.7751,86.0,106.0,96.0,0.6746575342465754,0.6936000000000002,0.9315068493150684,7.0
3677,North Florida,2011-03-12,ETSU,Home,L5 - 6,North Florida,ETSU,5,6,0.36,1.65,0.4061,-0.99,50.0,ETSU -0.99,-0.6833,148.0,77.0,112.5,0.6181506849315068,0.8122,0.7568493150684932,6.7
3678,App State,2011-03-12,Elon,Home,L4 - 10,App State,Elon,4,10,1.11,1.72,0.4703,-0.31,50.0,Elon -0.31,-0.6775,130.0,70.0,100.0,0.660958904109589,0.9406,0.7945205479452055,7.3
3679,App State,2011-03-12,Elon,Home,L4 - 5,App State,Elon,4,5,1.11,1.72,0.4703,-0.31,50.0,Elon -0.31,-0.6775,130.0,70.0,100.0,0.660958904109589,0.9406,0.7945205479452055,7.3
3680,Delaware,2011-03-12,George Mason,Home,W10 - 7,Delaware,George Mason,10,7,-1.33,-2.55,0.6418,1.52,50.0,Delaware -1.52,0.0845999999999999,191.0,258.0,224.5,0.2345890410958904,0.7163999999999999,0.7705479452054794,3.8
3681,South Fla.,2011-03-12,Evansville,Home,L0 - 6,South Fla.,Evansville,0,6,0.12,1.16,0.42950000000000005,-0.74,50.0,Evansville -0.74,-0.7225,113.0,119.0,116.0,0.6061643835616438,0.8590000000000001,0.9794520547945206,6.9
3682,UCF,2011-03-12,Wagner,Home,W5 - 1,UCF,Wagner,5,1,3.1,-3.07,0.9229,6.47,50.0,UCF -6.47,0.07040000000000002,42.0,262.0,152.0,0.4828767123287671,0.1541999999999999,0.2465753424657534,3.9
3683,Grambling,2011-03-12,Centenary,Home,L7 - 9,Grambling,Centenary,7,9,-3.29,-6.26,0.7781,3.27,50.0,Grambling -3.27,-0.9782,256.0,,,,0.4438,,
3684,Washington,2011-03-12,DBU,Home,W1 - 0,Washington,DBU,1,0,1.94,2.7,0.456,-0.46,50.0,DBU -0.46,0.4095,125.0,55.0,90.0,0.6952054794520548,0.912,0.7602739726027398,7.5
3685,Air Force,2011-03-12,Bowling Green,Neutral,W6 - 0,Air Force,Bowling Green,6,0,-2.29,-1.31,0.4071,-0.98,50.0,Bowling Green -0.98,0.1431,186.0,231.0,208.5,0.2893835616438356,0.8142,0.845890410958904,4.5
3686,Alabama,2011-03-12,Eastern Ill.,Home,W12 - 1,Alabama,Eastern Ill.,12,1,3.33,-1.97,0.8956000000000001,5.6,50.0,Alabama -5.6,0.10360000000000003,35.0,218.0,126.5,0.5702054794520548,0.20879999999999987,0.37328767123287676,4.8
3687,New York Tech,2011-03-12,UAlbany,Home,L1 - 3,New York Tech,UAlbany,1,3,-3.64,-3.59,0.524,0.25,50.0,New York Tech -0.25,-0.9416,267.0,249.0,258.0,0.11986301369863013,0.952,0.9383561643835616,3.7
3688,New York Tech,2011-03-12,UAlbany,Home,L2 - 8,New York Tech,UAlbany,2,8,-3.64,-3.59,0.524,0.25,50.0,New York Tech -0.25,-0.9416,267.0,249.0,258.0,0.11986301369863013,0.952,0.9383561643835616,3.7
3689,Arizona,2011-03-12,Northern Colo.,Home,W12 - 4,Arizona,Northern Colo.,12,4,3.97,-2.77,0.9370999999999999,7.04,50.0,Arizona -7.04,0.07830000000000004,17.0,229.0,123.0,0.5821917808219178,0.12580000000000013,0.273972602739726,4.6
3690,Auburn,2011-03-12,Arizona St.,Home,L5 - 9,Auburn,Arizona St.,5,9,3.06,4.12,0.4276,-0.76,50.0,Arizona St. -0.76,-0.45539999999999997,47.0,5.0,26.0,0.9143835616438356,0.8552,0.8561643835616438,9.0
3691,Texas Southern,2011-03-12,Ark.-Pine Bluff,Home,L4 - 6,Texas Southern,Ark.-Pine Bluff,4,6,-3.42,-4.43,0.6231,1.31,50.0,Texas Southern -1.31,-0.9570000000000001,251.0,285.0,268.0,0.08561643835616438,0.7538,0.8835616438356164,3.0
3692,Central Conn. St.,2011-03-12,Binghamton,Neutral,W8 - 7,Central Conn. St.,Binghamton,8,7,-1.98,-2.38,0.5383,0.4,50.0,Central Conn. St. -0.4,0.09970000000000001,232.0,228.0,230.0,0.21575342465753425,0.9234,0.9863013698630136,4.3
3693,Arkansas St.,2011-03-12,Austin Peay,Home,W6 - 1,Arkansas St.,Austin Peay,6,1,1.15,0.26,0.6122,1.19,50.0,Arkansas St. -1.19,0.2137,118.0,121.0,119.5,0.5941780821917808,0.7756000000000001,0.9897260273972602,6.7
3694,Belmont,2011-03-12,Kennesaw St.,Home,W16 - 7,Belmont,Kennesaw St.,16,7,1.63,1.01,0.5874,0.92,50.0,Belmont -0.92,0.2661,87.0,103.0,95.0,0.678082191780822,0.8251999999999999,0.9452054794520548,7.3
3695,Bradley,2011-03-12,Air Force,Neutral,W6 - 0,Bradley,Air Force,6,0,-2.01,-2.29,0.5268,0.28,50.0,Bradley -0.28,0.1028,193.0,186.0,189.5,0.3544520547945205,0.9463999999999999,0.976027397260274,5.3
3696,Texas,2011-03-12,Brown,Home,L3 - 7,Texas,Brown,3,7,4.38,-3.32,0.9556,8.0,50.0,Texas -8.0,-0.9356,9.0,247.0,128.0,0.565068493150685,0.08879999999999999,0.18493150684931503,4.3
3697,California,2011-03-12,Rice,Neutral,W7 - 6,California,Rice,7,6,4.07,3.6,0.545,0.47,50.0,California -0.47,0.5236000000000001,11.0,14.0,12.5,0.9606164383561644,0.9099999999999999,0.9897260273972602,9.5
3698,Cal Poly,2011-03-12,LMU (CA),Home,W7 - 5,Cal Poly,LMU (CA),7,5,2.4,2.88,0.4827,-0.18,50.0,LMU (CA) -0.18,0.4263,61.0,50.0,55.5,0.8133561643835616,0.9654,0.9623287671232876,8.6
3699,CSUN,2011-03-12,Lafayette,Home,W7 - 5,CSUN,Lafayette,7,5,0.53,-3.71,0.851,4.54,50.0,CSUN -4.54,0.05590000000000006,165.0,273.0,219.0,0.2534246575342466,0.29800000000000004,0.6301369863013699,3.0
3700,CSUN,2011-03-12,Lafayette,Home,W7 - 6,CSUN,Lafayette,7,6,0.53,-3.71,0.851,4.54,50.0,CSUN -4.54,0.05590000000000006,165.0,273.0,219.0,0.2534246575342466,0.29800000000000004,0.6301369863013699,3.0
3701,Campbell,2011-03-12,Stetson,Home,W7 - 2,Campbell,Stetson,7,2,-3.1,1.71,0.1505,-4.51,50.0,Stetson -4.51,0.3217,245.0,54.0,149.5,0.4914383561643836,0.30099999999999993,0.34589041095890416,4.4
3702,Baylor,2011-03-12,Louisiana Tech,Home,W12 - 8,Baylor,Louisiana Tech,12,8,3.25,1.09,0.7199,2.46,50.0,Baylor -2.46,0.2720999999999999,32.0,101.0,66.5,0.7756849315068494,0.5602,0.7636986301369864,7.3
3703,South Fla.,2011-03-12,Evansville,Home,L4 - 6,South Fla.,Evansville,4,6,0.12,1.16,0.42950000000000005,-0.74,50.0,Evansville -0.74,-0.7225,113.0,119.0,116.0,0.6061643835616438,0.8590000000000001,0.9794520547945206,6.9
3704,UMBC,2011-03-12,Fairfield,Home,L2 - 9,UMBC,Fairfield,2,9,-4.42,-2.26,0.32880000000000004,-1.86,50.0,Fairfield -1.86,-0.9063,287.0,227.0,257.0,0.1232876712328767,0.6576000000000001,0.7945205479452055,3.0
3705,Florida,2011-03-12,Rhode Island,Home,W12 - 4,Florida,Rhode Island,12,4,4.5,-0.5,0.8843000000000001,5.3,50.0,Florida -5.3,0.16879999999999995,3.0,141.0,72.0,0.7568493150684932,0.23139999999999983,0.5273972602739726,6.3
3706,Jacksonville St.,2011-03-12,Southern Ill.,Home,W4 - 1,Jacksonville St.,Southern Ill.,4,1,0.14,-0.19,0.5602,0.63,50.0,Jacksonville St. -0.63,0.18620000000000003,133.0,164.0,148.5,0.4948630136986301,0.8795999999999999,0.8938356164383562,6.1
3707,James Madison,2011-03-12,Hofstra,Home,W21 - 8,James Madison,Hofstra,21,8,1.0,-2.99,0.8384,4.29,50.0,James Madison -4.29,0.07239999999999991,111.0,241.0,176.0,0.4006849315068493,0.32319999999999993,0.5547945205479452,4.0
3708,Kansas St.,2011-03-12,LIU,Home,W3 - 0,Kansas St.,LIU,3,0,2.89,-3.02,0.9155,6.21,50.0,Kansas St. -6.21,0.07169999999999999,52.0,216.0,134.0,0.5445205479452054,0.16900000000000004,0.4383561643835616,4.6
3709,Kent St.,2011-03-12,UAB,Neutral,W7 - 1,Kent St.,UAB,7,1,3.16,1.94,0.615,1.22,50.0,Kent St. -1.22,0.3675999999999999,46.0,78.0,62.0,0.791095890410959,0.77,0.8904109589041096,8.0
3710,Kentucky,2011-03-12,Niagara,Home,W4 - 0,Kentucky,Niagara,4,0,2.09,-4.01,0.9209999999999999,6.4,50.0,Kentucky -6.4,0.05019999999999991,91.0,279.0,185.0,0.3698630136986301,0.15800000000000014,0.3561643835616438,3.3
3711,Lamar University,2011-03-12,Nicholls,Home,W9 - 4,Lamar University,Nicholls,9,4,1.56,0.26,0.6489,1.6,50.0,Lamar University -1.6,0.2137,110.0,131.0,120.5,0.5907534246575342,0.7021999999999999,0.928082191780822,6.5
3712,Morehead St.,2011-03-12,La Salle,Home,L9 - 13,Morehead St.,La Salle,9,13,-3.8,-2.06,0.3653,-1.44,50.0,La Salle -1.44,-0.8996,281.0,202.0,241.5,0.17636986301369864,0.7306,0.7294520547945205,3.4
3713,Coppin St.,2011-03-12,Lehigh,Home,L2 - 4,Coppin St.,Lehigh,2,4,-4.85,-3.36,0.38780000000000003,-1.19,50.0,Lehigh -1.19,-0.9365000000000001,293.0,237.0,265.0,0.0958904109589041,0.7756000000000001,0.8082191780821918,3.0
3714,Jacksonville,2011-03-12,USC Upstate,Home,W12 - 4,Jacksonville,USC Upstate,12,4,1.63,-2.2,0.8299,4.13,50.0,Jacksonville -4.13,0.09560000000000002,75.0,217.0,146.0,0.5034246575342466,0.34020000000000006,0.5136986301369864,4.7
3715,Coppin St.,2011-03-12,Lehigh,Home,L2 - 9,Coppin St.,Lehigh,2,9,-4.85,-3.36,0.38780000000000003,-1.19,50.0,Lehigh -1.19,-0.9365000000000001,293.0,237.0,265.0,0.0958904109589041,0.7756000000000001,0.8082191780821918,3.0
3716,Long Beach St.,2011-03-12,San Francisco,Neutral,W5 - 4,Long Beach St.,San Francisco,5,4,2.01,2.89,0.4164,-0.88,50.0,San Francisco -0.88,0.4556,31.0,44.0,37.5,0.875,0.8328,0.9554794520547946,8.7
3717,Kansas St.,2011-03-12,LIU,Home,L2 - 4,Kansas St.,LIU,2,4,2.89,-3.02,0.9155,6.21,50.0,Kansas St. -6.21,-0.9283,52.0,216.0,134.0,0.5445205479452054,0.16900000000000004,0.4383561643835616,4.6
3718,Longwood,2011-03-12,Buffalo,Home,W15 - 5,Longwood,Buffalo,15,5,-2.79,-3.41,0.5874,0.92,50.0,Longwood -0.92,0.06230000000000002,219.0,272.0,245.5,0.16267123287671234,0.8251999999999999,0.8184931506849316,3.6
3719,Longwood,2011-03-12,Buffalo,Home,W9 - 6,Longwood,Buffalo,9,6,-2.79,-3.41,0.5874,0.92,50.0,Longwood -0.92,0.06230000000000002,219.0,272.0,245.5,0.16267123287671234,0.8251999999999999,0.8184931506849316,3.6
3720,ULM,2011-03-12,Southern Utah,Home,W17 - 8,ULM,Southern Utah,17,8,-1.37,-2.62,0.6445000000000001,1.55,50.0,ULM -1.55,0.0826,161.0,226.0,193.5,0.3407534246575342,0.7109999999999999,0.7773972602739726,4.6
3721,ULM,2011-03-12,Southern Utah,Home,W4 - 3,ULM,Southern Utah,4,3,-1.37,-2.62,0.6445000000000001,1.55,50.0,ULM -1.55,0.0826,161.0,226.0,193.5,0.3407534246575342,0.7109999999999999,0.7773972602739726,4.6
3722,LSU,2011-03-12,Cal St. Fullerton,Home,W7 - 6,LSU,Cal St. Fullerton,7,6,3.28,3.76,0.4827,-0.18,50.0,Cal St. Fullerton -0.18,0.5102,33.0,7.0,20.0,0.934931506849315,0.9654,0.910958904109589,9.4
3723,Pepperdine,2011-03-12,Louisville,Home,L0 - 8,Pepperdine,Louisville,0,8,1.32,2.14,0.45030000000000003,-0.52,50.0,Louisville -0.52,-0.6413,104.0,98.0,101.0,0.6575342465753424,0.9006000000000001,0.9794520547945206,7.4
3724,Liberty,2011-03-12,Monmouth,Neutral,W4 - 3,Liberty,Monmouth,4,3,0.98,-0.9,0.6729,1.88,50.0,Liberty -1.88,0.16349999999999998,122.0,168.0,145.0,0.5068493150684932,0.6541999999999999,0.8424657534246576,5.7
3725,Alcorn,2011-03-12,Jackson St.,Home,L5 - 7,Alcorn,Jackson St.,5,7,-3.64,-2.43,0.41359999999999997,-0.91,50.0,Jackson St. -0.91,-0.9117000000000001,188.0,259.0,223.5,0.238013698630137,0.8271999999999999,0.7568493150684932,4.1
3726,Alcorn,2011-03-12,Jackson St.,Home,L1 - 13,Alcorn,Jackson St.,1,13,-3.64,-2.43,0.41359999999999997,-0.91,50.0,Jackson St. -0.91,-0.9117000000000001,188.0,259.0,223.5,0.238013698630137,0.8271999999999999,0.7568493150684932,4.1
3727,Villanova,2011-03-12,Iona,Home,L3 - 13,Villanova,Iona,3,13,-1.51,-3.32,0.6920999999999999,2.11,50.0,Villanova -2.11,-0.9356,224.0,269.0,246.5,0.15924657534246575,0.6158000000000001,0.845890410958904,3.2
3728,Florida A&M,2011-03-12,Savannah St.,Home,W7 - 6,Florida A&M,Savannah St.,7,6,-4.72,-3.49,0.4117,-0.93,50.0,Savannah St. -0.93,0.06059999999999999,282.0,236.0,259.0,0.11643835616438356,0.8234,0.8424657534246576,3.3
3729,Fla. Atlantic,2011-03-12,Seton Hall,Home,W4 - 1,Fla. Atlantic,Seton Hall,4,1,2.38,1.71,0.5920000000000001,0.97,50.0,Fla. Atlantic -0.97,0.3217,66.0,90.0,78.0,0.7363013698630136,0.8159999999999998,0.9178082191780822,7.7
3730,Texas A&M,2011-03-12,FIU,Home,L1 - 2,Texas A&M,FIU,1,2,4.25,3.1,0.6356,1.45,50.0,Texas A&M -1.45,-0.5529999999999999,10.0,41.0,25.5,0.916095890410959,0.7287999999999999,0.8938356164383562,8.8
3731,Florida St.,2011-03-12,Boston College,Home,W15 - 6,Florida St.,Boston College,15,6,4.28,0.47,0.8288,4.11,50.0,Florida St. -4.11,0.22760000000000002,12.0,151.0,81.5,0.7243150684931506,0.34240000000000004,0.523972602739726,6.3
3732,Nebraska,2011-03-12,Fresno St.,Home,L0 - 1,Nebraska,Fresno St.,0,1,2.59,3.56,0.4361,-0.67,50.0,Fresno St. -0.67,-0.509,53.0,24.0,38.5,0.8715753424657534,0.8722,0.9006849315068494,8.7
3733,Gardner-Webb,2011-03-12,St. John's (NY),Home,W18 - 11,Gardner-Webb,St. John's (NY),18,11,-0.14,2.36,0.3006,-2.2,50.0,St. John's (NY) -2.2,0.37829999999999997,124.0,67.0,95.5,0.6763698630136986,0.6012,0.8047945205479452,6.7
3734,Georgetown,2011-03-12,Penn,Neutral,W6 - 3,Georgetown,Penn,6,3,-1.35,-2.28,0.5882999999999999,0.93,50.0,Georgetown -0.93,0.10319999999999996,212.0,257.0,234.5,0.20034246575342465,0.8234000000000001,0.845890410958904,3.9
3735,George Washington,2011-03-12,Central Conn. St.,Neutral,W5 - 2,George Washington,Central Conn. St.,5,2,-2.89,-1.98,0.41359999999999997,-0.91,50.0,Central Conn. St. -0.91,0.11439999999999995,265.0,232.0,248.5,0.1523972602739726,0.8271999999999999,0.886986301369863,3.6
3736,Southern California,2011-03-12,Georgia,Home,L3 - 5,Southern California,Georgia,3,5,2.84,2.4,0.5705,0.74,50.0,Southern California -0.74,-0.618,38.0,29.0,33.5,0.8886986301369864,0.859,0.9691780821917808,8.9
3737,Ga. Southern,2011-03-12,Furman,Home,W11 - 1,Ga. Southern,Furman,11,1,1.85,-1.01,0.7707999999999999,3.16,50.0,Ga. Southern -3.16,0.1431,88.0,173.0,130.5,0.5565068493150684,0.45840000000000014,0.7089041095890412,5.5
3738,Georgia St.,2011-03-12,Towson,Home,W5 - 4,Georgia St.,Towson,5,4,0.58,-1.51,0.7145,2.39,50.0,Georgia St. -2.39,0.12109999999999999,145.0,206.0,175.5,0.4023972602739726,0.571,0.7910958904109588,4.7
3739,Georgia Tech,2011-03-12,Maryland,Home,W9 - 3,Georgia Tech,Maryland,9,3,4.06,-0.77,0.8775,5.13,50.0,Georgia Tech -5.13,0.15480000000000005,19.0,143.0,81.0,0.726027397260274,0.2450000000000001,0.5753424657534247,6.1
3740,Gonzaga,2011-03-12,Minnesota,Neutral,W10 - 3,Gonzaga,Minnesota,10,3,3.15,0.45,0.7381,2.7,50.0,Gonzaga -2.7,0.247,25.0,132.0,78.5,0.7345890410958904,0.5238,0.6335616438356164,6.8
3741,Grambling,2011-03-12,Centenary,Home,W10 - 9,Grambling,Centenary,10,9,-3.29,-6.26,0.7781,3.27,50.0,Grambling -3.27,0.02180000000000004,256.0,,,,0.4438,,
3742,High Point,2011-03-12,N.C. A&T,Home,W8 - 4,High Point,N.C. A&T,8,4,-0.54,-3.52,0.7787999999999999,3.28,50.0,High Point -3.28,0.05989999999999995,189.0,268.0,228.5,0.2208904109589041,0.4424000000000001,0.7294520547945205,3.2
3743,Holy Cross,2011-03-12,Princeton,Neutral,W8 - 2,Holy Cross,Princeton,8,2,-2.44,-2.18,0.47509999999999997,-0.26,50.0,Princeton -0.26,0.10680000000000012,215.0,194.0,204.5,0.3030821917808219,0.9501999999999999,0.928082191780822,5.0
3744,VCU,2011-03-12,Holy Cross,Home,L3 - 9,VCU,Holy Cross,3,9,-1.38,-2.44,0.6275999999999999,1.36,50.0,VCU -1.36,-0.912,242.0,215.0,228.5,0.2208904109589041,0.7448000000000001,0.9075342465753424,3.9
3745,TCU,2011-03-12,Houston Christian,Home,L4 - 7,TCU,Houston Christian,4,7,4.13,-6.26,0.9837,10.69,50.0,TCU -10.69,-0.9782,23.0,,,,0.03259999999999996,,
3746,Western Ky.,2011-03-12,Illinois,Home,L5 - 9,Western Ky.,Illinois,5,9,2.46,0.05,0.7389,2.71,50.0,Western Ky. -2.71,-0.7995,68.0,139.0,103.5,0.648972602739726,0.5222,0.7568493150684932,6.3
3747,Rollins,2011-03-12,Maine,Home,L4 - 10,Rollins,Maine,4,10,-6.26,-0.76,0.1197,-5.2,50.0,Maine -5.2,-0.8447,,172.0,,,0.23940000000000006,,
3748,Washington St.,2011-03-12,Utah Valley,Home,W8 - 7,Washington St.,Utah Valley,8,7,2.34,0.47,0.6969,2.17,50.0,Washington St. -2.17,0.22760000000000002,48.0,162.0,105.0,0.6438356164383562,0.6062000000000001,0.6095890410958904,6.3
3749,Virginia,2011-03-12,Clemson,Away,W8 - 7,Clemson,Virginia,7,8,4.21,4.51,0.5,0.0,50.0,Virginia -0.0,0.6091,18.0,2.0,10.0,0.9691780821917808,1.0,0.9452054794520548,9.7
3750,Indiana St.,2011-03-12,Western Mich.,Home,L2 - 4,Indiana St.,Western Mich.,2,4,1.19,-1.39,0.7512000000000001,2.88,50.0,Indiana St. -2.88,-0.8739,146.0,190.0,168.0,0.4280821917808219,0.4975999999999998,0.8493150684931507,4.8
3751,USC Upstate,2011-03-12,Jacksonville,Away,L4 - 12,Jacksonville,USC Upstate,12,4,1.63,-2.2,0.8299,4.13,50.0,Jacksonville -4.13,-0.6333,75.0,217.0,146.0,0.5034246575342466,0.34020000000000006,0.5136986301369864,4.7
3752,Jackson St.,2011-03-12,Alcorn,Away,W7 - 5,Alcorn,Jackson St.,5,7,-3.64,-2.43,0.41359999999999997,-0.91,50.0,Jackson St. -0.91,0.07120000000000004,188.0,259.0,223.5,0.238013698630137,0.8271999999999999,0.7568493150684932,4.1
3753,Jackson St.,2011-03-12,Alcorn,Away,W13 - 1,Alcorn,Jackson St.,1,13,-3.64,-2.43,0.41359999999999997,-0.91,50.0,Jackson St. -0.91,0.07120000000000004,188.0,259.0,223.5,0.238013698630137,0.8271999999999999,0.7568493150684932,4.1
3754,Iona,2011-03-12,Villanova,Away,W13 - 3,Villanova,Iona,3,13,-1.51,-3.32,0.6920999999999999,2.11,50.0,Villanova -2.11,0.14790000000000003,224.0,269.0,246.5,0.15924657534246575,0.6158000000000001,0.845890410958904,3.2
3755,Illinois,2011-03-12,Western Ky.,Away,W9 - 5,Western Ky.,Illinois,5,9,2.46,0.05,0.7389,2.71,50.0,Western Ky. -2.71,0.4433,68.0,139.0,103.5,0.648972602739726,0.5222,0.7568493150684932,6.3
3756,Houston Christian,2011-03-12,TCU,Away,W7 - 4,TCU,Houston Christian,4,7,4.13,-6.26,0.9837,10.69,50.0,TCU -10.69,0.6018,23.0,,,,0.03259999999999996,,
3757,Holy Cross,2011-03-12,VCU,Away,W9 - 3,VCU,Holy Cross,3,9,-1.38,-2.44,0.6275999999999999,1.36,50.0,VCU -1.36,0.1543,242.0,215.0,228.5,0.2208904109589041,0.7448000000000001,0.9075342465753424,3.9
3758,Princeton,2011-03-12,Holy Cross,Neutral,L2 - 8,Holy Cross,Princeton,8,2,-2.44,-2.18,0.47509999999999997,-0.26,50.0,Princeton -0.26,-0.9023,215.0,194.0,204.5,0.3030821917808219,0.9501999999999999,0.928082191780822,5.0
3759,N.C. A&T,2011-03-12,High Point,Away,L4 - 8,High Point,N.C. A&T,8,4,-0.54,-3.52,0.7787999999999999,3.28,50.0,High Point -3.28,-0.7988999999999999,189.0,268.0,228.5,0.2208904109589041,0.4424000000000001,0.7294520547945205,3.2
3760,Centenary,2011-03-12,Grambling,Away,L9 - 10,Grambling,Centenary,10,9,-3.29,-6.26,0.7781,3.27,50.0,Grambling -3.27,-0.9194,256.0,,,,0.4438,,
3761,Minnesota,2011-03-12,Gonzaga,Neutral,L3 - 10,Gonzaga,Minnesota,10,3,3.15,0.45,0.7381,2.7,50.0,Gonzaga -2.7,-0.5196000000000001,25.0,132.0,78.5,0.7345890410958904,0.5238,0.6335616438356164,6.8
3762,Maryland,2011-03-12,Georgia Tech,Away,L3 - 9,Georgia Tech,Maryland,9,3,4.06,-0.77,0.8775,5.13,50.0,Georgia Tech -5.13,-0.40469999999999995,19.0,143.0,81.0,0.726027397260274,0.2450000000000001,0.5753424657534247,6.1
3763,Towson,2011-03-12,Georgia St.,Away,L4 - 5,Georgia St.,Towson,5,4,0.58,-1.51,0.7145,2.39,50.0,Georgia St. -2.39,-0.7210000000000001,145.0,206.0,175.5,0.4023972602739726,0.571,0.7910958904109588,4.7
3764,Furman,2011-03-12,Ga. Southern,Away,L1 - 11,Ga. Southern,Furman,11,1,1.85,-1.01,0.7707999999999999,3.16,50.0,Ga. Southern -3.16,-0.6134999999999999,88.0,173.0,130.5,0.5565068493150684,0.45840000000000014,0.7089041095890412,5.5
