,team,conference,avg_talent,season,sp_conf_rating,firstDowns,firstDownsOpponent,fourthDownConversions,fourthDownConversionsOpponent,fourthDowns,fourthDownsOpponent,fumblesLost,fumblesLostOpponent,fumblesRecovered,fumblesRecoveredOpponent,games,interceptionTDs,interceptionTDsOpponent,interceptionYards,interceptionYardsOpponent,interceptions,interceptionsOpponent,kickReturnTDs,kickReturnTDsOpponent,kickReturnYards,kickReturnYardsOpponent,kickReturns,kickReturnsOpponent,netPassingYards,netPassingYardsOpponent,passAttempts,passAttemptsOpponent,passCompletions,passCompletionsOpponent,passesIntercepted,passesInterceptedOpponent,passingTDs,passingTDsOpponent,penalties,penaltiesOpponent,penaltyYards,penaltyYardsOpponent,possessionTime,possessionTimeOpponent,puntReturnTDs,puntReturnTDsOpponent,puntReturnYards,puntReturnYardsOpponent,puntReturns,puntReturnsOpponent,rushingAttempts,rushingAttemptsOpponent,rushingTDs,rushingTDsOpponent,rushingYards,rushingYardsOpponent,sacks,sacksOpponent,tacklesForLoss,tacklesForLossOpponent,thirdDownConversions,thirdDownConversionsOpponent,thirdDowns,thirdDownsOpponent,totalYards,totalYardsOpponent,turnovers,turnoversOpponent,total_turnovers,thirdDownConversionRate,fourthDownConversionRate,possessionTimeMinutes,color,alt_color,logo,fpi,fpi_rank,fpi_sor,fpi_sos,def_eff,off_eff,special_eff,games_played,wins,losses,conference_games,conference_wins,conference_losses,Offense_explosiveness,Defense_explosiveness,Offense_ppa,Defense_ppa,Defense_havoc_total,Offense_successRate,Defense_successRate,Offense_powerSuccess,Defense_powerSuccess,Offense_stuffRate,Defense_stuffRate,Offense_pointsPerOpportunity,Defense_pointsPerOpportunity,Offense_fieldPosition_averagePredictedPoints,Defense_fieldPosition_averagePredictedPoints,Offense_fieldPosition_averageStart,Defense_fieldPosition_averageStart,offense_drive_quality,defense_drive_quality,avg_opp_offense_drive_quality_pct,avg_opp_defense_drive_quality_pct,adj_offense_drive_quality,adj_defense_drive_quality,elo_x,avg_opp_offense_ppa,avg_opp_defense_ppa,avg_opp_offense_ppo,avg_opp_defense_ppo,adj_offense_ppa,adj_defense_ppa,adj_offense_ppo,adj_defense_ppo,unweighted_power,power_rating,sp_conf_scaled,total_turnovers_scaled,possession_scaled,third_down_scaled,offense_avg_field_position_scaled,defense_avg_field_position_scaled,offense_ppo_scaled,offense_success_scaled,offense_explosive,talent_scaled,defense_ppo_scaled,penalties_scaled,offense_ppa_scaled,defense_ppa_scaled,defense_success_scaled,defense_explosive,PBR,PBR_rank,STM,STM_rank,DCE,DCE_rank,DefensivePossessionTime,DDE,DDE_rank,offensive_total,defensive_total,offensive_rank,defensive_rank,talent_scaled_rank,offense_success_rank,defense_success_rank,offense_explosive_rank,defense_explosive_rank,total_turnovers_rank,penalties_rank,avg_expected_wins,SOS,wins_above_average,wins_above_good,wins_above_elite,SOR,most_deserving_wins,most_deserving,elo_y
10,USC,Big Ten,869.0099999999999,2025,11.216666666666667,55.0,37.0,0.0,4.0,0.0,5.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,76.0,0.0,0.0,3.0,0.0,0.0,97.0,53.0,5.0,3.0,810.0,394.0,57.0,73.0,44.0,44.0,3.0,0.0,7.0,4.0,13.0,7.0,138.0,61.0,3461.0,3739.0,0.0,0.0,0.0,1.0,0.0,2.0,63.0,62.0,10.0,0.0,542.0,207.0,9.0,1.0,21.0,6.0,11.0,7.0,16.0,29.0,1352.0,601.0,2.0,4.0,2.0,0.6875,0.0,57.68,#9e2237,#ffcc00,"['http://a.espncdn.com/i/teamlogos/ncaa/500/30.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/30.png']",20.762,5,46,123,65.968,99.385,28.422,2,2,0,0,0,0,1.4861756119029887,1.3020066429860895,0.7691085153864531,-0.06317558490569568,0.208,0.6592592592592592,0.3472222222222222,1.0,1.0,0.06944444444444445,0.14814814814814814,6.466666666666667,2.25,1.253,-1.167,71.8,71.8,73.9,-4.2,2.3,60.5,13.4,-6.5,1895,0.0850352549843483,0.5150964705381492,2.7569444444444446,5.083333333333334,0.25401204484830386,-0.14821083989004397,1.3833333333333329,-0.5069444444444446,32.1,18.2,8.384530352811128,61.92307692307692,44.503334259516535,84.11185410334346,32.52017937219735,1.3829787234042499,100.0,99.99999999999997,70.8349496594562,840.9217283774065,70.18072289156626,59.59183673469388,100.0,81.15973651630017,66.69210122699387,48.026691538970894,0.1641056418726113,53.0,,,35.715,125.0,62.32,33.0,26.0,6.780254864441465,-2.5056872736710227,1,21,14.0,1.0,44.0,13.0,90.0,26.0,108.0,9.985,31,0.08,0.0,0.0,39,0.0,48,1895
11,Florida,SEC,879.37,2025,16.8375,48.0,22.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,51.0,1.0,2.0,473.0,312.0,69.0,47.0,50.0,27.0,0.0,1.0,6.0,1.0,11.0,21.0,103.0,175.0,4120.0,3080.0,0.0,0.0,85.0,5.0,4.0,1.0,69.0,61.0,1.0,0.0,333.0,165.0,1.0,2.0,10.0,16.0,11.0,7.0,25.0,28.0,806.0,477.0,1.0,2.0,1.0,0.44,0.0,68.67,#0021a5,#fa4616,"['http://a.espncdn.com/i/teamlogos/ncaa/500/57.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/57.png']",11.924,23,107,77,75.019,45.274,47.622,2,1,1,0,0,0,1.1364496211052582,1.125556537657968,0.24319969228011165,-0.09255767074185457,0.187,0.4927536231884058,0.2803738317757009,0.75,0.8,0.208955223880597,0.2033898305084746,4.266666666666667,2.6666666666666665,1.66,-0.862,65.9,76.8,50.0,-32.0,17.4,27.3,22.7,-49.4,1668,0.22965624186510653,0.02818994463258547,4.3,2.090909090909091,0.21500974764752617,-0.3222139126069611,2.175757575757576,-1.6333333333333333,18.7,17.2,10.0,54.30769230769231,59.61878299527646,46.87401215805471,58.713004484304925,6.702127659574458,67.57320099255583,62.4730552093262,38.92546631550174,852.6870775481707,63.55421686746988,71.37755102040816,46.74832356362059,84.95088857547984,81.81603692448829,64.64892221034347,0.12079460649992228,30.0,57.14999999999999,14.0,38.735,116.0,51.33,23.6,71.0,1.146876839485457,-3.477196845904013,43,10,12.0,38.0,10.0,103.0,41.0,45.0,75.0,8.773,1,-0.28,-0.93,-1.0,99,-0.994,107,1668
12,Oklahoma,SEC,891.39,2025,16.8375,46.0,20.0,3.0,0.0,4.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,17.0,49.0,4.0,3.0,662.0,176.0,71.0,44.0,51.0,19.0,0.0,2.0,4.0,0.0,11.0,5.0,83.0,42.0,3908.0,3292.0,0.0,0.0,2.0,10.0,2.0,3.0,72.0,58.0,4.0,1.0,241.0,263.0,3.0,3.0,13.0,12.0,13.0,4.0,27.0,25.0,903.0,439.0,4.0,0.0,-4.0,0.4815,0.75,65.13,#a32036,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/201.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/201.png']",12.558,22,10,64,73.924,77.075,35.986,2,2,0,0,0,0,1.2954620916749033,1.4290096487720187,0.34068402374863294,-0.08441510659805047,0.186,0.4825174825174825,0.23529411764705882,0.6666666666666666,0.6,0.18571428571428572,0.18181818181818182,5.363636363636363,1.5,0.912,-1.354,78.1,70.0,27.3,0.0,26.1,20.8,6.5,-26.1,1679,0.21768806040539138,0.07811926947898003,3.3,4.1,0.2625647542696529,-0.30210316700344186,1.2636363636363637,-1.7999999999999998,22.2,16.7,10.0,16.230769230769234,54.74993053626007,53.117933130699086,4.551569506726523,-0.5319148936170279,83.74193548387096,60.16603969386431,53.433984168433554,866.3376081497715,82.10843373493975,78.11224489795919,56.61924386177418,83.90025864427204,92.01497654276434,36.062554401134165,0.09580560652014433,16.0,-2.8499999999999943,117.0,52.379999999999995,32.0,54.870000000000005,20.6,96.0,1.8222876796559706,-3.076260816870729,33,13,10.0,41.0,3.0,54.0,111.0,127.0,43.0,9.0,3,0.99,0.71,0.07,6,0.168,6,1679
13,Tennessee,SEC,848.77,2025,16.8375,63.0,34.0,0.0,3.0,0.0,5.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,42.0,3.0,2.0,1.0,705.0,441.0,80.0,71.0,54.0,42.0,1.0,0.0,7.0,2.0,13.0,12.0,110.0,78.0,3631.0,3569.0,0.0,0.0,120.0,0.0,8.0,0.0,87.0,72.0,7.0,4.0,522.0,152.0,8.0,0.0,14.0,6.0,17.0,7.0,26.0,29.0,1227.0,593.0,1.0,2.0,1.0,0.6538,0.0,60.52,#ff8200,#58595b,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2633.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2633.png']",18.902,9,21,95,80.573,86.191,63.999,2,2,0,0,0,0,1.2035912005969762,1.0079821651657281,0.466872843574301,0.09311569069593283,0.227,0.5773809523809523,0.3971631205673759,0.75,0.8181818181818182,0.1590909090909091,0.15384615384615385,5.333333333333333,5.0,1.352,-0.925,70.6,75.9,59.3,-3.6,11.1,16.0,43.3,-14.7,1808,0.13973343851469536,0.30476592197617347,3.4166666666666665,4.0,0.1621069215981275,-0.04661774781876253,1.333333333333333,1.5833333333333335,18.8,16.3,10.0,54.30769230769231,48.4094192831342,79.04148936170213,37.84753363228704,5.744680851063833,83.29528535980148,81.54631414117077,45.05155693745067,817.9361427387709,26.44578313253011,69.0204081632653,69.39667962250924,60.99357150565461,55.39335595875211,75.72484838773872,0.13448482620131796,41.0,41.30000000000001,33.0,36.798,120.0,59.48,27.200000000000003,50.0,3.616979307626952,0.7285915565845829,12,85,16.0,10.0,78.0,78.0,18.0,45.0,84.0,9.48,15,0.42,0.02,0.0,22,0.003,22,1808
14,Miami,ACC,867.6633333333333,2025,5.488235294117647,51.0,32.0,1.0,0.0,3.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,12.0,0.0,0.0,2.0,0.0,0.0,57.0,15.0,2.0,1.0,549.0,320.0,67.0,48.0,50.0,33.0,2.0,0.0,4.0,2.0,10.0,7.0,101.0,50.0,3722.0,3478.0,0.0,0.0,20.0,9.0,3.0,2.0,67.0,60.0,5.0,1.0,326.0,186.0,4.0,3.0,15.0,5.0,9.0,5.0,20.0,20.0,875.0,506.0,0.0,4.0,4.0,0.45,0.3333,62.03,#005030,#f47321,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2390.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2390.png']",13.009,21,4,32,61.147,79.21,50.573,2,2,0,0,0,0,1.0034407999751274,1.2056020531301765,0.32045964074728334,-0.006104204463747705,0.215,0.582089552238806,0.35514018691588783,0.7272727272727273,0.4,0.15384615384615385,0.288135593220339,5.142857142857143,3.857142857142857,1.348,-1.01,70.0,74.2,52.6,-4.8,-16.7,18.2,34.4,11.9,1752,0.18095500376344736,0.16400600729287595,6.0,4.5,0.15645363345440738,-0.18705920822719507,0.6428571428571432,-2.142857142857143,18.3,16.1,6.738136222339828,77.15384615384616,50.4862461794943,48.37857142857143,40.51121076233186,3.9361702127659584,80.4877702942219,82.60753567743072,26.789557420741758,839.3923844054025,44.62134251290877,72.05102040816327,54.5713940208988,73.79585218592197,64.90072243564016,57.10834851720937,0.12032513265121535,29.0,39.36666666666667,40.0,42.181,92.0,57.97,27.4,49.0,2.379753420846515,-0.8708524831483773,25,56,15.0,9.0,47.0,125.0,62.0,8.0,71.0,9.946,28,1.0,0.96,0.44,2,0.683,3,1752
15,Michigan,Big Ten,872.2866666666667,2025,11.216666666666667,32.0,43.0,0.0,3.0,2.0,5.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,106.0,59.0,5.0,7.0,393.0,487.0,55.0,82.0,30.0,53.0,4.0,0.0,1.0,3.0,11.0,6.0,97.0,53.0,3286.0,3914.0,0.0,0.0,6.0,2.0,4.0,3.0,64.0,68.0,4.0,2.0,347.0,188.0,5.0,3.0,17.0,11.0,9.0,14.0,27.0,31.0,740.0,675.0,1.0,5.0,3.0,0.3333,0.0,54.77,#00274c,#ffcb05,"['http://a.espncdn.com/i/teamlogos/ncaa/500/130.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/130.png']",10.183,28,70,27,61.904,63.507,39.141,2,1,1,0,0,0,1.5262527038247675,1.0705082002278972,0.21768806040539138,0.07811926947898003,0.2,0.3474576271186441,0.42,0.7,0.5833333333333334,0.11666666666666667,0.19047619047619047,3.3,4.1,1.216,-1.217,72.1,73.0,26.1,20.8,27.3,11.9,14.2,-6.5,1742,0.20443913687105428,0.02617526546950113,4.545454545454545,2.1346153846153846,0.19151279493589024,-0.12631986739207424,1.1653846153846152,-0.4454545454545453,12.1,14.0,8.384530352811128,69.53846153846155,40.50097249235898,30.820364741641338,31.18834080717494,2.659574468085097,53.325062034739446,29.72632692142796,74.49163898424753,844.6428796756245,40.75903614457831,73.39795918367346,44.16510551085572,62.92855030511783,50.22668711656442,69.83467237544896,0.1148414345684791,22.0,23.60000000000001,90.0,30.718,133.0,65.22999999999999,18.2,107.0,-0.5687921933282439,0.8916357508956485,78,88,13.0,124.0,92.0,10.0,25.0,14.0,57.0,9.926,27,0.0,-0.15,-0.85,67,-0.387,65,1742
16,Ole Miss,SEC,790.27,2025,16.8375,53.0,28.0,2.0,3.0,2.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,50.0,4.0,1.0,0.0,0.0,0.0,39.0,0.0,2.0,635.0,256.0,61.0,58.0,37.0,28.0,1.0,4.0,4.0,1.0,15.0,14.0,137.0,110.0,3383.0,3817.0,0.0,0.0,71.0,0.0,6.0,0.0,91.0,72.0,7.0,2.0,517.0,363.0,4.0,2.0,9.0,11.0,11.0,7.0,26.0,31.0,1152.0,619.0,4.0,1.0,-3.0,0.4231,1.0,56.38,#13294b,#c8102e,"['http://a.espncdn.com/i/teamlogos/ncaa/500/145.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/145.png']",19.386,8,8,49,83.371,75.843,60.078,2,2,0,1,1,0,1.2499605097160047,1.2995957868263288,0.39009914289633024,0.03249424500923697,0.164,0.543046357615894,0.296875,0.85,0.8,0.1797752808988764,0.11764705882352941,5.0,2.3,1.352,-1.379,70.3,69.3,46.4,-6.9,14.3,30.6,15.8,-21.2,1922,0.08430848543625195,0.2831702356949475,2.121794871794872,4.641176470588236,0.10692890720138276,-0.05181424042701498,0.3588235294117643,0.17820512820512802,16.4,13.9,10.0,23.846153846153847,42.715337593776056,44.33130699088146,39.17937219730945,-1.2765957446808613,78.38213399503721,73.8080028589616,49.282356866358654,751.5005320737417,69.3855421686747,59.92857142857143,61.62284490496532,68.81551852218442,78.08277415644172,48.25380280721594,0.18230193346896625,69.0,,,52.421,31.0,63.62,27.799999999999997,48.0,2.4686231444336353,-1.9685523558761555,22,33,21.0,20.0,14.0,66.0,89.0,118.0,105.0,9.505,19,0.78,0.08,0.0,13,0.022,10,1922
17,Missouri,SEC,789.1766666666666,2025,16.8375,53.0,28.0,5.0,3.0,6.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,83.0,0.0,0.0,2.0,0.0,0.0,67.0,183.0,4.0,11.0,675.0,296.0,70.0,53.0,56.0,31.0,2.0,0.0,6.0,3.0,15.0,7.0,140.0,70.0,4236.0,2964.0,0.0,0.0,65.0,21.0,5.0,1.0,85.0,58.0,6.0,1.0,480.0,157.0,5.0,5.0,14.0,9.0,19.0,5.0,32.0,24.0,1155.0,453.0,1.0,3.0,2.0,0.5938,0.8333,70.6,#f1b82d,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/142.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/142.png']",13.959,12,11,66,67.469,75.461,61.457,2,2,0,0,0,0,1.3318182793421163,1.1498180580301736,0.4172316055766253,-0.03807666050576145,0.227,0.5419354838709678,0.38181818181818183,0.8666666666666667,0.5,0.17721518987341772,0.20754716981132076,5.466666666666667,4.0,1.312,-1.047,71.1,74.7,56.5,-13.6,33.3,-14.3,70.8,-46.9,1659,0.2919643783924474,0.13209423698349204,4.894736842105263,4.1,0.28513736859313327,-0.33004103889820885,1.3666666666666671,-0.8947368421052628,16.7,11.8,10.0,61.92307692307692,62.273270352875784,70.01413373860183,35.627802690582996,4.468085106382972,85.26054590570719,73.55763477125606,56.751173040128194,750.2588864727087,42.34939759036144,58.91836734693877,64.37018258041834,77.9212380838674,58.86503067484662,62.36340026454991,0.18660225493389423,73.0,33.35000000000001,54.0,57.903999999999996,13.0,49.400000000000006,22.4,83.0,3.335750132600258,-1.3130724173171822,16,47,22.0,21.0,73.0,42.0,48.0,26.0,111.0,9.492,17,0.82,0.12,0.0,12,0.011,16,1659
18,South Carolina,SEC,798.1533333333333,2025,16.8375,32.0,32.0,3.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,25.0,0.0,0.0,2.0,0.0,0.0,11.0,62.0,1.0,4.0,337.0,429.0,39.0,63.0,23.0,33.0,2.0,0.0,2.0,1.0,15.0,10.0,99.0,95.0,3064.0,4136.0,3.0,0.0,196.0,12.0,6.0,3.0,70.0,71.0,2.0,0.0,250.0,177.0,6.0,6.0,11.0,12.0,7.0,14.0,24.0,34.0,587.0,606.0,0.0,3.0,3.0,0.2917,1.0,51.07,#73000a,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2579.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2579.png']",13.062,20,18,91,77.911,30.521,91.984,2,2,0,0,0,0,1.4581813150459029,1.146907603719702,0.16947771784179896,-0.06591611233016466,0.143,0.375,0.3609022556390977,0.6666666666666666,0.5,0.2647058823529412,0.2153846153846154,3.375,1.777777777777778,0.919,-1.15,77.7,74.1,0.0,-8.7,0.0,35.0,-35.0,-8.7,1729,0.044388186541867616,0.4272880829136524,2.888888888888889,5.333333333333333,-0.2578103650718534,-0.11030429887203227,-1.958333333333333,-1.111111111111111,9.9,11.5,10.0,69.53846153846155,35.412058905251456,24.561398176291792,6.327354260089706,3.8297872340425414,54.43052109181141,35.93381112984823,68.28071127628856,760.4532511177756,77.69076305220884,72.72448979591837,39.28349590423325,81.51334504656074,63.59709857465751,62.63757546448638,0.13018551745880738,38.0,40.066666666666656,38.0,48.452,47.0,68.93,22.200000000000003,85.0,-1.6708959492178548,-3.0859460873022275,102,12,19.0,111.0,53.0,16.0,47.0,14.0,64.0,9.009,4,0.64,0.05,0.0,18,0.008,18,1729
19,Texas Tech,Big 12,727.94,2025,8.775,60.0,21.0,2.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,62.0,0.0,0.0,2.0,0.0,0.0,66.0,64.0,3.0,4.0,685.0,287.0,70.0,58.0,52.0,28.0,2.0,0.0,10.0,2.0,14.0,8.0,120.0,67.0,3445.0,3755.0,0.0,0.0,39.0,0.0,7.0,0.0,70.0,60.0,6.0,1.0,526.0,117.0,6.0,0.0,12.0,5.0,11.0,6.0,21.0,29.0,1211.0,404.0,1.0,3.0,2.0,0.5238,0.6667,57.42,#CC0000,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2641.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2641.png']",10.411,25,75,135,92.655,84.181,80.61,2,2,0,0,0,0,1.2322925346022162,1.4030700600856547,0.5225166779640696,-0.1393374280185836,0.205,0.6071428571428571,0.23931623931623933,0.6363636363636364,0.5,0.18055555555555555,0.2777777777777778,5.421052631578948,2.8,1.99,-1.007,61.4,74.4,80.8,-33.3,-18.5,33.3,47.5,-14.8,1639,-0.0313685752927574,0.22153533787567023,2.3333333333333335,4.0,0.3009813400883994,-0.1079688527258262,1.4210526315789478,0.46666666666666634,19.0,11.5,7.682777044247245,61.92307692307692,44.14573492636843,59.482218844984814,78.69058295964128,4.148936170212764,84.5882199294763,88.25403517224763,47.670306368399224,680.7153763002159,61.433734939759034,65.65306122448979,75.03097844849466,90.98685124050422,91.10500235960359,38.50615638064826,0.17628513205066254,65.0,40.57142857142858,35.0,47.282,54.0,62.58,22.8,81.0,4.736463450621997,-3.718181339119395,5,8,35.0,5.0,4.0,72.0,106.0,26.0,92.0,10.846,68,0.0,0.0,0.0,48,0.0,47,1639
20,Arkansas,SEC,760.9133333333333,2025,16.8375,58.0,35.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,40.0,18.0,2.0,2.0,0.0,1.0,53.0,151.0,2.0,4.0,667.0,298.0,65.0,65.0,46.0,37.0,2.0,2.0,11.0,1.0,11.0,13.0,94.0,98.0,3402.0,3798.0,0.0,0.0,33.0,14.0,6.0,2.0,69.0,68.0,4.0,1.0,515.0,222.0,6.0,2.0,16.0,6.0,14.0,11.0,20.0,31.0,1182.0,520.0,2.0,4.0,2.0,0.7,0.0,56.7,#a41f35,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/8.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/8.png']",13.166,18,50,125,59.692,82.073,43.375,2,2,0,0,0,0,1.4385281552109803,1.1163368749812537,0.5316900192785426,-0.03416146660680164,0.231,0.5639097744360902,0.36153846153846153,1.0,0.5,0.12121212121212122,0.24193548387096775,6.266666666666667,2.0,1.371,-0.989,71.4,75.2,52.0,4.3,40.9,29.2,22.8,-36.6,1674,0.11344387491863962,0.41744144598304694,3.8181818181818183,5.363636363636363,0.1142485732954957,-0.14760534152544125,0.9030303030303033,-1.8181818181818183,20.0,11.2,10.0,61.92307692307692,43.15545984995832,85.99255319148935,34.29596412556053,5.0,97.05210918114143,78.51018777973601,66.48752977731543,718.1615905850289,74.1566265060241,74.40816326530611,75.95983870345947,77.41606307706571,63.45316186880604,65.51744739166658,0.13088976246059847,39.0,35.8,49.0,35.35,127.0,63.3,39.2,11.0,4.4888351737732695,-2.180818627817412,7,29,25.0,13.0,55.0,17.0,37.0,26.0,54.0,9.04,6,0.02,0.0,0.0,49,0.0,51,1674
21,Auburn,SEC,832.1300000000001,2025,16.8375,52.0,29.0,2.0,4.0,2.0,7.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,147.0,116.0,3.0,5.0,379.0,490.0,50.0,64.0,37.0,37.0,0.0,0.0,3.0,3.0,17.0,13.0,148.0,112.0,3783.0,3417.0,0.0,0.0,16.0,0.0,4.0,0.0,86.0,57.0,7.0,0.0,531.0,61.0,10.0,6.0,19.0,9.0,11.0,6.0,21.0,29.0,910.0,551.0,1.0,1.0,0.0,0.5238,1.0,63.05,#002b5c,#f26522,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2.png']",14.815,11,7,43,84.475,84.513,66.202,2,2,0,0,0,0,1.0609909213761912,1.799369842838881,0.35611472982699455,0.09353339114955382,0.2,0.5661764705882353,0.275,0.9333333333333333,1.0,0.1566265060240964,0.3404255319148936,5.363636363636363,3.375,1.292,-1.152,72.0,72.4,31.8,-4.5,11.6,36.4,-4.6,-16.1,1661,0.07844622834072251,0.3448144134890011,2.146153846153846,4.545454545454545,0.011300316337993443,0.015087162808831309,0.8181818181818183,1.228846153846154,16.1,10.5,10.0,46.69230769230769,51.8891358710753,59.482218844984814,31.632286995515713,2.0212765957446805,83.74193548387096,79.02105445888304,32.0405101340387,799.0389023718294,52.28915662650602,56.224489795918366,58.18170284927748,60.939675878785366,83.03182515337423,1.1733002075717422,0.18522252115720997,72.0,53.400000000000006,16.0,56.763,17.0,56.95,33.4,24.0,2.0644010037227454,-0.6172102738935026,30,63,17.0,12.0,8.0,117.0,135.0,68.0,117.0,9.224,10,0.91,0.24,0.01,8,0.081,7,1661
22,SMU,ACC,756.3666666666667,2025,5.488235294117647,48.0,49.0,2.0,6.0,3.0,9.0,2.0,3.0,3.0,2.0,2.0,2.0,0.0,105.0,0.0,2.0,2.0,0.0,0.0,38.0,206.0,2.0,10.0,555.0,684.0,52.0,93.0,38.0,54.0,2.0,2.0,5.0,4.0,14.0,17.0,139.0,144.0,2905.0,4295.0,0.0,0.0,52.0,-6.0,3.0,2.0,77.0,79.0,5.0,3.0,303.0,268.0,4.0,4.0,12.0,13.0,9.0,14.0,23.0,38.0,858.0,952.0,4.0,5.0,1.0,0.3913,0.6667,48.42,#354ca1,#cc0035,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2567.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2567.png']",8.544,34,96,74,64.12,51.931,63.243,2,1,1,0,0,0,1.2863752304564064,1.12813697517511,0.23632958474617236,0.059741090788175424,0.19,0.47619047619047616,0.43452380952380953,0.7777777777777778,0.5625,0.2,0.23529411764705882,3.8,2.3076923076923075,1.481,-1.304,68.7,71.3,41.7,26.9,59.1,40.9,0.8,-32.2,1703,0.2763959463562695,0.2764274821496764,3.6923076923076925,4.363636363636363,-0.04009789740350403,-0.2166548555680941,-0.5636363636363635,-1.384615384615385,9.2,10.4,6.738136222339828,54.30769230769231,31.767296471242005,39.5468085106383,46.28251121076234,0.851063829787222,60.69478908188585,58.74006263550951,52.6048863766479,712.9981619270744,69.26320667284523,59.255102040816325,46.05268065479932,65.29987514489048,46.9407865907099,64.40583577203708,0.19495141421446882,78.0,38.93333333333332,41.0,41.457,101.0,71.58,39.6,8.0,0.45953341688685034,-0.42576687363251053,52,67,29.0,45.0,103.0,60.0,43.0,45.0,109.0,10.469,48,-0.09,-0.76,-0.99,83,-0.975,93,1703
23,Florida State,ACC,824.4200000000001,2025,5.488235294117647,49.0,27.0,5.0,2.0,5.0,6.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,48.0,0.0,0.0,2.0,0.0,0.0,55.0,0.0,3.0,0.0,520.0,346.0,34.0,56.0,25.0,30.0,2.0,0.0,6.0,2.0,7.0,15.0,75.0,125.0,3741.0,3459.0,0.0,0.0,28.0,0.0,3.0,0.0,100.0,65.0,9.0,0.0,591.0,192.0,6.0,2.0,16.0,8.0,15.0,9.0,26.0,29.0,1111.0,538.0,2.0,2.0,0.0,0.5769,1.0,62.35,#782f40,#ceb888,"['http://a.espncdn.com/i/teamlogos/ncaa/500/52.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/52.png']",10.233,26,2,20,87.019,98.055,32.488,2,2,0,0,0,0,1.6838389861023528,1.2672376911596728,0.5655305533589094,0.015831985676149397,0.223,0.49624060150375937,0.33884297520661155,0.6923076923076923,0.3333333333333333,0.15151515151515152,0.26666666666666666,5.5,2.5,1.565,-1.23,67.5,71.6,77.3,4.3,71.4,9.1,68.2,-67.1,1452,0.4081102897986538,0.13241953414967778,5.1875,5.166666666666667,0.4331110192092317,-0.3922783041225044,0.33333333333333304,-2.6875,23.6,9.8,6.738136222339828,46.69230769230769,50.92636843567658,67.47142857142856,51.60986547085203,1.1702127659574444,85.75186104218362,63.25894838276128,88.87002944388205,790.2830295816178,66.20481927710844,80.8061224489796,79.38641207912153,70.9654393662479,68.58784160624651,51.302051088265706,0.09490270851406944,15.0,31.76666666666666,63.0,56.944,15.0,57.65,19.200000000000003,100.0,4.934223983646294,-1.460558454257285,4,41,18.0,37.0,39.0,3.0,78.0,68.0,32.0,9.844,24,1.0,0.98,0.65,1,0.836,1,1452
