,team,conference,avg_talent,season,sp_conf_rating,firstDowns,firstDownsOpponent,fourthDownConversions,fourthDownConversionsOpponent,fourthDowns,fourthDownsOpponent,fumblesLost,fumblesLostOpponent,fumblesRecovered,fumblesRecoveredOpponent,games,interceptionTDs,interceptionTDsOpponent,interceptionYards,interceptionYardsOpponent,interceptions,interceptionsOpponent,kickReturnTDs,kickReturnTDsOpponent,kickReturnYards,kickReturnYardsOpponent,kickReturns,kickReturnsOpponent,netPassingYards,netPassingYardsOpponent,passAttempts,passAttemptsOpponent,passCompletions,passCompletionsOpponent,passesIntercepted,passesInterceptedOpponent,passingTDs,passingTDsOpponent,penalties,penaltiesOpponent,penaltyYards,penaltyYardsOpponent,possessionTime,possessionTimeOpponent,puntReturnTDs,puntReturnTDsOpponent,puntReturnYards,puntReturnYardsOpponent,puntReturns,puntReturnsOpponent,rushingAttempts,rushingAttemptsOpponent,rushingTDs,rushingTDsOpponent,rushingYards,rushingYardsOpponent,sacks,sacksOpponent,tacklesForLoss,tacklesForLossOpponent,thirdDownConversions,thirdDownConversionsOpponent,thirdDowns,thirdDownsOpponent,totalYards,totalYardsOpponent,turnovers,turnoversOpponent,total_turnovers,thirdDownConversionRate,fourthDownConversionRate,possessionTimeMinutes,color,alt_color,logo,fpi,fpi_rank,fpi_sor,fpi_sos,def_eff,off_eff,special_eff,games_played,wins,losses,conference_games,conference_wins,conference_losses,Offense_drives_adj,Offense_plays_adj,Offense_explosiveness_adj,Offense_ppa_adj,Offense_successRate_adj,Offense_powerSuccess_adj,Offense_stuffRate_adj,Offense_thirdDown_adj,Offense_secondDown_adj,Offense_firstDown_adj,Offense_rushing_adj,Offense_passing_adj,Offense_overall_adj,Defense_drives_adj,Defense_plays_adj,Defense_explosiveness_adj,Defense_ppa_adj,Defense_successRate_adj,Defense_powerSuccess_adj,Defense_stuffRate_adj,Defense_thirdDown_adj,Defense_secondDown_adj,Defense_firstDown_adj,Defense_rushing_adj,Defense_passing_adj,Defense_overall_adj,Offense_explosiveness,Defense_explosiveness,Offense_ppa,Defense_ppa,Defense_havoc_total,Offense_successRate,Defense_successRate,Offense_powerSuccess,Defense_powerSuccess,Offense_stuffRate,Defense_stuffRate,Offense_pointsPerOpportunity,Defense_pointsPerOpportunity,Offense_fieldPosition_averagePredictedPoints,Defense_fieldPosition_averagePredictedPoints,Offense_fieldPosition_averageStart,Defense_fieldPosition_averageStart,avg_opp_offense_ppa,avg_opp_defense_ppa,avg_opp_offense_ppo,avg_opp_defense_ppo,avg_opp_offense_exp,avg_opp_defense_exp,avg_opp_offense_sr,avg_opp_defense_sr,adj_offense_ppa,adj_defense_ppa,adj_offense_ppo,adj_defense_ppo,adj_offense_exp,adj_defense_exp,adj_offense_sr,adj_defense_sr,offense_drive_quality,defense_drive_quality,avg_opp_offense_drive_quality_pct,avg_opp_defense_drive_quality_pct,adj_offense_drive_quality,adj_defense_drive_quality,ranking,sp_rating,sp_offense_rating,sp_defense_rating,sp_special_teams_rating,offense_rank,defense_rank,elo_x,offensive_total,defensive_total,offensive_rank,defensive_rank,last_week,unweighted_power,in_house,power_rating,sp_conf_scaled,total_turnovers_scaled,possession_scaled,third_down_scaled,offense_avg_field_position_scaled,defense_avg_field_position_scaled,offense_ppo_scaled,offense_success_scaled,offense_explosive,talent_scaled,defense_ppo_scaled,penalties_scaled,offense_ppa_scaled,defense_ppa_scaled,defense_success_scaled,defense_explosive,PBR,PBR_rank,STM,STM_rank,DCE,DCE_rank,DefensivePossessionTime,DDE,DDE_rank,talent_scaled_rank,offense_success_rank,defense_success_rank,offense_explosive_rank,defense_explosive_rank,total_turnovers_rank,penalties_rank,avg_expected_wins,SOS,wins_above_average,wins_above_good,wins_above_elite,SOR,most_deserving_wins,most_deserving,elo_y
0,Oregon,Big Ten,910.89,2025,12.183333333333334,103.0,49.0,4.0,4.0,6.0,7.0,0.0,1.0,1.0,0.0,4.0,2.0,0.0,123.0,-1.0,1.0,4.0,0.0,0.0,91.0,141.0,4.0,7.0,1074.0,480.0,107.0,94.0,77.0,48.0,4.0,1.0,11.0,0.0,14.0,21.0,104.0,136.0,7406.0,6997.0,0.0,0.0,128.0,0.0,12.0,0.0,152.0,132.0,14.0,4.0,1021.0,435.0,7.0,1.0,17.0,11.0,25.0,14.0,43.0,51.0,2095.0,915.0,1.0,5.0,4.0,0.5814,0.6667,123.43,#007030,#fee11a,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2483.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2483.png']",23.639,1,23,119,85.692,95.52,51.416,4,4,0,1,1,0,-0.4814814814814813,0.2870370370370341,0.13102100354795518,0.26093771616022143,0.10218973406480114,0.2138888888888889,-0.028083591396938976,0.4256481481481483,0.21231481481481487,0.257962962962963,0.2675925925925926,0.22694444444444448,0.2578703703703704,0.5648148148148152,-12.972222222222221,-0.09839481989786941,-0.14719520026385266,-0.06654896558022108,-0.19058641975308643,-0.023971586385086112,-0.2391666666666667,-0.02388888888888889,-0.25962962962962965,-0.004537037037037035,-0.375462962962963,-0.15000000000000002,1.4121755208709414,1.064919293049249,0.5298034194873057,-0.02607089659002352,0.182,0.556420233463035,0.35555555555555557,0.8636363636363636,0.5454545454545454,0.14473684210526316,0.1746031746031746,5.586206896551724,2.7272727272727275,1.734,-0.89,64.3,76.8,0.07587694910088578,0.26829815116918976,2.6256410256410256,3.6896367521367517,1.165857395071814,1.3746811223880606,0.3985565851614233,0.43758970156824767,0.26150526831811594,-0.10194784569090931,1.8965701444149725,0.10163170163170188,0.03749439848288083,-0.10093810202256503,0.11883053189478737,-0.04300102960586771,74.4,-26.7,4.273504273504273,30.000000000000004,44.4,-31.0,2.0,27.1,41.4,14.6,0.4,2.0,8.0,2001,4.698886453889154,0.5017518382184692,8,59,1,21.0,20.8,25.5,8.734197633225296,75.25,64.81184068891284,72.7576301615799,74.2485549132948,9.600000000000009,85.26434549715434,83.35297767560482,70.08329367958501,888.4828117047812,70.36725978647686,83.40294117647059,87.7035684733443,79.62966418520787,66.04652087475148,78.20436987506758,0.11705347433840553,5.0,45.916666666666664,24.0,50.0055,35.0,116.57,31.4,117.0,7.0,10.0,34.0,19.0,12.0,19.0,9.0,10.018,26,0.39,0.01,0.0,31,0.003,26,2001
1,Ohio State,Big Ten,982.3666666666667,2025,12.183333333333334,71.0,35.0,2.0,4.0,4.0,9.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,5.0,4.0,3.0,2.0,0.0,0.0,20.0,29.0,2.0,2.0,850.0,355.0,80.0,73.0,62.0,38.0,2.0,3.0,9.0,2.0,11.0,15.0,80.0,115.0,5743.0,5057.0,0.0,0.0,28.0,3.0,4.0,1.0,102.0,104.0,6.0,0.0,577.0,328.0,7.0,1.0,17.0,4.0,13.0,11.0,28.0,43.0,1427.0,683.0,3.0,4.0,1.0,0.4643,0.5,95.72,#ce1141,#505056,"['http://a.espncdn.com/i/teamlogos/ncaa/500/194.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/194.png']",22.431,2,6,39,89.269,80.756,38.208,3,3,0,0,0,0,-1.0,-2.0,-0.10134636035183445,0.14160039942303818,0.06603685520048108,-0.041666666666666644,0.0020233260999144784,0.06583333333333333,0.29583333333333334,0.09999999999999999,0.029166666666666664,0.2983333333333334,0.14500000000000002,-1.0833333333333335,-5.25,-0.12982133276459268,-0.28805715014813404,-0.07717951034881022,-0.07619949494949496,-0.05134293366235866,-0.10333333333333329,-0.3075,-0.26916666666666667,-0.14500000000000002,-0.38583333333333336,-0.2883333333333334,1.1143906074163998,1.0310597474352068,0.36331620274067294,-0.1475176337565502,0.16,0.569060773480663,0.32,0.6666666666666666,0.7142857142857143,0.16161616161616163,0.15463917525773196,5.375,1.6666666666666667,1.242,-1.225,73.4,72.4,0.16454281160392475,0.07358471248914696,3.942727272727273,2.541666666666667,1.1721246571501673,1.1412482952112895,0.43137640670496574,0.3810637560637561,0.289731490251526,-0.31206044536047495,2.833333333333333,-2.2760606060606063,-0.026857687794889618,-0.14106490971496055,0.1879970174169069,-0.11137640670496574,39.4,-11.8,32.58426966292135,5.154639175257731,34.2,-44.4,3.0,26.5,37.3,11.1,0.2,9.0,2.0,2010,5.414941083031098,6.03344879308541,4,3,0,21.1,22.2,25.0,8.734197633225296,56.6875,35.282346609257274,53.83662477558347,22.17341040462422,3.7333333333333485,81.56966019417476,87.53148728317694,26.67421578965829,969.6553928723151,93.2355871886121,90.39117647058823,63.81651164886451,100.0,77.01940357852882,82.66512356078054,0.08250353742995627,2.0,16.0,122.0,46.54966666666667,65.0,84.28,45.400000000000006,71.0,3.0,6.0,15.0,120.0,9.0,54.0,4.0,10.25,34,1.27,0.95,0.28,4,0.599,4,2010
2,Alabama,SEC,1009.0866666666666,2025,16.66875,69.0,43.0,5.0,3.0,9.0,4.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,8.0,0.0,0.0,3.0,0.0,1.0,1.0,143.0,1.0,7.0,1007.0,324.0,106.0,49.0,76.0,30.0,3.0,0.0,13.0,1.0,20.0,14.0,182.0,146.0,5568.0,5232.0,0.0,0.0,64.0,3.0,5.0,1.0,87.0,115.0,4.0,4.0,371.0,415.0,5.0,4.0,19.0,10.0,17.0,17.0,37.0,37.0,1378.0,739.0,0.0,6.0,6.0,0.4595,0.5556,92.8,#9e1632,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/333.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/333.png']",22.195,3,44,38,76.288,84.051,60.015,3,2,1,0,0,0,-1.4814814814814816,4.222222222222223,0.15257898189774427,0.3121990429434739,0.12125321223727958,0.06635802469135804,-0.06176166824314975,0.42222222222222217,0.2806481481481482,0.28148148148148144,0.14574074074074075,0.4538888888888889,0.31342592592592594,-1.1759259259259263,-9.5,-0.017496149396926848,-0.20584392308659433,-0.09941203976423782,0.019907407407407443,0.002294810685950159,0.039444444444444365,-0.22212962962962962,-0.36277777777777775,-0.20333333333333337,-0.25157407407407406,-0.20583333333333342,1.4320854974019357,1.3617360242136076,0.4438375033574074,0.11074938629831053,0.188,0.49222797927461137,0.36363636363636365,0.75,0.8333333333333334,0.11904761904761904,0.17117117117117117,5.2631578947368425,4.428571428571429,1.88,-1.089,63.7,73.7,0.3012743882723747,0.12168666245121966,4.1766735679779154,3.444444444444444,1.3810387813558174,1.3443693371378524,0.46058061990263316,0.36904761904761907,0.32215084090618773,-0.19052500197406413,1.8187134502923983,0.2518978605935134,0.08771616026408324,-0.019302757142209748,0.1231803602269923,-0.09694425626626951,63.3,9.4,29.464285714285715,11.711711711711711,51.6,-20.1,4.0,26.4,39.8,13.6,0.2,6.0,5.0,1948,5.532101315451525,0.543873970717659,3,57,0,25.5,24.9,24.0,10.0,87.625,32.17061356297094,53.061041292639146,77.68208092485546,5.466666666666669,79.61318344404701,62.13331850883009,72.98563588354114,1000.0,33.684595831215034,60.69117647058823,75.36945199466952,56.680714104411486,63.55268389662027,39.10088211374391,0.182,12.0,23.799999999999997,105.0,46.64033333333334,63.0,87.2,37.4,104.0,1.0,30.0,39.0,17.0,107.0,4.0,53.0,9.455,12,0.73,-0.24,-0.95,48,-0.586,46,1948
3,USC,Big Ten,869.0099999999999,2025,12.183333333333334,104.0,79.0,5.0,5.0,6.0,7.0,3.0,1.0,1.0,3.0,4.0,2.0,0.0,179.0,0.0,0.0,6.0,0.0,0.0,177.0,138.0,9.0,7.0,1326.0,924.0,111.0,135.0,81.0,81.0,6.0,0.0,10.0,8.0,31.0,17.0,308.0,169.0,7230.0,7011.0,0.0,0.0,25.0,1.0,2.0,2.0,139.0,121.0,15.0,2.0,1004.0,367.0,16.0,3.0,38.0,14.0,23.0,19.0,40.0,54.0,2330.0,1291.0,3.0,7.0,4.0,0.575,0.8333,120.5,#9e2237,#ffcc00,"['http://a.espncdn.com/i/teamlogos/ncaa/500/30.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/30.png']",20.842,7,22,114,77.859,96.798,32.386,4,4,0,2,2,0,-0.4444444444444443,1.7037037037037037,0.0867348322743377,0.3304188072914065,0.13391842252474878,0.24880952380952387,-0.06297692473105983,0.6321296296296297,0.304351851851852,0.2873148148148148,0.2725,0.4292592592592593,0.330462962962963,-0.18518518518518517,-3.3425925925925934,0.008823540538178097,-0.14102606582575183,-0.04415292922420094,0.0006613756613756761,-0.03725492829781294,-0.09185185185185187,-0.19907407407407413,-0.142962962962963,-0.006666666666666673,-0.25333333333333335,-0.1419444444444445,1.38668921936037,1.3287611899897065,0.6155066802879605,0.004616519159180484,0.205,0.596958174904943,0.38257575757575757,0.9285714285714286,0.8181818181818182,0.10810810810810811,0.20754716981132076,5.793103448275862,2.3478260869565215,1.134,-1.17,73.7,72.0,0.18421991535314364,0.3062370322933287,4.065248868778281,4.34778233462444,1.3193022938528312,1.3015132313540483,0.43703781654473983,0.4696459068914089,0.3092696479946318,-0.17960339619396315,1.4453211136514224,-1.7174227818217593,0.08517598800632165,0.009458896136875339,0.12731226801353407,-0.05446205896898226,70.7,18.6,32.55813953488372,33.33333333333333,37.4,-14.0,9.0,19.8,41.1,21.5,0.1,3.0,35.0,1869,4.241393238614841,2.3322000382197854,12,27,1,22.0,20.3,23.6,8.734197633225296,75.25,61.68945102260497,71.72351885098742,20.456647398843884,3.200000000000003,88.88362905925678,96.75336860431418,66.36807239935234,840.9217283774065,78.54872350301719,24.002941176470586,100.0,74.48244509407432,57.707753479125245,43.44508138259168,0.3662647659185818,67.0,30.46666666666667,82.0,52.541,16.0,119.5,54.400000000000006,41.0,14.0,2.0,56.0,28.0,100.0,19.0,127.0,10.025,27,1.03,0.05,0.0,27,0.007,22,1869
4,Indiana,Big Ten,663.9433333333333,2025,12.183333333333334,122.0,34.0,2.0,0.0,5.0,2.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,57.0,0.0,0.0,5.0,0.0,0.0,79.0,121.0,3.0,6.0,1119.0,475.0,113.0,88.0,86.0,51.0,5.0,0.0,17.0,1.0,15.0,16.0,120.0,122.0,8837.0,5548.0,2.0,0.0,282.0,18.0,14.0,3.0,181.0,106.0,11.0,2.0,1238.0,348.0,15.0,3.0,43.0,12.0,29.0,9.0,45.0,47.0,2357.0,823.0,1.0,6.0,5.0,0.6444,0.4,147.28,#990000,#edebeb,"['http://a.espncdn.com/i/teamlogos/ncaa/500/84.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/84.png']",21.381,6,15,103,90.594,81.191,76.792,4,4,0,1,1,0,-0.08333333333333344,9.981481481481481,-0.08470219041320656,0.2568663083707776,0.15211576519776504,0.12852564102564104,-0.11059207362100443,0.45185185185185184,0.15564814814814815,0.2962962962962963,0.2965740740740741,0.23990740740740737,0.25842592592592595,0.06481481481481502,-14.574074074074074,0.11618256054848908,-0.22351554468766097,-0.1254533806705015,-0.27879188712522046,0.051638086026595253,-0.004074074074074063,-0.41425925925925927,-0.10555555555555557,-0.056296296296296275,-0.31722222222222224,-0.22314814814814815,1.1489051882560894,1.5030104673271825,0.4930877204769557,-0.03785024129219107,0.307,0.6067796610169491,0.2760416666666667,0.7941176470588235,0.5,0.09497206703910614,0.34065934065934067,5.162162162162162,1.8,1.662,-0.927,66.7,76.4,0.27307156081672945,0.15535477500092598,4.776190476190476,3.714035087719298,1.3909487878240527,1.1750970025301648,0.4447367260228532,0.42480959325879114,0.3377329454760297,-0.3109218021089205,1.4481270744428643,-2.9761904761904763,-0.026191814274075353,0.11206167950312973,0.181970067758158,-0.1686950593561865,68.7,-32.7,25.78125,18.253968253968257,50.4,-58.5,13.0,19.0,35.8,16.9,0.2,18.0,19.0,2010,5.197488696944374,7.65109877084755,6,1,1,20.4,18.1,23.3,8.734197633225296,81.4375,90.22787944025836,82.93716337522442,60.514450867051984,9.066666666666677,77.84644450275519,100.0,31.705518788280386,608.0374680860908,90.36071174377224,78.74411764705883,82.43571664814725,81.60542090671065,90.58548707753478,20.488981647053336,0.19735625894522907,14.0,56.17619047619048,8.0,51.264,22.0,92.72,55.8,36.0,57.0,1.0,3.0,107.0,130.0,10.0,13.0,10.447,43,1.69,0.2,0.0,16,0.019,17,2010
5,Texas,SEC,946.91,2025,16.66875,83.0,47.0,5.0,1.0,12.0,9.0,1.0,3.0,3.0,1.0,4.0,0.0,0.0,16.0,51.0,3.0,4.0,0.0,0.0,116.0,0.0,7.0,1.0,944.0,609.0,116.0,124.0,72.0,71.0,4.0,3.0,9.0,1.0,34.0,17.0,313.0,103.0,7728.0,6672.0,0.0,0.0,131.0,26.0,8.0,4.0,165.0,112.0,7.0,3.0,812.0,239.0,9.0,3.0,20.0,15.0,19.0,13.0,53.0,56.0,1756.0,848.0,4.0,7.0,3.0,0.3585,0.4167,128.8,#c15d26,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/251.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/251.png']",21.383,5,49,32,92.831,51.315,68.831,4,3,1,0,0,0,-1.0555555555555558,-0.9135802469135799,-0.09388417457983018,0.126057351397249,0.07220231770100263,0.06007295173961842,-0.04403079575175298,0.21040123456790122,0.2648456790123456,0.15410493827160493,0.22540123456790126,0.004074074074074063,0.12753086419753087,-0.49999999999999983,-9.055555555555557,-0.2371358944728445,-0.24420288598392706,-0.12103709156819659,-0.07638888888888891,0.04387177753922328,-0.21469135802469147,-0.19067901234567902,-0.3001543209876544,-0.19879629629629633,-0.25043209876543215,-0.24419753086419754,1.0953979104474896,0.8994786109587759,0.14904752854351416,-0.09889609194330848,0.194,0.45038167938931295,0.31981981981981983,0.7142857142857143,0.5,0.1610738255033557,0.23469387755102042,3.84,2.5833333333333335,1.846,-1.059,65.3,75.6,0.13987353938904656,0.10280253912565496,3.8236607142857144,3.493380713489409,1.239293005112047,1.1971017364955248,0.41955236788211064,0.4011769619057995,0.046244989417859206,-0.23876963133235504,0.3466192865105908,-1.240327380952381,-0.10170382604803518,-0.3398143941532711,0.04920471748351346,-0.09973254806229082,33.3,-16.7,11.242603550295858,21.084337349397593,12.2,-27.9,14.0,18.8,30.2,10.9,-0.4,48.0,1.0,1972,-0.6153309299684299,3.173444023378116,79,13,1,19.5,20.1,21.7,10.0,69.0625,70.53444564047365,36.741472172351884,68.52601156069363,8.0,54.71759223300971,48.30043115843057,23.905588418651263,929.3889774510094,73.47081850533807,22.54705882352941,33.07392314104745,91.8446789294091,77.07500940304121,100.0,0.33678040905805673,61.0,43.24642857142857,28.0,44.119,90.0,111.19999999999999,56.4,32.0,4.0,63.0,14.0,123.0,1.0,28.0,129.0,9.438,10,0.05,-0.02,-0.49,39,-0.066,32,1972
6,Georgia,SEC,995.9133333333333,2025,16.66875,81.0,40.0,5.0,1.0,5.0,2.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,38.0,1.0,3.0,0.0,0.0,48.0,52.0,2.0,3.0,784.0,651.0,100.0,80.0,69.0,51.0,3.0,1.0,5.0,4.0,10.0,19.0,78.0,134.0,6196.0,4604.0,0.0,0.0,47.0,14.0,6.0,3.0,139.0,93.0,10.0,2.0,627.0,248.0,3.0,3.0,13.0,15.0,21.0,11.0,46.0,40.0,1411.0,899.0,4.0,3.0,-1.0,0.4565,1.0,103.27,#ba0c2f,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/61.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/61.png']",21.693,4,2,24,80.643,77.793,58.665,3,3,0,1,1,0,-0.33333333333333337,11.833333333333334,-0.16207949898663848,0.15061100740311123,0.10624760029814592,0.37765151515151524,-0.12379106022905537,0.3116666666666667,-0.11916666666666667,0.16333333333333333,0.22416666666666668,0.15583333333333332,0.15166666666666667,0.5,-9.583333333333334,0.07088323469159996,-0.10596708425909576,-0.11259693205345381,0.13492063492063497,0.0988692042248151,-0.31000000000000005,-0.07583333333333336,-0.10416666666666666,-0.15916666666666665,-0.10916666666666669,-0.10583333333333332,1.030687585505759,1.1460302161717397,0.2947855310181396,0.08443813550393457,0.155,0.5188284518828452,0.3684210526315789,0.75,0.7272727272727273,0.16176470588235295,0.23595505617977527,5.421052631578948,4.111111111111111,1.305,-1.143,71.6,73.1,0.27498101268486397,0.182096450017805,4.771260997067449,4.725,1.1433139336873157,1.3215341628894164,0.47320648287916106,0.3996540242443161,0.11268908100033459,-0.19054287718092938,0.6960526315789481,-0.6601498859563382,-0.2908465773836575,0.002716282484424015,0.11917442763852909,-0.10478543024758213,34.2,-2.6,34.31372549019608,8.653846153846153,25.5,-36.9,8.0,21.4,37.6,16.7,0.5,8.0,15.0,2043,1.066373062600201,2.5735603046312026,43,24,0,16.9,19.1,21.4,10.0,44.3125,43.328094725511306,52.576301615798926,32.47398843930635,4.666666666666657,82.37526826775678,70.92648163354306,14.472553336076913,985.0396847095046,40.52953736654805,90.9735294117647,53.983948635049614,61.09391635992979,62.076069896411006,67.51858414732948,0.07918462698586887,1.0,33.33333333333333,60.0,58.98833333333333,3.0,76.73,16.6,136.0,2.0,19.0,42.0,132.0,33.0,84.0,3.0,9.486,13,1.04,0.85,0.11,7,0.62,3,2043
7,Ole Miss,SEC,790.27,2025,16.66875,101.0,76.0,2.0,3.0,2.0,10.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,50.0,4.0,2.0,0.0,0.0,23.0,59.0,1.0,3.0,1299.0,665.0,118.0,122.0,76.0,60.0,2.0,4.0,8.0,3.0,25.0,25.0,235.0,208.0,6643.0,7757.0,0.0,0.0,100.0,10.0,9.0,2.0,173.0,148.0,13.0,6.0,876.0,762.0,4.0,4.0,16.0,19.0,26.0,22.0,49.0,58.0,2175.0,1427.0,5.0,3.0,-2.0,0.5306,1.0,110.72,#13294b,#c8102e,"['http://a.espncdn.com/i/teamlogos/ncaa/500/145.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/145.png']",20.651,8,7,54,67.204,83.477,72.551,4,4,0,2,2,0,0.27777777777777785,3.2746913580246937,0.004560013530766051,0.18172149499202037,0.09237809742186179,0.13171229490673936,-0.022253627743123595,0.11546296296296295,0.2679320987654321,0.06870370370370371,0.0757098765432099,0.3381790123456791,0.1812962962962963,0.06172839506172864,-1.1080246913580258,-0.033181524836949,-0.13375039901125566,-0.07479036490902499,-0.009729570840681906,-0.06585588302996301,-0.13074074074074077,-0.10953703703703707,-0.0595679012345679,0.07114197530864198,-0.3694135802469136,-0.13577160493827162,1.2373746313080425,1.261452428260846,0.39428915801194786,0.1257764733346813,0.153,0.5432525951557093,0.3843283582089552,0.8333333333333334,0.6666666666666666,0.17261904761904762,0.1310344827586207,5.151515151515151,2.9047619047619047,1.245,-1.222,71.8,71.4,0.22819120109157623,0.22155828252451748,4.202073070607553,4.124264705882353,1.2683254947812863,1.2560317825519158,0.45171667869893356,0.4525625335869357,0.17273087548743038,-0.10241472775689492,1.0272504456327987,-1.2973111658456484,-0.01865715124387335,-0.006873066520440396,0.09069006156877363,-0.06738832048997834,53.1,18.4,32.22222222222222,34.463276836158194,18.6,-13.8,5.0,22.6,38.5,16.2,0.3,7.0,13.0,1981,1.5763803933710538,1.095806700616439,38,47,1,16.5,15.9,21.1,10.0,38.125,51.267276641550055,64.54937163375223,31.329479768786115,2.4000000000000057,77.66019417475728,79.00022825987847,44.60199799459491,751.5005320737417,66.54031520081342,45.258823529411764,68.26041285067842,54.160211566502625,57.166879321088395,52.31253076851228,0.312707696096402,52.0,33.71111111111112,57.0,52.986,15.0,129.28,38.0,101.0,21.0,13.0,58.0,67.0,67.0,98.0,97.0,10.078,28,2.5,0.92,0.06,5,0.238,8,1981
8,Penn State,Big Ten,887.93,2025,12.183333333333334,73.0,38.0,5.0,6.0,8.0,9.0,0.0,3.0,3.0,0.0,3.0,1.0,0.0,78.0,0.0,1.0,4.0,0.0,0.0,123.0,164.0,4.0,8.0,731.0,370.0,99.0,81.0,65.0,42.0,4.0,1.0,5.0,2.0,11.0,11.0,80.0,83.0,5259.0,5541.0,0.0,0.0,75.0,10.0,10.0,2.0,105.0,105.0,9.0,0.0,581.0,303.0,8.0,3.0,29.0,8.0,14.0,16.0,36.0,46.0,1312.0,673.0,1.0,7.0,6.0,0.3889,0.625,87.65,#041E42,#FFFFFF,"['http://a.espncdn.com/i/teamlogos/ncaa/500/213.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/213.png']",18.517,10,51,136,85.772,44.912,83.792,3,3,0,0,0,0,-2.7755575615628914e-17,0.8333333333333337,-0.08094342124685139,0.1360720681744932,0.08277682116872186,-0.058134920634920616,-0.022355261329121183,-0.0358333333333333,-0.035,0.3108333333333333,0.0925,0.1741666666666667,0.13249999999999998,-0.25000000000000006,-7.333333333333336,-0.1641504493004588,-0.11090246758693663,-0.04632968937171952,-0.23809523809523808,-0.0019845985465679803,0.10333333333333336,-0.085,-0.22000000000000003,-0.24833333333333338,0.052500000000000005,-0.11,1.1129649726956414,1.1877866018983596,0.2951312658077783,-0.0795058173138598,0.271,0.5135135135135135,0.3313253012048193,0.8,0.45454545454545453,0.08602150537634409,0.2558139534883721,4.590909090909091,1.4285714285714286,2.01,-0.924,61.2,77.1,0.0890698155789302,0.16567386983340704,3.1314229249011856,3.6739130434782608,1.249851357283351,1.1761087954824312,0.40224503446069737,0.4274535595404274,0.12945739597437128,-0.16857563289279,0.9169960474308301,-1.702851496329757,-0.06314382278678976,-0.062064755384991344,0.08605995397308608,-0.07091973325587808,64.5,-15.6,22.58064516129032,25.274725274725274,39.2,-38.2,1.0,28.3,40.0,11.9,0.1,5.0,3.0,2152,2.1971356441393843,3.6303969942820142,28,10,0,11.6,16.2,20.8,8.734197633225296,87.625,26.682454251883755,41.65350089766607,91.98843930635834,10.0,67.85339805825242,69.16955344780612,26.46639636751877,862.4082540830877,98.36929334011184,90.39117647058823,54.03355356405067,88.59233625674173,73.5242760305636,62.01747808833904,0.09276349063362802,3.0,54.14999999999999,12.0,45.60566666666667,76.0,92.35,52.2,51.0,11.0,21.0,20.0,121.0,46.0,4.0,4.0,9.84,23,0.04,0.0,0.0,35,0.0,30,2152
