,team,conference,avg_talent,season,sp_conf_rating,firstDowns,firstDownsOpponent,fourthDownConversions,fourthDownConversionsOpponent,fourthDowns,fourthDownsOpponent,fumblesLost,fumblesLostOpponent,fumblesRecovered,fumblesRecoveredOpponent,games,interceptionTDs,interceptionTDsOpponent,interceptionYards,interceptionYardsOpponent,interceptions,interceptionsOpponent,kickReturnTDs,kickReturnTDsOpponent,kickReturnYards,kickReturnYardsOpponent,kickReturns,kickReturnsOpponent,netPassingYards,netPassingYardsOpponent,passAttempts,passAttemptsOpponent,passCompletions,passCompletionsOpponent,passesIntercepted,passesInterceptedOpponent,passingTDs,passingTDsOpponent,penalties,penaltiesOpponent,penaltyYards,penaltyYardsOpponent,possessionTime,possessionTimeOpponent,puntReturnTDs,puntReturnTDsOpponent,puntReturnYards,puntReturnYardsOpponent,puntReturns,puntReturnsOpponent,rushingAttempts,rushingAttemptsOpponent,rushingTDs,rushingTDsOpponent,rushingYards,rushingYardsOpponent,sacks,sacksOpponent,tacklesForLoss,tacklesForLossOpponent,thirdDownConversions,thirdDownConversionsOpponent,thirdDowns,thirdDownsOpponent,totalYards,totalYardsOpponent,turnovers,turnoversOpponent,total_turnovers,thirdDownConversionRate,fourthDownConversionRate,possessionTimeMinutes,color,alt_color,logo,fpi,fpi_rank,fpi_sor,fpi_sos,def_eff,off_eff,special_eff,games_played,wins,losses,conference_games,conference_wins,conference_losses,Offense_explosiveness,Defense_explosiveness,Offense_ppa,Defense_ppa,Defense_havoc_total,Offense_successRate,Defense_successRate,Offense_powerSuccess,Defense_powerSuccess,Offense_stuffRate,Defense_stuffRate,Offense_pointsPerOpportunity,Defense_pointsPerOpportunity,Offense_fieldPosition_averagePredictedPoints,Defense_fieldPosition_averagePredictedPoints,Offense_fieldPosition_averageStart,Defense_fieldPosition_averageStart,offense_drive_quality,defense_drive_quality,avg_opp_offense_drive_quality_pct,avg_opp_defense_drive_quality_pct,adj_offense_drive_quality,adj_defense_drive_quality,elo_x,avg_opp_offense_ppa,avg_opp_defense_ppa,avg_opp_offense_ppo,avg_opp_defense_ppo,adj_offense_ppa,adj_defense_ppa,adj_offense_ppo,adj_defense_ppo,avg_opp_offense_sr,avg_opp_defense_sr,adj_offense_sr,adj_defense_sr,last_week,unweighted_power,power_rating,sp_conf_scaled,total_turnovers_scaled,possession_scaled,third_down_scaled,offense_avg_field_position_scaled,defense_avg_field_position_scaled,offense_ppo_scaled,offense_success_scaled,offense_explosive,talent_scaled,defense_ppo_scaled,penalties_scaled,offense_ppa_scaled,defense_ppa_scaled,defense_success_scaled,defense_explosive,PBR,PBR_rank,STM,STM_rank,DCE,DCE_rank,DefensivePossessionTime,DDE,DDE_rank,offensive_total,defensive_total,offensive_rank,defensive_rank,talent_scaled_rank,offense_success_rank,defense_success_rank,offense_explosive_rank,defense_explosive_rank,total_turnovers_rank,penalties_rank,avg_expected_wins,SOS,wins_above_average,wins_above_good,wins_above_elite,SOR,most_deserving_wins,most_deserving,elo_y
106,Liberty,Conference USA,499.68666666666667,2025,-13.358333333333333,58.0,50.0,2.0,3.0,7.0,6.0,3.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,15.0,3.0,1.0,0.0,0.0,130.0,24.0,9.0,3.0,726.0,330.0,87.0,75.0,51.0,35.0,1.0,3.0,6.0,1.0,14.0,16.0,118.0,135.0,5521.0,5279.0,0.0,0.0,19.0,25.0,3.0,1.0,115.0,116.0,3.0,6.0,531.0,685.0,4.0,8.0,11.0,16.0,22.0,16.0,45.0,42.0,1257.0,1015.0,6.0,2.0,-4.0,0.4889,0.2857,92.02,#071740,#a61f21,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2335.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2335.png']",-8.82,101,121,111,49.143,27.765,14.797,3,1,2,1,0,1,1.332131890285185,1.5242809530801515,0.19453652434187246,0.14476008086189082,0.111,0.4504950495049505,0.3492063492063492,0.6,0.7,0.22018348623853212,0.20353982300884957,2.923076923076923,3.764705882352941,1.336,-1.567,72.0,67.9,32.4,22.9,30.8,30.3,2.1,-7.9,1472,0.13467309129953597,0.22728121625404768,3.954044117647059,3.2644230769230766,-0.03274469191217522,0.010086989562354848,-0.34134615384615374,-0.18933823529411775,0.40571391383574124,0.4175736052239661,0.032921444280984424,-0.05650756462939205,-1,-7.7,-8.5,1.526238034220246,27.4,59.67271014834,60.14589665653497,32.16666666666664,-3.179190751445077,38.67766990291261,50.29580006075652,48.92197518245932,421.4991440552852,48.98190045248869,75.99003322259136,39.94574041370791,51.00974764793691,65.20235957937933,22.910422468410133,0.2799531189190807,73.0,16.677777777777784,114.0,41.27633333333333,106.0,87.98,31.0,94.0,-1.0274880686491124,0.9551757808263874,87,90,109.0,61.0,37.0,37.0,127.0,124.0,41.0,11.663,136,-1.9,-2.0,-2.0,127,-1.998,127,1472
107,Georgia Southern,Sun Belt,506.3866666666667,2025,-9.378571428571428,63.0,79.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,264.0,89.0,9.0,5.0,584.0,802.0,97.0,82.0,57.0,57.0,3.0,2.0,6.0,5.0,11.0,13.0,120.0,133.0,4877.0,5923.0,0.0,0.0,1.0,55.0,2.0,3.0,96.0,119.0,3.0,12.0,445.0,874.0,1.0,4.0,12.0,11.0,15.0,18.0,37.0,33.0,1029.0,1676.0,3.0,5.0,2.0,0.4054,0.6667,81.28,#003775,#f0f0f0,"['http://a.espncdn.com/i/teamlogos/ncaa/500/290.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/290.png']",-8.475,97,81,8,19.525,60.556,59.266,3,1,2,0,0,0,1.1978646958533798,1.2863030694461832,0.14176853759538316,0.47569037482752635,0.117,0.4166666666666667,0.5887850467289719,1.0,0.8181818181818182,0.1595744680851064,0.07874015748031496,4.3125,5.217391304347826,1.275,-1.318,71.7,70.8,15.6,69.7,46.6,22.1,-6.5,23.1,1357,0.3825352565670283,0.17044804154655457,4.787247474747475,3.311159844054581,-0.028679503951171414,0.09315511826049805,1.0013401559454191,0.43014382960035125,0.507191994996873,0.4207177620970724,-0.004051095430405716,0.08159305173209896,1,-11.8,-8.6,2.649342622403601,67.0,47.154932893807384,46.18693009118542,33.99999999999996,0.1734104046242777,62.98313106796117,39.59297439906196,34.4439618314545,429.1080088664937,24.397993311036785,75.33222591362126,32.779049247854125,1.0,1.0,51.05499775035376,0.27964987257400503,72.0,28.933333333333323,81.0,44.48133333333334,80.0,98.72,28.8,104.0,-0.7997738310653936,6.812741065178091,76,136,104.0,90.0,136.0,85.0,86.0,32.0,42.0,11.115,85,-0.54,-1.01,-1.52,99,-1.054,97,1357
108,Jacksonville State,Conference USA,409.21,2025,-13.358333333333333,58.0,67.0,4.0,2.0,7.0,4.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,11.0,0.0,2.0,1.0,0.0,1.0,89.0,260.0,5.0,10.0,389.0,840.0,67.0,86.0,39.0,57.0,1.0,2.0,1.0,5.0,11.0,18.0,85.0,171.0,5338.0,5462.0,0.0,0.0,0.0,36.0,0.0,3.0,129.0,115.0,8.0,4.0,722.0,528.0,6.0,3.0,12.0,14.0,18.0,21.0,43.0,40.0,1111.0,1368.0,2.0,4.0,2.0,0.4186,0.5714,88.97,#b50500,#b5b7ba,"['http://a.espncdn.com/i/teamlogos/ncaa/500/55.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/55.png']",-5.705,87,104,78,50.365,61.02,45.315,3,1,2,1,1,0,1.2861801590637938,1.4646151438110626,0.20763211128611841,0.32512647475802076,0.133,0.4256410256410256,0.4630541871921182,0.6153846153846154,0.8461538461538461,0.1889763779527559,0.19469026548672566,4.4375,3.375,1.31,-1.322,71.4,71.6,25.0,53.1,33.0,33.0,-8.0,20.1,1613,0.24673589157921674,0.21048579252632474,3.828525641025641,3.7023657289002556,-0.002853681240206324,0.07839058317880401,0.7351342710997444,-0.45352564102564097,0.43603553268712697,0.42203879864510707,0.003602226995918556,0.027018654504991246,-1,-13.0,-9.5,1.526238034220246,67.0,56.11784789263008,48.39361702127661,35.83333333333327,1.0982658959537588,65.16978155339805,42.43233565340269,43.96700624205302,318.74918506492145,55.57692307692307,86.84385382059801,41.724319303137335,23.75301712978583,34.69338734069744,29.966829707138373,0.26666734844416173,68.0,,,45.27066666666667,71.0,91.03,42.800000000000004,42.0,0.1467142914343212,3.308176662180517,64,123,126.0,82.0,118.0,51.0,120.0,32.0,12.0,11.563,131,-0.98,-1.8,-1.99,119,-1.885,117,1613
109,Troy,Sun Belt,505.16333333333336,2025,-9.378571428571428,51.0,54.0,2.0,1.0,4.0,4.0,0.0,2.0,2.0,0.0,3.0,1.0,0.0,5.0,12.0,4.0,2.0,0.0,0.0,87.0,30.0,6.0,2.0,439.0,593.0,87.0,78.0,45.0,56.0,2.0,4.0,4.0,4.0,22.0,16.0,217.0,140.0,5213.0,5587.0,0.0,0.0,1.0,42.0,1.0,5.0,99.0,101.0,2.0,5.0,390.0,402.0,8.0,9.0,18.0,15.0,18.0,15.0,43.0,38.0,829.0,995.0,4.0,4.0,0.0,0.4186,0.5,86.88,#AE0210,#88898c,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2653.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2653.png']",-7.171,91,106,51,55.431,26.861,45.875,3,1,2,0,0,0,1.2524241653461399,1.1541040124170008,0.10356617682085162,0.10803832315563484,0.165,0.375,0.42045454545454547,0.7692307692307693,0.7692307692307693,0.17777777777777778,0.15053763440860216,3.090909090909091,5.083333333333333,1.196,-1.417,73.7,70.3,3.0,13.9,25.4,14.5,-11.5,-11.5,1435,0.2020373048899316,0.04116556728899139,4.258823529411765,2.0555555555555554,0.062400609531860225,-0.09399898173429676,1.0353535353535355,0.8245098039215684,0.454615475767271,0.3846083717537965,-0.009608371753796474,-0.034160930312725546,-1,-13.0,-10.0,2.649342622403601,53.8,53.68189310101248,48.39361702127661,21.77777777777773,-0.404624277456648,41.61359223300971,26.410225718194255,40.327102021302736,427.718728575094,26.66666666666667,43.42857142857143,27.59059051826636,56.559091027994,46.10925004080299,66.68958637659156,0.5073427593945108,125.0,12.099999999999994,123.0,43.146,92.0,93.12,51.599999999999994,17.0,-2.693475141013899,1.452216507275807,117,98,106.0,113.0,84.0,67.0,43.0,66.0,120.0,11.251,91,-0.16,-1.18,-1.93,106,-1.478,111,1435
110,Marshall,Sun Belt,552.15,2025,-9.378571428571428,40.0,55.0,2.0,3.0,5.0,3.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,94.0,5.0,1.0,3.0,0.0,0.0,101.0,63.0,6.0,3.0,326.0,728.0,59.0,88.0,32.0,49.0,3.0,1.0,2.0,7.0,19.0,17.0,157.0,175.0,5101.0,5699.0,0.0,0.0,138.0,41.0,9.0,6.0,121.0,110.0,6.0,3.0,532.0,336.0,11.0,4.0,25.0,13.0,12.0,15.0,46.0,45.0,858.0,1064.0,3.0,3.0,0.0,0.2609,0.4,85.02,#00ae42,#be854c,"['http://a.espncdn.com/i/teamlogos/ncaa/500/276.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/276.png']",-9.074,103,116,17,48.633,15.192,76.2,3,1,2,0,0,0,1.07485239581281,1.4627153345043522,0.07258807112291131,0.21152067567545454,0.195,0.3465909090909091,0.38571428571428573,0.5,0.7,0.23076923076923078,0.24299065420560748,3.6666666666666665,4.333333333333333,1.562,-1.251,66.8,71.6,-2.6,5.4,26.0,13.9,-16.5,-20.6,1492,0.19275827233420392,0.25253247165894743,3.6688596491228074,4.496732026143791,-0.1799444005360361,0.018762403341250622,-0.8300653594771243,0.6644736842105257,0.4394142259414226,0.4217795870892701,-0.07518867799836099,-0.053699940227136866,0,-10.7,-10.1,2.649342622403601,53.8,51.514009889333636,22.03039513677812,63.94444444444444,1.0982658959537588,51.685436893203885,17.421987981239013,21.179562214988678,481.0792053804644,39.358974358974365,63.16279069767442,23.383294956529127,40.92097499601649,55.41895357784046,30.19151161974959,0.3263495870203652,93.0,36.96666666666666,48.0,38.949,117.0,94.98,36.6,65.0,-2.6054626154061085,1.1411045289342505,116,93,85.0,124.0,66.0,124.0,119.0,66.0,72.0,11.106,84,-1.0,-1.04,-1.52,100,-1.068,98,1492
111,Ohio,Mid-American,421.0466666666667,2025,-15.223076923076922,57.0,65.0,4.0,5.0,7.0,7.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,25.0,37.0,3.0,3.0,0.0,0.0,46.0,107.0,4.0,6.0,599.0,777.0,83.0,83.0,53.0,58.0,3.0,3.0,5.0,5.0,19.0,19.0,130.0,170.0,5747.0,4868.0,0.0,1.0,1.0,62.0,2.0,7.0,112.0,95.0,2.0,3.0,451.0,445.0,6.0,7.0,14.0,17.0,13.0,8.0,39.0,32.0,1050.0,1222.0,3.0,3.0,0.0,0.3333,0.5714,95.78,#295A29,#e4bb85,"['http://a.espncdn.com/i/teamlogos/ncaa/500/195.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/195.png']",-0.652,72,61,3,64.832,60.58,27.556,3,1,2,0,0,0,1.242007315413448,1.2424097788506978,0.08556340599520719,0.20337189099998856,0.131,0.35944700460829493,0.4623115577889447,0.6428571428571429,0.6666666666666666,0.1724137931034483,0.2268041237113402,3.142857142857143,2.4210526315789473,1.133,-1.325,73.9,71.2,18.8,27.0,34.9,2.8,16.0,-7.9,1587,0.29767709018608485,-0.04125047491271037,4.544753086419753,2.7063851181498237,0.12681388090791756,-0.09430519918609628,0.43647202470731905,-2.123700454840806,0.5053317009226445,0.33932842567480304,0.020118578933491893,-0.04302014313369973,-1,-15.3,-10.3,1.0,53.8,64.05509771603485,34.13373860182371,20.555555555555486,0.6358381502890182,42.52233009708738,21.48947621058926,39.20385450697766,332.19151289805643,71.72064777327935,72.04318936877077,25.145541794749917,42.15240854165541,34.89239735481716,56.24606005695433,0.3913405218148805,110.0,9.299999999999997,125.0,46.68766666666667,56.0,84.22,30.0,100.0,-2.122893815231215,0.36874059578597773,107,76,122.0,123.0,116.0,71.0,70.0,66.0,48.0,10.923,72,0.54,-0.75,-1.22,71,-0.899,70,1587
112,Bowling Green,Mid-American,469.81333333333333,2025,-15.223076923076922,55.0,45.0,2.0,3.0,4.0,7.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,0.0,194.0,121.0,5.0,7.0,529.0,645.0,87.0,78.0,57.0,46.0,2.0,0.0,2.0,5.0,21.0,15.0,170.0,135.0,6040.0,4760.0,0.0,0.0,34.0,3.0,3.0,1.0,113.0,97.0,3.0,2.0,413.0,303.0,7.0,7.0,21.0,17.0,17.0,10.0,46.0,33.0,942.0,948.0,0.0,5.0,5.0,0.3696,0.5,100.67,#2b1000,#492000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/189.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/189.png']",-5.995,88,66,85,65.586,19.613,72.996,3,2,1,0,0,0,1.096356765426795,1.3631687221167046,0.06171407131295355,0.12943595775007463,0.192,0.38578680203045684,0.37209302325581395,0.5714285714285714,0.6363636363636364,0.18269230769230768,0.26666666666666666,3.4705882352941178,3.1538461538461537,1.887,-1.056,64.2,75.5,36.4,8.8,35.8,14.7,21.7,-27.0,1456,0.3420079042675242,0.09737850613307926,4.239316239316239,3.310924369747899,-0.03566443482012571,-0.21257194651744957,0.1596638655462188,-1.0854700854700856,0.5150564419499275,0.3735827664399093,0.012204035590547557,-0.14296341869411355,1,-9.8,-10.4,1.0,86.8,69.754532611255,40.20212765957447,79.8333333333333,5.606936416184979,48.25539691604797,29.823018523901112,23.498375471598038,387.5734493099866,59.319526627218934,58.88704318936877,21.9064412203819,53.32550883306258,59.06918291511836,41.96444229559289,0.4386265372477351,118.0,61.43333333333333,7.0,47.25266666666666,51.0,79.33,41.800000000000004,45.0,-1.2658914620813297,-0.35199868405406215,90,62,115.0,105.0,54.0,116.0,102.0,11.0,83.0,11.356,108,0.03,-0.57,-0.97,65,-0.721,62,1456
113,Tulsa,American Athletic,557.24,2025,-2.835714285714286,73.0,57.0,8.0,4.0,12.0,7.0,1.0,2.0,2.0,1.0,3.0,0.0,0.0,4.0,11.0,3.0,3.0,0.0,0.0,119.0,108.0,5.0,4.0,660.0,486.0,111.0,74.0,71.0,47.0,3.0,3.0,4.0,3.0,20.0,15.0,122.0,129.0,5211.0,5589.0,0.0,0.0,36.0,30.0,4.0,5.0,113.0,129.0,5.0,6.0,549.0,526.0,8.0,4.0,20.0,14.0,18.0,23.0,47.0,47.0,1209.0,1012.0,4.0,5.0,1.0,0.383,0.6667,86.85,#003595,#d0b787,"['http://a.espncdn.com/i/teamlogos/ncaa/500/202.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/202.png']",-16.48,126,123,123,43.346,22.11,48.733,3,1,2,1,0,1,1.1829555309706674,1.1572308548514805,0.13322666348728976,0.11635330915068574,0.14,0.4196078431372549,0.43209876543209874,0.6111111111111112,0.6896551724137931,0.24615384615384617,0.20437956204379562,3.823529411764706,3.8333333333333335,1.249,-1.555,73.1,69.1,24.2,15.6,25.4,12.9,11.3,-9.8,1046,0.25541630541397614,0.11610400172418553,4.08939393939394,3.3636363636363638,0.01712266176310423,-0.13906299626329038,0.4598930481283423,-0.2560606060606063,0.4634090909090909,0.38339890876681954,0.036208934370435375,-0.03131032547699214,-1,-7.1,-10.6,4.495762848743929,60.4,53.64692724275959,42.4422492401216,25.444444444444457,-1.7919075144508696,54.42946887492862,40.52352136477025,32.83630860582703,486.85967133405404,47.82051282051282,74.67441860465117,31.618933475304196,55.30254135910268,42.98882904448434,66.31978876788878,0.25058555305208446,59.0,28.799999999999997,83.0,46.114000000000004,62.0,93.15,48.8,22.0,-0.9545242734708494,0.47380417287776877,83,78,84.0,88.0,93.0,92.0,44.0,52.0,43.0,11.354,107,-1.56,-1.97,-2.0,126,-1.996,126,1046
114,Wyoming,Mountain West,427.76,2025,-7.95,59.0,57.0,3.0,3.0,5.0,4.0,2.0,1.0,1.0,2.0,3.0,0.0,0.0,16.0,57.0,2.0,3.0,0.0,0.0,0.0,109.0,0.0,5.0,558.0,480.0,85.0,108.0,51.0,59.0,3.0,2.0,3.0,2.0,25.0,24.0,200.0,214.0,5225.0,5575.0,0.0,0.0,68.0,37.0,7.0,3.0,110.0,102.0,3.0,3.0,476.0,459.0,6.0,6.0,8.0,17.0,16.0,17.0,42.0,46.0,1034.0,939.0,4.0,4.0,0.0,0.381,0.6,87.08,#492f24,#ffc425,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2751.png']",-9.903,108,69,73,63.407,23.492,70.003,3,2,1,0,0,0,1.094124183372362,0.9656406893778441,0.09309138106148408,-0.0025397854205803207,0.089,0.42727272727272725,0.4008438818565401,0.625,0.65,0.2413793103448276,0.14545454545454545,2.923076923076923,2.111111111111111,1.063,-1.354,75.3,70.5,-15.2,12.1,35.7,-23.2,8.0,-23.6,1339,0.18485742059799753,0.04651470266137033,2.9958333333333336,2.857487922705314,0.04657667840011375,-0.18739720601857784,0.06558900037160909,-0.8847222222222224,0.46369594551179083,0.3853667095566733,0.041906017716053956,-0.06285206365525076,-1,-11.9,-11.2,3.052491143438607,53.8,53.914998822698365,42.10790273556232,11.999999999999986,-0.1734104046242777,38.67766990291261,42.948583154191894,23.257636451705054,339.8155197287896,76.96581196581197,49.01993355481728,26.16795473355402,73.26950831562053,51.364520600868126,88.97829700030306,0.58855463740921,126.0,,,44.836666666666666,76.0,92.92,28.400000000000002,106.0,-3.6619561574686372,-2.089582925288407,127,29,119.0,79.0,75.0,117.0,4.0,66.0,110.0,11.302,99,-0.01,-0.28,-0.92,58,-0.721,61,1339
115,Middle Tennessee,Conference USA,503.9866666666667,2025,-13.358333333333333,50.0,56.0,2.0,4.0,7.0,4.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,7.0,14.0,2.0,3.0,0.0,0.0,35.0,25.0,1.0,1.0,564.0,642.0,114.0,79.0,64.0,51.0,3.0,2.0,4.0,6.0,15.0,13.0,125.0,143.0,4912.0,5888.0,0.0,0.0,31.0,104.0,5.0,6.0,80.0,111.0,1.0,5.0,182.0,526.0,6.0,14.0,22.0,22.0,12.0,14.0,43.0,39.0,746.0,1168.0,2.0,3.0,2.0,0.2791,0.2857,81.87,#006db6,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2393.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2393.png']",-17.969,131,108,77,26.347,17.25,42.988,3,1,2,0,0,0,1.1538166454418013,1.4234753607400268,0.007738159374203165,0.22039547891133993,0.169,0.3805309734513274,0.4,0.5555555555555556,0.8,0.2375,0.22727272727272727,2.2142857142857144,3.588235294117647,1.211,-1.541,72.8,69.3,-11.4,28.6,6.5,17.7,-29.1,22.1,1188,0.11300620457829748,0.16072643259211136,2.55,2.881313131313131,-0.1529882732179082,0.10738927433304245,-0.6670274170274166,1.0382352941176474,0.41883541295306004,0.4367143126329107,-0.0561833391815833,-0.018835412953060016,1,-12.6,-11.5,1.526238034220246,67.0,47.842594772780785,25.072948328267483,27.277777777777757,-1.5606936416184993,26.27864077669903,28.16014810945987,29.694266534376766,426.382445352031,51.9683257918552,73.68770764119601,14.575695533252196,39.57982648726797,51.59066427289047,34.83224704779553,0.2931640393797103,81.0,37.7,44.0,35.795,130.0,98.13,36.8,63.0,-4.736613931139119,1.609169568141148,133,102,107.0,109.0,72.0,102.0,117.0,32.0,45.0,11.655,135,-1.19,-1.88,-2.0,121,-1.935,120,1188
116,Hawai'i,Mountain West,467.5566666666667,2025,-7.95,83.0,72.0,5.0,4.0,7.0,8.0,4.0,0.0,0.0,4.0,4.0,1.0,1.0,45.0,101.0,4.0,3.0,0.0,0.0,84.0,144.0,4.0,9.0,977.0,618.0,175.0,116.0,107.0,69.0,3.0,4.0,7.0,2.0,34.0,31.0,346.0,294.0,7597.0,6803.0,0.0,0.0,13.0,83.0,1.0,7.0,115.0,128.0,0.0,5.0,396.0,494.0,9.0,14.0,19.0,21.0,22.0,17.0,60.0,52.0,1373.0,1112.0,8.0,3.0,-5.0,0.3667,0.7143,126.62,#003420,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/62.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/62.png']",-10.168,109,56,71,55.02,27.262,59.204,4,3,1,0,0,0,1.1222379192249232,1.1507284165915999,0.0501516460948312,0.08143091145200104,0.163,0.3944636678200692,0.3625,0.7,0.8666666666666667,0.1650485436893204,0.16379310344827586,3.260869565217391,3.15,1.278,-1.36,71.5,70.6,15.6,8.9,15.8,24.8,-9.2,-6.9,1220,0.11454853821644768,0.05035817215317817,2.642857142857143,2.866666666666667,-0.00020652605834697163,-0.03311762676444664,0.394202898550724,0.5071428571428571,0.3769814488027546,0.389029653300347,0.005434014519722197,-0.014481448802754593,0,-11.3,-11.8,3.052491143438607,20.799999999999997,99.99999999999999,39.71732522796354,35.2222222222222,-0.05780346820809257,44.586745462220335,32.568257108911,26.28913677270667,385.01066250541544,59.38461538461538,1.0,20.33608889550236,60.5799678383886,61.6399236983842,67.08880293141873,0.8986764100205492,133.0,33.099999999999994,61.0,49.608000000000004,36.0,113.38,41.8,46.0,-2.3863551491323944,-0.6992252218775074,112,50,116.0,100.0,47.0,110.0,42.0,127.0,136.0,11.455,120,0.08,-0.87,-1.0,79,-0.937,76,1220
117,Charlotte,American Athletic,576.5133333333333,2025,-2.835714285714286,65.0,75.0,3.0,4.0,5.0,8.0,3.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,34.0,4.0,0.0,0.0,0.0,123.0,29.0,4.0,3.0,774.0,969.0,96.0,124.0,64.0,86.0,0.0,4.0,4.0,8.0,23.0,20.0,200.0,218.0,5372.0,5428.0,0.0,0.0,27.0,14.0,3.0,7.0,99.0,94.0,3.0,3.0,279.0,378.0,5.0,2.0,14.0,15.0,19.0,17.0,42.0,42.0,1053.0,1347.0,7.0,1.0,-6.0,0.4524,0.6,89.53,#046A38,#B9975B,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2429.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2429.png']",-17.778,129,124,126,18.95,18.667,46.237,3,1,2,0,0,0,1.2846679570552269,1.1248525999983718,0.12860724958731126,0.22675992325888905,0.1,0.4207920792079208,0.4954545454545455,0.7692307692307693,0.7333333333333333,0.24,0.13333333333333333,3.055555555555556,4.315789473684211,1.283,-1.279,71.7,71.7,17.6,17.6,20.6,2.9,14.7,-3.0,1170,0.09143064748235673,0.08245193745133893,3.682186234817814,2.982051282051282,0.046155312135972335,0.1353292757765323,0.07350427350427369,0.6336032388663968,0.43197243395635376,0.3955193203617429,0.025272758846177856,0.06348211149819172,0,-7.0,-12.0,4.495762848743929,14.200000000000003,56.77054391335059,54.04407294832828,33.99999999999996,1.213872832369944,40.995145631067956,40.898197040732,43.80394570472596,508.7474605571423,39.65587044534412,49.01993355481728,30.991547159668407,38.618040088307104,26.01073118981556,70.14901952368831,0.3931223554039462,111.0,39.75,36.0,46.367333333333335,60.0,90.47,38.4,58.0,-1.959128715369504,1.7984628200792159,105,107,78.0,85.0,126.0,52.0,34.0,132.0,110.0,10.812,68,-1.12,-1.9,-2.0,122,-1.983,125,1170
118,UTEP,Conference USA,462.49666666666667,2025,-13.358333333333333,46.0,60.0,2.0,4.0,5.0,11.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,5.0,16.0,3.0,1.0,0.0,0.0,113.0,172.0,7.0,10.0,668.0,642.0,101.0,89.0,62.0,54.0,1.0,3.0,5.0,3.0,17.0,24.0,136.0,186.0,4428.0,6372.0,0.0,0.0,52.0,125.0,9.0,13.0,83.0,126.0,4.0,5.0,347.0,432.0,10.0,7.0,28.0,19.0,12.0,11.0,40.0,45.0,1015.0,1074.0,4.0,2.0,-2.0,0.3,0.4,73.8,#ff8200,#041e42,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2638.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2638.png']",-9.584,107,103,16,71.926,38.925,25.981,3,1,2,0,0,0,1.351194891415341,1.1476553449434743,0.11743631708665254,0.030593906737143125,0.182,0.36363636363636365,0.39090909090909093,0.6666666666666666,0.42105263157894735,0.24358974358974358,0.25833333333333336,4.363636363636363,3.3529411764705883,1.178,-1.592,73.4,68.1,0.0,15.0,15.8,-19.2,19.2,-0.8,1248,0.10239391532583089,0.06119599220687159,4.278846153846153,3.979166666666667,0.05624032487978096,-0.07180000858868776,0.38446969696969635,-0.925904977375565,0.4080819291696095,0.40537286736378647,-0.041736503727422825,-0.017172838260518575,-1,-12.2,-12.4,1.526238034220246,40.599999999999994,38.43677890275488,28.566869300911858,23.611111111111043,-2.947976878612721,63.877669902912615,22.814930623412152,50.97753600683326,379.2642660957565,55.95022624434389,70.06976744186046,29.474365470485502,68.26238864822544,54.02684837604047,67.45224131076202,0.3585890160441922,102.0,16.620634920634913,115.0,35.599999999999994,131.0,106.2,50.8,18.0,-1.5556900827213294,-0.6055893185172088,95,53,117.0,120.0,68.0,30.0,41.0,99.0,57.0,11.452,117,-0.9,-1.18,-1.87,107,-1.302,103,1248
