,team,conference,avg_talent,season,sp_conf_rating,firstDowns,firstDownsOpponent,fourthDownConversions,fourthDownConversionsOpponent,fourthDowns,fourthDownsOpponent,fumblesLost,fumblesLostOpponent,fumblesRecovered,fumblesRecoveredOpponent,games,interceptionTDs,interceptionTDsOpponent,interceptionYards,interceptionYardsOpponent,interceptions,interceptionsOpponent,kickReturnTDs,kickReturnTDsOpponent,kickReturnYards,kickReturnYardsOpponent,kickReturns,kickReturnsOpponent,netPassingYards,netPassingYardsOpponent,passAttempts,passAttemptsOpponent,passCompletions,passCompletionsOpponent,passesIntercepted,passesInterceptedOpponent,passingTDs,passingTDsOpponent,penalties,penaltiesOpponent,penaltyYards,penaltyYardsOpponent,possessionTime,possessionTimeOpponent,puntReturnTDs,puntReturnTDsOpponent,puntReturnYards,puntReturnYardsOpponent,puntReturns,puntReturnsOpponent,rushingAttempts,rushingAttemptsOpponent,rushingTDs,rushingTDsOpponent,rushingYards,rushingYardsOpponent,sacks,sacksOpponent,tacklesForLoss,tacklesForLossOpponent,thirdDownConversions,thirdDownConversionsOpponent,thirdDowns,thirdDownsOpponent,totalYards,totalYardsOpponent,turnovers,turnoversOpponent,total_turnovers,thirdDownConversionRate,fourthDownConversionRate,possessionTimeMinutes,color,alt_color,logo,classification,fpi,fpi_rank,fpi_sor,fpi_sos,def_eff,off_eff,special_eff,games_played,wins,losses,conference_games,conference_wins,conference_losses,Offense_drives_adj,Offense_plays_adj,Offense_explosiveness_adj,Offense_ppa_adj,Offense_successRate_adj,Offense_powerSuccess_adj,Offense_stuffRate_adj,Offense_thirdDown_adj,Offense_secondDown_adj,Offense_firstDown_adj,Offense_rushing_adj,Offense_passing_adj,Offense_overall_adj,Defense_drives_adj,Defense_plays_adj,Defense_explosiveness_adj,Defense_ppa_adj,Defense_successRate_adj,Defense_powerSuccess_adj,Defense_stuffRate_adj,Defense_thirdDown_adj,Defense_secondDown_adj,Defense_firstDown_adj,Defense_rushing_adj,Defense_passing_adj,Defense_overall_adj,Offense_explosiveness,Defense_explosiveness,Offense_ppa,Defense_ppa,Defense_havoc_total,Offense_successRate,Defense_successRate,Offense_powerSuccess,Defense_powerSuccess,Offense_stuffRate,Defense_stuffRate,Offense_pointsPerOpportunity,Defense_pointsPerOpportunity,Offense_fieldPosition_averagePredictedPoints,Defense_fieldPosition_averagePredictedPoints,Offense_fieldPosition_averageStart,Defense_fieldPosition_averageStart,avg_opp_offense_ppa,avg_opp_defense_ppa,avg_opp_offense_ppo,avg_opp_defense_ppo,avg_opp_offense_exp,avg_opp_defense_exp,avg_opp_offense_sr,avg_opp_defense_sr,adj_offense_ppa,adj_defense_ppa,adj_offense_ppo,adj_defense_ppo,adj_offense_exp,adj_defense_exp,adj_offense_sr,adj_defense_sr,offense_drive_quality,defense_drive_quality,avg_opp_offense_drive_quality_pct,avg_opp_defense_drive_quality_pct,adj_offense_drive_quality,adj_defense_drive_quality,ranking,sp_rating,sp_offense_rating,sp_defense_rating,sp_special_teams_rating,offense_rank,defense_rank,kford_rank,kford_rating,elo,off_ppa,off_ppo,off_dq,def_ppa,def_ppo,def_dq,offensive_total,defensive_total,last_week,unweighted_power,in_house,power_rating,offensive_rating,defensive_rating,sp_conf_scaled,total_turnovers_scaled,possession_scaled,third_down_scaled,offense_avg_field_position_scaled,defense_avg_field_position_scaled,offense_ppo_scaled,offense_success_scaled,offense_explosive,talent_scaled,defense_ppo_scaled,penalties_scaled,offense_ppa_scaled,defense_ppa_scaled,defense_success_scaled,defense_explosive,PBR,PBR_rank,STM,STM_rank,DCE,DCE_rank,DefensivePossessionTime,DDE,DDE_rank,talent_scaled_rank,offense_success_rank,defense_success_rank,offense_explosive_rank,defense_explosive_rank,total_turnovers_rank,penalties_rank,offensive_rank,defensive_rank,avg_expected_wins,SOS,wins_above_average,wins_above_good,wins_above_elite,SOR,most_deserving_wins,most_deserving,RTP
0,Ohio State,Big Ten,982.3666666666667,2025,12.555555555555555,94.0,50.0,3.0,5.0,6.0,12.0,1.0,2.0,2.0,1.0,4.0,0.0,0.0,5.0,4.0,3.0,2.0,0.0,0.0,20.0,100.0,2.0,5.0,1058.0,528.0,108.0,96.0,84.0,56.0,2.0,3.0,11.0,2.0,16.0,21.0,140.0,164.0,7658.0,6742.0,0.0,0.0,60.0,3.0,5.0,1.0,136.0,134.0,7.0,0.0,726.0,389.0,13.0,2.0,26.0,5.0,19.0,12.0,38.0,54.0,1784.0,917.0,4.0,4.0,0.0,0.5,0.5,127.63,#ce1141,#505056,"['http://a.espncdn.com/i/teamlogos/ncaa/500/194.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/194.png']",fbs,23.545,2,3,15,92.435,82.096,33.3,4,4,0,1,1,0,-1.5444444444444443,-0.705555555555555,-0.18723986352787403,0.15028243069317065,0.08783623533342662,-0.03994708994708993,-0.0250544510550931,0.2687777777777777,0.2297222222222223,0.12522222222222223,0.008944444444444444,0.3314444444444445,0.1531666666666667,-1.1944444444444446,-7.027777777777778,-0.21765523064304265,-0.3232008138467989,-0.09409027675323955,-0.15695045695045695,-0.008596408013606803,-0.5068888888888888,-0.3667222222222222,-0.16344444444444448,-0.17727777777777778,-0.4438333333333333,-0.3225555555555556,1.0681653703768146,1.0154236681402384,0.33963228481529445,-0.10752092994759291,0.163,0.5619834710743802,0.3392070484581498,0.6842105263157895,0.631578947368421,0.1450381679389313,0.17355371900826447,5.238095238095238,1.777777777777778,1.309,-1.151,72.3,73.6,0.25400320605510995,0.07623450316752485,4.2642549923195086,3.4277777777777776,1.2454175264514384,1.1530941731945505,0.46781110752726707,0.3925887913229686,0.2633977816477696,-0.36152413600270283,1.8103174603174605,-2.486477214541731,-0.08492880281773596,-0.2299938583112,0.1693946797514116,-0.12860405906911726,45.0,-9.5,43.88489208633093,8.108108108108107,36.9,-53.4,2.0,26.8,37.0,10.4,0.2,16.0,2.0,1,26.4,2021,1.6504296871980026,1.771801141426559,1.3935423658172494,2.7622126059488514,2.7155876749470282,2.526677778711669,4.815773194441811,8.004478059607548,1,26.1,25.8,26.3,36.3,10.0,8.70841339871793,50.5,36.68971511347175,75.4347014925373,30.117647058823536,5.647058823529406,86.26991441737985,90.66463461098833,12.25718988016257,969.6553928723151,90.83985765124555,82.69627507163324,58.84341383006504,97.83413372420647,68.78672564328211,83.12850434709327,0.14438119050242346,2.0,23.299999999999997,108.0,46.9075,55.0,112.37,60.400000000000006,48.0,3.0,6.0,17.0,129.0,6.0,69.0,10.0,15,2,10.229,31,2.14,1.34,0.58,3,0.78,2,0.8347041204341681
1,Oregon,Big Ten,910.89,2025,12.555555555555555,123.0,64.0,9.0,7.0,13.0,10.0,0.0,1.0,1.0,0.0,5.0,2.0,0.0,123.0,-1.0,1.0,5.0,0.0,0.0,91.0,141.0,4.0,7.0,1322.0,617.0,146.0,119.0,106.0,62.0,5.0,1.0,14.0,2.0,18.0,23.0,138.0,146.0,9438.0,8565.0,0.0,0.0,135.0,-1.0,13.0,1.0,191.0,167.0,15.0,5.0,1197.0,574.0,9.0,1.0,22.0,12.0,31.0,20.0,61.0,66.0,2519.0,1191.0,1.0,6.0,5.0,0.5082,0.6923,157.3,#007030,#fee11a,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2483.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2483.png']",fbs,24.194,1,2,46,86.682,93.667,36.667,5,5,0,2,2,0,-0.41851851851851873,19.396296296296295,0.0661652644644126,0.2578785661620503,0.0963043824091673,0.26329805996472666,-0.04719018486923811,0.2290370370370371,0.2035370370370371,0.30020370370370375,0.24914814814814817,0.26327777777777783,0.2556666666666667,0.0666666666666671,2.5037037037036995,-0.032737136617267945,-0.14272329271114642,-0.08281330724654179,-0.14639550264550272,-0.012546169115775498,-0.06661111111111115,-0.10672222222222225,-0.31979629629629636,-0.047703703703703706,-0.29533333333333345,-0.14311111111111113,1.318441851814948,1.1192511345779914,0.4380969689724013,0.03252802576859041,0.151,0.5141388174807198,0.3674698795180723,0.8611111111111112,0.6842105263157895,0.1493212669683258,0.14361702127659576,5.264705882352941,3.1333333333333333,1.585,-0.929,66.4,76.2,0.12337304029552126,0.22210329583961513,3.4401709401709404,3.393478260869565,1.1366722602580976,1.3140410487716092,0.4239456141369949,0.4184771176557266,0.21599367313278617,-0.09084501452693086,1.871227621483376,-0.3068376068376071,0.004400803043338897,-0.01742112568010623,0.09566169982499317,-0.05647573461892258,72.2,-20.8,17.02127659574468,20.43010752688172,51.8,-37.8,1.0,29.4,41.8,12.6,0.2,2.0,4.0,2,24.3,2018,1.2351951516038098,1.8469919333650133,2.2427767727979044,0.13555179792371494,-0.1142825363896107,1.5700769765212488,5.324963857766727,1.591346238055353,1,21.2,21.2,25.7,40.3,14.6,8.70841339871793,81.4375,65.05601158860455,77.11753731343282,58.749999999999964,8.705882352941188,86.8769314177284,74.70555224979599,53.88306381865547,888.4828117047812,61.611957295373664,83.26361031518624,74.62315375756681,73.11699327667542,59.3689511686817,68.02027385206412,0.1553209563336535,5.0,42.934615384615384,26.0,50.388000000000005,25.0,142.7,37.6,122.0,7.0,19.0,33.0,39.0,19.0,11.0,9.0,3,8,10.242,32,1.87,1.05,0.5,7,0.64,4,0.3013616088047508
2,Indiana,Big Ten,663.9433333333333,2025,12.555555555555555,140.0,51.0,2.0,1.0,8.0,4.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,58.0,38.0,1.0,7.0,0.0,0.0,79.0,138.0,3.0,7.0,1352.0,667.0,136.0,126.0,99.0,75.0,7.0,1.0,19.0,1.0,19.0,18.0,150.0,147.0,10475.0,7510.0,2.0,0.0,282.0,35.0,14.0,4.0,216.0,137.0,11.0,3.0,1391.0,440.0,16.0,5.0,49.0,18.0,35.0,15.0,60.0,63.0,2743.0,1107.0,2.0,8.0,6.0,0.5833,0.25,174.58,#990000,#edebeb,"['http://a.espncdn.com/i/teamlogos/ncaa/500/84.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/84.png']",fbs,21.144,5,7,74,89.147,78.619,73.216,5,5,0,2,2,0,0.3037037037037036,8.45925925925926,0.07745168312076561,0.18872092245590574,0.11093460215240138,-0.10277574277574279,-0.059933853804072935,0.36607407407407416,0.13370370370370374,0.2702962962962963,0.1665925925925926,0.2917037037037037,0.18874074074074076,0.3259259259259262,-8.54814814814815,0.22655351142436964,-0.19615281087996606,-0.1403269062991349,-0.15932030932030933,0.1002741722642994,-0.014814814814814795,-0.32214814814814824,-0.1431851851851852,-0.09674074074074071,-0.2702222222222223,-0.19533333333333336,1.1796759781024946,1.4346298458082682,0.429537508770872,-0.027920131570515327,0.267,0.5730337078651685,0.2900763358778626,0.7368421052631579,0.5555555555555556,0.12037037037037036,0.3305785123966942,4.975609756097561,2.0,1.594,-1.045,67.6,74.8,0.2360832956903289,0.13810242708267753,4.199346917450367,3.6999481999482,1.2332949487722553,1.1124922082539284,0.4597579113708162,0.4201796055364624,0.29143508168819443,-0.26400342726084425,1.2756615561493612,-2.1993469174503666,0.06718376984856622,0.20133489703601293,0.1528541023287061,-0.1696815754929536,58.4,-16.6,31.775700934579437,14.485981308411214,43.9,-48.4,3.0,25.5,38.6,13.4,0.2,10.0,7.0,5,22.2,2000,1.8960213801189028,1.111793023249624,1.7925115503048057,1.8158750302005051,2.3428005996713295,2.2200749574967906,4.800325953673332,6.378750587368625,1,19.8,19.8,23.0,37.4,14.4,8.70841339871793,87.625,81.57672621921779,92.52985074626865,52.92647058823531,7.058823529411768,80.28234236259414,94.35055614681143,30.80358494422012,608.0374680860908,86.04839857651245,79.85959885386819,73.25143295171496,83.78544551257082,85.15812063469481,22.128618917491707,0.24669532368153635,20.0,53.67619047619048,6.0,45.749,70.0,125.41999999999999,65.0,37.0,57.0,3.0,3.0,96.0,127.0,6.0,13.0,12,7,10.297,36,2.29,1.19,0.41,6,0.543,7,1.3954814994824483
3,Alabama,SEC,1009.0866666666666,2025,17.04375,94.0,60.0,5.0,3.0,10.0,5.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,8.0,0.0,0.0,3.0,0.0,1.0,1.0,162.0,1.0,9.0,1287.0,454.0,145.0,69.0,101.0,43.0,3.0,0.0,15.0,2.0,24.0,20.0,198.0,214.0,7704.0,6696.0,0.0,0.0,64.0,3.0,5.0,1.0,125.0,148.0,5.0,6.0,488.0,642.0,6.0,5.0,25.0,14.0,30.0,19.0,56.0,45.0,1775.0,1096.0,0.0,7.0,7.0,0.5357,0.5,128.4,#9e1632,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/333.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/333.png']",fbs,23.08,3,16,4,78.45,85.903,53.255,4,3,1,1,1,0,-1.6049382716049383,7.382716049382717,0.17006011386580894,0.26449042458233657,0.09358060910785475,0.013683127572016472,-0.06425557701817161,0.5047222222222222,0.2081790123456791,0.18583333333333332,0.116141975308642,0.37975308641975314,0.26462962962962966,-1.4135802469135805,-13.02469135802469,0.03570091997882126,-0.17166327401194653,-0.09060186862339759,-0.04712669018224572,0.02549710354855346,-0.12922839506172842,0.01135802469135802,-0.2951234567901235,-0.14308641975308647,-0.23706790123456792,-0.17135802469135808,1.4183637629182582,1.331382376497246,0.3867386016302262,0.12528430947919686,0.188,0.4666666666666667,0.38073394495412843,0.6923076923076923,0.7222222222222222,0.1322314049586777,0.1888111888111888,4.96,4.7272727272727275,1.637,-1.081,66.6,74.4,0.29748632627355426,0.10541008782069879,4.448703279938978,3.499621212121212,1.3069170263201015,1.3079311691432491,0.47464097208101175,0.36856758832565284,0.28132851380952745,-0.1722020167943574,1.460378787878788,0.27856944733374966,0.11043259377500902,0.02446535017714435,0.09809907834101383,-0.09390702712688331,60.0,9.5,37.91208791208791,13.736263736263737,46.3,-28.4,10.0,21.1,36.7,15.7,0.1,18.0,12.0,3,24.2,1958,1.807493272513567,1.3398179483615722,1.9293009849862532,0.9250373265790499,-0.8743283615115113,0.9936636726372776,5.076612205861393,1.0443726377048161,1,23.9,23.9,22.4,37.4,15.0,10.0,93.8125,37.42588121680349,82.76119402985073,57.7794117647059,6.588235294117666,79.92626728110599,58.87072206921327,70.50203197490964,1000.0,27.244128113879,66.243553008596,66.39257152701254,56.74650282823313,54.94908337029061,37.15245237792351,0.198,10.0,21.60000000000001,113.0,47.457,49.0,111.6,48.6,85.0,1.0,42.0,47.0,15.0,108.0,3.0,39.0,11,10,9.511,7,1.47,0.57,-0.3,17,0.119,17,0.5572188841857016
4,Penn State,Big Ten,887.93,2025,12.555555555555555,88.0,58.0,8.0,11.0,11.0,16.0,0.0,3.0,3.0,0.0,4.0,1.0,0.0,78.0,0.0,2.0,4.0,0.0,0.0,123.0,164.0,4.0,8.0,868.0,618.0,124.0,120.0,79.0,71.0,4.0,2.0,7.0,5.0,13.0,15.0,90.0,117.0,6827.0,7573.0,0.0,0.0,74.0,17.0,11.0,3.0,140.0,144.0,10.0,1.0,720.0,479.0,8.0,5.0,30.0,13.0,20.0,22.0,51.0,64.0,1588.0,1097.0,2.0,7.0,5.0,0.3922,0.7273,113.78,#041E42,#FFFFFF,"['http://a.espncdn.com/i/teamlogos/ncaa/500/213.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/213.png']",fbs,18.312,11,61,75,80.116,50.409,84.219,4,3,1,1,0,1,-0.6000000000000002,14.088888888888887,-0.015092033086600981,0.1387655752235878,0.0660699403158258,0.05013227513227516,-0.043775420585950804,0.08477777777777779,-0.04133333333333333,0.23255555555555554,0.12566666666666668,0.1647777777777778,0.13833333333333334,-0.3666666666666666,13.177777777777775,-0.2001940169152396,-0.14553150799326603,-0.06402280033989867,-0.1701587301587302,0.001091188020889548,-0.04911111111111108,-0.19466666666666668,-0.22133333333333335,-0.25022222222222223,-0.030333333333333344,-0.14400000000000002,1.1466187400048244,1.134602981989775,0.24405664541906266,0.07067878002659672,0.168,0.4691780821917808,0.37583892617449666,0.8387096774193549,0.68,0.08387096774193549,0.2129032258064516,4.538461538461538,2.25,1.824,-0.913,63.7,76.9,0.20541220004342056,0.12129192181180148,3.842517244051771,3.4937198067632846,1.27271485546055,1.157156241847618,0.43954296213403815,0.40745899953297565,0.12276472360726118,-0.13473342001682384,1.0447417316982537,-1.5925172440517712,-0.010537501842793562,-0.13811187347077514,0.06171908265880516,-0.0637040359595415,53.8,4.6,40.816326530612244,8.333333333333332,45.5,-36.2,4.0,25.4,37.6,12.4,0.2,13.0,3.0,9,19.7,2070,0.418559615721307,0.8267331228584273,1.883704506759104,0.5614433628087282,1.5549413544841613,1.471964073732488,3.128997245338838,3.5883487910253775,-1,13.2,14.9,21.2,35.3,14.2,8.70841339871793,81.4375,23.448285852245306,53.311567164179095,71.85294117647057,9.529411764705898,70.31052818149593,59.708430866289476,25.305519692937168,862.4082540830877,80.65800711743772,96.87965616045845,43.52666604391599,66.3837938297236,56.58020740092168,65.78638279048462,0.10435892696283151,1.0,50.67727272727273,10.0,46.913,54.0,126.22,56.8,58.0,11.0,40.0,41.0,107.0,23.0,11.0,2.0,24,6,9.98,24,0.23,-0.14,-0.52,44,-0.48,41,-1.1366431988015295
5,Texas,SEC,946.91,2025,17.04375,83.0,47.0,5.0,1.0,12.0,9.0,1.0,3.0,3.0,1.0,4.0,0.0,0.0,16.0,51.0,3.0,4.0,0.0,0.0,116.0,0.0,7.0,1.0,944.0,609.0,116.0,124.0,72.0,71.0,4.0,3.0,9.0,1.0,34.0,17.0,313.0,103.0,7728.0,6672.0,0.0,0.0,131.0,26.0,8.0,4.0,165.0,112.0,7.0,3.0,812.0,239.0,9.0,3.0,20.0,15.0,19.0,13.0,53.0,56.0,1756.0,848.0,4.0,7.0,3.0,0.3585,0.4167,128.8,#c15d26,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/251.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/251.png']",fbs,21.649,4,50,29,92.575,53.39,68.714,4,3,1,0,0,0,-0.8222222222222221,-0.4592592592592588,-0.07885602499307788,0.11965085787835243,0.0665281165644471,0.09029180695847366,-0.04942673175911634,0.2723148148148149,0.25616666666666665,0.11524074074074073,0.22642592592592592,0.005962962962962948,0.12100000000000001,-0.30740740740740724,-9.785185185185185,-0.22047303124103412,-0.22757475006526298,-0.11727179046861438,-0.06849647266313937,0.05087436433015937,-0.24633333333333346,-0.18551851851851853,-0.256462962962963,-0.17801851851851858,-0.23492592592592593,-0.2274444444444445,1.0953979104474896,0.8994786109587759,0.14904752854351416,-0.09889609194330848,0.194,0.45038167938931295,0.31981981981981983,0.7142857142857143,0.5,0.1610738255033557,0.23469387755102042,3.84,2.5833333333333335,1.846,-1.059,65.3,75.6,0.1296876726134306,0.10821773327765123,3.6070958027479767,3.5838675213675213,1.2359172123843765,1.1937917563578595,0.4160768363070163,0.4048897379860954,0.04082979526586293,-0.22858376455673907,0.25613247863247857,-1.0237624694146432,-0.09839384591036993,-0.33643860142560056,0.04549194140321755,-0.09625701648719648,33.4,-16.7,15.609756097560975,18.592964824120603,14.8,-32.3,13.0,20.5,30.8,10.2,-0.1,50.0,1.0,6,22.0,1972,-0.2991463592371771,-0.14676872203883867,0.13393965479225106,1.472163851624546,0.8165155208682884,1.2328138731848826,-0.3119754264837647,3.521493245677717,0,18.7,19.4,21.2,29.9,8.7,10.0,69.0625,37.80830516658621,46.39552238805969,64.08823529411765,8.0,54.377880184331794,53.43869500475783,16.786493926204486,929.3889774510094,73.47081850533807,33.621776504298,28.300707946638454,96.3119422076833,75.24696123030427,100.0,0.33678040905805673,36.0,43.24642857142857,22.0,44.119,87.0,111.19999999999999,56.4,59.0,4.0,55.0,10.0,125.0,1.0,29.0,114.0,53,1,9.7,14,0.39,-0.04,-0.41,37,-0.271,31,-0.5794549280708371
6,Notre Dame,FBS Independents,896.11,2025,8.35,99.0,79.0,4.0,4.0,9.0,7.0,2.0,1.0,1.0,2.0,4.0,0.0,0.0,8.0,15.0,2.0,4.0,1.0,0.0,221.0,87.0,7.0,3.0,1226.0,1075.0,114.0,139.0,80.0,79.0,4.0,2.0,9.0,7.0,18.0,32.0,133.0,272.0,7437.0,6963.0,1.0,0.0,81.0,9.0,8.0,1.0,144.0,126.0,13.0,5.0,700.0,491.0,6.0,7.0,12.0,19.0,23.0,20.0,44.0,54.0,1926.0,1566.0,4.0,5.0,1.0,0.5227,0.4444,123.95,#0c2340,#c99700,"['http://a.espncdn.com/i/teamlogos/ncaa/500/87.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/87.png']",fbs,20.813,6,37,2,67.483,92.395,57.88,4,2,2,0,0,0,0.3111111111111111,2.8925925925925946,0.18792924588542698,0.2493088840004115,0.0984247203056782,-0.11734086900753568,-0.019516955889823273,0.46492592592592596,0.2683333333333334,0.2002962962962963,0.16440740740740745,0.36822222222222223,0.24937037037037038,0.18148148148148135,-1.8481481481481463,-0.11273702821577782,-0.11639054909425607,-0.05161716244640857,-0.06873897707231039,0.00981784630181877,-0.24225925925925929,-0.10588888888888888,-0.07640740740740742,-0.12870370370370376,-0.1302222222222222,-0.11774074074074076,1.4565166139742347,1.198322828921008,0.3727994490853978,0.21357270265462097,0.135,0.4828897338403042,0.4398496240601504,0.5454545454545454,0.64,0.20689655172413793,0.1885245901639344,5.68,4.0,1.405,-1.383,69.4,69.7,0.2800587236137688,0.14524028207947515,4.487812618416067,4.218501326259947,1.2564368686107428,1.2952633715416764,0.4927407617014359,0.3917743694032291,0.22755916700592266,-0.06648602095914785,1.4614986737400528,-0.4878126184160667,0.16125324243255834,-0.05811403968973483,0.09111536443707513,-0.0528911376412855,40.4,29.7,42.78350515463917,12.435233160621761,28.0,-13.1,19.0,18.3,41.0,22.7,0.0,3.0,47.0,4,23.0,2195,1.3365026675084992,1.3412003959397327,0.886281545540214,-0.10082703092200754,0.12068098347486514,0.05545903971975004,3.563984608988446,0.07531299227260764,1,19.2,19.8,20.8,43.3,22.5,7.498162979815837,56.6875,33.171414775470794,80.09328358208955,44.191176470588196,1.058823529411768,96.35023041474656,64.28209503836656,76.84759732457576,871.6978830615483,42.92526690391458,84.68194842406876,64.15871271915597,41.16454719818746,35.250485853538905,56.51432629547035,0.15257579785886577,4.0,41.99642857142857,31.0,45.1025,80.0,116.05,30.8,133.0,9.0,32.0,100.0,10.0,51.0,54.0,8.0,2,44,10.496,46,0.85,-0.19,-1.21,48,-0.768,54,0.5761938103683271
7,Texas Tech,Big 12,727.94,2025,9.28125,110.0,54.0,2.0,4.0,4.0,9.0,1.0,3.0,3.0,1.0,4.0,1.0,0.0,62.0,25.0,4.0,6.0,0.0,0.0,102.0,64.0,5.0,4.0,1462.0,725.0,145.0,142.0,103.0,78.0,6.0,4.0,16.0,4.0,38.0,14.0,322.0,100.0,7240.0,7160.0,0.0,0.0,52.0,-9.0,9.0,1.0,146.0,113.0,10.0,2.0,834.0,226.0,10.0,3.0,22.0,21.0,29.0,17.0,53.0,60.0,2296.0,951.0,5.0,9.0,4.0,0.5472,0.5,120.67,#CC0000,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2641.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2641.png']",fbs,14.542,20,9,86,96.03,75.338,74.119,4,4,0,1,1,0,1.711111111111111,10.844444444444445,-0.0020646021808963383,0.10139828814483262,0.05350438342003344,0.185925925925926,0.03279042993227917,0.4866666666666666,-0.07844444444444443,0.059999999999999984,-0.09400000000000001,0.32844444444444454,0.10088888888888889,2.4000000000000004,-2.6666666666666696,0.11359917451915977,-0.21122397768250423,-0.11124929381714993,-0.19727920227920231,0.0020552812233657312,-0.27066666666666667,-0.31200000000000006,-0.15000000000000002,-0.16733333333333333,-0.3340000000000001,-0.20955555555555558,1.3199820290647297,1.1920037403933632,0.4118476775903986,-0.050551884764184714,0.19,0.5273972602739726,0.29457364341085274,0.75,0.7142857142857143,0.21768707482993196,0.2,4.6,2.923076923076923,1.843,-1.035,64.4,74.4,0.17098766851255634,0.21252979823586246,3.8905228758169934,4.033333333333334,1.2057667264495806,1.3645341375806666,0.42235627059887104,0.424579747824359,0.19931787935453613,-0.22153955327674105,0.5666666666666655,-0.9674459527400705,-0.04455210851593683,-0.013762986056217397,0.10281751244961362,-0.1277826271880183,56.6,-25.5,11.515151515151514,29.19254658385093,27.4,-37.0,5.0,23.8,41.0,17.4,0.2,3.0,20.0,11,18.9,1751,1.0891241526525788,0.23657144773436745,0.8520841868698519,1.4038070696469027,0.7433986476107485,1.5210205251268683,2.177779787256798,3.6682262423845193,0,15.5,14.3,20.3,39.9,19.6,7.7661527109498705,75.25,30.035538387252544,85.12126865671641,68.45588235294115,6.588235294117666,71.71428571428572,79.12804388942017,54.1392254191141,680.7153763002159,66.14541472762113,31.068767908309454,70.41649839849084,87.77970751474828,83.6595224228305,57.43383487320674,0.4730317710026111,81.0,36.17777777777778,47.0,45.6395,73.0,119.33,63.2,45.0,35.0,12.0,5.0,37.0,46.0,21.0,118.0,5,26,10.841,60,1.22,0.72,0.31,13,0.392,9,1.5266657110619366
8,Ole Miss,SEC,790.27,2025,17.04375,129.0,92.0,4.0,5.0,4.0,12.0,2.0,1.0,1.0,2.0,5.0,0.0,0.0,1.0,81.0,5.0,3.0,0.0,0.0,32.0,114.0,2.0,6.0,1613.0,862.0,157.0,156.0,99.0,81.0,3.0,5.0,9.0,4.0,39.0,32.0,344.0,286.0,8585.0,9415.0,0.0,0.0,117.0,22.0,11.0,3.0,215.0,169.0,15.0,7.0,1046.0,821.0,5.0,4.0,19.0,24.0,34.0,24.0,65.0,69.0,2659.0,1683.0,7.0,4.0,-3.0,0.5231,1.0,143.08,#13294b,#c8102e,"['http://a.espncdn.com/i/teamlogos/ncaa/500/145.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/145.png']",fbs,19.485,8,5,51,64.915,79.156,63.063,5,5,0,3,3,0,0.1382716049382717,8.940740740740743,0.0512735440923014,0.18631857399995766,0.07194020822767522,0.05968467746245529,-0.00880512866155583,0.2380987654320988,0.2657777777777778,0.03246913580246915,0.021802469135802492,0.3925432098765433,0.1854814814814815,-0.00493827160493802,-4.125925925925927,-0.051645352150771096,-0.11233936125696802,-0.057288982765016525,-0.010608465608465598,-0.027218078427000057,-0.258641975308642,-0.06469135802469139,-0.04967901234567901,0.02427160493827163,-0.27775308641975316,-0.11328395061728397,1.2557311578330406,1.236266731238319,0.35312057092858434,0.11263917189585868,0.148,0.5093833780160858,0.38580246913580246,0.8125,0.6666666666666666,0.18691588785046728,0.15060240963855423,4.9743589743589745,3.1153846153846154,1.156,-1.229,73.3,71.5,0.19062147387676237,0.18871984456227842,4.104404761904762,4.049466265084926,1.2461204552350922,1.255839754154558,0.44178707207528733,0.4383916242381319,0.16440072636630593,-0.0779823019809037,0.9248927092740482,-0.9890201465201467,-0.00010859632151749565,-0.00985372399677309,0.07099175377795391,-0.05598460293948487,48.4,16.7,31.36531365313653,26.217228464419478,22.2,-14.7,8.0,22.7,39.0,16.6,0.3,8.0,16.0,10,19.2,1977,0.7832686422434677,0.6787850180327202,0.5557070783933817,0.01073248143806238,0.7714088599853299,0.15357194250851108,2.01776073866957,0.9357132839319033,1,15.2,15.2,20.0,38.1,18.1,10.0,31.9375,51.4608401738291,80.17537313432835,25.264705882352942,3.176470588235304,80.25381070542363,73.11932590308011,43.45304887163954,751.5005320737417,61.99895975910211,24.82808022922636,61.00501774681396,58.97823415409269,53.260143661424955,50.99300094911324,0.4577508402432437,74.0,24.836363636363643,103.0,53.847,6.0,156.92,45.4,99.0,21.0,20.0,52.0,60.0,65.0,109.0,123.0,9,21,10.262,33,2.75,1.42,0.5,2,0.666,3,0.37618702027845563
