,team,conference,avg_talent,season,sp_conf_rating,firstDowns,firstDownsOpponent,fourthDownConversions,fourthDownConversionsOpponent,fourthDowns,fourthDownsOpponent,fumblesLost,fumblesLostOpponent,fumblesRecovered,fumblesRecoveredOpponent,games,interceptionTDs,interceptionTDsOpponent,interceptionYards,interceptionYardsOpponent,interceptions,interceptionsOpponent,kickReturnTDs,kickReturnTDsOpponent,kickReturnYards,kickReturnYardsOpponent,kickReturns,kickReturnsOpponent,netPassingYards,netPassingYardsOpponent,passAttempts,passAttemptsOpponent,passCompletions,passCompletionsOpponent,passesIntercepted,passesInterceptedOpponent,passingTDs,passingTDsOpponent,penalties,penaltiesOpponent,penaltyYards,penaltyYardsOpponent,possessionTime,possessionTimeOpponent,puntReturnTDs,puntReturnTDsOpponent,puntReturnYards,puntReturnYardsOpponent,puntReturns,puntReturnsOpponent,rushingAttempts,rushingAttemptsOpponent,rushingTDs,rushingTDsOpponent,rushingYards,rushingYardsOpponent,sacks,sacksOpponent,tacklesForLoss,tacklesForLossOpponent,thirdDownConversions,thirdDownConversionsOpponent,thirdDowns,thirdDownsOpponent,totalYards,totalYardsOpponent,turnovers,turnoversOpponent,total_turnovers,thirdDownConversionRate,fourthDownConversionRate,possessionTimeMinutes,color,alt_color,logo,classification,fpi,fpi_rank,fpi_sor,fpi_sos,def_eff,off_eff,special_eff,games_played,wins,losses,conference_games,conference_wins,conference_losses,Offense_drives_adj,Offense_plays_adj,Offense_explosiveness_adj,Offense_ppa_adj,Offense_successRate_adj,Offense_powerSuccess_adj,Offense_stuffRate_adj,Offense_thirdDown_adj,Offense_secondDown_adj,Offense_firstDown_adj,Offense_rushing_adj,Offense_passing_adj,Offense_overall_adj,Defense_drives_adj,Defense_plays_adj,Defense_explosiveness_adj,Defense_ppa_adj,Defense_successRate_adj,Defense_powerSuccess_adj,Defense_stuffRate_adj,Defense_thirdDown_adj,Defense_secondDown_adj,Defense_firstDown_adj,Defense_rushing_adj,Defense_passing_adj,Defense_overall_adj,Offense_explosiveness,Defense_explosiveness,Offense_ppa,Defense_ppa,Defense_havoc_total,Offense_successRate,Defense_successRate,Offense_powerSuccess,Defense_powerSuccess,Offense_stuffRate,Defense_stuffRate,Offense_pointsPerOpportunity,Defense_pointsPerOpportunity,Offense_fieldPosition_averagePredictedPoints,Defense_fieldPosition_averagePredictedPoints,Offense_fieldPosition_averageStart,Defense_fieldPosition_averageStart,avg_opp_offense_ppa,avg_opp_defense_ppa,avg_opp_offense_ppo,avg_opp_defense_ppo,avg_opp_offense_exp,avg_opp_defense_exp,avg_opp_offense_sr,avg_opp_defense_sr,adj_offense_ppa,adj_defense_ppa,adj_offense_ppo,adj_defense_ppo,adj_offense_exp,adj_defense_exp,adj_offense_sr,adj_defense_sr,offense_drive_quality,defense_drive_quality,avg_opp_offense_drive_quality_pct,avg_opp_defense_drive_quality_pct,adj_offense_drive_quality,adj_defense_drive_quality,ranking,sp_rating,sp_offense_rating,sp_defense_rating,sp_special_teams_rating,offense_rank,defense_rank,kford_rating,kford_rank,elo,off_ppa,off_ppo,off_dq,def_ppa,def_ppo,def_dq,offensive_total,defensive_total,last_week,unweighted_power,in_house,power_rating,offensive_rating,defensive_rating,sp_conf_scaled,total_turnovers_scaled,possession_scaled,third_down_scaled,offense_avg_field_position_scaled,defense_avg_field_position_scaled,offense_ppo_scaled,offense_success_scaled,offense_explosive,talent_scaled,defense_ppo_scaled,penalties_scaled,offense_ppa_scaled,defense_ppa_scaled,defense_success_scaled,defense_explosive,PBR,PBR_rank,STM,STM_rank,DCE,DCE_rank,DefensivePossessionTime,DDE,DDE_rank,talent_scaled_rank,offense_success_rank,defense_success_rank,offense_explosive_rank,defense_explosive_rank,total_turnovers_rank,penalties_rank,offensive_rank,defensive_rank,avg_expected_wins,SOS,wins_above_average,wins_above_good,wins_above_elite,SOR,most_deserving_wins,most_deserving,RTP,composite_rank,composite_score
0,Ohio State,Big Ten,982.3666666666667,2025,11.28888888888889,158.0,92.0,6.0,9.0,9.0,20.0,1.0,4.0,4.0,1.0,7.0,0.0,0.0,25.0,4.0,3.0,4.0,0.0,0.0,57.0,150.0,3.0,8.0,1958.0,919.0,205.0,181.0,163.0,108.0,4.0,3.0,20.0,3.0,31.0,29.0,259.0,205.0,13598.0,11602.0,0.0,0.0,142.0,0.0,11.0,2.0,228.0,217.0,12.0,1.0,1068.0,599.0,21.0,3.0,46.0,19.0,39.0,19.0,74.0,90.0,3026.0,1518.0,4.0,8.0,4.0,0.527,0.6667,226.63,#ce1141,#505056,"['http://a.espncdn.com/i/teamlogos/ncaa/500/194.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/194.png']",fbs,27.226,1,3,33,93.73,86.41,32.536,7,7,0,4,4,0,-0.9594356261022929,-0.08818342151675695,-0.11051261199585201,0.19262862643282266,0.10854469474637046,0.014383695865177376,0.04057190381381751,0.35453850676072896,0.1706231628453851,0.11728982951205175,-0.015861258083480306,0.38799529688418577,0.19394473838918286,-1.1969429747207525,-6.269253380364491,-0.1269577391310388,-0.19143879922102303,-0.08194121205085411,0.030788993487406158,0.025223311973274362,-0.2707936507936509,-0.3003409758965315,-0.1335038212815991,-0.10584950029394477,-0.31521457965902416,-0.19244562022339806,1.081261580869825,1.0067020183566142,0.37049879721428736,-0.06381833442367194,0.18,0.5604651162790698,0.35279187817258884,0.7631578947368421,0.65625,0.1891891891891892,0.20408163265306123,5.325,2.1176470588235294,1.449,-1.074,69.7,74.3,0.19114800002781804,0.14124270261221802,3.7600176126858464,3.551820100292087,1.216745763400869,1.1840582545365406,0.44479713580389263,0.42487370651479944,0.22925609460206933,-0.25496633445149,1.7731798997079133,-1.642370553862317,-0.10279667366671563,-0.21004374504425471,0.13559140976427037,-0.0920052576313038,42.3,-11.1,31.222707423580786,14.806866952789699,27.5,-42.3,1.0,27.8,37.9,10.1,0.0,12.0,2.0,29.2,1,2098,1.819677807289554,2.461963321602461,1.2548232218566795,2.428239000801874,2.2914918630386016,2.4164371724385303,5.536464350748695,7.136168036279006,1,23.5,23.5,28.4,37.4,9.0,8.77800174695962,69.8695652173913,64.94838709677416,85.16071428571428,39.571428571428555,7.709923664122144,97.30906040268458,100.00000000000001,12.617583087629214,969.6553928723151,94.50857887651973,76.46895074946467,80.77073426230879,96.46056468513468,62.66347473898663,100.0,0.26710520242948343,3.0,36.5090909090909,37.0,50.979714285714294,10.0,193.37,97.19999999999999,40.0,3.0,1.0,12.0,134.0,1.0,28.0,16.0,15,2,10.484,40,4.02,2.28,0.89,2,1.322,3,0.9750875095746335,1,0.945
1,Oregon,Big Ten,910.89,2025,11.28888888888889,166.0,99.0,12.0,10.0,17.0,15.0,2.0,2.0,2.0,2.0,7.0,3.0,0.0,155.0,-1.0,4.0,8.0,0.0,0.0,91.0,166.0,4.0,8.0,1843.0,911.0,204.0,177.0,145.0,90.0,8.0,4.0,19.0,3.0,29.0,35.0,252.0,216.0,12721.0,12482.0,0.0,0.0,143.0,-1.0,17.0,2.0,257.0,242.0,19.0,8.0,1693.0,825.0,13.0,7.0,34.0,22.0,42.0,30.0,86.0,98.0,3536.0,1736.0,6.0,10.0,4.0,0.4884,0.7059,212.02,#007030,#fee11a,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2483.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2483.png']",fbs,24.323,2,10,31,89.16,88.567,30.923,7,6,1,4,3,1,0.43797766019988216,3.9047619047619055,0.13670183124858656,0.2963147354412387,0.082358786232349,0.2055681531872009,-0.07595961092209388,0.522151675485009,-0.016713697824808887,0.3063374485596708,0.3002645502645503,0.2769312169312169,0.29456202233980017,1.3309817754262203,-6.0129335684891245,-0.12039056002584049,-0.2511439259091066,-0.1111810966840877,-0.07548823898030253,0.019591932589363748,-0.3674250440917108,-0.2544914756025867,-0.3240858318636096,-0.11441504997060553,-0.4297707231040565,-0.2517048794826573,1.3998023128084502,1.0708800242680636,0.4586331106952399,-0.005582457132500704,0.175,0.5131578947368421,0.36792452830188677,0.8333333333333334,0.6666666666666666,0.148,0.17446808510638298,4.875,3.3461538461538463,1.503,-1.116,67.9,73.5,0.1835087181639555,0.1856289109647118,3.8991290417169586,3.4486019896540085,1.1506006869455894,1.3142453741103213,0.4533279545272866,0.4154785729324934,0.2730041997305281,-0.1890911752964562,1.4263980103459915,-0.5529751955631124,0.08555693869812897,-0.07972066267752576,0.09767932180434874,-0.08540342622539981,66.7,-12.4,30.543933054393303,24.261603375527425,42.4,-42.9,2.0,26.0,39.7,13.9,0.3,3.0,5.0,26.0,3,2075,2.259117459154456,1.90334434762648,2.2297757837869643,1.6523321246330498,0.5038797903937796,2.4587734629959077,6.3922375905679,4.6149853780227375,1,29.5,29.5,25.7,39.2,13.5,8.77800174695962,69.8695652173913,50.80967741935484,74.82142857142856,51.1428571428571,6.488549618320619,83.55536912751678,81.56511914802554,72.36259142440258,888.4828117047812,53.68806057727234,77.95289079229121,98.30307463859644,85.89089980462668,56.41454954873156,88.48632783364503,0.28362957243536724,4.0,36.76176470588235,36.0,49.290571428571425,20.0,207.98,69.2,111.0,7.0,11.0,22.0,10.0,7.0,28.0,13.0,4,5,10.299,32,2.39,1.02,-0.1,12,0.295,11,0.28211775439257575,6,0.846
2,Indiana,Big Ten,663.9433333333333,2025,11.28888888888889,187.0,84.0,3.0,7.0,11.0,12.0,1.0,1.0,1.0,1.0,7.0,0.0,1.0,58.0,73.0,2.0,9.0,0.0,0.0,84.0,138.0,4.0,7.0,1899.0,1146.0,195.0,198.0,143.0,126.0,9.0,2.0,24.0,3.0,28.0,31.0,200.0,257.0,14191.0,10994.0,2.0,0.0,298.0,43.0,16.0,6.0,277.0,191.0,14.0,3.0,1651.0,595.0,26.0,6.0,66.0,25.0,45.0,23.0,82.0,91.0,3550.0,1741.0,3.0,10.0,7.0,0.5488,0.2727,236.52,#990000,#edebeb,"['http://a.espncdn.com/i/teamlogos/ncaa/500/84.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/84.png']",fbs,22.719,4,2,30,89.033,84.34,69.033,7,7,0,4,4,0,-0.6131687242798352,2.382520086223791,-0.00047917509309760783,0.18166182632624156,0.1130006014381423,-0.07289411983709457,-0.041524743186396054,0.15278855575151873,0.27857534783460713,0.2792847344699197,0.0578032529884382,0.35277679796198314,0.17985106799921619,-0.7554379776601998,-5.291005291005293,0.0559010613854367,-0.13208203925779108,-0.08012222882998461,-0.11383898288660195,0.07584559511307384,-0.12007838526357047,-0.21033509700176375,-0.14476582402508328,-0.1119047619047619,-0.19913972173231437,-0.130337056633353,1.1668854882789637,1.3426413172993819,0.38566640891647846,0.03644574880173087,0.247,0.5583333333333333,0.328125,0.7272727272727273,0.6111111111111112,0.1357142857142857,0.31097560975609756,4.907407407407407,1.9523809523809523,1.538,-1.089,68.3,74.2,0.2508739814472217,0.13423696165177182,4.3197323430447,3.8011337081120993,1.261318102856331,1.1475171285528625,0.45576559242086395,0.4173811545641752,0.2514294472647066,-0.2144282326454908,1.1062736992953082,-2.367351390663748,0.01936835972610118,0.0813232144430509,0.14095217876915817,-0.12764059242086395,51.8,-3.8,36.50107991360691,14.316239316239315,37.5,-40.3,3.0,25.4,38.4,13.3,0.3,11.0,4.0,26.0,2,2017,2.042404033857217,1.3876671462797117,1.9091538003333806,1.9507632369242993,3.4811283769353665,2.27531620391394,5.339224980470309,7.707207817773606,1,16.0,16.0,25.4,38.1,12.6,8.77800174695962,82.78260869565216,74.51935483870966,90.99999999999997,48.57142857142859,7.557251908396964,84.54586129753916,99.1692776847644,28.677071087335804,608.0374680860908,100.0,88.9764453961456,83.78798963714812,78.26288640606919,72.84949470644851,39.73176790255947,0.32892709824204847,10.0,45.525000000000006,11.0,44.73057142857143,72.0,183.48,95.2,44.0,57.0,2.0,4.0,105.0,119.0,10.0,4.0,9,4,10.47,39,3.73,2.23,1.04,3,1.39,2,1.2071605472430025,2,0.933
3,Notre Dame,FBS Independents,896.11,2025,13.25,165.0,137.0,6.0,6.0,16.0,15.0,3.0,2.0,2.0,3.0,7.0,0.0,0.0,120.0,33.0,4.0,13.0,2.0,0.0,373.0,123.0,11.0,5.0,1893.0,1800.0,194.0,249.0,130.0,141.0,13.0,4.0,14.0,10.0,43.0,51.0,396.0,449.0,12742.0,12458.0,1.0,0.0,122.0,11.0,11.0,2.0,253.0,217.0,20.0,6.0,1354.0,710.0,16.0,10.0,27.0,33.0,36.0,37.0,78.0,99.0,3247.0,2510.0,7.0,15.0,8.0,0.4615,0.375,212.37,#0c2340,#c99700,"['http://a.espncdn.com/i/teamlogos/ncaa/500/87.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/87.png']",fbs,22.487,5,18,9,77.655,83.862,55.635,7,5,2,0,0,0,0.3797112809458485,2.3469201123522083,-0.08335039797647893,0.10568429549066455,0.07787501833522528,-0.09645842541198218,0.014518663870002732,-0.001980534326213229,0.15148082827095177,0.27531648050166574,0.10537918871252207,0.07584688745182577,0.10785746946240775,0.4849434972891762,-1.1812006009536886,0.04422241435085836,-0.2899844528653863,-0.1263133860133427,0.04463688705311278,0.007803729572246794,-0.22244496701286837,-0.13778496309360508,-0.35583774250440914,-0.23498660918414005,-0.3724247174864459,-0.2902939447383892,1.3545712005999797,1.2750300825344452,0.29195843266119426,0.11458937991513446,0.152,0.47391304347826085,0.3952991452991453,0.5714285714285714,0.6774193548387096,0.2265625,0.17733990147783252,4.891304347826087,3.175,1.449,-1.162,68.9,72.9,0.3000394623870694,0.15460180224827128,4.417779063042221,4.127619147372523,1.302070733026252,1.351839290461775,0.47918726476050016,0.3956454889118226,0.13735663041292298,-0.18545008247193495,0.7636852004535637,-1.2427790630422209,0.0027319101382046185,-0.027040650491806817,0.07826755456643825,-0.08388811946135488,36.1,20.8,40.95063985374772,15.703971119133575,20.4,-20.2,6.0,20.6,39.9,19.3,0.0,2.0,25.0,25.4,4,2193,0.8965688307689011,0.8358031603285444,0.7902485111382216,1.6094457165309282,1.6357936652499172,0.8570504702418054,2.522620502235667,4.1022898520226505,1,21.5,21.5,23.5,41.3,17.8,9.394678492239468,87.08695652173913,51.14838709677417,67.61607142857142,44.71428571428568,5.572519083969482,84.0536912751678,66.27201730395264,63.87911378708341,871.6978830615483,59.375118053033056,47.42612419700214,65.14689434983089,64.080014406304,45.11038720663361,51.861368702559794,0.45428583422639734,23.0,49.0,6.0,42.45357142857143,102.0,207.63,69.80000000000001,109.0,9.0,28.0,49.0,19.0,83.0,7.0,77.0,2,18,10.376,37,3.03,1.09,-0.69,11,-0.075,20,0.5084960910688202,11,0.803
4,Alabama,SEC,1009.0866666666666,2025,15.175,164.0,119.0,11.0,9.0,17.0,14.0,2.0,5.0,5.0,2.0,7.0,1.0,0.0,119.0,0.0,1.0,7.0,0.0,1.0,119.0,228.0,7.0,12.0,2080.0,1087.0,236.0,176.0,166.0,108.0,7.0,1.0,22.0,6.0,39.0,39.0,317.0,377.0,14124.0,11076.0,0.0,0.0,76.0,18.0,8.0,3.0,238.0,227.0,8.0,10.0,880.0,1083.0,13.0,13.0,37.0,31.0,48.0,30.0,97.0,79.0,2960.0,2170.0,3.0,12.0,9.0,0.4948,0.6471,235.4,#9e1632,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/333.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/333.png']",fbs,22.972,3,4,2,80.852,81.447,47.077,7,6,1,4,4,0,-2.0742700372330005,3.035077405447776,0.04279357666503382,0.15712784650938547,0.0686031946072774,-0.01040967328445287,-0.008489658730775368,0.11728786988046254,0.1412286890064668,0.15987654320987657,0.02124632569077014,0.3215206741132668,0.1561552028218695,-1.4765824025083285,-8.1920438957476,0.002701684813907288,-0.18058884347358262,-0.06598530545864643,-0.06006610151230963,-0.017806408813239312,-0.3455986674505193,-0.08810699588477365,-0.22691162061532436,0.006670585929845187,-0.33646874387615133,-0.17863805604546348,1.335862223481177,1.275050577761139,0.327342428656629,0.12429658623453503,0.17,0.4652631578947368,0.41133004926108374,0.6551724137931034,0.7352941176470589,0.16740088105726872,0.16589861751152074,4.543478260869565,4.208333333333333,1.463,-1.109,69.2,73.8,0.2667640037708778,0.14808326546316986,4.3523287220026345,4.077197800399707,1.2681632640523333,1.2271789604939034,0.47491709591078923,0.4049758798679279,0.17925916319345914,-0.14246741753634273,0.46628046046985805,-0.1439953886693015,0.1086832629872736,0.006887313708805687,0.060287278026808944,-0.06358704664970549,53.7,13.7,36.76731793960924,13.978494623655916,39.7,-23.1,9.0,19.8,36.9,17.0,-0.1,15.0,14.0,24.5,5,1991,1.3174701329685734,0.3567241316890126,2.053106527598255,1.1031768026130455,-0.16722389542762334,1.0616758746024617,3.727300792255841,1.997628781787884,1,19.0,19.0,22.6,37.9,15.3,10.0,91.39130434782606,73.43548387096772,76.53571428571428,42.78571428571427,6.946564885496187,73.42281879194631,62.90129281587129,60.37008689707571,1000.0,25.03977479113695,64.17344753747324,72.18574490829396,62.31818093706616,38.490534191174724,51.85769181485074,0.317,8.0,31.099999999999994,64.0,51.51857142857143,8.0,184.6,77.0,90.0,1.0,35.0,69.0,27.0,84.0,3.0,34.0,13,11,9.761,12,3.8,2.16,0.4,4,1.152,4,0.5969691547683404,4,0.896
5,Georgia,SEC,995.9133333333333,2025,15.175,179.0,123.0,8.0,5.0,11.0,11.0,4.0,2.0,2.0,4.0,7.0,0.0,0.0,0.0,79.0,3.0,4.0,0.0,0.0,91.0,75.0,5.0,5.0,1665.0,1556.0,216.0,227.0,150.0,139.0,4.0,3.0,11.0,9.0,32.0,44.0,301.0,334.0,13749.0,11451.0,0.0,0.0,71.0,27.0,7.0,4.0,292.0,212.0,19.0,8.0,1337.0,639.0,7.0,7.0,26.0,36.0,42.0,40.0,91.0,96.0,3002.0,2195.0,7.0,6.0,-1.0,0.4615,0.7273,229.15,#ba0c2f,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/61.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/61.png']",fbs,21.533,6,6,8,66.09,83.106,61.202,7,6,1,5,4,1,-1.53968253968254,6.111699000587889,-0.11383211737753916,0.1345534574505641,0.0989957247399822,-0.04783193486897189,-0.01919215568693765,0.23244562022339804,0.13225749559082892,0.10024103468547915,0.08299823633156969,0.2164315108759553,0.13549676660787774,-1.5390946502057612,-6.890064667842445,0.0018998183955462912,-0.038381050959968285,-0.05094868539008191,0.01677081981314784,0.011787202442808273,0.034620811287477925,0.05654320987654317,-0.1724221046443269,-0.026578483245149942,-0.10136390358612585,-0.039864785420341005,1.090751931564231,1.1883873985916502,0.25643075986003205,0.14167541160167865,0.14,0.49706457925636005,0.3926940639269406,0.6363636363636364,0.7428571428571429,0.1972318339100346,0.20098039215686275,5.0,4.185185185185185,1.316,-1.11,71.7,73.4,0.23229750915841743,0.13867276450710178,4.423827791986359,3.985489766081871,1.193085345695463,1.2688051934963729,0.4593257827254578,0.40351307120386953,0.11775799535293027,-0.09062209755673878,1.014510233918129,-0.23864260680117422,-0.178053261932142,-0.004697947103812883,0.09355150805249052,-0.0666317187985172,38.5,10.5,35.146443514644346,18.442622950819672,20.1,-24.6,10.0,19.4,37.2,18.2,0.5,14.0,17.0,22.4,6,2034,0.69970505021197,1.239848547760048,0.7706185937839207,0.4925196021549009,-0.011915257029409715,1.1675166009959046,2.710172191755939,1.648120946121396,1,15.8,15.8,21.1,38.0,16.9,10.0,48.347826086956516,67.38709677419354,67.61607142857142,26.714285714285708,6.335877862595439,87.3758389261745,75.29380699474042,14.39757862510865,985.0396847095046,25.808935706501998,67.56531049250535,58.07946252077411,59.163967955450666,46.186137882843106,67.40525237988795,0.30557144516341705,6.0,30.042857142857144,68.0,51.89671428571429,7.0,190.85,50.800000000000004,135.0,2.0,15.0,45.0,131.0,42.0,81.0,26.0,10,12,10.036,25,3.4,1.81,0.22,5,0.796,6,-0.26591001843906376,5,0.858
6,Texas Tech,Big 12,727.94,2025,7.9,175.0,109.0,4.0,8.0,8.0,18.0,2.0,5.0,5.0,2.0,7.0,1.0,0.0,88.0,26.0,6.0,8.0,0.0,0.0,252.0,154.0,11.0,9.0,2107.0,1453.0,251.0,253.0,167.0,146.0,8.0,6.0,20.0,8.0,58.0,31.0,503.0,237.0,12314.0,12886.0,0.0,0.0,189.0,41.0,16.0,4.0,261.0,217.0,17.0,3.0,1522.0,478.0,25.0,8.0,52.0,32.0,50.0,34.0,101.0,111.0,3629.0,1931.0,8.0,13.0,5.0,0.495,0.5,205.23,#CC0000,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2641.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2641.png']",fbs,16.719,12,16,53,93.431,71.166,61.832,7,6,1,4,3,1,1.5437977660199882,4.260435038212817,-0.045699410469090374,0.07390953576131809,0.02963559273223525,0.18564289913496257,-0.0584123651959875,0.26473838918283366,-0.0733333333333333,0.16124632569077016,0.09833039388594944,0.038118753674309266,0.0736801881246326,2.0470311581422695,2.7366255144032885,-0.015483317130969319,-0.17470481547588762,-0.06885784291131684,-0.07689353888648426,0.03605717971308398,-0.1641152263374486,-0.2686537330981776,-0.14940623162845387,-0.1258201058201058,-0.29204585537918876,-0.1729570840681952,1.2621445173274441,1.1794968162393764,0.3377181355316632,-0.014349181005930429,0.223,0.49007936507936506,0.3333333333333333,0.8235294117647058,0.6785714285714286,0.1796875,0.20812182741116753,4.327272727272727,3.033333333333333,1.806,-1.134,64.6,73.2,0.17447765019808556,0.1599043958844325,3.961787954789015,3.992669999039798,1.1976367392723406,1.281163278321111,0.4280316025923676,0.4044317062207347,0.17781373964723068,-0.188826831204016,0.33460272823292936,-0.9284546214556819,-0.01901876099366695,-0.01813992303296419,0.08564765885863035,-0.0946982692590343,47.8,-11.4,22.31075697211155,19.959677419354836,27.8,-33.7,4.0,22.4,39.0,16.7,0.1,7.0,12.0,20.6,8,1826,1.3029511859630545,0.1446090186044652,1.2744531392109806,1.6492185625311921,1.120011986700563,1.8096170077827916,2.7220133437785003,4.578847557014546,-1,10.0,10.0,20.7,38.0,17.3,7.712356379762145,74.17391304347825,44.23870967741934,76.5892857142857,72.35714285714289,6.03053435114505,66.81476510067115,72.57177879523009,46.54370763964636,680.7153763002159,64.08238285506721,24.74304068522484,74.24975854149712,87.48203808144541,70.69874879692013,69.00024195798888,0.7389285118456939,77.0,43.321590909090915,14.0,44.26857142857143,85.0,214.77,125.2,6.0,35.0,20.0,7.0,56.0,35.0,21.0,129.0,12,15,10.844,60,2.32,0.84,-0.29,17,0.109,16,1.1443225675996735,12,0.801
7,Miami,ACC,867.6633333333333,2025,4.1,128.0,103.0,6.0,7.0,10.0,14.0,0.0,5.0,5.0,0.0,6.0,0.0,0.0,55.0,32.0,7.0,5.0,0.0,0.0,95.0,34.0,4.0,2.0,1592.0,1193.0,189.0,194.0,137.0,117.0,5.0,7.0,11.0,7.0,47.0,23.0,381.0,194.0,11623.0,9977.0,0.0,0.0,52.0,33.0,6.0,7.0,205.0,185.0,14.0,3.0,880.0,557.0,13.0,6.0,36.0,18.0,34.0,24.0,73.0,82.0,2472.0,1750.0,7.0,10.0,3.0,0.4658,0.6,193.72,#005030,#f47321,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2390.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2390.png']",fbs,17.916,9,12,20,82.542,73.205,47.331,6,5,1,2,1,1,-0.21075837742504375,-0.7019400352733678,-0.13057479119270596,0.11911152967077346,0.0757436915261999,0.16386789283614686,-0.026462951497777505,0.11586419753086422,0.14556437389770724,0.11679894179894185,0.018977072310405647,0.23974426807760144,0.11939153439153441,-0.32627865961199304,-1.451499118165788,-0.08942681785687634,-0.15247709650720712,-0.06803575306197657,0.08647819209988525,0.026021433061497574,-0.25895943562610224,-0.05476190476190479,-0.24268959435626108,-0.1587566137566138,-0.19459435626102295,-0.1507231040564374,1.1367296310404125,1.22932127916612,0.2660016985312372,0.03931736090380422,0.174,0.49104859335038364,0.35883905013192613,0.8666666666666667,0.7058823529411765,0.15577889447236182,0.23295454545454544,4.846153846153846,3.7916666666666665,1.505,-1.066,68.5,74.2,0.2505474242764888,0.08169209146373149,4.353911314358519,3.4200193302632327,1.2811373691169163,1.2612185934865092,0.46051649701405795,0.37393441321928966,0.18430960706750568,-0.21123006337268457,1.4261345158906131,-0.5622446476918523,-0.12448896244609675,-0.05181608995079623,0.11711418013109398,-0.10167744688213182,30.9,1.5,37.22627737226277,12.048192771084338,18.9,-35.7,13.0,18.4,37.3,19.2,0.3,13.0,24.0,20.9,7,1832,1.3682006798404311,1.9029198935046612,0.6920989243667164,1.9130937790929765,0.5190902320446498,1.950737976307382,3.9632194977118083,4.382921987445008,-1,15.5,15.5,19.8,38.0,18.2,6.517436000806289,65.56521739130434,33.099999999999966,68.76785714285714,47.285714285714285,7.557251908396964,82.67372225090345,72.94947182204724,23.021085018756906,839.3923844054025,38.88467126770796,50.605995717344754,59.98338561130124,77.74169605061235,60.1663361106808,60.06162624601501,0.4538997578229015,22.0,38.11666666666667,29.0,48.94466666666667,24.0,166.28,100.39999999999999,28.0,15.0,19.0,15.0,117.0,60.0,40.0,71.0,11,20,10.531,45,3.01,1.47,0.01,8,0.436,8,0.43095914711752753,8,0.822
