,team,power_rating,conference,week,year
1,Georgia,30.4,SEC,16,2021
2,Alabama,25.3,SEC,16,2021
3,Ohio State,25.2,Big Ten,16,2021
4,Michigan,21.2,Big Ten,16,2021
5,Cincinnati,17.2,American Athletic,16,2021
6,Oklahoma,16.6,Big 12,16,2021
7,Notre Dame,16.5,FBS Independents,16,2021
8,Clemson,16.5,ACC,16,2021
9,Oklahoma State,16.3,Big 12,16,2021
10,Wisconsin,15.4,Big Ten,16,2021
11,Texas A&M,15.3,SEC,16,2021
12,Pittsburgh,14.5,ACC,16,2021
13,Utah,14.2,Pac-12,16,2021
14,Iowa State,13.9,Big 12,16,2021
15,NC State,13.6,ACC,16,2021
16,Baylor,13.0,Big 12,16,2021
17,Tennessee,12.2,SEC,16,2021
18,Penn State,12.0,Big Ten,16,2021
19,Ole Miss,11.9,SEC,16,2021
20,Minnesota,10.7,Big Ten,16,2021
21,Arkansas,10.6,SEC,16,2021
22,Michigan State,10.3,Big Ten,16,2021
23,Kentucky,10.0,SEC,16,2021
24,Auburn,9.8,SEC,16,2021
25,Purdue,9.2,Big Ten,16,2021
26,Miami,9.2,ACC,16,2021
27,Wake Forest,9.1,ACC,16,2021
28,Kansas State,9.0,Big 12,16,2021
29,Florida,8.7,SEC,16,2021
30,Iowa,8.6,Big Ten,16,2021
31,Oregon,8.6,Pac-12,16,2021
32,Western Kentucky,8.5,Conference USA,16,2021
33,UCLA,8.5,Pac-12,16,2021
34,Texas,8.5,Big 12,16,2021
35,Nebraska,8.5,Big Ten,16,2021
36,Arizona State,8.3,Pac-12,16,2021
37,App State,8.3,Sun Belt,16,2021
38,Mississippi State,7.9,SEC,16,2021
39,Houston,7.8,American Athletic,16,2021
40,Coastal Carolina,7.7,Sun Belt,16,2021
41,Boise State,7.1,Mountain West,16,2021
42,BYU,6.3,FBS Independents,16,2021
43,SMU,6.1,American Athletic,16,2021
44,Texas Tech,6.0,Big 12,16,2021
45,Louisville,5.7,ACC,16,2021
46,Fresno State,5.7,Mountain West,16,2021
47,Louisiana,5.7,Sun Belt,16,2021
48,Oregon State,5.5,Pac-12,16,2021
49,Virginia,5.4,ACC,16,2021
50,North Carolina,5.3,ACC,16,2021
51,Florida State,4.9,ACC,16,2021
52,LSU,4.4,SEC,16,2021
53,Liberty,4.0,FBS Independents,16,2021
54,UAB,3.9,Conference USA,16,2021
55,Washington State,3.6,Pac-12,16,2021
56,UTSA,3.1,Conference USA,16,2021
57,Air Force,3.0,Mountain West,16,2021
58,San Diego State,2.9,Mountain West,16,2021
59,West Virginia,2.7,Big 12,16,2021
60,Maryland,2.7,Big Ten,16,2021
61,Toledo,2.7,Mid-American,16,2021
62,UCF,2.5,American Athletic,16,2021
63,Marshall,2.5,Conference USA,16,2021
64,Army,2.2,FBS Independents,16,2021
65,Nevada,1.8,Mountain West,16,2021
66,Illinois,1.7,Big Ten,16,2021
67,Virginia Tech,1.3,ACC,16,2021
68,Tulsa,1.2,American Athletic,16,2021
69,South Carolina,1.0,SEC,16,2021
70,USC,0.8,Pac-12,16,2021
71,California,0.7,Pac-12,16,2021
72,Missouri,0.0,SEC,16,2021
73,Boston College,-0.2,ACC,16,2021
74,Washington,-0.3,Pac-12,16,2021
75,Western Michigan,-0.8,Mid-American,16,2021
76,TCU,-0.9,Big 12,16,2021
77,Utah State,-1.0,Mountain West,16,2021
78,Syracuse,-1.1,ACC,16,2021
79,Memphis,-1.6,American Athletic,16,2021
80,East Carolina,-1.7,American Athletic,16,2021
81,Georgia State,-2.1,Sun Belt,16,2021
82,Miami (OH),-2.2,Mid-American,16,2021
83,Central Michigan,-2.4,Mid-American,16,2021
84,Wyoming,-3.2,Mountain West,16,2021
85,Rutgers,-4.8,Big Ten,16,2021
86,Tulane,-4.9,American Athletic,16,2021
87,Middle Tennessee,-5.0,Conference USA,16,2021
88,Hawai'i,-6.1,Mountain West,16,2021
89,Colorado State,-6.4,Mountain West,16,2021
90,Georgia Tech,-6.5,ACC,16,2021
91,Florida Atlantic,-6.6,Conference USA,16,2021
92,Indiana,-6.6,Big Ten,16,2021
93,Northern Illinois,-7.5,Mid-American,16,2021
94,North Texas,-7.5,Conference USA,16,2021
95,San José State,-7.9,Mountain West,16,2021
96,Colorado,-7.9,Pac-12,16,2021
97,Kent State,-8.0,Mid-American,16,2021
98,Troy,-8.3,Sun Belt,16,2021
99,Stanford,-8.5,Pac-12,16,2021
100,Eastern Michigan,-8.7,Mid-American,16,2021
101,UTEP,-8.9,Conference USA,16,2021
102,Navy,-9.1,American Athletic,16,2021
103,Old Dominion,-9.2,Conference USA,16,2021
104,Buffalo,-9.8,Mid-American,16,2021
105,Northwestern,-9.8,Big Ten,16,2021
106,South Alabama,-10.4,Sun Belt,16,2021
107,Ball State,-11.0,Mid-American,16,2021
108,Louisiana Tech,-11.6,Conference USA,16,2021
109,South Florida,-11.7,American Athletic,16,2021
110,Arizona,-11.8,Pac-12,16,2021
111,Ohio,-13.7,Mid-American,16,2021
112,UNLV,-14.2,Mountain West,16,2021
113,Georgia Southern,-14.5,Sun Belt,16,2021
114,Duke,-14.9,ACC,16,2021
115,Southern Miss,-15.1,Conference USA,16,2021
116,Charlotte,-15.9,Conference USA,16,2021
117,Bowling Green,-16.4,Mid-American,16,2021
118,Texas State,-17.0,Sun Belt,16,2021
119,Arkansas State,-17.7,Sun Belt,16,2021
120,Kansas,-18.1,Big 12,16,2021
121,Vanderbilt,-18.2,SEC,16,2021
122,UL Monroe,-18.3,Sun Belt,16,2021
123,Rice,-20.6,Conference USA,16,2021
124,New Mexico,-20.9,Mountain West,16,2021
125,Temple,-22.5,American Athletic,16,2021
126,Florida International,-23.9,Conference USA,16,2021
127,New Mexico State,-25.2,FBS Independents,16,2021
128,Akron,-25.3,Mid-American,16,2021
129,UConn,-26.2,FBS Independents,16,2021
130,Massachusetts,-30.0,FBS Independents,16,2021
