,team,power_rating,conference,week,year
67,UCLA,-1.6,Pac-12,17,2019
68,Temple,-1.7,American Athletic,17,2019
69,Stanford,-1.9,Pac-12,17,2019
70,Louisiana Tech,-2.4,Conference USA,17,2019
71,Syracuse,-2.7,ACC,17,2019
72,Colorado,-2.7,Pac-12,17,2019
73,Hawai'i,-2.8,Mountain West,17,2019
74,Buffalo,-3.1,Mid-American,17,2019
75,Western Michigan,-3.2,Mid-American,17,2019
76,Tulsa,-3.6,American Athletic,17,2019
77,Houston,-3.7,American Athletic,17,2019
78,Marshall,-3.7,Conference USA,17,2019
79,Boston College,-3.8,ACC,17,2019
80,Army,-3.9,FBS Independents,17,2019
81,Northwestern,-4.1,Big Ten,17,2019
82,West Virginia,-4.2,Big 12,17,2019
83,Fresno State,-4.5,Mountain West,17,2019
84,Utah State,-4.6,Mountain West,17,2019
85,Southern Miss,-5.1,Conference USA,17,2019
86,Arkansas State,-5.1,Sun Belt,17,2019
87,Georgia Southern,-5.2,Sun Belt,17,2019
88,Ball State,-5.4,Mid-American,17,2019
89,Arizona,-5.5,Pac-12,17,2019
90,Central Michigan,-6.3,Mid-American,17,2019
91,UAB,-6.3,Conference USA,17,2019
92,Maryland,-6.4,Big Ten,17,2019
93,Liberty,-6.5,FBS Independents,17,2019
94,Colorado State,-7.0,Mountain West,17,2019
95,NC State,-7.3,ACC,17,2019
96,Troy,-7.4,Sun Belt,17,2019
97,Florida International,-8.4,Conference USA,17,2019
98,San José State,-8.7,Mountain West,17,2019
99,North Texas,-8.9,Conference USA,17,2019
100,Arkansas,-9.0,SEC,17,2019
101,Eastern Michigan,-9.0,Mid-American,17,2019
102,South Florida,-9.1,American Athletic,17,2019
103,Miami (OH),-9.4,Mid-American,17,2019
104,Vanderbilt,-9.4,SEC,17,2019
105,Kent State,-9.5,Mid-American,17,2019
106,Charlotte,-9.7,Conference USA,17,2019
107,Kansas,-10.2,Big 12,17,2019
108,Middle Tennessee,-10.3,Conference USA,17,2019
109,UL Monroe,-11.1,Sun Belt,17,2019
110,Georgia State,-11.3,Sun Belt,17,2019
111,Georgia Tech,-11.7,ACC,17,2019
112,Toledo,-12.2,Mid-American,17,2019
113,Northern Illinois,-12.2,Mid-American,17,2019
114,Coastal Carolina,-12.7,Sun Belt,17,2019
115,Nevada,-13.6,Mountain West,17,2019
116,East Carolina,-14.0,American Athletic,17,2019
117,Rutgers,-15.2,Big Ten,17,2019
118,UNLV,-15.9,Mountain West,17,2019
119,Rice,-16.9,Conference USA,17,2019
120,Texas State,-17.2,Sun Belt,17,2019
121,New Mexico,-17.5,Mountain West,17,2019
122,South Alabama,-20.0,Sun Belt,17,2019
123,UTSA,-21.5,Conference USA,17,2019
124,New Mexico State,-22.8,FBS Independents,17,2019
125,Old Dominion,-23.5,Conference USA,17,2019
126,UConn,-25.5,American Athletic,17,2019
127,UTEP,-26.8,Conference USA,17,2019
128,Bowling Green,-27.2,Mid-American,17,2019
129,Akron,-29.5,Mid-American,17,2019
130,Massachusetts,-35.5,FBS Independents,17,2019
