,team,power_rating,conference,week,year
125,Akron,-16.5,Mid-American,6,2024
126,Middle Tennessee,-16.8,Conference USA,6,2024
127,Jacksonville State,-17.7,Conference USA,6,2024
128,Wyoming,-19.4,Mountain West,6,2024
129,New Mexico,-19.6,Mountain West,6,2024
130,UL Monroe,-20,Sun Belt,6,2024
131,Ball State,-20.2,Mid-American,6,2024
132,New Mexico State,-21.4,Conference USA,6,2024
133,Kent State,-22.1,Mid-American,6,2024
134,Kennesaw State,-30.2,Conference USA,6,2024
