,team,power_rating,conference,week,year
77,Bowling Green,-3.2,Mid-American,17,2024
78,Virginia,-3.4,ACC,17,2024
79,Georgia Southern,-3.7,Sun Belt,17,2024
80,South Florida,-3.8,American Athletic,17,2024
81,Michigan State,-3.9,Big Ten,17,2024
82,Northern Illinois,-3.9,Mid-American,17,2024
83,Toledo,-4.1,Mid-American,17,2024
84,Arizona,-4.1,Big 12,17,2024
85,East Carolina,-4.2,American Athletic,17,2024
86,Old Dominion,-4.3,Sun Belt,17,2024
87,Florida State,-4.3,ACC,17,2024
88,Houston,-4.7,Big 12,17,2024
89,Fresno State,-4.7,Mountain West,17,2024
90,Liberty,-5.7,Conference USA,17,2024
91,Wake Forest,-5.8,ACC,17,2024
92,Northwestern,-5.8,Big Ten,17,2024
93,North Texas,-6.4,American Athletic,17,2024
94,Stanford,-6.8,ACC,17,2024
95,San José State,-6.9,Mountain West,17,2024
96,Western Kentucky,-6.9,Conference USA,17,2024
97,Buffalo,-7.5,Mid-American,17,2024
98,Sam Houston,-7.5,Conference USA,17,2024
99,Colorado State,-8.1,Mountain West,17,2024
100,Troy,-8.3,Sun Belt,17,2024
101,Oregon State,-8.6,Pac-12,17,2024
102,App State,-8.7,Sun Belt,17,2024
103,Coastal Carolina,-8.9,Sun Belt,17,2024
104,Rice,-10.0,American Athletic,17,2024
105,Western Michigan,-10.5,Mid-American,17,2024
106,Air Force,-11.2,Mountain West,17,2024
107,Utah State,-11.3,Mountain West,17,2024
108,Arkansas State,-11.4,Sun Belt,17,2024
109,Hawai'i,-12.2,Mountain West,17,2024
110,Louisiana Tech,-12.2,Conference USA,17,2024
111,Nevada,-12.5,Mountain West,17,2024
112,Florida International,-12.6,Conference USA,17,2024
113,UAB,-12.6,American Athletic,17,2024
114,Wyoming,-12.8,Mountain West,17,2024
115,New Mexico,-13.8,Mountain West,17,2024
116,Florida Atlantic,-13.9,American Athletic,17,2024
117,Eastern Michigan,-14.0,Mid-American,17,2024
118,Charlotte,-14.2,American Athletic,17,2024
119,UL Monroe,-14.3,Sun Belt,17,2024
120,Georgia State,-14.4,Sun Belt,17,2024
121,Purdue,-15.3,Big Ten,17,2024
122,San Diego State,-15.8,Mountain West,17,2024
123,Central Michigan,-16.0,Mid-American,17,2024
124,Akron,-16.4,Mid-American,17,2024
125,Ball State,-19.4,Mid-American,17,2024
126,Massachusetts,-19.7,FBS Independents,17,2024
127,Temple,-20.2,American Athletic,17,2024
128,UTEP,-22.1,Conference USA,17,2024
129,New Mexico State,-22.1,Conference USA,17,2024
130,Middle Tennessee,-23.5,Conference USA,17,2024
131,Tulsa,-24.3,American Athletic,17,2024
132,Kennesaw State,-24.7,Conference USA,17,2024
133,Southern Miss,-25.5,Sun Belt,17,2024
134,Kent State,-32.4,Mid-American,17,2024
