,team,power_rating,conference,week,year
1,Ohio State,29.7,Big Ten,17,2024
2,Notre Dame,25.0,FBS Independents,17,2024
3,Texas,24.6,SEC,17,2024
4,Ole Miss,24.6,SEC,17,2024
5,Alabama,23.3,SEC,17,2024
6,Oregon,22.9,Big Ten,17,2024
7,Penn State,22.7,Big Ten,17,2024
8,Georgia,22.5,SEC,17,2024
9,Tennessee,20.7,SEC,17,2024
10,Indiana,20.4,Big Ten,17,2024
11,Miami,18.7,ACC,17,2024
12,South Carolina,16.4,SEC,17,2024
13,SMU,15.9,ACC,17,2024
14,LSU,15.3,SEC,17,2024
15,Texas A&M,15.1,SEC,17,2024
16,Louisville,14.5,ACC,17,2024
17,Clemson,14.0,ACC,17,2024
18,Florida,13.6,SEC,17,2024
19,Iowa,13.2,Big Ten,17,2024
20,USC,13.2,Big Ten,17,2024
21,BYU,13.1,Big 12,17,2024
22,Missouri,12.4,SEC,17,2024
23,Kansas State,12.2,Big 12,17,2024
24,Arizona State,11.9,Big 12,17,2024
25,Michigan,11.3,Big Ten,17,2024
26,Iowa State,10.9,Big 12,17,2024
27,Minnesota,10.8,Big Ten,17,2024
28,Colorado,10.7,Big 12,17,2024
29,Oklahoma,10.0,SEC,17,2024
30,TCU,9.6,Big 12,17,2024
31,Arkansas,9.4,SEC,17,2024
32,Boise State,9.4,Mountain West,17,2024
33,Virginia Tech,9.2,ACC,17,2024
34,Baylor,9.2,Big 12,17,2024
35,Auburn,8.9,SEC,17,2024
36,Illinois,8.0,Big Ten,17,2024
37,Tulane,7.8,American Athletic,17,2024
38,Kansas,7.5,Big 12,17,2024
39,UNLV,7.2,Mountain West,17,2024
40,Nebraska,6.6,Big Ten,17,2024
41,Army,6.3,American Athletic,17,2024
42,Utah,6.1,Big 12,17,2024
43,Vanderbilt,6.0,SEC,17,2024
44,Texas Tech,5.4,Big 12,17,2024
45,Rutgers,5.3,Big Ten,17,2024
46,Kentucky,5.2,SEC,17,2024
47,Memphis,5.1,American Athletic,17,2024
48,Syracuse,4.9,ACC,17,2024
49,UCF,4.8,Big 12,17,2024
50,Georgia Tech,4.7,ACC,17,2024
51,Washington,4.6,Big Ten,17,2024
52,Wisconsin,4.3,Big Ten,17,2024
53,James Madison,3.6,Sun Belt,17,2024
54,Duke,3.3,ACC,17,2024
55,Pittsburgh,3.1,ACC,17,2024
56,Texas State,3.1,Sun Belt,17,2024
57,Navy,3.1,American Athletic,17,2024
58,Boston College,2.9,ACC,17,2024
59,Cincinnati,2.8,Big 12,17,2024
60,California,2.5,ACC,17,2024
61,Marshall,2.1,Sun Belt,17,2024
62,North Carolina,2.0,ACC,17,2024
63,West Virginia,1.6,Big 12,17,2024
64,UCLA,1.5,Big Ten,17,2024
65,Ohio,1.1,Mid-American,17,2024
66,NC State,0.7,ACC,17,2024
67,South Alabama,0.2,Sun Belt,17,2024
68,Louisiana,0.2,Sun Belt,17,2024
69,Washington State,-0.3,Pac-12,17,2024
70,Miami (OH),-0.8,Mid-American,17,2024
71,UConn,-1.8,FBS Independents,17,2024
72,Maryland,-1.9,Big Ten,17,2024
73,Mississippi State,-2.0,SEC,17,2024
74,Jacksonville State,-2.1,Conference USA,17,2024
75,UTSA,-2.2,American Athletic,17,2024
76,Oklahoma State,-2.6,Big 12,17,2024
