,team,power_rating,conference,week,year
68,Fresno State,-0.8,Mountain West,11,2024
69,Western Kentucky,-0.8,Conference USA,11,2024
70,Texas State,-1.5,Sun Belt,11,2024
71,App State,-2.0,Sun Belt,11,2024
72,UCLA,-2.0,Big Ten,11,2024
73,Wake Forest,-2.7,ACC,11,2024
74,Florida State,-2.7,ACC,11,2024
75,Bowling Green,-2.8,Mid-American,11,2024
76,Utah,-2.9,Big 12,11,2024
77,Arkansas State,-3.0,Sun Belt,11,2024
78,Miami (OH),-3.0,Mid-American,11,2024
79,Toledo,-3.0,Mid-American,11,2024
80,UConn,-3.0,FBS Independents,11,2024
81,Michigan,-3.1,Big Ten,11,2024
82,South Florida,-3.1,American Athletic,11,2024
83,Northwestern,-3.1,Big Ten,11,2024
84,East Carolina,-3.4,American Athletic,11,2024
85,Marshall,-3.5,Sun Belt,11,2024
86,Jacksonville State,-4.6,Conference USA,11,2024
87,North Texas,-4.6,American Athletic,11,2024
88,Arizona,-4.7,Big 12,11,2024
89,Rice,-4.7,American Athletic,11,2024
90,Colorado State,-4.8,Mountain West,11,2024
91,Coastal Carolina,-5.0,Sun Belt,11,2024
92,Western Michigan,-5.1,Mid-American,11,2024
93,Liberty,-5.2,Conference USA,11,2024
94,Northern Illinois,-5.3,Mid-American,11,2024
95,UTSA,-6.0,American Athletic,11,2024
96,Houston,-6.4,Big 12,11,2024
97,Old Dominion,-6.4,Sun Belt,11,2024
98,Stanford,-6.6,ACC,11,2024
99,Florida Atlantic,-6.6,American Athletic,11,2024
100,Sam Houston,-6.7,Conference USA,11,2024
101,Purdue,-6.8,Big Ten,11,2024
102,Hawai'i,-6.8,Mountain West,11,2024
103,Troy,-6.8,Sun Belt,11,2024
104,Florida International,-6.9,Conference USA,11,2024
105,Nevada,-6.9,Mountain West,11,2024
106,Eastern Michigan,-7.1,Mid-American,11,2024
107,Oregon State,-8.7,Pac-12,11,2024
108,Georgia Southern,-8.9,Sun Belt,11,2024
109,San Diego State,-9.5,Mountain West,11,2024
110,New Mexico,-10.0,Mountain West,11,2024
111,Georgia State,-10.1,Sun Belt,11,2024
112,Charlotte,-10.1,American Athletic,11,2024
113,UAB,-10.2,American Athletic,11,2024
114,San José State,-10.3,Mountain West,11,2024
115,Tulsa,-10.4,American Athletic,11,2024
116,Ohio,-10.7,Mid-American,11,2024
117,South Alabama,-10.8,Sun Belt,11,2024
118,Central Michigan,-10.9,Mid-American,11,2024
119,Temple,-11.1,American Athletic,11,2024
120,UL Monroe,-11.5,Sun Belt,11,2024
121,Akron,-11.5,Mid-American,11,2024
122,Buffalo,-11.9,Mid-American,11,2024
123,Utah State,-12.1,Mountain West,11,2024
124,Massachusetts,-12.8,FBS Independents,11,2024
125,Ball State,-13.4,Mid-American,11,2024
126,Louisiana Tech,-14.0,Conference USA,11,2024
127,Southern Miss,-14.0,Sun Belt,11,2024
128,Wyoming,-14.3,Mountain West,11,2024
129,UTEP,-14.4,Conference USA,11,2024
130,Air Force,-15.1,Mountain West,11,2024
131,Middle Tennessee,-15.2,Conference USA,11,2024
132,New Mexico State,-17.0,Conference USA,11,2024
133,Kennesaw State,-19.1,Conference USA,11,2024
134,Kent State,-22.6,Mid-American,11,2024
