,team,power_rating,conference,week,year
76,Virginia Tech,-3.5,ACC,9,2025
77,California,-4.0,ACC,9,2025
78,Army,-4.1,American Athletic,9,2025
79,Ohio,-4.6,Mid-American,9,2025
80,Washington State,-4.6,Pac-12,9,2025
81,Temple,-4.7,American Athletic,9,2025
82,Texas State,-4.8,Sun Belt,9,2025
83,Troy,-5.0,Sun Belt,9,2025
84,Louisiana Tech,-5.5,Conference USA,9,2025
85,West Virginia,-5.8,Big 12,9,2025
86,Utah State,-6.0,Mountain West,9,2025
87,Marshall,-6.0,Sun Belt,9,2025
88,Fresno State,-6.1,Mountain West,9,2025
89,Southern Miss,-6.2,Sun Belt,9,2025
90,New Mexico,-6.2,Mountain West,9,2025
91,Hawai'i,-6.7,Mountain West,9,2025
92,Stanford,-6.8,ACC,9,2025
93,Western Michigan,-7.1,Mid-American,9,2025
94,Miami (OH),-7.9,Mid-American,9,2025
95,Air Force,-8.0,Mountain West,9,2025
96,North Carolina,-8.7,ACC,9,2025
97,Boston College,-8.7,ACC,9,2025
98,San José State,-9.0,Mountain West,9,2025
99,Kennesaw State,-9.1,Conference USA,9,2025
100,Western Kentucky,-9.6,Conference USA,9,2025
101,Jacksonville State,-9.8,Conference USA,9,2025
102,Colorado State,-9.8,Mountain West,9,2025
103,Wyoming,-10.0,Mountain West,9,2025
104,Oregon State,-10.4,Pac-12,9,2025
105,Buffalo,-10.4,Mid-American,9,2025
106,Liberty,-10.8,Conference USA,9,2025
107,Delaware,-11.3,Conference USA,9,2025
108,South Alabama,-11.5,Sun Belt,9,2025
109,App State,-11.7,Sun Belt,9,2025
110,Bowling Green,-11.8,Mid-American,9,2025
111,Georgia Southern,-11.9,Sun Belt,9,2025
112,Louisiana,-12.6,Sun Belt,9,2025
113,Central Michigan,-12.9,Mid-American,9,2025
114,Florida Atlantic,-13.3,American Athletic,9,2025
115,Arkansas State,-13.5,Sun Belt,9,2025
116,UTEP,-14.6,Conference USA,9,2025
117,Coastal Carolina,-14.6,Sun Belt,9,2025
118,UAB,-14.6,American Athletic,9,2025
119,Florida International,-15.7,Conference USA,9,2025
120,Tulsa,-15.7,American Athletic,9,2025
121,Missouri State,-15.8,Conference USA,9,2025
122,Oklahoma State,-16.1,Big 12,9,2025
123,Rice,-16.1,American Athletic,9,2025
124,Northern Illinois,-16.3,Mid-American,9,2025
125,New Mexico State,-16.7,Conference USA,9,2025
126,Eastern Michigan,-17.9,Mid-American,9,2025
127,Nevada,-18.0,Mountain West,9,2025
128,UL Monroe,-18.3,Sun Belt,9,2025
129,Ball State,-20.0,Mid-American,9,2025
130,Georgia State,-21.0,Sun Belt,9,2025
131,Akron,-22.1,Mid-American,9,2025
132,Middle Tennessee,-23.0,Conference USA,9,2025
133,Kent State,-23.8,Mid-American,9,2025
134,Sam Houston,-24.0,Conference USA,9,2025
135,Charlotte,-24.2,American Athletic,9,2025
136,Massachusetts,-28.5,Mid-American,9,2025
