,team,power_rating,conference,week,year
1,Ohio State,28.1,Big Ten,10,2025
2,Indiana,27.5,Big Ten,10,2025
3,Oregon,25.4,Big Ten,10,2025
4,Notre Dame,23.6,FBS Independents,10,2025
5,Alabama,22.2,SEC,10,2025
6,Texas Tech,21.4,Big 12,10,2025
7,Georgia,21.0,SEC,10,2025
8,Texas A&M,20.9,SEC,10,2025
9,Utah,20.5,Big 12,10,2025
10,Miami,20.1,ACC,10,2025
11,Texas,18.8,SEC,10,2025
12,USC,18.7,Big Ten,10,2025
13,Oklahoma,18.4,SEC,10,2025
14,Ole Miss,18.2,SEC,10,2025
15,Michigan,16.7,Big Ten,10,2025
16,Tennessee,16.5,SEC,10,2025
17,Missouri,16.1,SEC,10,2025
18,Vanderbilt,16.0,SEC,10,2025
19,Iowa,15.7,Big Ten,10,2025
20,BYU,15.5,Big 12,10,2025
21,Penn State,15.1,Big Ten,10,2025
22,Washington,14.2,Big Ten,10,2025
23,LSU,13.4,SEC,10,2025
24,Auburn,12.7,SEC,10,2025
25,Louisville,12.2,ACC,10,2025
26,Georgia Tech,12.2,ACC,10,2025
27,Cincinnati,11.8,Big 12,10,2025
28,Nebraska,11.7,Big Ten,10,2025
29,Florida State,11.1,ACC,10,2025
30,Illinois,11.1,Big Ten,10,2025
31,Pittsburgh,10.9,ACC,10,2025
32,Florida,10.9,SEC,10,2025
33,TCU,9.7,Big 12,10,2025
34,Kansas State,9.4,Big 12,10,2025
35,Iowa State,9.4,Big 12,10,2025
36,South Florida,9.1,American Athletic,10,2025
37,Arkansas,9.1,SEC,10,2025
38,Clemson,8.6,ACC,10,2025
39,SMU,8.4,ACC,10,2025
40,Mississippi State,8.0,SEC,10,2025
41,Memphis,7.5,American Athletic,10,2025
42,Boise State,7.3,Mountain West,10,2025
43,Duke,7.3,ACC,10,2025
44,North Texas,7.1,American Athletic,10,2025
45,South Carolina,6.9,SEC,10,2025
46,Virginia,6.6,ACC,10,2025
47,Arizona,6.6,Big 12,10,2025
48,Arizona State,6.4,Big 12,10,2025
49,Houston,6.0,Big 12,10,2025
50,Kansas,6.0,Big 12,10,2025
51,UCF,5.7,Big 12,10,2025
52,Maryland,5.1,Big Ten,10,2025
53,James Madison,4.6,Sun Belt,10,2025
54,Baylor,4.4,Big 12,10,2025
55,Tulane,3.3,American Athletic,10,2025
56,San Diego State,2.9,Mountain West,10,2025
57,Northwestern,2.4,Big Ten,10,2025
58,East Carolina,2.4,American Athletic,10,2025
59,Kentucky,2.3,SEC,10,2025
60,Minnesota,2.1,Big Ten,10,2025
61,NC State,2.0,ACC,10,2025
62,Wake Forest,1.8,ACC,10,2025
63,Rutgers,1.6,Big Ten,10,2025
64,Navy,1.1,American Athletic,10,2025
65,Colorado,1.0,Big 12,10,2025
66,Toledo,-0.1,Mid-American,10,2025
67,Old Dominion,-0.4,Sun Belt,10,2025
68,Wisconsin,-1.2,Big Ten,10,2025
69,UConn,-1.4,FBS Independents,10,2025
70,Michigan State,-1.5,Big Ten,10,2025
71,UCLA,-1.8,Big Ten,10,2025
72,Washington State,-2.0,Pac-12,10,2025
73,UNLV,-2.2,Mountain West,10,2025
74,UTSA,-2.4,American Athletic,10,2025
75,Virginia Tech,-2.7,ACC,10,2025
76,Purdue,-3.5,Big Ten,10,2025
77,Army,-3.6,American Athletic,10,2025
78,Syracuse,-3.7,ACC,10,2025
79,California,-4.3,ACC,10,2025
80,Texas State,-4.6,Sun Belt,10,2025
