,team,power_rating,conference,week,year
101,UAB,-7.8,American Athletic,4,2025
102,Florida Atlantic,-7.9,American Athletic,4,2025
103,Georgia State,-8.1,Sun Belt,4,2025
104,Northern Illinois,-8.1,Mid-American,4,2025
105,Louisiana,-8.2,Sun Belt,4,2025
106,Air Force,-8.4,Mountain West,4,2025
107,Liberty,-8.5,Conference USA,4,2025
108,Georgia Southern,-8.6,Sun Belt,4,2025
109,Jacksonville State,-9.5,Conference USA,4,2025
110,Troy,-10.0,Sun Belt,4,2025
111,Marshall,-10.1,Sun Belt,4,2025
112,Ohio,-10.3,Mid-American,4,2025
113,Bowling Green,-10.4,Mid-American,4,2025
114,Tulsa,-10.6,American Athletic,4,2025
115,Wyoming,-11.2,Mountain West,4,2025
116,Middle Tennessee,-11.5,Conference USA,4,2025
117,Hawai'i,-11.8,Mountain West,4,2025
118,Charlotte,-12.0,American Athletic,4,2025
119,UTEP,-12.4,Conference USA,4,2025
120,Arkansas State,-12.5,Sun Belt,4,2025
121,New Mexico,-13.2,Mountain West,4,2025
122,Eastern Michigan,-13.3,Mid-American,4,2025
123,Nevada,-13.4,Mountain West,4,2025
124,Sam Houston,-13.6,Conference USA,4,2025
125,Coastal Carolina,-13.6,Sun Belt,4,2025
126,Delaware,-14.7,Conference USA,4,2025
127,Akron,-17.1,Mid-American,4,2025
128,Massachusetts,-17.1,Mid-American,4,2025
129,Western Michigan,-18.0,Mid-American,4,2025
130,New Mexico State,-18.2,Conference USA,4,2025
131,Ball State,-18.4,Mid-American,4,2025
132,UL Monroe,-18.7,Sun Belt,4,2025
133,Central Michigan,-20.1,Mid-American,4,2025
134,Kent State,-21.4,Mid-American,4,2025
135,Kennesaw State,-21.6,Conference USA,4,2025
136,Missouri State,-23.6,Conference USA,4,2025
