,team,power_rating,conference,week,year
1,Ohio State,26.0,Big Ten,3,2025
2,Alabama,24.5,SEC,3,2025
3,Georgia,24.4,SEC,3,2025
4,Oregon,24.2,Big Ten,3,2025
5,Penn State,23.4,Big Ten,3,2025
6,Notre Dame,21.7,FBS Independents,3,2025
7,Texas,20.6,SEC,3,2025
8,LSU,18.8,SEC,3,2025
9,Texas A&M,18.5,SEC,3,2025
10,Clemson,18.4,ACC,3,2025
11,USC,18.2,Big Ten,3,2025
12,Florida,17.2,SEC,3,2025
13,Oklahoma,16.7,SEC,3,2025
14,Tennessee,16.3,SEC,3,2025
15,Miami,16.1,ACC,3,2025
16,Michigan,14.0,Big Ten,3,2025
17,Ole Miss,13.9,SEC,3,2025
18,Missouri,11.8,SEC,3,2025
19,South Carolina,11.5,SEC,3,2025
20,Texas Tech,11.5,Big 12,3,2025
21,Arkansas,11.2,SEC,3,2025
22,Auburn,10.5,SEC,3,2025
23,SMU,10.4,ACC,3,2025
24,Florida State,9.8,ACC,3,2025
25,Utah,9.8,Big 12,3,2025
26,TCU,9.4,Big 12,3,2025
27,Nebraska,9.1,Big Ten,3,2025
28,Pittsburgh,8.8,ACC,3,2025
29,Washington,8.6,Big Ten,3,2025
30,Louisville,8.4,ACC,3,2025
31,Vanderbilt,8.2,SEC,3,2025
32,Georgia Tech,7.9,ACC,3,2025
33,BYU,7.6,Big 12,3,2025
34,Baylor,7.3,Big 12,3,2025
35,UCF,7.1,Big 12,3,2025
36,Illinois,6.8,Big Ten,3,2025
37,Arizona State,6.5,Big 12,3,2025
38,Minnesota,6.3,Big Ten,3,2025
39,Wisconsin,5.9,Big Ten,3,2025
40,Iowa State,5.7,Big 12,3,2025
41,NC State,5.6,ACC,3,2025
42,Indiana,5.4,Big Ten,3,2025
43,Iowa,5.1,Big Ten,3,2025
44,Boston College,4.9,ACC,3,2025
45,Arizona,4.8,Big 12,3,2025
46,Cincinnati,4.7,Big 12,3,2025
47,Kansas,4.6,Big 12,3,2025
48,Kansas State,4.4,Big 12,3,2025
49,Rutgers,4.2,Big Ten,3,2025
50,Memphis,3.8,American Athletic,3,2025
51,Mississippi State,3.2,SEC,3,2025
52,North Carolina,3.1,ACC,3,2025
53,Kentucky,2.9,SEC,3,2025
54,South Florida,2.8,American Athletic,3,2025
55,Boise State,2.7,Mountain West,3,2025
56,Virginia,2.3,ACC,3,2025
57,Maryland,2.0,Big Ten,3,2025
58,Colorado,1.9,Big 12,3,2025
59,Texas State,1.6,Sun Belt,3,2025
60,Virginia Tech,1.5,ACC,3,2025
61,Tulane,1.4,American Athletic,3,2025
62,Michigan State,1.3,Big Ten,3,2025
63,West Virginia,0.8,Big 12,3,2025
64,California,0.1,ACC,3,2025
65,Duke,-0.0,ACC,3,2025
66,Oregon State,-0.1,Pac-12,3,2025
67,UCLA,-0.3,Big Ten,3,2025
68,Houston,-0.3,Big 12,3,2025
69,UTSA,-1.1,American Athletic,3,2025
70,Liberty,-1.2,Conference USA,3,2025
71,Toledo,-1.2,Mid-American,3,2025
72,Syracuse,-1.4,ACC,3,2025
73,East Carolina,-1.5,American Athletic,3,2025
74,Northwestern,-1.5,Big Ten,3,2025
75,Purdue,-1.6,Big Ten,3,2025
76,Washington State,-1.7,Pac-12,3,2025
77,Louisiana,-2.1,Sun Belt,3,2025
78,Navy,-2.3,American Athletic,3,2025
79,Oklahoma State,-2.7,Big 12,3,2025
80,Coastal Carolina,-3.0,Sun Belt,3,2025
81,Wake Forest,-3.1,ACC,3,2025
82,North Texas,-3.2,American Athletic,3,2025
83,UNLV,-3.8,Mountain West,3,2025
84,South Alabama,-4.5,Sun Belt,3,2025
85,Ohio,-4.8,Mid-American,3,2025
86,James Madison,-5.0,Sun Belt,3,2025
87,Old Dominion,-5.0,Sun Belt,3,2025
88,Temple,-5.1,American Athletic,3,2025
89,San Diego State,-5.4,Mountain West,3,2025
90,Tulsa,-5.5,American Athletic,3,2025
91,Troy,-5.6,Sun Belt,3,2025
92,Stanford,-5.7,ACC,3,2025
93,UConn,-5.7,FBS Independents,3,2025
94,UAB,-5.9,American Athletic,3,2025
95,Miami (OH),-6.0,Mid-American,3,2025
96,Fresno State,-6.1,Mountain West,3,2025
97,Western Kentucky,-6.3,Conference USA,3,2025
98,App State,-6.4,Sun Belt,3,2025
99,Arkansas State,-7.0,Sun Belt,3,2025
100,Jacksonville State,-7.1,Conference USA,3,2025
101,Colorado State,-7.5,Mountain West,3,2025
102,Florida Atlantic,-7.7,American Athletic,3,2025
103,San José State,-7.7,Mountain West,3,2025
104,Army,-8.1,American Athletic,3,2025
105,Northern Illinois,-8.1,Mid-American,3,2025
106,Air Force,-8.1,Mountain West,3,2025
107,Florida International,-8.4,Conference USA,3,2025
108,Georgia Southern,-8.4,Sun Belt,3,2025
109,Utah State,-8.6,Mountain West,3,2025
110,Buffalo,-9.2,Mid-American,3,2025
111,Wyoming,-9.3,Mountain West,3,2025
112,Rice,-9.4,American Athletic,3,2025
113,Georgia State,-9.9,Sun Belt,3,2025
114,Marshall,-11.0,Sun Belt,3,2025
115,Southern Miss,-11.3,Sun Belt,3,2025
116,UTEP,-11.4,Conference USA,3,2025
117,Bowling Green,-11.9,Mid-American,3,2025
118,Louisiana Tech,-12.1,Conference USA,3,2025
119,Middle Tennessee,-12.7,Conference USA,3,2025
120,Nevada,-13.1,Mountain West,3,2025
121,Massachusetts,-13.7,Mid-American,3,2025
122,Eastern Michigan,-14.0,Mid-American,3,2025
123,Sam Houston,-14.0,Conference USA,3,2025
124,Western Michigan,-14.5,Mid-American,3,2025
125,Hawai'i,-15.0,Mountain West,3,2025
126,Central Michigan,-16.4,Mid-American,3,2025
127,New Mexico State,-16.9,Conference USA,3,2025
128,Delaware,-17.9,Conference USA,3,2025
129,New Mexico,-18.2,Mountain West,3,2025
130,Charlotte,-18.3,American Athletic,3,2025
131,UL Monroe,-19.6,Sun Belt,3,2025
132,Akron,-19.7,Mid-American,3,2025
133,Missouri State,-21.6,Conference USA,3,2025
134,Kennesaw State,-21.7,Conference USA,3,2025
135,Ball State,-22.6,Mid-American,3,2025
136,Kent State,-24.9,Mid-American,3,2025
