,team,power_rating,conference,week,year
1,Oregon,25.5,Big Ten,5,2025
2,Ohio State,25.0,Big Ten,5,2025
3,Alabama,24.0,SEC,5,2025
4,USC,23.6,Big Ten,5,2025
5,Indiana,23.3,Big Ten,5,2025
6,Texas,21.7,SEC,5,2025
7,Georgia,21.4,SEC,5,2025
8,Ole Miss,21.1,SEC,5,2025
9,Penn State,20.8,Big Ten,5,2025
10,Oklahoma,19.9,SEC,5,2025
11,Miami,18.8,ACC,5,2025
12,Michigan,18.4,Big Ten,5,2025
13,Notre Dame,18.2,FBS Independents,5,2025
14,Tennessee,18.0,SEC,5,2025
15,Missouri,17.5,SEC,5,2025
16,Texas Tech,16.2,Big 12,5,2025
17,Texas A&M,16.1,SEC,5,2025
18,Nebraska,16.1,Big Ten,5,2025
19,Arkansas,15.4,SEC,5,2025
20,Vanderbilt,15.3,SEC,5,2025
21,Florida State,15.2,ACC,5,2025
22,LSU,15.2,SEC,5,2025
23,Auburn,14.2,SEC,5,2025
24,TCU,13.7,Big 12,5,2025
25,Utah,13.4,Big 12,5,2025
26,Kansas,13.3,Big 12,5,2025
27,Washington,12.5,Big Ten,5,2025
28,BYU,12.1,Big 12,5,2025
29,Mississippi State,10.9,SEC,5,2025
30,Georgia Tech,10.8,ACC,5,2025
31,Louisville,10.4,ACC,5,2025
32,Iowa,9.0,Big Ten,5,2025
33,Arizona State,8.9,Big 12,5,2025
34,Florida,8.8,SEC,5,2025
35,Clemson,8.6,ACC,5,2025
36,Cincinnati,8.4,Big 12,5,2025
37,Memphis,7.8,American Athletic,5,2025
38,Virginia,7.7,ACC,5,2025
39,South Carolina,7.6,SEC,5,2025
40,Kentucky,7.3,SEC,5,2025
41,SMU,7.1,ACC,5,2025
42,Arizona,7.0,Big 12,5,2025
43,Iowa State,6.5,Big 12,5,2025
44,Baylor,6.5,Big 12,5,2025
45,UCF,6.5,Big 12,5,2025
46,Pittsburgh,6.2,ACC,5,2025
47,Maryland,5.8,Big Ten,5,2025
48,Illinois,5.7,Big Ten,5,2025
49,Kansas State,5.4,Big 12,5,2025
50,Old Dominion,4.9,Sun Belt,5,2025
51,Minnesota,4.9,Big Ten,5,2025
52,Houston,4.1,Big 12,5,2025
53,Colorado,3.7,Big 12,5,2025
54,NC State,3.5,ACC,5,2025
55,Wisconsin,3.3,Big Ten,5,2025
56,James Madison,3.3,Sun Belt,5,2025
57,South Florida,3.1,American Athletic,5,2025
58,Syracuse,2.8,ACC,5,2025
59,Rutgers,2.2,Big Ten,5,2025
60,Navy,2.0,American Athletic,5,2025
61,Michigan State,1.9,Big Ten,5,2025
62,North Texas,1.4,American Athletic,5,2025
63,Boston College,1.3,ACC,5,2025
64,Tulane,1.2,American Athletic,5,2025
65,Boise State,1.0,Mountain West,5,2025
66,Duke,0.8,ACC,5,2025
67,East Carolina,0.3,American Athletic,5,2025
68,West Virginia,-0.6,Big 12,5,2025
69,California,-1.3,ACC,5,2025
70,UTSA,-1.8,American Athletic,5,2025
71,Purdue,-2.1,Big Ten,5,2025
72,Stanford,-2.2,ACC,5,2025
73,Army,-2.6,American Athletic,5,2025
74,Texas State,-2.7,Sun Belt,5,2025
75,Toledo,-2.8,Mid-American,5,2025
76,Ohio,-3.2,Mid-American,5,2025
77,Northwestern,-3.3,Big Ten,5,2025
78,UNLV,-3.6,Mountain West,5,2025
79,Louisiana Tech,-3.7,Conference USA,5,2025
80,North Carolina,-4.4,ACC,5,2025
81,Virginia Tech,-4.4,ACC,5,2025
82,Fresno State,-4.5,Mountain West,5,2025
83,Utah State,-4.9,Mountain West,5,2025
84,Colorado State,-5.8,Mountain West,5,2025
85,UConn,-5.9,FBS Independents,5,2025
86,Wake Forest,-7.3,ACC,5,2025
87,Southern Miss,-7.4,Sun Belt,5,2025
88,Northern Illinois,-7.5,Mid-American,5,2025
89,Oregon State,-7.7,Pac-12,5,2025
