,team,power_rating,conference,week,year
81,Marshall,-5.4,Sun Belt,8,2025
82,Washington State,-5.6,Pac-12,8,2025
83,Troy,-5.9,Sun Belt,8,2025
84,Louisiana Tech,-6.1,Conference USA,8,2025
85,Western Kentucky,-6.1,Conference USA,8,2025
86,Western Michigan,-6.2,Mid-American,8,2025
87,Fresno State,-6.4,Mountain West,8,2025
88,Ohio,-6.5,Mid-American,8,2025
89,Temple,-7.0,American Athletic,8,2025
90,New Mexico,-7.3,Mountain West,8,2025
91,Hawai'i,-7.4,Mountain West,8,2025
92,Colorado State,-7.5,Mountain West,8,2025
93,Boston College,-7.6,ACC,8,2025
94,Bowling Green,-7.7,Mid-American,8,2025
95,Miami (OH),-7.7,Mid-American,8,2025
96,Southern Miss,-8.0,Sun Belt,8,2025
97,Stanford,-8.1,ACC,8,2025
98,Air Force,-8.3,Mountain West,8,2025
99,North Carolina,-8.4,ACC,8,2025
100,Utah State,-8.4,Mountain West,8,2025
101,San José State,-9.2,Mountain West,8,2025
102,Liberty,-9.2,Conference USA,8,2025
103,Wyoming,-9.6,Mountain West,8,2025
104,Kennesaw State,-10.3,Conference USA,8,2025
105,Buffalo,-10.6,Mid-American,8,2025
106,South Alabama,-10.6,Sun Belt,8,2025
107,App State,-10.8,Sun Belt,8,2025
108,Florida Atlantic,-10.8,American Athletic,8,2025
109,Oregon State,-11.1,Pac-12,8,2025
110,Louisiana,-11.1,Sun Belt,8,2025
111,Delaware,-11.5,Conference USA,8,2025
112,Jacksonville State,-12.4,Conference USA,8,2025
113,Georgia Southern,-12.7,Sun Belt,8,2025
114,Oklahoma State,-14.2,Big 12,8,2025
115,Northern Illinois,-14.4,Mid-American,8,2025
116,Coastal Carolina,-14.7,Sun Belt,8,2025
117,Arkansas State,-15.1,Sun Belt,8,2025
118,Missouri State,-16.0,Conference USA,8,2025
119,Rice,-16.1,American Athletic,8,2025
120,Central Michigan,-16.2,Mid-American,8,2025
121,UL Monroe,-16.8,Sun Belt,8,2025
122,UTEP,-16.8,Conference USA,8,2025
123,Eastern Michigan,-17.0,Mid-American,8,2025
124,Tulsa,-17.5,American Athletic,8,2025
125,UAB,-17.8,American Athletic,8,2025
126,Florida International,-18.4,Conference USA,8,2025
127,New Mexico State,-18.5,Conference USA,8,2025
128,Georgia State,-18.8,Sun Belt,8,2025
129,Akron,-19.9,Mid-American,8,2025
130,Nevada,-20.2,Mountain West,8,2025
131,Charlotte,-21.2,American Athletic,8,2025
132,Middle Tennessee,-21.8,Conference USA,8,2025
133,Kent State,-22.1,Mid-American,8,2025
134,Sam Houston,-22.4,Conference USA,8,2025
135,Ball State,-22.7,Mid-American,8,2025
136,Massachusetts,-29.9,Mid-American,8,2025
