,team,power_rating,conference,week,year
1,Ohio State,27.1,Big Ten,7,2025
2,Oregon,26.3,Big Ten,7,2025
3,Alabama,23.7,SEC,7,2025
4,Indiana,23.2,Big Ten,7,2025
5,Notre Dame,22.2,FBS Independents,7,2025
6,Texas Tech,21.0,Big 12,7,2025
7,Georgia,20.8,SEC,7,2025
8,Miami,20.6,ACC,7,2025
9,Ole Miss,20.4,SEC,7,2025
10,Oklahoma,20.0,SEC,7,2025
11,Michigan,18.8,Big Ten,7,2025
12,Texas A&M,18.6,SEC,7,2025
13,USC,18.4,Big Ten,7,2025
14,Tennessee,18.0,SEC,7,2025
15,Texas,18.0,SEC,7,2025
16,Missouri,17.7,SEC,7,2025
17,Penn State,16.7,Big Ten,7,2025
18,LSU,16.7,SEC,7,2025
19,Utah,16.0,Big 12,7,2025
20,Vanderbilt,14.9,SEC,7,2025
21,Nebraska,14.7,Big Ten,7,2025
22,BYU,14.0,Big 12,7,2025
23,Florida State,13.8,ACC,7,2025
24,Auburn,13.5,SEC,7,2025
25,Florida,12.6,SEC,7,2025
26,Washington,12.4,Big Ten,7,2025
27,TCU,12.2,Big 12,7,2025
28,Illinois,11.7,Big Ten,7,2025
29,Kansas,11.6,Big 12,7,2025
30,Louisville,11.5,ACC,7,2025
31,Cincinnati,10.2,Big 12,7,2025
32,Iowa State,10.0,Big 12,7,2025
33,Pittsburgh,10.0,ACC,7,2025
34,Arizona State,9.8,Big 12,7,2025
35,Memphis,9.8,American Athletic,7,2025
36,Iowa,9.4,Big Ten,7,2025
37,South Carolina,9.2,SEC,7,2025
38,Clemson,9.1,ACC,7,2025
39,Georgia Tech,8.9,ACC,7,2025
40,Arkansas,8.7,SEC,7,2025
41,Duke,8.4,ACC,7,2025
42,Virginia,7.7,ACC,7,2025
43,Mississippi State,7.5,SEC,7,2025
44,SMU,7.3,ACC,7,2025
45,Arizona,6.9,Big 12,7,2025
46,Baylor,6.8,Big 12,7,2025
47,Maryland,6.5,Big Ten,7,2025
48,Old Dominion,6.4,Sun Belt,7,2025
49,Rutgers,5.6,Big Ten,7,2025
50,South Florida,5.3,American Athletic,7,2025
51,Kansas State,5.2,Big 12,7,2025
52,Toledo,5.0,Mid-American,7,2025
53,North Texas,4.7,American Athletic,7,2025
54,Boise State,4.7,Mountain West,7,2025
55,NC State,3.8,ACC,7,2025
56,East Carolina,3.4,American Athletic,7,2025
57,UCF,3.2,Big 12,7,2025
58,Kentucky,3.1,SEC,7,2025
59,Houston,3.1,Big 12,7,2025
60,Tulane,2.9,American Athletic,7,2025
61,Michigan State,2.9,Big Ten,7,2025
62,Colorado,2.6,Big 12,7,2025
63,James Madison,2.5,Sun Belt,7,2025
64,Wisconsin,2.5,Big Ten,7,2025
65,Minnesota,2.2,Big Ten,7,2025
66,Navy,2.2,American Athletic,7,2025
67,Northwestern,-0.0,Big Ten,7,2025
68,Syracuse,-1.0,ACC,7,2025
69,UNLV,-1.1,Mountain West,7,2025
70,UConn,-1.5,FBS Independents,7,2025
71,Wake Forest,-1.5,ACC,7,2025
72,Louisiana Tech,-1.6,Conference USA,7,2025
73,San Diego State,-1.9,Mountain West,7,2025
74,Virginia Tech,-2.6,ACC,7,2025
75,Texas State,-2.7,Sun Belt,7,2025
76,Fresno State,-2.9,Mountain West,7,2025
77,California,-3.4,ACC,7,2025
78,West Virginia,-3.6,Big 12,7,2025
79,Army,-4.1,American Athletic,7,2025
80,UTSA,-4.1,American Athletic,7,2025
81,Purdue,-4.1,Big Ten,7,2025
82,UCLA,-4.5,Big Ten,7,2025
83,Boston College,-4.6,ACC,7,2025
84,Utah State,-4.8,Mountain West,7,2025
