,team,power_rating,conference,week,year
80,Northern Illinois,-2.8,Mid-American,16,2018
81,Southern Miss,-2.8,Sun Belt,16,2018
82,Nevada,-3.2,Mountain West,16,2018
83,Indiana,-3.3,Big Ten,16,2018
84,South Florida,-3.3,American Athletic,16,2018
85,Florida Atlantic,-3.4,American Athletic,16,2018
86,Louisiana Tech,-3.7,Conference USA,16,2018
87,Miami (OH),-4.2,Mid-American,16,2018
88,Middle Tennessee,-4.8,Conference USA,16,2018
89,Arkansas,-5.1,SEC,16,2018
90,Eastern Michigan,-5.1,Mid-American,16,2018
91,San Diego State,-6.0,Mountain West,16,2018
92,Tulsa,-6.1,American Athletic,16,2018
93,Buffalo,-6.5,Mid-American,16,2018
94,Navy,-6.8,American Athletic,16,2018
95,UL Monroe,-7.2,Sun Belt,16,2018
96,SMU,-7.3,ACC,16,2018
97,Louisiana,-7.9,Sun Belt,16,2018
98,Old Dominion,-8.1,Sun Belt,16,2018
99,Wyoming,-9.0,Mountain West,16,2018
100,Illinois,-9.0,Big Ten,16,2018
101,Kansas,-9.3,Big 12,16,2018
102,Western Michigan,-9.5,Mid-American,16,2018
103,Hawai'i,-9.7,Mountain West,16,2018
104,Western Kentucky,-9.9,Conference USA,16,2018
105,Massachusetts,-10.0,FBS Independents,16,2018
106,New Mexico,-10.8,Mountain West,16,2018
107,Akron,-11.0,Mid-American,16,2018
108,Ball State,-11.1,Mid-American,16,2018
109,Rutgers,-11.7,Big Ten,16,2018
110,Louisville,-12.1,ACC,16,2018
111,Charlotte,-12.9,American Athletic,16,2018
112,Oregon State,-12.9,Pac-12,16,2018
113,Colorado State,-13.0,Mountain West,16,2018
114,East Carolina,-13.2,American Athletic,16,2018
115,Central Michigan,-13.5,Mid-American,16,2018
116,Texas State,-13.7,Sun Belt,16,2018
117,Tulane,-15.2,American Athletic,16,2018
118,Georgia State,-15.6,Sun Belt,16,2018
119,UNLV,-15.9,Mountain West,16,2018
120,San José State,-16.1,Mountain West,16,2018
121,Coastal Carolina,-17.2,Sun Belt,16,2018
122,UTEP,-17.3,Conference USA,16,2018
123,Liberty,-17.6,Conference USA,16,2018
124,Rice,-17.7,American Athletic,16,2018
125,UConn,-17.9,FBS Independents,16,2018
126,New Mexico State,-18.5,Conference USA,16,2018
127,Bowling Green,-18.7,Mid-American,16,2018
128,UTSA,-19.0,American Athletic,16,2018
129,South Alabama,-19.7,Sun Belt,16,2018
130,Kent State,-20.4,Mid-American,16,2018
