,team,conference,season,sp_conf_rating,firstDowns,fourthDownConversions,fourthDowns,fumblesLost,fumblesRecovered,games,interceptionTDs,interceptionYards,interceptions,kickReturnTDs,kickReturnYards,kickReturns,netPassingYards,passAttempts,passCompletions,passesIntercepted,passingTDs,penalties,penaltyYards,possessionTime,puntReturnTDs,puntReturnYards,puntReturns,rushingAttempts,rushingTDs,rushingYards,thirdDownConversions,thirdDowns,totalYards,turnovers,total_turnovers,thirdDownConversionRate,fourthDownConversionRate,possessionTimeMinutes,color,alt_color,logo,qb_average_ppa,qb_total_ppa,fpi,fpi_rank,fpi_sor,fpi_sos,def_eff,off_eff,special_eff,games_played,wins,losses,conference_games,conference_wins,conference_losses,Offense_success_rate,Defense_success_rate,Offense_explosiveness,Defense_explosiveness,Offense_ppa,Offense_power_success,Offense_stuff_rate,Defense_power_success,Defense_stuff_rate,Defense_ppa,Offense_points_per_opportunity,Defense_points_per_opportunity,Defense_havoc_total,Offense_field_position_average_predicted_points,Defense_field_position_average_predicted_points,Offense_field_position_average_start,Defense_field_position_average_start,avg_talent,sp_conf_scaled,total_turnovers_scaled,possession_scaled,third_down_scaled,offense_avg_field_position_scaled,defense_avg_field_position_scaled,offense_ppo_scaled,offense_success_scaled,offense_explosive,talent_scaled,defense_ppo_scaled,penalties_scaled,offense_ppa_scaled,defense_ppa_scaled,defense_success_scaled,defense_explosive,adjusted_metric,average_metric,in_house_pr,ranking,power_ranking,calculated_rank,combined_rank,PBR,PBR_rank,STM,STM_rank,DCE,DCE_rank,DefensivePossessionTime,DDE,DDE_rank,offensive_total,offensive_rank,defensive_total,defensive_rank,talent_scaled_rank,offense_success_rank,defense_success_rank,offense_explosive_rank,defense_explosive_rank,total_turnovers_rank,penalties_rank,power_rating,avg_expected_wins,SOS,wins_above_average,wins_above_good,wins_above_elite,SOR,most_deserving_wins,most_deserving
27,Mississippi State,SEC,2013,100.0,305.0,13.0,29.0,6.0,11.0,13.0,1.0,233.0,12.0,1.0,607.0,29.0,3178.0,429.0,253.0,14.0,18.0,64.0,516.0,26450.0,1.0,87.0,25.0,527.0,29.0,2469.0,69.0,177.0,5647.0,18.0,41.5,48.03930635838151,37.62886597938144,440.83,#5d1725,#c1c6c8,"['http://a.espncdn.com/i/teamlogos/ncaa/500/344.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/344.png']",0.20333333333333337,33.68566666666667,11.782,31.0,35.0,13.0,69.669,60.367,32.632,13.0,7.0,6.0,8.0,3.0,5.0,63.97007952286282,71.52983896802019,46.0807958483297,73.39951301977389,50.382135331994064,73.94736842105263,41.53396988615498,38.62,37.080000000000005,67.75872739925022,85.38228155339806,1.0,54.66819338422392,73.26633785450063,12.914660831509863,70.0,73.5,66.15882921684101,10.0,59.5,74.25999999999999,48.03930635838151,68.83333333333331,7.435897435897445,85.38228155339806,63.97007952286282,46.0807958483297,692.3529928803728,1.0,70.6015228426396,50.382135331994064,67.7587273992502,71.52983896802019,73.3995130197739,211.0716558020675,62.186848348371825,9.9,41.0,60.172192893655335,28.0,56.84299492465031,0.7452845662633776,18.0,27.911034482758623,76.0,1266.8803831714438,87.0,339.17,114.0,41.0,434.56296841829294,23,302.30274021855416,115,32.0,39.0,42.0,48.0,95.0,23.0,36.0,6.8,0.7414166666666667,8,1.95,-0.55,-2.9,30,-1.481,30
28,Iowa,Big Ten,2013,79.72446555819478,256.0,5.0,17.0,7.0,8.0,13.0,2.0,174.0,15.0,1.0,857.0,39.0,2562.0,375.0,213.0,13.0,19.0,52.0,425.0,24160.0,40.6,337.0,25.0,557.0,18.0,2339.0,88.0,202.0,4901.0,22.0,59.5,61.143930635838146,12.648011782032391,402.67,#000000,#FFCD00,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2294.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2294.png']",0.035,24.5955,8.863,41.0,39.0,44.0,81.029,42.961,42.339,13.0,8.0,5.0,8.0,5.0,3.0,59.94886064777256,77.0605757233898,2.262140569996916,88.75978632140398,32.500060773607395,67.0,22.282959970620638,31.599999999999994,26.398620689655175,85.34418240779985,79.13834951456312,11.56,47.15012165450123,89.50184956843405,33.061269146608325,68.1,71.1,61.990682956842775,8.156769596199524,41.5,53.15474860335195,61.143930635838146,86.25000000000001,3.3333333333333286,79.13834951456312,59.94886064777256,2.262140569996916,654.460754153116,11.560000000000002,82.03426395939087,32.500060773607395,85.34418240779985,77.0605757233898,88.75978632140398,199.87393286632954,57.64593440732842,4.5,24.0,60.01751243340495,29.0,48.87443138999123,0.6493895887614494,7.0,38.454358974358975,16.0,895.3741573836447,111.0,377.33,108.0,50.0,352.6342210449947,100,353.7844342888571,42,38.0,52.0,24.0,123.0,10.0,69.0,12.0,6.7,0.7911666666666667,18,2.17,-0.35,-2.53,28,-1.038,27
29,Ole Miss,SEC,2013,100.0,317.0,15.0,28.0,8.0,9.0,13.0,0.0,61.0,13.0,1.0,661.0,35.0,3683.0,490.0,310.0,13.0,24.0,72.0,541.0,23091.0,40.6,113.0,17.0,528.0,22.0,2470.0,90.0,197.0,6153.0,21.0,55.0,67.23843930635839,51.78792341678939,384.85,#13294b,#c8102e,"['http://a.espncdn.com/i/teamlogos/ncaa/500/145.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/145.png']",0.07800000000000001,52.209500000000006,14.072,25.0,23.0,21.0,68.94,64.229,39.006,13.0,8.0,5.0,8.0,3.0,5.0,60.97478538333411,62.30942103155178,52.09321895180088,79.75481737562382,52.90740555424952,69.75,29.38622612926919,30.489361702127653,24.98519313304722,71.62932554218678,84.9556775010553,28.608674698795184,43.607093821510304,45.06781750924786,34.03610503282279,73.4,70.3,74.06220884240135,10.0,46.0,43.298994413407826,67.23843930635839,37.66666666666662,1.965811965811966,84.9556775010553,60.97478538333411,52.09321895180088,764.201898567285,28.608674698795184,67.46065989847716,52.90740555424952,71.62932554218676,62.30942103155178,79.75481737562383,198.7856024150977,63.27816230645781,4.0,31.0,59.35761834722015,30.0,44.04441110288132,0.7079281025266481,14.0,22.43277310924369,102.0,1737.7467075532177,36.0,395.15,106.0,56.0,395.13513102895683,61,331.81289851615526,82,20.0,47.0,81.0,27.0,58.0,54.0,41.0,6.4,0.6805,1,,,,109,,109
30,Texas,SEC,2013,100.0,273.0,11.0,24.0,7.0,16.0,13.0,1.0,78.0,15.0,1.0,862.0,43.0,2762.0,431.0,246.0,10.0,18.0,67.0,597.0,23585.0,20.8,355.0,34.0,574.0,25.0,2551.0,90.0,222.0,5313.0,22.0,48.25,52.50289017341041,39.24889543446243,393.08,#c15d26,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/251.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/251.png']",-0.13166666666666668,4.087666666666667,14.779,23.0,26.0,7.0,70.195,54.949,56.769,13.0,8.0,5.0,9.0,7.0,2.0,37.59977479521214,67.88352008672106,25.503704332244638,81.34181500371223,18.3101762623787,67.0,24.46476784861636,38.91489361702128,31.825000000000003,71.44571810872574,69.02912621359224,29.029629629629632,28.796936542669584,62.768187422934645,24.93763676148798,71.0,71.9,87.77075459259913,10.0,52.75,47.850782122905,52.50289017341041,59.66666666666666,4.70085470085472,69.02912621359224,37.59977479521214,25.503704332244638,888.825041750901,29.029629629629625,60.4251269035533,18.3101762623787,71.44571810872574,67.88352008672106,81.34181500371224,173.58950138120912,50.34745143149909,-8.1,42.0,59.042036048532445,31.0,52.252276619886885,0.6716732449661483,8.0,31.387688098495218,51.0,1340.2437335002758,81.0,386.92,156.0,8.0,304.6757368749787,120,345.3782132072979,60,5.0,104.0,56.0,100.0,45.0,38.0,64.0,6.2,0.8106923076923077,27,2.69,-0.16,-2.54,26,-1.051,28
31,North Carolina,ACC,2013,83.74075330844927,279.0,14.0,21.0,7.0,7.0,13.0,1.0,95.0,11.0,67.0,1166.0,50.0,3606.0,453.0,283.0,13.0,28.0,96.0,831.0,22339.0,100.0,544.0,31.0,490.0,19.0,1928.0,77.0,189.0,5534.0,18.0,52.75,53.07514450867052,73.01030927835049,372.32,#7bafd4,#13294b,"['http://a.espncdn.com/i/teamlogos/ncaa/500/153.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/153.png']",0.3055,59.821,11.239,32.0,60.0,47.0,61.733,63.039,44.424,13.0,7.0,6.0,8.0,4.0,4.0,62.33738822669366,67.97770821927591,31.624121876089703,82.50736307041146,48.018568267221625,76.50847457627118,24.020404324498628,41.21875,32.77519230769231,71.49909213553343,79.83642887294218,38.092000000000006,39.34439746300212,69.11590628853268,18.763676148796506,70.6,72.7,67.99707743693418,8.52188666440448,48.25,36.36899441340782,53.07514450867052,63.33333333333337,6.068376068376082,79.83642887294218,62.33738822669366,31.624121876089703,709.0643403357652,38.09199999999999,31.026649746192888,48.018568267221625,71.49909213553342,67.97770821927591,82.50736307041147,183.5446315497712,60.660706965870965,-3.3,29.0,58.74421654136531,32.0,47.08222094700551,1.1719669890697002,69.0,42.9683870967742,4.0,2019.597630653715,19.0,407.68,86.0,88.0,391.4612924322497,67,352.83378188170957,46,28.0,45.0,55.0,86.0,38.0,47.0,113.0,6.1,0.7766923076923077,12,,,,110,,110
32,Penn State,Big Ten,2013,79.72446555819478,270.0,13.0,24.0,12.0,7.0,12.0,0.0,127.0,10.0,1.0,689.0,37.0,3110.0,409.0,241.0,13.0,21.0,55.0,403.0,21509.0,1.0,184.0,24.0,501.0,22.0,2088.0,59.0,172.0,5198.0,22.0,61.75,34.64855491329482,52.75994108983799,358.48,#041E42,#FFFFFF,"['http://a.espncdn.com/i/teamlogos/ncaa/500/213.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/213.png']",0.22,44.105500000000006,5.236,55.0,49.0,59.0,67.035,39.041,37.839,12.0,7.0,5.0,8.0,4.0,4.0,62.49477612284528,72.42716130737689,24.6553179853413,70.83146224589757,49.61668371766129,68.57142857142857,18.408365869687067,42.24999999999999,22.450000000000003,74.1939051850888,89.5873786407767,11.56,47.51456548347613,58.617755856966724,32.95295404814006,71.5,71.0,62.866298233277675,8.156769596199524,39.25,28.71446927374302,34.64855491329482,55.08333333333333,3.1623931623931725,89.5873786407767,62.49477612284528,24.6553179853413,662.4208930297971,11.560000000000002,84.7982233502538,49.61668371766129,74.19390518508878,72.42716130737689,70.83146224589758,203.9140923494615,59.03655109403519,6.5,47.0,58.71650214199756,33.0,78.44769921929108,0.6083745308164249,4.0,25.788288288288285,93.0,1431.5577042630414,69.0,361.52,82.0,97.0,371.95170676470696,82,326.6654827865033,91,37.0,44.0,36.0,104.0,103.0,73.0,6.0,6.1,0.8448333333333333,51,1.13,-1.28,-3.12,38,-2.146,39
33,Missouri,SEC,2013,100.0,343.0,10.0,16.0,8.0,12.0,14.0,2.0,232.0,8.0,1.0,692.0,30.0,3540.0,454.0,267.0,20.0,31.0,73.0,543.0,25132.0,1.0,168.0,25.0,588.0,35.0,3330.0,85.0,194.0,6870.0,16.0,21.25,61.85924855491329,66.25478645066272,418.87,#f1b82d,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/142.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/142.png']",0.14150000000000001,25.337,21.194,9.0,5.0,19.0,76.919,78.365,50.05,14.0,12.0,2.0,9.0,7.0,2.0,56.350802402082365,58.16807897959552,47.894032735215916,81.24844195320439,54.253835494131465,72.61702127659575,22.629274434709615,35.434782608695656,34.804878048780495,64.7042354408653,95.19417475728156,28.40571428571429,61.57642436149313,73.87669543773121,13.67286652078775,70.0,73.1,59.672749846180906,10.0,79.75,62.114525139664806,61.85924855491329,68.83333333333331,6.7521367521367495,95.19417475728156,56.350802402082365,47.894032735215916,633.3886349652809,28.405714285714282,67.20939086294416,54.253835494131465,64.70423544086529,58.16807897959552,81.2484419532044,209.46837577037832,60.43657116751583,9.2,22.0,58.52277548512222,34.0,25.289858584037198,0.8572935635792778,34.0,32.886666666666656,38.0,1973.607500276673,22.0,421.13,104.0,61.0,422.8158365377478,34,316.4389978376434,105,44.0,63.0,97.0,42.0,46.0,4.0,44.0,6.0,0.7838461538461539,14,6.36,3.4,0.79,3,2.465,4
34,Nebraska,Big Ten,2013,79.72446555819478,289.0,10.0,15.0,16.0,4.0,13.0,4.0,257.0,13.0,34.0,934.0,41.0,2557.0,378.0,218.0,14.0,25.0,76.0,665.0,22740.0,1.0,70.0,24.0,584.0,24.0,2804.0,73.0,186.0,5361.0,29.0,82.0,48.81184971098267,73.01030927835049,379.0,#d00000,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/158.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/158.png']",0.18099999999999997,20.351,9.664,37.0,34.0,60.0,66.34,49.455,48.657,13.0,9.0,4.0,8.0,5.0,3.0,65.61938260546611,65.92113399863527,21.217230103360237,86.35572358376055,48.49766787849977,72.6896551724138,23.25594942205035,35.2,32.05189075630253,78.1565235216325,95.19417475728156,36.82857142857143,48.613425925925924,62.15782983970409,38.4770240700219,71.5,70.1,72.69494374615454,8.156769596199524,19.0,40.06351955307261,48.81184971098267,55.08333333333333,1.6239316239316253,95.19417475728156,65.61938260546611,21.217230103360237,751.7722158741321,36.82857142857143,51.881979695431475,48.49766787849977,78.15652352163248,65.92113399863527,86.35572358376056,185.54486211982044,60.96127694855908,-2.4,36.0,58.46786092692301,35.0,56.587329779168485,0.8845764527580515,38.0,24.297154471544715,99.0,1977.4785288306828,21.0,401.0,76.0,107.0,388.63188977877587,69,372.9908673589242,20,21.0,34.0,65.0,112.0,20.0,118.0,85.0,6.0,0.8301666666666666,40,2.65,0.11,-1.96,25,-0.572,22
35,Marshall,Sun Belt,2013,1.0,364.0,13.0,22.0,13.0,8.0,14.0,3.0,184.0,10.0,1.0,1111.0,48.0,4122.0,522.0,315.0,18.0,42.0,84.0,649.0,23044.0,20.8,431.0,36.0,571.0,34.0,2883.0,108.0,210.0,7005.0,23.0,50.5,83.66213872832371,60.730486008836515,384.07,#00ae42,#be854c,"['http://a.espncdn.com/i/teamlogos/ncaa/500/276.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/276.png']",0.20500000000000002,63.8545,7.652,47.0,61.0,118.0,46.824,71.528,41.264,14.0,10.0,4.0,9.0,7.0,2.0,65.53548080884065,77.95313839940248,63.22801941172446,76.00874332750065,63.17175397986935,72.5,28.290933595573463,32.75471698113208,34.07135135135135,79.32910564310185,87.07398727820556,29.93714285714286,55.44504504504504,73.38840937114675,21.03829321663021,70.0,72.0,48.600839412850505,1.0,50.5,42.867597765363115,83.66213872832371,68.83333333333331,4.871794871794876,87.07398727820556,65.53548080884065,63.22801941172446,532.7349037531864,29.93714285714286,53.892131979695435,63.17175397986935,79.32910564310185,77.95313839940246,76.00874332750067,211.88767183373682,70.8710402617399,10.3,49.0,58.40463683601188,36.0,74.72726417901103,1.2182419350181695,71.0,37.11805555555556,24.0,2078.6646788885387,15.0,455.93,88.0,84.0,453.1885844453602,14,351.09249177626157,52,68.0,35.0,21.0,9.0,78.0,41.0,79.0,5.9,0.9194615384615384,95,0.56,-1.65,-2.98,44,-2.323,43
36,East Carolina,American Athletic,2013,46.32209026128266,346.0,12.0,17.0,6.0,6.0,13.0,2.0,298.0,10.0,1.0,703.0,28.0,4265.0,565.0,397.0,18.0,35.0,69.0,584.0,22853.0,1.0,308.0,31.0,463.0,30.0,1821.0,100.0,196.0,6086.0,16.0,39.25,82.48901734104045,79.36082474226802,380.88,#4b1869,#f0907b,"['http://a.espncdn.com/i/teamlogos/ncaa/500/151.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/151.png']",0.472,206.22,6.521,49.0,42.0,111.0,52.586,65.259,42.065,13.0,10.0,3.0,8.0,6.0,2.0,75.59293911153469,74.28432849442366,43.506233741306204,74.49766031896118,66.03478655686334,61.92307692307693,44.49538317618318,28.72,36.45236907730674,72.13050164428246,86.55250734835664,11.56,64.0979683972912,89.74599260172629,27.75382932166302,67.7,71.1,44.16402610530017,5.120190023752969,61.75,41.10329608938545,82.48901734104045,89.9166666666666,3.3333333333333286,86.55250734835664,75.59293911153469,43.506233741306204,492.4002373209106,11.560000000000002,62.058375634517766,66.03478655686334,72.13050164428246,74.28432849442365,74.4976603189612,218.67255321684354,67.67440831122859,13.6,52.0,58.26880799324331,37.0,78.70336436477291,1.1860270481945185,70.0,38.44262672811059,17.0,2441.4051297942265,3.0,399.12,76.0,107.0,467.85091945904725,8,325.3986888566371,94,74.0,15.0,30.0,57.0,89.0,22.0,59.0,5.9,0.8358461538461538,46,,,,111,,111
37,Bowling Green,Mid-American,2013,11.449296546683719,323.0,10.0,22.0,4.0,13.0,14.0,0.0,200.0,7.0,34.0,605.0,25.0,3725.0,404.0,255.0,8.0,27.0,72.0,633.0,28511.0,40.6,215.0,16.0,578.0,30.0,2706.0,81.0,177.0,6431.0,11.0,34.75,67.43872832369944,38.63328424153166,475.18,#2b1000,#492000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/189.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/189.png']",-0.026,-0.54,8.612,45.0,57.0,114.0,55.594,63.393,73.426,14.0,10.0,4.0,9.0,8.0,1.0,83.1348863341689,66.47894035945015,50.835895000122946,79.31278944404447,75.65630016928837,63.82692307692307,32.672393893289964,39.49999999999999,34.969668246445494,72.85788165479988,81.60847647498133,22.12,23.589486260454002,85.59556103575834,4.466083150984687,68.5,74.4,33.978608156807596,1.9499360496985196,66.25,93.25804469273746,67.43872832369944,82.5833333333333,8.974358974358992,81.60847647498133,83.1348863341689,50.835895000122946,399.8055286982509,22.120000000000005,55.90228426395939,75.65630016928837,72.85788165479987,66.47894035945015,79.31278944404448,218.84097414746685,71.37944882697913,13.7,44.0,57.95665109603774,38.0,69.0105974642824,1.5832697513238998,95.0,43.53750000000001,3.0,1480.994396639056,59.0,364.82,106.0,56.0,473.3304359845329,7,319.7053628557247,101,86.0,7.0,62.0,33.0,61.0,19.0,73.0,5.7,0.927076923076923,101,0.46,-1.74,-3.04,45,-2.221,40
38,Pittsburgh,ACC,2013,83.74075330844927,250.0,5.0,10.0,8.0,8.0,13.0,1.0,116.0,9.0,1.0,1077.0,50.0,3074.0,401.0,244.0,8.0,21.0,75.0,605.0,24018.0,20.8,169.0,17.0,452.0,20.0,1634.0,66.0,173.0,4708.0,17.0,59.5,45.664450867052025,46.00441826215022,400.3,#003263,#231f20,"['http://a.espncdn.com/i/teamlogos/ncaa/500/221.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/221.png']",0.318,57.333499999999994,5.297,54.0,47.0,35.0,60.88,54.454,37.669,13.0,7.0,6.0,8.0,3.0,5.0,65.51639015014771,71.64042201401465,32.24160251927552,74.80688060432054,56.97714092781629,72.77499999999999,33.454520994631096,30.700000000000003,24.14551724137931,73.2132190106955,95.19417475728156,44.85505882352942,24.380463980463986,64.84340320591865,32.303063457330424,70.6,71.0,58.015063285576176,8.52188666440448,41.5,51.84396648044694,45.664450867052025,63.33333333333337,3.1623931623931725,95.19417475728156,65.51639015014771,32.24160251927552,618.3187571416015,44.8550588235294,59.42005076142132,56.97714092781629,73.2132190106955,71.64042201401463,74.80688060432055,201.363540856607,62.39927587104504,5.3,45.0,55.823233395824005,39.0,76.02450749416846,0.9784597232612314,49.0,31.881176470588244,49.0,1407.5251816058324,72.0,379.7,84.0,91.0,421.0022325550708,35,351.66416115126987,51,47.0,36.0,40.0,82.0,86.0,69.0,66.0,4.7,0.729923076923077,7,,,,112,,112
39,Kansas State,Big 12,2013,84.79334916864607,260.0,4.0,7.0,12.0,8.0,13.0,3.0,401.0,13.0,34.0,866.0,37.0,2921.0,314.0,197.0,17.0,22.0,66.0,585.0,25372.0,1.0,200.0,16.0,514.0,29.0,2314.0,79.0,162.0,5235.0,25.0,57.25,76.05115606936418,57.57142857142858,422.87,#3c0969,#e2e3e4,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2306.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2306.png']",0.405,53.535,14.324,24.0,36.0,45.0,62.947,74.173,50.07,13.0,8.0,5.0,9.0,5.0,4.0,74.51012511319516,60.514687819856704,27.664028623462997,93.84672228438481,61.21259760463387,54.99999999999999,41.53396988615498,34.48529411764706,26.35539568345324,72.57755808791129,90.12997181334168,11.56,60.340681818181814,82.2996300863132,37.068927789934364,69.0,69.9,48.76943614309573,8.617577197149643,43.75,64.32681564245809,76.05115606936418,77.99999999999997,1.2820512820512988,90.12997181334168,74.51012511319516,27.664028623462997,534.2676013008702,11.560000000000002,61.93274111675127,61.21259760463387,72.57755808791129,60.5146878198567,93.84672228438481,203.3669205029965,65.05428658890747,6.2,13.0,55.43040577368773,40.0,27.696687146024487,1.0949569065681752,57.0,36.80540540540541,26.0,1944.468593660675,25.0,357.13,100.0,66.0,432.3503231271019,27,336.4085857831875,74,67.0,17.0,91.0,93.0,1.0,61.0,60.0,4.5,0.8396666666666667,48,1.71,-0.88,-2.98,32,-1.73,35
40,Texas Tech,Big 12,2013,84.79334916864607,359.0,8.0,18.0,15.0,11.0,13.0,1.0,178.0,18.0,34.0,885.0,39.0,5107.0,714.0,453.0,8.0,35.0,104.0,978.0,22386.0,1.0,212.0,32.0,422.0,19.0,1536.0,98.0,218.0,6643.0,33.0,88.75,65.12109826589595,36.99705449189985,373.1,#CC0000,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2641.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2641.png']",0.211,60.498333333333335,9.492,39.0,32.0,36.0,57.777,66.262,34.375,13.0,8.0,5.0,9.0,4.0,5.0,63.87964348739027,71.2718719019115,46.271464923324174,83.3469817652822,55.638149054210444,57.57142857142857,42.44035939410098,40.258620689655174,32.38510638297872,77.1534160462388,82.3495145631068,19.334945054945056,19.142617801047123,67.7731196054254,37.393873085339166,70.4,70.0,67.61637514283204,8.617577197149643,12.25,36.80039106145253,65.12109826589595,65.1666666666666,1.452991452991455,82.3495145631068,63.87964348739027,46.271464923324174,705.6034103893821,19.334945054945052,12.558375634517773,55.638149054210444,77.1534160462388,71.2718719019115,83.34698176528221,170.02060707457372,66.26025452972624,-9.8,28.0,55.25663028375131,41.0,50.990314055613084,1.3860477225589056,83.0,28.917307692307688,69.0,1419.8520724969567,70.0,406.9,138.0,13.0,415.92367959898667,44,361.1448149263506,34,29.0,40.0,44.0,46.0,33.0,122.0,123.0,4.4,0.8352499999999999,45,1.73,-0.93,-3.01,33,-1.717,32
41,Vanderbilt,SEC,2013,100.0,244.0,22.0,28.0,7.0,12.0,13.0,0.0,277.0,16.0,1.0,872.0,45.0,2958.0,376.0,243.0,18.0,15.0,63.0,518.0,24919.0,1.0,88.0,25.0,504.0,34.0,1807.0,60.0,182.0,4765.0,23.0,41.5,30.843063583815038,92.28865979381442,415.32,#866d4b,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/238.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/238.png']",0.1685,42.523500000000006,5.746,51.0,25.0,48.0,64.108,43.543,62.628,13.0,9.0,4.0,8.0,4.0,4.0,63.65754977524017,62.220039864246075,21.182138296087857,87.56209086560831,49.0358909851095,68.06451612903226,28.82424774348314,29.01886792452831,30.219417475728164,72.95481360241251,78.76495822984873,11.56,66.87157894736842,83.88655980271271,35.55251641137856,68.2,70.5,60.66366353168675,10.0,59.5,60.15111731843575,30.843063583815038,85.33333333333327,2.307692307692321,78.76495822984873,63.65754977524017,21.182138296087857,642.3969411971522,11.560000000000002,70.3502538071066,49.0358909851095,72.95481360241251,62.22003986424607,87.56209086560833,198.90456873585498,59.43542056478407,4.1,52.0,55.24772765031144,42.0,80.06861475708462,0.8063550225420911,27.0,25.197777777777773,95.0,2186.151524022131,8.0,364.68,136.0,17.0,393.41586096151434,64,329.08774614390194,88,39.0,42.0,82.0,113.0,15.0,23.0,37.0,4.4,0.8216666666666667,33,2.76,0.26,-1.84,23,-0.472,21
42,TCU,Big 12,2013,84.79334916864607,213.0,6.0,15.0,13.0,9.0,12.0,1.0,195.0,17.0,67.0,1025.0,41.0,2715.0,419.0,240.0,19.0,14.0,79.0,649.0,22489.0,1.0,298.0,27.0,403.0,20.0,1423.0,56.0,175.0,4138.0,30.0,61.75,28.067630057803484,29.804123711340203,374.82,#4d1979,#f1f2f3,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2628.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2628.png']",0.065,12.8765,8.686,44.0,75.0,23.0,79.314,31.517,45.67,12.0,4.0,8.0,9.0,2.0,7.0,42.8425708634789,89.49531440103513,7.9195868162460386,68.70936518014928,15.758246027680343,54.62499999999999,42.80108474493048,37.0,16.40774647887325,85.39490217365947,83.27086149686617,11.56,71.96627358490565,81.68927250308262,39.5601750547046,68.8,70.0,66.34156631801004,8.617577197149643,39.25,37.75167597765363,28.067630057803484,79.83333333333333,1.452991452991455,83.27086149686617,42.8425708634789,7.9195868162460386,694.0142392546367,11.560000000000002,53.892131979695435,15.758246027680343,85.39490217365947,89.49531440103513,68.70936518014929,182.50573362574437,51.6866642437082,-3.8,31.0,54.51699031996146,43.0,57.014289829842504,0.9351393145723041,46.0,37.23703703703704,22.0,907.993774804839,109.0,345.18,122.0,28.0,328.9066224522845,110,348.12750328842174,56,31.0,88.0,3.0,121.0,110.0,73.0,79.0,4.0,0.9039090909090909,87,-1.42,-3.87,-5.91,72,-4.618,73
43,BYU,Big 12,2013,84.79334916864607,325.0,11.0,21.0,7.0,10.0,13.0,3.0,143.0,14.0,1.0,1088.0,44.0,2942.0,447.0,237.0,13.0,19.0,102.0,863.0,22614.0,20.8,335.0,38.0,664.0,24.0,3475.0,87.0,231.0,6417.0,21.0,52.75,44.26242774566474,49.86008836524301,376.9,#003da5,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/252.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/252.png']",0.159,65.582,11.874,30.0,38.0,30.0,73.639,59.682,35.173,13.0,8.0,5.0,0.0,0.0,0.0,50.88151187660765,82.29326781843426,44.659451885737155,75.9998111218812,49.820335406628445,70.51063829787235,23.230858961346712,40.94736842105264,26.103571428571428,82.78448007708673,95.19417475728156,29.471898734177216,36.89526686807654,71.67940813810112,21.79649890590808,70.4,71.8,47.14003032433858,8.617577197149643,48.25,38.90206703910613,44.26242774566474,65.1666666666666,4.529914529914535,95.19417475728156,50.88151187660765,44.659451885737155,519.4548211303508,29.471898734177216,27.00634517766497,49.820335406628445,82.78448007708673,82.29326781843426,75.99981112188121,191.7141480632736,64.40647636439591,0.6,43.0,53.94187530880498,44.0,57.90093625746124,1.6613571862170489,102.0,34.94306220095693,32.0,1468.8183524538154,62.0,403.1,116.0,35.0,405.976379323575,51,359.3968965071116,36,71.0,74.0,11.0,53.0,79.0,47.0,117.0,3.8,0.8455833333333334,52,1.7,-1.09,-3.16,36,-1.981,37
